#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
31/07/2020,2:00:01,-0.432,-2.325,0.98,-2.291,0.009,-0.022,4.19,25.7,present ,25.76,24.9,
31/07/2020,2:30:01,-0.603,-2.31,0.684,-2.264,0.006,-0.022,4.19,24.8,present ,25.76,24.9,
31/07/2020,3:00:01,-0.574,-2.29,0.735,-2.229,0.007,-0.022,4.19,24.1,present ,25.72,25.2,
31/07/2020,3:30:00,-0.486,-2.306,0.887,-2.258,0.008,-0.022,4.19,23.7,present ,25.69,24.9,
31/07/2020,4:00:00,-0.596,-2.332,0.697,-2.302,0.006,-0.023,4.19,23.3,present ,25.65,24.9,
31/07/2020,4:30:01,-0.596,-2.258,0.696,-2.175,0.006,-0.021,4.19,23.4,present ,25.61,24.9,
31/07/2020,5:00:00,-0.536,-2.392,0.8,-2.406,0.008,-0.024,4.19,23.8,present ,25.58,25.2,
31/07/2020,5:30:00,-0.384,-2.258,1.064,-2.175,0.01,-0.021,4.19,24.1,present ,25.55,25.2,
31/07/2020,6:00:00,-0.589,-2.323,0.709,-2.286,0.007,-0.022,4.19,24.4,present ,25.54,24.9,
31/07/2020,6:30:00,-0.567,-2.329,0.746,-2.298,0.007,-0.022,4.19,24.3,present ,25.51,25.2,
31/07/2020,7:00:01,-0.542,-2.295,0.79,-2.239,0.007,-0.022,4.19,25.1,present ,25.54,24.9,
31/07/2020,7:30:00,-0.39,-2.353,1.053,-2.339,0.01,-0.023,4.19,24.4,present ,25.55,25.2,
31/07/2020,8:00:01,-0.338,-2.308,1.143,-2.26,0.011,-0.022,4.19,23.8,present ,25.55,25.2,
31/07/2020,8:30:01,-0.163,-2.284,1.446,-2.219,0.014,-0.022,4.19,24.5,present ,25.51,24.9,
31/07/2020,9:00:01,-0.113,-2.337,1.531,-2.312,0.015,-0.023,4.19,24.7,present ,25.54,24.9,
31/07/2020,9:30:00,0.127,-2.308,1.949,-2.262,0.019,-0.022,4.19,25.6,present ,25.55,25.2,
31/07/2020,10:00:00,0.319,-2.313,2.28,-2.269,0.022,-0.022,4.19,26.4,present ,25.65,24.9,
31/07/2020,10:30:01,0.686,-2.253,2.913,-2.165,0.029,-0.021,4.19,27.5,present ,25.72,25.2,
31/07/2020,11:00:01,1.392,-2.245,4.135,-2.151,0.041,-0.021,4.19,29.9,present ,27.24,24.6,
31/07/2020,11:30:00,2.123,-2.172,5.397,-2.026,0.053,-0.02,4.19,32.7,present ,27.56,24,
31/07/2020,12:00:00,2.472,-2.184,6.001,-2.047,0.06,-0.02,4.19,33,present ,28.9,23.7,
31/07/2020,12:30:00,2.494,-2.186,6.038,-2.05,0.06,-0.02,4.19,34.59,present ,28.94,23.7,
31/07/2020,13:00:00,2.691,-2.125,6.379,-1.945,0.063,-0.019,4.19,36.2,present ,28.94,23.7,
31/07/2020,13:30:00,2.589,-2.204,6.203,-2.08,0.062,-0.02,4.19,35.59,present ,28.97,23.7,
31/07/2020,14:00:00,2.727,-2.135,6.442,-1.961,0.064,-0.019,4.19,36,present ,28.98,24,
31/07/2020,14:30:01,2.506,-2.143,6.06,-1.975,0.06,-0.019,4.19,36.7,present ,28.94,24,
31/07/2020,15:00:01,2.615,-2.083,6.248,-1.872,0.062,-0.018,4.19,37.59,present ,28.9,23.7,
31/07/2020,15:30:00,2.345,-2.161,5.782,-2.007,0.057,-0.02,4.19,38.59,present ,28.94,24,
31/07/2020,16:00:01,2.056,-2.138,5.283,-1.967,0.052,-0.019,4.19,37.5,present ,28.94,23.7,
31/07/2020,16:30:01,2.186,-2.181,5.506,-2.041,0.055,-0.02,4.19,36.3,present ,28.94,23.7,
31/07/2020,17:00:01,2.627,-2.042,6.269,-1.802,0.062,-0.018,4.19,36.2,present ,28.9,23.4,
31/07/2020,17:30:01,2.487,-2.042,6.027,-1.801,0.06,-0.018,4.19,35.9,present ,28.9,23.4,
31/07/2020,18:00:01,2.356,-2.196,5.8,-2.068,0.058,-0.02,4.19,35.4,present ,28.94,23.7,
31/07/2020,18:30:00,2.168,-2.127,5.476,-1.948,0.054,-0.019,4.19,35.59,present ,28.97,23.7,
31/07/2020,19:00:01,1.676,-2.18,4.625,-2.04,0.046,-0.02,4.19,35.5,present ,28.23,24,
31/07/2020,19:30:01,0.978,-2.197,3.419,-2.069,0.034,-0.02,4.19,35,present ,28.94,24,
31/07/2020,20:00:00,1.339,-2.1,4.043,-1.902,0.04,-0.019,4.19,34.4,present ,27.24,24.3,
31/07/2020,20:30:00,0.877,-2.141,3.244,-1.972,0.032,-0.019,4.19,34.09,present ,27.34,24,
31/07/2020,21:00:00,0.291,-2.174,2.231,-2.03,0.022,-0.02,4.19,33.59,present ,26.04,24.6,
31/07/2020,21:30:00,0.02,-2.18,1.763,-2.04,0.017,-0.02,4.19,32.7,present ,26.07,24.6,
31/07/2020,22:00:01,0.139,-2.227,1.968,-2.121,0.019,-0.021,4.19,31.8,present ,26.04,25.2,
31/07/2020,22:30:01,-0.18,-2.171,1.415,-2.025,0.014,-0.02,4.19,31,present ,26.04,25.2,
31/07/2020,23:00:01,-0.143,-2.169,1.479,-2.021,0.014,-0.02,4.19,30.2,present ,26.01,25.2,
31/07/2020,23:30:00,-0.313,-2.345,1.185,-2.325,0.011,-0.023,4.19,29.5,present ,25.97,24.9,
1/8/2020,0:00:01,-0.388,-2.228,1.057,-2.123,0.01,-0.021,4.19,29.3,present ,25.93,24.6,
1/8/2020,0:30:01,-0.262,-2.163,1.274,-2.01,0.012,-0.02,4.19,28.6,present ,25.9,25.2,
1/8/2020,1:00:00,-0.342,-2.248,1.136,-2.157,0.011,-0.021,4.19,27.5,present ,25.86,25.2,
1/8/2020,1:30:01,-0.581,-2.272,0.723,-2.199,0.007,-0.021,4.19,27.3,present ,25.83,24.9,
1/8/2020,2:00:01,-0.468,-2.253,0.919,-2.166,0.009,-0.021,4.19,27.1,present ,25.79,25.2,
1/8/2020,2:30:01,-0.501,-2.253,0.861,-2.166,0.008,-0.021,4.19,26,present ,25.76,25.2,
1/8/2020,3:00:00,-0.615,-2.246,0.663,-2.155,0.006,-0.021,4.19,26.2,present ,25.72,25.2,
1/8/2020,3:30:00,-0.402,-2.253,1.032,-2.167,0.01,-0.021,4.19,26.2,present ,25.69,25.2,
1/8/2020,4:00:00,-0.511,-2.267,0.844,-2.19,0.008,-0.021,4.19,25.6,present ,25.69,24.9,
1/8/2020,4:30:00,-0.598,-2.274,0.693,-2.202,0.006,-0.022,4.19,25.1,present ,25.65,24.9,
1/8/2020,5:00:00,-0.581,-2.31,0.723,-2.265,0.007,-0.022,4.19,25.2,present ,25.58,24.9,
1/8/2020,5:30:00,-0.492,-2.286,0.877,-2.223,0.008,-0.022,4.19,25.9,present ,25.55,25.2,
1/8/2020,6:00:00,-0.62,-2.319,0.655,-2.279,0.006,-0.022,4.19,25.6,present ,25.51,24.9,
1/8/2020,6:30:01,-0.629,-2.292,0.639,-2.233,0.006,-0.022,4.19,25.2,present ,25.51,25.2,
1/8/2020,7:00:01,-0.7,-2.317,0.517,-2.277,0.005,-0.022,4.19,24.8,present ,25.55,25.2,
1/8/2020,7:30:01,-0.57,-2.262,0.742,-2.182,0.007,-0.021,4.19,25.4,present ,25.51,24.9,
1/8/2020,8:00:01,-0.405,-2.302,1.027,-2.251,0.01,-0.022,4.19,25.5,present ,25.51,25.2,
1/8/2020,8:30:01,-0.269,-2.343,1.262,-2.322,0.012,-0.023,4.19,25.9,present ,25.65,24.9,
1/8/2020,9:00:01,0.116,-2.288,1.929,-2.226,0.019,-0.022,4.19,26.9,present ,26.36,24.9,
1/8/2020,9:30:00,0.842,-2.318,3.184,-2.279,0.031,-0.022,4.19,28.4,present ,26.46,24.6,
1/8/2020,10:00:01,1.541,-2.22,4.391,-2.108,0.043,-0.021,4.19,30,present ,26.82,24.3,
1/8/2020,10:30:00,1.897,-2.246,5.007,-2.153,0.05,-0.021,4.19,31.8,present ,26.96,24.3,
1/8/2020,11:00:00,2.22,-2.29,5.565,-2.229,0.055,-0.022,4.19,33.3,present ,26.99,24.6,
1/8/2020,11:30:00,2.229,-2.178,5.581,-2.037,0.055,-0.02,4.19,34,present ,27.59,24.3,
1/8/2020,12:00:00,2.689,-2.196,6.376,-2.068,0.063,-0.02,4.19,34.5,present ,27.98,24.3,
1/8/2020,12:30:00,2.695,-2.065,6.387,-1.841,0.063,-0.018,4.19,35.9,present ,28.9,23.7,
1/8/2020,13:00:00,2.492,-2.199,6.035,-2.073,0.06,-0.02,4.19,37.3,present ,28.9,23.7,
1/8/2020,13:30:00,2.302,-2.125,5.707,-1.944,0.057,-0.019,4.19,37.4,present ,28.94,23.7,
1/8/2020,14:00:00,1.888,-2.167,4.991,-2.017,0.049,-0.02,4.19,37.8,present ,28.97,23.4,
1/8/2020,14:30:01,2.178,-2.139,5.494,-1.968,0.054,-0.019,4.19,38.5,present ,28.93,23.4,
1/8/2020,15:00:01,2.204,-2.132,5.537,-1.957,0.055,-0.019,4.19,38.8,present ,28.9,24,
1/8/2020,15:30:01,2.162,-2.184,5.465,-2.047,0.054,-0.02,4.19,39.09,present ,28.97,23.4,
1/8/2020,16:00:01,1.751,-2.103,4.755,-1.907,0.047,-0.019,4.19,39.3,present ,28.94,23.7,
1/8/2020,16:30:00,1.912,-2.099,5.033,-1.9,0.05,-0.019,4.19,39.2,present ,28.9,23.7,
1/8/2020,17:00:00,1.753,-2.064,4.759,-1.839,0.047,-0.018,4.19,38.7,present ,28.9,23.7,
1/8/2020,17:30:01,1.479,-2.126,4.284,-1.947,0.042,-0.019,4.19,36.7,present ,28.9,23.7,
1/8/2020,18:00:01,0.992,-2.09,3.444,-1.884,0.034,-0.018,4.19,35.5,present ,28.94,23.7,
1/8/2020,18:30:00,1.228,-2.201,3.851,-2.076,0.038,-0.02,4.19,33.9,present ,26.85,24.6,
1/8/2020,19:00:01,0.726,-2.233,2.984,-2.131,0.029,-0.021,4.19,33.09,present ,26.82,24.3,
1/8/2020,19:30:00,0.387,-2.242,2.397,-2.146,0.023,-0.021,4.19,32.2,present ,26.04,25.2,
1/8/2020,20:00:00,0.712,-2.313,2.96,-2.27,0.029,-0.022,4.19,25.9,present ,26.04,24.6,
1/8/2020,20:30:00,0.934,-2.251,3.342,-2.163,0.033,-0.021,4.19,23.2,present ,25.97,24.6,
1/8/2020,21:00:00,0.695,-2.284,2.929,-2.22,0.029,-0.022,4.19,22.9,present ,25.93,24.6,
1/8/2020,21:30:00,0.37,-2.394,2.369,-2.41,0.023,-0.024,4.19,22.9,present ,25.9,24.9,
1/8/2020,22:00:00,0.308,-2.323,2.26,-2.286,0.022,-0.022,4.19,23.2,present ,25.86,25.2,
1/8/2020,22:30:01,0.259,-2.265,2.176,-2.186,0.021,-0.021,4.19,23,present ,25.86,24.6,
1/8/2020,23:00:01,0.101,-2.22,1.904,-2.109,0.019,-0.021,4.19,22.9,present ,25.83,24.9,
1/8/2020,23:30:01,0.056,-2.3,1.825,-2.247,0.018,-0.022,4.19,23,present ,25.79,24.9,
2/8/2020,0:00:01,0.136,-2.259,1.964,-2.177,0.019,-0.021,4.19,22.9,present ,25.76,24.9,
2/8/2020,0:30:01,-0.008,-2.3,1.713,-2.248,0.017,-0.022,4.19,22.6,present ,25.72,24.9,
2/8/2020,1:00:01,-0.029,-2.319,1.677,-2.281,0.016,-0.022,4.19,22.3,present ,25.69,24.9,
2/8/2020,1:30:01,-0.144,-2.329,1.478,-2.297,0.014,-0.022,4.19,21.8,present ,25.65,24.6,
2/8/2020,2:00:01,-0.117,-2.381,1.524,-2.386,0.015,-0.023,4.19,22,present ,25.65,25.2,
2/8/2020,2:30:00,-0.202,-2.318,1.377,-2.278,0.013,-0.022,4.19,21.7,present ,25.58,25.2,
2/8/2020,3:00:00,-0.258,-2.345,1.282,-2.324,0.012,-0.023,4.19,21.6,present ,25.58,25.2,
2/8/2020,3:30:00,-0.239,-2.275,1.314,-2.204,0.013,-0.022,4.19,20.7,present ,25.51,25.2,
2/8/2020,4:00:00,-0.241,-2.344,1.31,-2.323,0.013,-0.023,4.19,20.9,present ,25.51,25.2,
2/8/2020,4:30:01,-0.308,-2.335,1.195,-2.307,0.011,-0.023,4.19,21.4,present ,25.44,24.9,
2/8/2020,5:00:00,-0.277,-2.356,1.249,-2.344,0.012,-0.023,4.19,21,present ,25.4,24.9,
2/8/2020,5:30:00,-0.228,-2.334,1.333,-2.307,0.013,-0.023,4.19,21.1,present ,25.37,25.2,
2/8/2020,6:00:01,-0.345,-2.312,1.131,-2.268,0.011,-0.022,4.19,20.9,present ,25.33,25.2,
2/8/2020,6:30:00,-0.291,-2.312,1.224,-2.269,0.012,-0.022,4.19,21.1,present ,25.33,25.2,
2/8/2020,7:00:01,-0.339,-2.327,1.141,-2.294,0.011,-0.022,4.19,20.9,present ,25.37,24.9,
2/8/2020,7:30:01,-0.368,-2.317,1.091,-2.277,0.01,-0.022,4.19,21.5,present ,25.37,24.9,
2/8/2020,8:00:01,-0.249,-2.35,1.297,-2.334,0.012,-0.023,4.19,21.8,present ,25.37,24.9,
2/8/2020,8:30:01,-0.206,-2.335,1.371,-2.308,0.013,-0.023,4.19,22.2,present ,25.44,25.2,
2/8/2020,9:00:01,-0.04,-2.28,1.659,-2.212,0.016,-0.022,4.19,22.5,present ,25.54,24.9,
2/8/2020,9:30:00,0.394,-2.249,2.41,-2.159,0.024,-0.021,4.19,23.8,present ,25.47,24.9,
2/8/2020,10:00:01,1.077,-2.445,3.591,-2.498,0.035,-0.024,4.19,24.7,present ,25.61,24.9,
2/8/2020,10:30:01,2.69,-2.263,6.377,-2.183,0.063,-0.021,4.19,26.6,present ,26.01,25.2,
2/8/2020,11:00:00,3.103,-2.191,7.091,-2.058,0.07,-0.02,4.19,28.6,present ,27.28,24.3,
2/8/2020,11:30:00,4.387,-2.145,9.31,-1.98,0.093,-0.019,4.19,31.2,present ,27.52,24,
2/8/2020,12:00:00,4.612,-2.077,9.699,-1.862,0.096,-0.018,4.19,32.9,present ,28.48,23.7,
2/8/2020,12:30:00,5.096,-2.136,10.537,-1.963,0.105,-0.019,4.19,34.3,present ,28.87,23.7,
2/8/2020,13:00:01,5.345,-2.088,10.967,-1.881,0.109,-0.018,4.19,36.2,present ,28.94,23.7,
2/8/2020,13:30:00,5.61,-2.135,11.424,-1.962,0.114,-0.019,4.19,35.5,present ,28.44,23.7,
2/8/2020,14:00:01,4.019,-2.206,8.674,-2.085,0.086,-0.02,4.19,33.9,present ,28.41,23.7,
2/8/2020,14:30:00,3.451,-2.219,7.693,-2.108,0.076,-0.021,4.19,33.5,present ,28.9,23.7,
2/8/2020,15:00:01,4.104,-2.151,8.822,-1.99,0.088,-0.019,4.19,33.9,present ,28.9,23.7,
2/8/2020,15:30:01,4.581,-2.127,9.646,-1.948,0.096,-0.019,4.19,35.2,present ,28.9,23.4,
2/8/2020,16:00:01,4.621,-2.162,9.716,-2.008,0.097,-0.02,4.19,35.4,present ,28.93,23.4,
2/8/2020,16:30:01,5.184,-2.046,10.688,-1.809,0.106,-0.018,4.19,36.2,present ,28.9,23.4,
2/8/2020,17:00:01,3.824,-2.163,8.337,-2.011,0.083,-0.02,4.19,35.4,present ,28.9,23.7,
2/8/2020,17:30:00,3.979,-2.077,8.605,-1.862,0.086,-0.018,4.19,34.5,present ,28.94,23.7,
2/8/2020,18:00:01,4.69,-2.06,9.835,-1.832,0.098,-0.018,4.19,35.59,present ,28.94,24,
2/8/2020,18:30:01,5.052,-2.032,10.46,-1.784,0.104,-0.017,4.19,37.8,present ,28.94,23.7,
2/8/2020,19:00:00,4.339,-2.065,9.228,-1.841,0.092,-0.018,4.19,37.5,present ,28.97,23.7,
2/8/2020,19:30:00,4.127,-2.087,8.862,-1.879,0.088,-0.018,4.19,34.4,present ,28.94,23.7,
2/8/2020,20:00:00,3.543,-2.107,7.853,-1.913,0.078,-0.019,4.19,32.7,present ,28.9,23.4,
2/8/2020,20:30:00,3.163,-2.175,7.195,-2.031,0.071,-0.02,4.19,31.5,present ,27.24,24.3,
2/8/2020,21:00:01,2.079,-2.216,5.322,-2.101,0.053,-0.021,4.19,30.1,present ,26.04,25.2,
2/8/2020,21:30:00,1.406,-2.201,4.158,-2.076,0.041,-0.02,4.19,28.9,present ,26.08,24.9,
2/8/2020,22:00:01,1.104,-2.255,3.637,-2.17,0.036,-0.021,4.19,28.4,present ,26.04,24.9,
2/8/2020,22:30:01,0.83,-2.231,3.163,-2.128,0.031,-0.021,4.19,27.8,present ,26.01,25.2,
2/8/2020,23:00:01,0.507,-2.303,2.604,-2.252,0.026,-0.022,4.19,27.5,present ,26.01,25.2,
2/8/2020,23:30:01,0.43,-2.251,2.471,-2.162,0.024,-0.021,4.19,26.9,present ,25.97,25.2,
3/8/2020,0:00:01,0.299,-2.329,2.246,-2.298,0.022,-0.022,4.19,26.2,present ,25.93,24.9,
3/8/2020,0:30:01,0.19,-2.274,2.057,-2.202,0.02,-0.022,4.19,25.7,present ,25.9,24.9,
3/8/2020,1:00:00,0.232,-2.276,2.129,-2.206,0.021,-0.022,4.19,25.6,present ,25.86,24.6,
3/8/2020,1:30:00,-0.017,-2.294,1.697,-2.237,0.016,-0.022,4.19,25.2,present ,25.83,24.9,
3/8/2020,2:00:00,-0.013,-2.278,1.705,-2.209,0.017,-0.022,4.19,25.4,present ,25.83,24.9,
3/8/2020,2:30:00,0.061,-2.293,1.835,-2.234,0.018,-0.022,4.19,25.6,present ,25.79,25.2,
3/8/2020,3:00:01,0.053,-2.296,1.82,-2.24,0.018,-0.022,4.19,25.7,present ,25.76,24.9,
3/8/2020,3:30:00,-0.013,-2.283,1.704,-2.218,0.017,-0.022,4.19,25.5,present ,25.72,25.2,
3/8/2020,4:00:00,-0.077,-2.305,1.593,-2.256,0.015,-0.022,4.19,25,present ,25.69,24.9,
3/8/2020,4:30:00,-0.169,-2.257,1.435,-2.173,0.014,-0.021,4.19,24.7,present ,25.65,24.9,
3/8/2020,5:00:00,-0.257,-2.328,1.283,-2.296,0.012,-0.022,4.19,24.6,present ,25.65,24.9,
3/8/2020,5:30:01,-0.015,-2.28,1.7,-2.213,0.017,-0.022,4.19,25.1,present ,25.58,24.9,
3/8/2020,6:00:01,-0.118,-2.299,1.523,-2.246,0.015,-0.022,4.19,25.5,present ,25.61,24.9,
3/8/2020,6:30:01,0.395,-2.325,2.411,-2.29,0.024,-0.022,4.19,27.2,present ,25.58,25.2,
3/8/2020,7:00:01,-0.167,-2.361,1.438,-2.353,0.014,-0.023,4.19,25.5,present ,25.58,25.2,
3/8/2020,7:30:00,0.097,-2.293,1.897,-2.235,0.018,-0.022,4.19,25.8,present ,25.51,25.2,
3/8/2020,8:00:01,0.915,-2.258,3.309,-2.174,0.033,-0.021,4.19,25.6,present ,25.79,25.2,
3/8/2020,8:30:00,2.122,-2.201,5.397,-2.076,0.053,-0.02,4.19,28,present ,25.9,24.9,
3/8/2020,9:00:01,2.75,-2.231,6.481,-2.128,0.064,-0.021,4.19,29,present ,26.29,24.9,
3/8/2020,9:30:00,3.727,-2.132,8.171,-1.956,0.081,-0.019,4.19,29.4,present ,26.64,24.9,
3/8/2020,10:00:01,4.238,-2.128,9.054,-1.95,0.09,-0.019,4.19,29.8,present ,26.78,24.6,
3/8/2020,10:30:01,4.837,-2.149,10.088,-1.986,0.1,-0.019,4.19,29.8,present ,26.67,24.3,
3/8/2020,11:00:01,4.169,-2.136,8.933,-1.963,0.089,-0.019,4.19,29.8,present ,26.78,24.3,
3/8/2020,11:30:00,4.551,-2.12,9.594,-1.935,0.095,-0.019,4.19,30,present ,27.7,24.3,
3/8/2020,12:00:00,6.019,-2.146,12.131,-1.981,0.121,-0.019,4.19,32.5,present ,28.9,23.7,
3/8/2020,12:30:00,6.418,-2.044,12.821,-1.804,0.128,-0.018,4.19,32.9,present ,27.45,24.3,
3/8/2020,13:00:00,6.123,-2.113,12.31,-1.924,0.123,-0.019,4.19,31.2,present ,28.94,23.7,
3/8/2020,13:30:01,6.222,-2.127,12.483,-1.948,0.124,-0.019,4.19,31.2,present ,27.98,24,
3/8/2020,14:00:01,6.084,-2.129,12.244,-1.952,0.122,-0.019,4.19,31.5,present ,28.02,24.3,
3/8/2020,14:30:01,5.529,-2.146,11.284,-1.982,0.112,-0.019,4.19,31.8,present ,28.93,23.4,
3/8/2020,15:00:01,5.307,-2.103,10.901,-1.906,0.109,-0.019,4.19,32.09,present ,27.73,24,
3/8/2020,15:30:00,4.607,-2.159,9.69,-2.004,0.096,-0.02,4.19,30.7,present ,28.94,23.7,
3/8/2020,16:00:00,4.669,-2.176,9.798,-2.033,0.097,-0.02,4.19,29.6,present ,27.38,24,
3/8/2020,16:30:01,3.521,-2.166,7.814,-2.016,0.078,-0.02,4.19,29.1,present ,28.9,23.7,
3/8/2020,17:00:01,5.56,-2.147,11.338,-1.983,0.113,-0.019,4.19,30.6,present ,28.94,23.7,
3/8/2020,17:30:01,5.911,-2.163,11.944,-2.01,0.119,-0.02,4.19,32.09,present ,28.9,23.7,
3/8/2020,18:00:01,6.285,-2.201,12.591,-2.076,0.125,-0.02,4.19,31.4,present ,28.2,24,
3/8/2020,18:30:01,5.759,-2.191,11.682,-2.059,0.116,-0.02,4.19,31,present ,28.97,23.7,
3/8/2020,19:00:00,5.417,-2.085,11.09,-1.875,0.11,-0.018,4.19,30.6,present ,28.94,23.7,
3/8/2020,19:30:00,6.006,-2.089,12.108,-1.882,0.121,-0.018,4.19,30.6,present ,28.94,23.7,
3/8/2020,20:00:00,5.072,-2.126,10.494,-1.947,0.104,-0.019,4.19,30.4,present ,28.93,23.4,
3/8/2020,20:30:00,4.064,-2.118,8.752,-1.933,0.087,-0.019,4.19,29.6,present ,27.35,24.3,
3/8/2020,21:00:00,2.893,-2.189,6.728,-2.055,0.067,-0.02,4.19,28.9,present ,26.04,24.9,
3/8/2020,21:30:01,1.885,-2.173,4.986,-2.027,0.049,-0.02,4.19,27.2,present ,26.08,24.9,
3/8/2020,22:00:01,1.261,-2.275,3.909,-2.205,0.039,-0.022,4.19,25.8,present ,26,24.9,
3/8/2020,22:30:01,0.836,-2.192,3.174,-2.06,0.031,-0.02,4.19,25,present ,26,24.9,
3/8/2020,23:00:01,0.779,-2.442,3.076,-2.492,0.03,-0.024,4.19,25,present ,25.97,24.9,
3/8/2020,23:30:01,0.487,-2.247,2.571,-2.155,0.025,-0.021,4.19,23,present ,25.93,24.9,
4/8/2020,0:00:00,0.362,-2.29,2.355,-2.229,0.023,-0.022,4.19,22.2,present ,25.9,24.9,
4/8/2020,0:30:00,0.296,-2.355,2.24,-2.343,0.022,-0.023,4.19,21.9,present ,25.86,24.9,
4/8/2020,1:00:01,0.25,-2.315,2.16,-2.273,0.021,-0.022,4.19,21.7,present ,25.82,24.6,
4/8/2020,1:30:01,0.12,-2.248,1.936,-2.157,0.019,-0.021,4.19,21,present ,25.79,25.2,
4/8/2020,2:00:01,-0.005,-2.34,1.718,-2.316,0.017,-0.023,4.19,21.5,present ,25.76,24.9,
4/8/2020,2:30:00,0.038,-2.341,1.794,-2.319,0.017,-0.023,4.19,20.9,present ,25.72,25.2,
4/8/2020,3:00:00,-0.069,-2.283,1.608,-2.218,0.016,-0.022,4.19,20.8,present ,25.69,24.9,
4/8/2020,3:30:00,-0.201,-2.286,1.38,-2.224,0.013,-0.022,4.19,20.2,present ,25.65,24.9,
4/8/2020,4:00:00,-0.2,-2.354,1.382,-2.341,0.013,-0.023,4.19,20.4,present ,25.61,24.9,
4/8/2020,4:30:00,-0.1,-2.403,1.553,-2.425,0.015,-0.024,4.19,20.29,present ,25.58,24.9,
4/8/2020,5:00:00,-0.194,-2.33,1.391,-2.3,0.013,-0.023,4.19,20,present ,25.55,25.2,
4/8/2020,5:30:01,-0.109,-2.346,1.539,-2.327,0.015,-0.023,4.19,20,present ,25.54,24.9,
4/8/2020,6:00:01,-0.165,-2.314,1.442,-2.272,0.014,-0.022,4.19,19.5,present ,25.47,24.9,
4/8/2020,6:30:00,-0.338,-2.375,1.142,-2.376,0.011,-0.023,4.19,18.9,present ,25.44,25.2,
4/8/2020,7:00:01,-0.029,-2.385,1.676,-2.394,0.016,-0.023,4.19,19.2,present ,25.37,24.9,
4/8/2020,7:30:01,0.009,-2.358,1.745,-2.348,0.017,-0.023,4.19,18.6,present ,25.37,25.2,
4/8/2020,8:00:01,0.016,-2.374,1.756,-2.375,0.017,-0.023,4.19,18.4,present ,25.37,24.9,
4/8/2020,8:30:00,0.278,-2.29,2.209,-2.231,0.022,-0.022,4.19,18.4,present ,25.37,25.2,
4/8/2020,9:00:00,0.659,-2.323,2.868,-2.288,0.028,-0.022,4.19,19.9,present ,25.4,24.9,
4/8/2020,9:30:01,1.296,-2.376,3.968,-2.378,0.039,-0.023,4.19,21.1,present ,25.4,25.2,
4/8/2020,10:00:01,1.99,-2.355,5.168,-2.341,0.051,-0.023,4.19,22.4,present ,25.44,24.9,
4/8/2020,10:30:00,2.909,-2.188,6.756,-2.053,0.067,-0.02,4.19,23.8,present ,25.93,24.9,
4/8/2020,11:00:00,4.461,-2.164,9.439,-2.012,0.094,-0.02,4.19,26.7,present ,27.45,24,
4/8/2020,11:30:00,5.828,-2.184,11.802,-2.046,0.118,-0.02,4.19,30.4,present ,27.77,24,
4/8/2020,12:00:00,6.381,-2.125,12.758,-1.945,0.127,-0.019,4.19,30.7,present ,28.9,23.4,
4/8/2020,12:30:00,6.045,-2.138,12.177,-1.966,0.121,-0.019,4.19,30.9,present ,28.94,23.7,
4/8/2020,13:00:01,6.016,-2.091,12.126,-1.886,0.121,-0.018,4.19,32.59,present ,28.94,23.7,
4/8/2020,13:30:00,5.572,-2.099,11.359,-1.9,0.113,-0.019,4.19,31.9,present ,28.97,23.7,
4/8/2020,14:00:01,5.528,-2.137,11.282,-1.965,0.112,-0.019,4.19,32.2,present ,28.97,23.4,
4/8/2020,14:30:00,5.379,-2.123,11.024,-1.941,0.11,-0.019,4.19,32.9,present ,28.97,23.7,
4/8/2020,15:00:01,5.497,-2.061,11.229,-1.834,0.112,-0.018,4.19,33.59,present ,28.94,23.7,
4/8/2020,15:30:01,5.403,-2.069,11.067,-1.848,0.11,-0.018,4.19,34,present ,28.97,23.7,
4/8/2020,16:00:01,5.43,-2.153,11.114,-1.993,0.111,-0.019,4.19,34.59,present ,28.97,23.7,
4/8/2020,16:30:01,5.429,-2.13,11.112,-1.954,0.111,-0.019,4.19,35.09,present ,28.94,23.7,
4/8/2020,17:00:00,5.308,-2.06,10.902,-1.833,0.109,-0.018,4.19,35.4,present ,27.81,24.3,
