,Psychrometer
2021-05-05 17:00:00,-1.481494665145874
2021-05-05 17:30:00,-1.5555669069290161
2021-05-05 18:00:00,-0.7846149802207947
2021-05-05 18:30:00,-0.8462855219841003
2021-05-05 19:00:00,-0.754094123840332
2021-05-05 19:30:00,-0.8365675210952759
2021-05-05 20:00:00,-0.751619279384613
2021-05-05 20:30:00,-0.8219323754310608
2021-05-05 21:00:00,-0.6604312062263489
2021-05-05 21:30:00,-0.7614578604698181
2021-05-05 22:00:00,-0.6452577114105225
2021-05-05 22:30:00,-0.7462843656539917
2021-05-05 23:00:00,-0.5446873903274536
2021-05-05 23:30:00,-0.6164188981056213
2021-05-06 00:00:00,-0.6380249261856079
2021-05-06 00:30:00,-0.7126097083091736
2021-05-06 01:00:00,-0.5002950429916382
2021-05-06 01:30:00,-0.5815333724021912
2021-05-06 02:00:00,-0.4843607544898987
2021-05-06 02:30:00,-0.5655990839004517
2021-05-06 03:00:00,-0.4843607544898987
2021-05-06 03:30:00,-0.5660573244094849
2021-05-06 04:00:00,-0.4848189651966095
2021-05-06 04:30:00,-0.5655990839004517
2021-05-06 05:00:00,-0.4843607544898987
2021-05-06 05:30:00,-0.5655990839004517
2021-05-06 06:00:00,-0.4995343089103699
2021-05-06 06:30:00,-0.5807725787162781
2021-05-06 07:00:00,-0.5028190016746521
2021-05-06 07:30:00,-0.5660135746002197
2021-05-06 08:00:00,-0.5387250781059265
2021-05-06 08:30:00,-0.651092529296875
2021-05-06 09:00:00,-0.8506908416748047
2021-05-06 09:30:00,-0.9071605205535889
2021-05-06 10:00:00,-1.097603678703308
2021-05-06 10:30:00,-1.1399953365325928
2021-05-06 11:00:00,-0.9903810024261475
2021-05-06 11:30:00,-1.0048093795776367
2021-05-06 12:00:00,-1.0566684007644653
2021-05-06 12:30:00,-1.050830364227295
2021-05-06 13:00:00,-1.073919653892517
2021-05-06 13:30:00,-1.0883482694625854
2021-05-06 14:00:00,-1.440565586090088
2021-05-06 14:30:00,-1.440565586090088
2021-05-06 15:00:00,-1.4601835012435913
2021-05-06 15:30:00,-1.2808982133865356
2021-05-06 16:00:00,-1.0809423923492432
2021-05-06 16:30:00,-1.095370888710022
2021-05-06 17:00:00,-1.2313913106918335
2021-05-06 17:30:00,-1.2313913106918335
2021-05-06 18:00:00,-1.1431324481964111
2021-05-06 18:30:00,-1.1431324481964111
2021-05-06 19:00:00,-1.1733815670013428
2021-05-06 19:30:00,-1.2065013647079468
2021-05-06 20:00:00,-1.157569169998169
2021-05-06 20:30:00,-1.0781320333480835
2021-05-06 21:00:00,-0.9080854654312134
2021-05-06 21:30:00,-0.9259278178215027
2021-05-06 22:00:00,-0.8477393984794617
2021-05-06 22:30:00,-0.8826200366020203
2021-05-06 23:00:00,-0.7947705388069153
2021-05-06 23:30:00,-0.8296512961387634
2021-05-07 00:00:00,-0.5693567395210266
2021-05-07 00:30:00,-0.5901595950126648
