,Psychrometer
2022-05-01 00:00:00,-0.9045373499683644
2022-05-01 00:30:00,-0.9045373499683644
2022-05-01 01:00:00,-0.9045373499683644
2022-05-01 01:30:00,-0.9045373499683644
2022-05-01 02:00:00,-0.9045373499683644
2022-05-01 02:30:00,-0.9045373499683644
2022-05-01 03:00:00,-0.9045373499683644
2022-05-01 03:30:00,-0.9045373499683644
2022-05-01 04:00:00,-0.9045373499683644
2022-05-01 04:30:00,-0.9045373499683644
2022-05-01 05:00:00,-0.9045373499683644
2022-05-01 05:30:00,-0.9045373499683644
2022-05-01 06:00:00,-0.9045373499683644
2022-05-01 06:30:00,-0.9045373499683644
2022-05-01 07:00:00,-0.9045373499683644
2022-05-01 07:30:00,-0.9045373499683644
2022-05-01 08:00:00,-0.9045373499683644
2022-05-01 08:30:00,-0.9045373499683644
2022-05-01 09:00:00,-0.922647547974439
2022-05-01 09:30:00,-0.922647547974439
2022-05-01 10:00:00,-0.9226963614817509
2022-05-01 10:30:00,-0.9226963614817509
2022-05-01 11:00:00,-0.9298528050707101
2022-05-01 11:30:00,-0.9301628934488125
2022-05-01 12:00:00,-0.9318538491289445
2022-05-01 12:30:00,-0.9358202363646204
2022-05-01 13:00:00,-0.8991317212031182
2022-05-01 13:30:00,-0.9018808455989898
2022-05-01 14:00:00,-0.9061447094663951
2022-05-01 14:30:00,-0.9033103674206516
2022-05-01 15:00:00,-0.9208923980260573
2022-05-01 15:30:00,-0.9207920910973197
2022-05-01 16:00:00,-0.9197636424486352
2022-05-01 16:30:00,-0.9202473425473954
2022-05-01 17:00:00,-0.9286061695429266
2022-05-01 17:30:00,-0.9271483908228112
2022-05-01 18:00:00,-0.936730631134658
2022-05-01 18:30:00,-0.9324771080983726
2022-05-01 19:00:00,-0.9389483972314997
2022-05-01 19:30:00,-0.9389483972314997
2022-05-01 20:00:00,-0.9389483972314997
2022-05-01 20:30:00,-0.9389483972314997
2022-05-01 21:00:00,-0.9389483972314997
2022-05-01 21:30:00,-0.9389483972314997
2022-05-01 22:00:00,-0.938657413418721
2022-05-01 22:30:00,-0.938657413418721
2022-05-01 23:00:00,-0.938657413418721
2022-05-01 23:30:00,-0.938657413418721
2022-05-02 00:00:00,-0.9045373499683644
2022-05-02 00:30:00,-0.9045373499683644
2022-05-02 01:00:00,-0.9045373499683644
2022-05-02 01:30:00,-0.9045373499683644
2022-05-02 02:00:00,-0.9045373499683644
2022-05-02 02:30:00,-0.9045373499683644
2022-05-02 03:00:00,-0.9045373499683644
2022-05-02 03:30:00,-0.9045373499683644
2022-05-02 04:00:00,-0.9045373499683644
2022-05-02 04:30:00,-0.9045373499683644
2022-05-02 05:00:00,-0.9045373499683644
2022-05-02 05:30:00,-0.9045373499683644
2022-05-02 06:00:00,-0.9045373499683644
2022-05-02 06:30:00,-0.9045373499683644
