,Psychrometer
2022-05-01 00:00:00,-0.3033646956953271
2022-05-01 00:30:00,-0.257845535281233
2022-05-01 01:00:00,-0.2310203462638917
2022-05-01 01:30:00,-0.2366792446635851
2022-05-01 02:00:00,-0.272157612267738
2022-05-01 02:30:00,-0.3070056076776346
2022-05-01 03:00:00,-0.3099687878861856
2022-05-01 03:30:00,-0.2992544150937462
2022-05-01 04:00:00,-0.2803870575707596
2022-05-01 04:30:00,-0.2332333618550872
2022-05-01 05:00:00,-0.1923576593073581
2022-05-01 05:30:00,-0.2435884420954804
2022-05-01 06:00:00,-0.23581413902635515
2022-05-01 06:30:00,-0.25916242180185683
2022-05-01 07:00:00,-0.24522260398847465
2022-05-01 07:30:00,-0.2414049582381856
2022-05-01 08:00:00,-0.2552801358381313
2022-05-01 08:30:00,-0.25766109216253347
2022-05-01 09:00:00,-0.2607952654802983
2022-05-01 09:30:00,-0.26973125941200793
2022-05-01 10:00:00,-0.3763183114284318
2022-05-01 10:30:00,-0.5332024463056222
2022-05-01 11:00:00,-0.673033649369536
2022-05-01 11:30:00,-0.6944786331162706
2022-05-01 12:00:00,-0.7293364431191356
2022-05-01 12:30:00,-0.7307401376918233
2022-05-01 13:00:00,-0.8572050212633526
2022-05-01 13:30:00,-0.8080981634959689
2022-05-01 14:00:00,-0.9035505940135984
2022-05-01 14:30:00,-1.2257108066779485
2022-05-01 15:00:00,-0.9034116081174646
2022-05-01 15:30:00,-1.0810201480377946
2022-05-01 16:00:00,-1.3185954724217896
2022-05-01 16:30:00,-1.2430232032432385
2022-05-01 17:00:00,-0.965799246073388
2022-05-01 17:30:00,-1.3187378290454723
2022-05-01 18:00:00,-0.8333421648071213
2022-05-01 18:30:00,-1.0817242660575708
2022-05-01 19:00:00,-1.2152153127415477
2022-05-01 19:30:00,-1.0521696513297565
2022-05-01 20:00:00,-0.6682902362864686
2022-05-01 20:30:00,-0.6250680609153804
2022-05-01 21:00:00,-0.5842777191923809
2022-05-01 21:30:00,-0.9807111254222386
2022-05-01 22:00:00,-0.9201799941937362
2022-05-01 22:30:00,-0.8673784831931647
2022-05-01 23:00:00,-0.8161084017850448
2022-05-01 23:30:00,-0.7387447487423563
2022-05-02 00:00:00,-0.6421253311048687
2022-05-02 00:30:00,-0.5613309653301001
2022-05-02 01:00:00,-0.5248200417002447
2022-05-02 01:30:00,-0.4961527204012452
2022-05-02 02:00:00,-0.4418618377969294
2022-05-02 02:30:00,-0.23402510474303834
2022-05-02 03:00:00,-0.25805723049609414
2022-05-02 03:30:00,-0.2651181542288022
2022-05-02 04:00:00,-0.2665852568338952
2022-05-02 04:30:00,-0.2256413790697152
2022-05-02 05:00:00,-0.26756803376291843
2022-05-02 05:30:00,-0.22149957526181555
2022-05-02 06:00:00,-0.2349094827992556
2022-05-02 06:30:00,-0.2553059777769745
2022-05-02 07:00:00,-0.2402367341199641
2022-05-02 07:30:00,-0.21485009131868346
2022-05-02 08:00:00,-0.2459833791236962
2022-05-02 08:30:00,-0.2595348613283946
2022-05-02 09:00:00,-0.30931057314702676
2022-05-02 09:30:00,-0.41533982234605843
2022-05-02 10:00:00,-0.610744060633436
2022-05-02 10:30:00,-0.8150696361770713
2022-05-02 11:00:00,-0.8545242212046827
2022-05-02 11:30:00,-0.8267687084224523
2022-05-02 12:00:00,-0.9057250195775355
2022-05-02 12:30:00,-0.888088696788749
2022-05-02 13:00:00,-0.4826285713570632
2022-05-02 13:30:00,-0.4288011156198127
2022-05-02 14:00:00,-0.4144103681458743
2022-05-02 14:30:00,-0.4357957450150158
2022-05-02 15:00:00,-0.5706576491871745
2022-05-02 15:30:00,-0.6959949141104315
2022-05-02 16:00:00,-0.7327643199028093
2022-05-02 16:30:00,-0.73846434069443
2022-05-02 17:00:00,-0.8244729782629264
2022-05-02 17:30:00,-0.7487580594714855
2022-05-02 18:00:00,-0.7746305150714394
2022-05-02 18:30:00,-0.7943511531389257
2022-05-02 19:00:00,-0.8852565043297528
2022-05-02 19:30:00,-0.9271237069785656
2022-05-02 20:00:00,-0.7106829959714764
2022-05-02 20:30:00,-1.0316036767658368
2022-05-02 21:00:00,-0.6600746555477421
2022-05-02 21:30:00,-0.8864517634134487
2022-05-02 22:00:00,-0.8731893393125024
2022-05-02 22:30:00,-0.8300415786953249
2022-05-02 23:00:00,-0.7132228080026177
2022-05-02 23:30:00,-0.5610921980151091
2022-05-03 00:00:00,-0.4250796857943295
2022-05-03 00:30:00,-0.3151088827166111
2022-05-03 01:00:00,-0.2706850442636944
2022-05-03 01:30:00,-0.292526688189645
2022-05-03 02:00:00,-0.3135716476787157
2022-05-03 02:30:00,-0.3023928721133159
2022-05-03 03:00:00,-0.3039711835691888
2022-05-03 03:30:00,-0.3646769247379811
2022-05-03 04:00:00,-0.4660362460822888
2022-05-03 04:30:00,-0.529770233662889
2022-05-03 05:00:00,-0.5344654470998164
2022-05-03 05:30:00,-0.2738435932572956
2022-05-03 06:00:00,-0.27172913764663725
