,Psychrometer
2022-05-01 00:00:00,-0.4689480887733405
2022-05-01 00:30:00,-0.4815834380777577
2022-05-01 01:00:00,-0.48535536894847586
2022-05-01 01:30:00,-0.4948531376699263
2022-05-01 02:00:00,-0.49885710518674836
2022-05-01 02:30:00,-0.5061936781581313
2022-05-01 03:00:00,-0.5071604074736361
2022-05-01 03:30:00,-0.504736762901791
2022-05-01 04:00:00,-0.5006417905452029
2022-05-01 04:30:00,-0.5058980061247484
2022-05-01 05:00:00,-0.5141263889457932
2022-05-01 05:30:00,-0.5197706384514024
2022-05-01 06:00:00,-0.6257430760846835
2022-05-01 06:30:00,-0.5319356271283997
2022-05-01 07:00:00,-0.525493395285665
2022-05-01 07:30:00,-0.525493395285665
2022-05-01 08:00:00,-0.5231953523701552
2022-05-01 08:30:00,-0.5222612033164302
2022-05-01 09:00:00,-0.5138633387765376
2022-05-01 09:30:00,-0.5467318201805251
2022-05-01 10:00:00,-0.5594926416904044
2022-05-01 10:30:00,-0.602896731235939
2022-05-01 11:00:00,-0.6613593592001804
2022-05-01 11:30:00,-0.6626017059909927
2022-05-01 12:00:00,-0.6913223797700312
2022-05-01 12:30:00,-0.6854673534344442
2022-05-01 13:00:00,-0.842950073965005
2022-05-01 13:30:00,-0.6963978753880781
2022-05-01 14:00:00,-0.8124823887343041
2022-05-01 14:30:00,-0.9935731527006091
2022-05-01 15:00:00,-1.0167660203800841
2022-05-01 15:30:00,-0.8738364825809144
2022-05-01 16:00:00,-0.9898563581355242
2022-05-01 16:30:00,-0.9405494052119621
2022-05-01 17:00:00,-1.101587426497316
2022-05-01 17:30:00,-1.0035618870743253
2022-05-01 18:00:00,-0.7878537895205686
2022-05-01 18:30:00,-0.882723873723277
2022-05-01 19:00:00,-1.0003056435286768
2022-05-01 19:30:00,-0.9128343095872994
2022-05-01 20:00:00,-0.6639171561296451
2022-05-01 20:30:00,-0.6707743704911938
2022-05-01 21:00:00,-0.5537795398049693
2022-05-01 21:30:00,-0.5627162218092604
2022-05-01 22:00:00,-0.5602699056531881
2022-05-01 22:30:00,-0.5350075352885489
2022-05-01 23:00:00,-0.5193613013891913
2022-05-01 23:30:00,-0.5138757561530154
2022-05-02 00:00:00,-0.49232212651446217
2022-05-02 00:30:00,-0.48281765145143174
2022-05-02 01:00:00,-0.5118323338037818
2022-05-02 01:30:00,-0.5163346258231394
2022-05-02 02:00:00,-0.5377932661256088
2022-05-02 02:30:00,-0.5468753131194167
2022-05-02 03:00:00,-0.5290047442393764
2022-05-02 03:30:00,-0.5047096126162258
2022-05-02 04:00:00,-0.528084736035809
2022-05-02 04:30:00,-0.5057390436623478
2022-05-02 05:00:00,-0.5305004299456152
2022-05-02 05:30:00,-0.5328953308261333
2022-05-02 06:00:00,-0.5636466140560832
2022-05-02 06:30:00,-0.5675298647782202
2022-05-02 07:00:00,-0.5554598671880963
2022-05-02 07:30:00,-0.5227902147259599
2022-05-02 08:00:00,-0.54563422383799
2022-05-02 08:30:00,-0.4998123381596566
2022-05-02 09:00:00,-0.5322302859633614
2022-05-02 09:30:00,-0.5465115815092472
2022-05-02 10:00:00,-0.6625789162246258
2022-05-02 10:30:00,-0.8422892657106955
2022-05-02 11:00:00,-1.066908847866523
2022-05-02 11:30:00,-1.1801243615667654
2022-05-02 12:00:00,-1.175315230218585
2022-05-02 12:30:00,-1.3206562304098268
2022-05-02 13:00:00,-1.2292620847311844
2022-05-02 13:30:00,-1.8771814048773665
2022-05-02 14:00:00,-1.8431025682346687
2022-05-02 14:30:00,-1.826715531853903
2022-05-02 15:00:00,-1.7950300165794855
2022-05-02 15:30:00,-1.4293279129050653
2022-05-02 16:00:00,-1.6138514605607042
2022-05-02 16:30:00,-1.224338197857128
2022-05-02 17:00:00,-0.9583359768795083
2022-05-02 17:30:00,-0.900310932678711
2022-05-02 18:00:00,-0.9575974641451173
2022-05-02 18:30:00,-0.9679207374397386
2022-05-02 19:00:00,-1.1895152975655254
2022-05-02 19:30:00,-1.2458133060034922
2022-05-02 20:00:00,-0.6921633580322584
2022-05-02 20:30:00,-0.8781051743082402
2022-05-02 21:00:00,-0.5751196544481083
2022-05-02 21:30:00,-0.6015772352058676
2022-05-02 22:00:00,-0.5580703653231871
2022-05-02 22:30:00,-0.5380145869772172
2022-05-02 23:00:00,-0.5101303689619151
2022-05-02 23:30:00,-0.4843803833860788
2022-05-03 00:00:00,-0.4841053235487238
2022-05-03 00:30:00,-0.4931012677981544
2022-05-03 01:00:00,-0.5201729388794541
2022-05-03 01:30:00,-0.5034525873496131
2022-05-03 02:00:00,-0.5373832137666132
2022-05-03 02:30:00,-0.5439729398401437
2022-05-03 03:00:00,-0.5452101944107617
2022-05-03 03:30:00,-0.5564250531566943
2022-05-03 04:00:00,-0.5209296911726458
2022-05-03 04:30:00,-0.5290307486425004
2022-05-03 05:00:00,-0.5213231460775616
2022-05-03 05:30:00,-0.5456133322075729
2022-05-03 06:00:00,-0.5469132998896049
2022-05-03 06:30:00,-0.5528751902148845
2022-05-03 07:00:00,-0.5487601054805658
2022-05-03 07:30:00,-0.5012989662013024
2022-05-03 08:00:00,-0.5418668755660678
2022-05-03 08:30:00,-0.5509062785913421
2022-05-03 09:00:00,-0.5321274042408755
2022-05-03 09:30:00,-0.5639655747115622
2022-05-03 10:00:00,-0.7140175823666982
2022-05-03 10:30:00,-0.880457395066105
2022-05-03 11:00:00,-1.3379175903390188
2022-05-03 11:30:00,-1.1656128910979147
2022-05-03 12:00:00,-1.2431279710518164
2022-05-03 12:30:00,-1.92881129211976
2022-05-03 13:00:00,-1.8557500496130321
2022-05-03 13:30:00,-1.8765822158006684
2022-05-03 14:00:00,-1.825756163312536
2022-05-03 14:30:00,-1.8211431070758082
2022-05-03 15:00:00,-1.763485121165513
2022-05-03 15:30:00,-1.7138090523219183
2022-05-03 16:00:00,-1.7189825338496687
2022-05-03 16:30:00,-1.7336085077868273
2022-05-03 17:00:00,-1.7144750906347352
2022-05-03 17:30:00,-1.7550204624851273
2022-05-03 18:00:00,-1.735850894084576
2022-05-03 18:30:00,-1.5195670363237639
2022-05-03 19:00:00,-1.4340577120945537
2022-05-03 19:30:00,-1.4167447047291966
2022-05-03 20:00:00,-0.7706574745266238
2022-05-03 20:30:00,-0.8012190722630145
2022-05-03 21:00:00,-0.6396256106307696
2022-05-03 21:30:00,-0.6314597927931715
2022-05-03 22:00:00,-0.5628987712085263
2022-05-03 22:30:00,-0.5884106405172127
2022-05-03 23:00:00,-0.5390862739809215
2022-05-03 23:30:00,-0.47920805761821755
2022-05-04 00:00:00,-0.5854198722190831
2022-05-04 00:30:00,-0.7098639903451681
2022-05-04 01:00:00,-0.5914754787376075
2022-05-04 01:30:00,-0.6391038085651299
2022-05-04 02:00:00,-0.6299648099407341
2022-05-04 02:30:00,-0.616568701863776
2022-05-04 03:00:00,-0.6229151831442546
2022-05-04 03:30:00,-0.6064856765683333
2022-05-04 04:00:00,-0.6220744397754485
2022-05-04 04:30:00,-0.6145869180046767
2022-05-04 05:00:00,-0.6954299384359653
2022-05-04 05:30:00,-0.6305012679738309
2022-05-04 06:00:00,-0.6835478236736485
2022-05-04 06:30:00,-0.6860865526096709
2022-05-04 07:00:00,-0.6979074763744745
2022-05-04 07:30:00,-0.6150412608042013
2022-05-04 08:00:00,-0.5844522112466204
2022-05-04 08:30:00,-0.5855590501842888
2022-05-04 09:00:00,-0.7825810287424367
2022-05-04 09:30:00,-0.8352973904100004
2022-05-04 10:00:00,-0.8238888768124807
2022-05-04 10:30:00,-0.7901613950671219
2022-05-04 11:00:00,-0.8199889177339155
2022-05-04 11:30:00,-0.8383472959084648
2022-05-04 12:00:00,-0.7806179721692124
2022-05-04 12:30:00,-0.8371008920158839
2022-05-04 13:00:00,-0.8603909678366126
2022-05-04 13:30:00,-0.8602943779882832
2022-05-04 14:00:00,-0.8846638806005744
2022-05-04 14:30:00,-0.8623996944655918
2022-05-04 15:00:00,-0.8347531192390807
2022-05-04 15:30:00,-0.8233715788070788
2022-05-04 16:00:00,-0.8070569576205223
2022-05-04 16:30:00,-0.8539221477690379
2022-05-04 17:00:00,-0.8484426129632225
2022-05-04 17:30:00,-0.8235275169825332
2022-05-04 18:00:00,-0.7765772048564052
2022-05-04 18:30:00,-0.8006614677547279
2022-05-04 19:00:00,-0.760612853033976
2022-05-04 19:30:00,-0.7569239853971169
2022-05-04 20:00:00,-0.6901111001341763
2022-05-04 20:30:00,-0.6563199259765585
2022-05-04 21:00:00,-0.5190330075888161
2022-05-04 21:30:00,-0.4833833547753089
2022-05-04 22:00:00,-0.4564472187909038
2022-05-04 22:30:00,-0.5971170219785795
2022-05-04 23:00:00,-0.5844945059989233
2022-05-04 23:30:00,-0.5662308050581741
2022-05-05 00:00:00,-0.5141596261333862
2022-05-05 00:30:00,-0.5105644764637624
2022-05-05 01:00:00,-0.5031376986363184
2022-05-05 01:30:00,-0.4977866065733163
2022-05-05 02:00:00,-0.49934934629138106
2022-05-05 02:30:00,-0.5242558321727984
2022-05-05 03:00:00,-0.5251808823061526
2022-05-05 03:30:00,-0.5049609098819022
2022-05-05 04:00:00,-0.48103788966324806
2022-05-05 04:30:00,-0.5127751640841395
2022-05-05 05:00:00,-0.5473632627321332
2022-05-05 05:30:00,-0.48839974447169104
2022-05-05 06:00:00,-0.5662322687165283
