,Psychrometer
2022-05-01 00:00:00,-0.5967069329537518
2022-05-01 00:30:00,-0.6002636800817313
2022-05-01 01:00:00,-0.5961087941144075
2022-05-01 01:30:00,-0.579928352946847
2022-05-01 02:00:00,-0.5814976921444001
2022-05-01 02:30:00,-0.5814976921444001
2022-05-01 03:00:00,-0.5861798803040457
2022-05-01 03:30:00,-0.5909991679149152
2022-05-01 04:00:00,-0.5943721953355818
2022-05-01 04:30:00,-0.5949600511226513
2022-05-01 05:00:00,-0.5934225581256362
2022-05-01 05:30:00,-0.5870248094262479
2022-05-01 06:00:00,-0.5469475584439016
2022-05-01 06:30:00,-0.5824424483282309
2022-05-01 07:00:00,-0.5873336456728935
2022-05-01 07:30:00,-0.5736445308207956
2022-05-01 08:00:00,-0.5616487616247097
2022-05-01 08:30:00,-0.575066057869988
2022-05-01 09:00:00,-0.5902167182554626
2022-05-01 09:30:00,-0.635262457387108
2022-05-01 10:00:00,-0.6871724696612405
2022-05-01 10:30:00,-0.7803235471135872
2022-05-01 11:00:00,-0.7123018203521094
2022-05-01 11:30:00,-0.7232275349165228
2022-05-01 12:00:00,-0.7286749997433717
2022-05-01 12:30:00,-0.7541230535952264
2022-05-01 13:00:00,-0.8743686936119424
2022-05-01 13:30:00,-0.7674676955370197
2022-05-01 14:00:00,-0.8358542150535416
2022-05-01 14:30:00,-1.0411641176880178
2022-05-01 15:00:00,-1.0107861421399056
2022-05-01 15:30:00,-0.8927821866612605
2022-05-01 16:00:00,-1.0591817241164412
2022-05-01 16:30:00,-0.9923152271449122
2022-05-01 17:00:00,-1.0261771207782617
2022-05-01 17:30:00,-1.053334979615791
2022-05-01 18:00:00,-0.8723093989388634
2022-05-01 18:30:00,-0.9580662415838971
2022-05-01 19:00:00,-1.006030877588303
2022-05-01 19:30:00,-0.9184641487493163
2022-05-01 20:00:00,-0.8439935587565569
2022-05-01 20:30:00,-0.8478032296483307
2022-05-01 21:00:00,-0.7526490578172974
2022-05-01 21:30:00,-0.7290512845328343
2022-05-01 22:00:00,-0.6636661786902003
2022-05-01 22:30:00,-0.6275990945103981
2022-05-01 23:00:00,-0.5946041770972984
2022-05-01 23:30:00,-0.5840775016452696
2022-05-02 00:00:00,-0.6104756428479878
2022-05-02 00:30:00,-0.5953468649749865
2022-05-02 01:00:00,-0.588944743272502
2022-05-02 01:30:00,-0.6010782380225037
2022-05-02 02:00:00,-0.5932888932869357
