,Psychrometer
2021-05-05 17:00:00,-1.12318754196167
2021-05-05 17:30:00,-1.12318754196167
2021-05-05 18:00:00,-1.0841132402420044
2021-05-05 18:30:00,-1.0841132402420044
2021-05-05 19:00:00,-1.0841132402420044
2021-05-05 19:30:00,-1.0841132402420044
2021-05-05 20:00:00,-0.6588727831840515
2021-05-05 20:30:00,-0.6630401015281677
2021-05-05 21:00:00,-0.5672447085380554
2021-05-05 21:30:00,-0.5660582780838013
2021-05-05 22:00:00,-0.5063498020172119
2021-05-05 22:30:00,-0.5412306189537048
2021-05-05 23:00:00,-0.4020150303840637
2021-05-05 23:30:00,-0.4228178858757019
2021-05-06 00:00:00,-0.3233968913555145
2021-05-06 00:30:00,-0.33800455927848816
2021-05-06 01:00:00,-0.23422390222549438
2021-05-06 01:30:00,-0.25502678751945496
2021-05-06 02:00:00,-0.22204092144966125
2021-05-06 02:30:00,-0.24284379184246063
2021-05-06 03:00:00,-0.22204092144966125
2021-05-06 03:30:00,-0.24284379184246063
2021-05-06 04:00:00,-0.22204092144966125
2021-05-06 04:30:00,-0.24984927475452423
2021-05-06 05:00:00,-0.22904641926288605
2021-05-06 05:30:00,-0.24939106404781342
2021-05-06 06:00:00,-0.23721447587013245
2021-05-06 06:30:00,-0.26502281427383423
2021-05-06 07:00:00,-0.22900274395942688
2021-05-06 07:30:00,-0.24980558454990387
2021-05-06 08:00:00,-0.3086684048175812
2021-05-06 08:30:00,-0.36259108781814575
2021-05-06 09:00:00,-0.6045809984207153
2021-05-06 09:30:00,-0.6320775747299194
2021-05-06 10:00:00,-1.0053982734680176
2021-05-06 10:30:00,-1.0053982734680176
2021-05-06 11:00:00,-1.0915719270706177
2021-05-06 11:30:00,-1.1118839979171753
2021-05-06 12:00:00,-1.1988927125930786
2021-05-06 12:30:00,-1.2316278219223022
2021-05-06 13:00:00,-1.1863938570022583
2021-05-06 13:30:00,-1.216617465019226
2021-05-06 14:00:00,-1.3116053342819214
2021-05-06 14:30:00,-1.3116053342819214
2021-05-06 15:00:00,-1.3604263067245483
2021-05-06 15:30:00,-1.2995268106460571
2021-05-06 16:00:00,-1.325092077255249
2021-05-06 16:30:00,-1.3553156852722168
2021-05-06 17:00:00,-1.307572364807129
2021-05-06 17:30:00,-1.327899694442749
2021-05-06 18:00:00,-1.2092676162719727
2021-05-06 18:30:00,-1.2092676162719727
2021-05-06 19:00:00,-1.1660544872283936
2021-05-06 19:30:00,-1.1660544872283936
2021-05-06 20:00:00,-1.0430902242660522
2021-05-06 20:30:00,-0.9452987313270569
2021-05-06 21:00:00,-0.715995192527771
2021-05-06 21:30:00,-0.7007495164871216
2021-05-06 22:00:00,-0.612906813621521
2021-05-06 22:30:00,-0.6440231800079346
2021-05-06 23:00:00,-0.5599377751350403
2021-05-06 23:30:00,-0.5948185920715332
2021-05-07 00:00:00,-0.24939744174480438
2021-05-07 00:30:00,-0.27020031213760376
2021-05-07 01:00:00,-0.31718021631240845
2021-05-07 01:30:00,-0.35206106305122375
2021-05-07 02:00:00,-0.23422390222549438
2021-05-07 02:30:00,-0.25502678751945496
2021-05-07 03:00:00,-0.23422390222549438
2021-05-07 03:30:00,-0.25502678751945496
2021-05-07 04:00:00,-0.22204092144966125
