,Psychrometer
2022-05-01 00:00:00,-0.4842768780853773
2022-05-01 00:30:00,-0.48653796997524795
2022-05-01 01:00:00,-0.47109314930316964
2022-05-01 01:30:00,-0.45899833482395686
2022-05-01 02:00:00,-0.45653243129082605
2022-05-01 02:30:00,-0.451490042187481
2022-05-01 03:00:00,-0.4601738926076473
2022-05-01 03:30:00,-0.45650221885234576
2022-05-01 04:00:00,-0.4552195128704033
2022-05-01 04:30:00,-0.4547125686813267
2022-05-01 05:00:00,-0.45445533185319265
2022-05-01 05:30:00,-0.4524188636246164
2022-05-01 06:00:00,-0.39907422881525534
2022-05-01 06:30:00,-0.45165809297712933
2022-05-01 07:00:00,-0.4526069922314563
2022-05-01 07:30:00,-0.45159162748493337
2022-05-01 08:00:00,-0.46217462307038326
2022-05-01 08:30:00,-0.4661134965107713
2022-05-01 09:00:00,-0.47662894803695866
2022-05-01 09:30:00,-0.49683272432551356
2022-05-01 10:00:00,-0.56043124173288
2022-05-01 10:30:00,-0.6483946621065253
2022-05-01 11:00:00,-0.7797200593282273
2022-05-01 11:30:00,-0.7792125305785934
2022-05-01 12:00:00,-0.7756593641554219
2022-05-01 12:30:00,-0.8053797283166335
2022-05-01 13:00:00,-0.9233589174259127
2022-05-01 13:30:00,-0.8143662074216613
2022-05-01 14:00:00,-0.8988067367015131
2022-05-01 14:30:00,-1.1471297593352674
2022-05-01 15:00:00,-0.9394892841467685
2022-05-01 15:30:00,-0.9510348594011684
2022-05-01 16:00:00,-1.1594857670150076
2022-05-01 16:30:00,-1.1142770502333919
2022-05-01 17:00:00,-0.9718602825563274
2022-05-01 17:30:00,-1.1929302183389696
2022-05-01 18:00:00,-0.8836499180117932
2022-05-01 18:30:00,-1.056253120208894
2022-05-01 19:00:00,-1.1389396204811557
2022-05-01 19:30:00,-1.0150826616605935
2022-05-01 20:00:00,-0.8220510615473238
2022-05-01 20:30:00,-0.7845969869919636
2022-05-01 21:00:00,-0.711514708787537
2022-05-01 21:30:00,-0.6454761107763374
2022-05-01 22:00:00,-0.6129661891812558
2022-05-01 22:30:00,-0.6041299912070089
2022-05-01 23:00:00,-0.5642707965209685
2022-05-01 23:30:00,-0.5379986449834223
2022-05-02 00:00:00,-0.4265515018458108
2022-05-02 00:30:00,-0.42466207809310574
2022-05-02 01:00:00,-0.34452431189640237
2022-05-02 01:30:00,-0.3376200639463976
2022-05-02 02:00:00,-0.3290195996229086
2022-05-02 02:30:00,-0.3402013460429557
2022-05-02 03:00:00,-0.33460300192172876
2022-05-02 03:30:00,-0.3326353040252031
2022-05-02 04:00:00,-0.26019817530890343
2022-05-02 04:30:00,-0.25672907225378244
2022-05-02 05:00:00,-0.26485123875557465
2022-05-02 05:30:00,-0.2604001271792771
