"TOA5","CR1000","CR1000","70315","CR1000.Std.28","CPU:estefania_test_radiometer.CR1","2458","RAD"
"TIMESTAMP","RECORD","NR_Wm2","NR_Wm2_Avg"
"TS","RN","W/meter^2","W/meter^2"
"","","Smp","Avg"
"2020-12-03 11:00:00",5401,-53.5,-53.5
"2020-12-03 12:00:00",5402,177.7,112.2
"2020-12-03 13:00:00",5403,224,219.7
"2020-12-03 14:00:00",5404,36.66,18
"2020-12-03 15:00:00",5405,-43.4,-16.15
"2020-12-03 16:00:00",5406,-50.81,-53.83
"2020-12-03 17:00:00",5407,-62.26,-63.6
"2020-12-03 18:00:00",5408,-66.63,-67.3
"2020-12-03 19:00:00",5409,-57.22,-67.65
"2020-12-03 20:00:00",5410,-72.71,-69.68
"2020-12-03 21:00:00",5411,-78.77,-73.72
"2020-12-03 22:00:00",5412,-60.93,-56.55
"2020-12-03 23:00:00",5413,-56.21,-51.16
"2020-12-04 00:00:00",5414,-56.55,-95.3
"2020-12-04 01:00:00",5415,-64.96,-65.13
"2020-12-04 02:00:00",5416,-76.73,-71.85
"2020-12-04 03:00:00",5417,-95.6,-84.1
"2020-12-04 04:00:00",5418,-75.71,-73.86
"2020-12-04 05:00:00",5419,-76.06,-78.25
"2020-12-04 06:00:00",5420,-94.2,-89.5
"2020-12-04 07:00:00",5421,-79.76,-90.5
"2020-12-04 08:00:00",5422,-75.04,-79.42
"2020-12-04 09:00:00",5423,-77.06,-84.3
"2020-12-04 10:00:00",5424,-46.1,-67.64
"2020-12-04 11:00:00",5425,-9.09,-12.28
"2020-12-04 12:00:00",5426,128.5,78.91
"2020-12-04 13:00:00",5427,92.8,129.5
"2020-12-04 14:00:00",5428,-43.06,8.74
"2020-12-04 15:00:00",5429,-5.383,-31.46
"2020-12-04 16:00:00",5430,-52.82,-27.92
"2020-12-04 17:00:00",5431,-64.28,-59.9
"2020-12-04 18:00:00",5432,-70.67,-69.83
"2020-12-04 19:00:00",5433,-73.02,-74.2
"2020-12-04 20:00:00",5434,-54.19,-63.61
"2020-12-04 21:00:00",5435,-66.31,-63.79
"2020-12-04 22:00:00",5436,-50.15,-60.76
