Plot Title: estefania_test,,,,,,,
#,"Date Time, GMT-06:00","Rain, mm (LGR S/N: 10878888, SEN S/N: 523303, LBL: Rain gauge)","Temp, °C (LGR S/N: 10878888, SEN S/N: 10698881, LBL: Temp)","RH, % (LGR S/N: 10878888, SEN S/N: 10698881, LBL: Relative humidity )","Wind Speed, m/s (LGR S/N: 10878888, SEN S/N: 10796394, LBL: Vwind)","Gust Speed, m/s (LGR S/N: 10878888, SEN S/N: 10796394)","DewPt, °C (LGR S/N: 10878888, SEN S/N: 10698881)"
1,2020-04-22 12:25,,10.59,36.9,0,0.5,-3.5
2,2020-04-22 12:55,0,10.173,36.7,1.01,5.54,-4
3,2020-04-22 13:25,0,12.05,34.4,1.01,6.54,-3.2
4,2020-04-22 13:55,0,11.492,32.4,1.01,6.54,-4.5
5,2020-04-22 14:25,0,11.078,32.8,1.01,4.53,-4.7
6,2020-04-22 14:55,0,10.443,34.3,0.5,4.53,-4.6
7,2020-04-22 15:25,0,10.001,36.7,1.51,6.54,-4.1
8,2020-04-22 15:55,0,11.005,35,1.51,11.58,-3.9
9,2020-04-22 16:25,0,10.687,34.1,1.51,7.05,-4.5
10,2020-04-22 16:55,0,9.731,34.1,2.01,11.58,-5.3
11,2020-04-22 17:25,0,10.687,37.1,1.01,7.05,-3.4
12,2020-04-22 17:55,0,9.805,36.7,1.01,7.05,-4.3
13,2020-04-22 18:25,0,10.394,36.2,1.51,6.04,-3.9
14,2020-04-22 18:55,0,11.394,33.9,1.51,5.54,-3.9
15,2020-04-22 19:25,0,10.712,34.2,1.51,8.05,-4.4
16,2020-04-22 19:55,0,9.04,37.2,0.5,6.04,-4.8
17,2020-04-22 20:25,0,7.945,37.1,0.5,5.54,-5.8
18,2020-04-22 20:55,0,5.334,40.3,1.01,7.05,-7.1
19,2020-04-22 21:25,0,4.48,52.7,1.01,3.02,-4.3
20,2020-04-22 21:55,0,3.985,55.5,0.5,2.01,-4.1
21,2020-04-22 22:25,0,4.61,57,0.5,2.52,-3.2
22,2020-04-22 22:55,0,3.67,58.7,1.01,3.52,-3.7
23,2020-04-22 23:25,0,3.327,58.8,1.01,3.02,-4
24,2020-04-22 23:55,0,3.696,57,1.51,3.52,-4
25,2020-04-23 0:25,0,3.274,56.2,1.01,4.03,-4.6
26,2020-04-23 0:55,0,3.195,56.6,0.5,3.02,-4.6
27,2020-04-23 1:25,0,2.797,57.4,1.01,3.02,-4.8
28,2020-04-23 1:55,0,2.37,57.5,0.5,3.02,-5.2
29,2020-04-23 2:25,0,2.074,61.1,1.01,3.02,-4.6
30,2020-04-23 2:55,0,1.859,61.2,1.51,4.03,-4.8
31,2020-04-23 3:25,0,2.021,61.1,1.01,3.52,-4.7
32,2020-04-23 3:55,0,1.615,60,1.51,3.52,-5.3
33,2020-04-23 4:25,0,1.099,62.7,1.51,4.03,-5.2
34,2020-04-23 4:55,0,0.934,63,1.51,4.53,-5.3
35,2020-04-23 5:25,0,1.208,62.9,1.51,5.54,-5.1
36,2020-04-23 5:55,0,0.632,63.2,1.51,4.03,-5.6
37,2020-04-23 6:25,0,0.19,65.9,0.5,2.52,-5.4
38,2020-04-23 6:55,0,0.301,68.4,0.5,3.52,-4.8
39,2020-04-23 7:25,0,0.742,67.8,1.01,3.02,-4.5
40,2020-04-23 7:55,0,1.48,65.8,0,3.02,-4.2
41,2020-04-23 8:25,0,0.852,67.1,0,2.01,-4.6
42,2020-04-23 8:55,0,1.751,67.9,0,1.51,-3.5
43,2020-04-23 9:25,0,4.324,63.2,0,2.52,-2
44,2020-04-23 9:55,0,6.813,49.6,0,4.53,-3
45,2020-04-23 10:25,0,8.12,40.5,1.01,4.03,-4.5
46,2020-04-23 10:55,0,8.145,38.6,0.5,3.02,-5.1
47,2020-04-23 11:25,0,9.608,35.7,0.5,5.54,-4.8
48,2020-04-23 11:55,0,9.78,33.5,1.01,4.53,-5.5
49,2020-04-23 12:25,0,10.001,31.8,1.51,6.04,-6
50,2020-04-23 12:55,0,10.565,31,1.51,6.04,-5.8
51,2020-04-23 13:25,0,8.767,34.7,1.51,4.53,-6
52,2020-04-23 13:55,0,8.494,36.5,0.5,5.54,-5.5
53,2020-04-23 14:25,0,10.98,34.2,1.51,6.54,-4.2
54,2020-04-23 14:55,0,9.682,32,1.51,7.55,-6.2
55,2020-04-23 15:25,0,9.139,34.9,2.01,7.05,-5.5
56,2020-04-23 15:55,0,10.394,35.2,1.51,8.56,-4.3
57,2020-04-23 16:25,0,6.737,40.5,1.51,9.06,-5.7
58,2020-04-23 16:55,0,6.153,51.5,0.5,5.54,-3.1
59,2020-04-23 17:25,0,5.693,64.4,2.01,8.56,-0.5
60,2020-04-23 17:55,0,6.509,51.9,2.01,6.04,-2.7
61,2020-04-23 18:25,0,7.293,55.9,1.01,5.03,-0.9
62,2020-04-23 18:55,0,4.454,58.7,0.5,2.01,-2.9
63,2020-04-23 19:25,0,4.324,64.1,0,2.01,-1.9
64,2020-04-23 19:55,0,5.616,54.4,0.5,5.03,-2.9
65,2020-04-23 20:25,0,4.999,55.1,0.5,4.53,-3.3
66,2020-04-23 20:55,0,3.854,61.2,0,2.01,-2.9
67,2020-04-23 21:25,0,2.343,69.8,0.5,3.52,-2.6
68,2020-04-23 21:55,0,1.67,80.8,0.5,4.03,-1.3
69,2020-04-23 22:25,0,1.778,81.8,0.5,2.01,-1
70,2020-04-23 22:55,0,1.751,81,0,1.01,-1.2
71,2020-04-23 23:25,0,0.742,82.1,0,1.51,-2
72,2020-04-23 23:55,0,0.246,83.7,0.5,2.01,-2.2
73,2020-04-24 0:25,0,-0.255,83.9,0,2.01,-2.6
74,2020-04-24 0:55,0,-0.311,84,0,1.51,-2.7
75,2020-04-24 1:25,0,-0.088,79.1,0.5,3.02,-3.3
76,2020-04-24 1:55,0,-0.088,74.3,1.01,3.52,-4.1
77,2020-04-24 2:25,0,0.024,70.8,1.01,3.02,-4.6
78,2020-04-24 2:55,0,0.024,69.5,1.51,3.52,-4.9
79,2020-04-24 3:25,0,-0.143,67.5,1.01,3.52,-5.4
80,2020-04-24 3:55,0,-0.367,67.4,1.51,3.52,-5.7
81,2020-04-24 4:25,0,-0.873,66.6,1.51,3.52,-6.3
82,2020-04-24 4:55,0,-1.185,67.3,1.51,3.52,-6.5
83,2020-04-24 5:25,0,-1.327,67.7,1.51,3.52,-6.5
84,2020-04-24 5:55,0,-1.327,67.6,1.51,3.52,-6.5
85,2020-04-24 6:25,0,-1.327,66.5,1.01,3.52,-6.8
86,2020-04-24 6:55,0,-1.785,67.5,0.5,3.02,-7
87,2020-04-24 7:25,0,-1.958,69.1,0,1.51,-6.9
88,2020-04-24 7:55,0,-2.305,71.6,0,1.01,-6.7
89,2020-04-24 8:25,0,-1.157,69.3,0,2.01,-6.1
90,2020-04-24 8:55,0,-0.76,68.1,0,2.01,-5.9
91,2020-04-24 9:25,0,2.155,59.7,0,1.51,-4.9
92,2020-04-24 9:55,0,4.168,46.4,0,3.02,-6.3
93,2020-04-24 10:25,0,5.898,38.6,0.5,5.03,-7.1
94,2020-04-24 10:55,0,6.611,35.1,1.01,4.53,-7.7
95,2020-04-24 11:25,0,7.695,32.2,0.5,4.03,-7.9
96,2020-04-24 11:55,0,7.77,30.8,1.01,5.54,-8.4
97,2020-04-24 12:25,0,9.287,29.8,1.01,5.03,-7.5
98,2020-04-24 12:55,0,9.163,28.1,1.01,5.03,-8.3
99,2020-04-24 13:25,0,9.509,28.3,1.51,5.03,-7.9
100,2020-04-24 13:55,0,10.271,27.9,1.51,7.05,-7.5
101,2020-04-24 14:25,0,11.029,26.7,1.01,5.03,-7.4
102,2020-04-24 14:55,0,11.734,25.6,1.01,4.53,-7.3
103,2020-04-24 15:25,0,11.346,25.5,1.01,5.54,-7.7
104,2020-04-24 15:55,0,11.613,25,1.01,8.56,-7.7
105,2020-04-24 16:25,0,12.098,25,1.01,7.05,-7.3
106,2020-04-24 16:55,0,11.54,24,1.51,8.05,-8.3
107,2020-04-24 17:25,0,11.54,23.1,2.01,9.06,-8.8
108,2020-04-24 17:55,0,12.074,23.1,1.51,8.56,-8.4
109,2020-04-24 18:25,0,11.88,23.4,1.51,6.54,-8.4
110,2020-04-24 18:55,0,11.346,23.7,1.51,7.05,-8.6
111,2020-04-24 19:25,0,10.638,24.6,1.51,8.56,-8.8
112,2020-04-24 19:55,0,9.682,25.6,1.51,7.55,-9.1
113,2020-04-24 20:25,0,7.82,31,0.5,5.54,-8.2
114,2020-04-24 20:55,0,6.23,38,0.5,4.03,-7
115,2020-04-24 21:25,0,4.063,40.5,1.01,4.53,-8.2
116,2020-04-24 21:55,0,3.801,46,1.01,3.52,-6.7
117,2020-04-24 22:25,0,3.116,49.7,1.01,4.03,-6.4
118,2020-04-24 22:55,0,2.903,51.7,0.5,3.02,-6.1
119,2020-04-24 23:25,0,4.402,52,0,3.02,-4.6
120,2020-04-24 23:55,0,3.406,48.4,0.5,2.52,-6.4
121,2020-04-25 0:25,0,6.813,44.9,1.01,5.54,-4.3
122,2020-04-25 0:55,0,6.153,36.9,1.01,6.54,-7.5
123,2020-04-25 1:25,0,6.051,37.7,1.01,4.53,-7.3
124,2020-04-25 1:55,0,6.357,37.1,1.51,6.04,-7.2
125,2020-04-25 2:25,0,6.077,36.8,1.01,6.54,-7.6
126,2020-04-25 2:55,0,4.973,37.2,1.01,7.05,-8.4
127,2020-04-25 3:25,0,4.272,43.5,0,6.04,-7
128,2020-04-25 3:55,0,5.385,42,0,3.02,-6.5
129,2020-04-25 4:25,0,3.88,45.8,0.5,3.52,-6.7
130,2020-04-25 4:55,0,1.371,53.2,0,2.52,-7.1
131,2020-04-25 5:25,0,1.208,55.6,0,2.52,-6.7
132,2020-04-25 5:55,0,0.495,59.6,0.5,2.52,-6.5
133,2020-04-25 6:25,0,0.742,60.8,0.5,3.52,-6
134,2020-04-25 6:55,0,1.208,61.5,0,3.52,-5.4
135,2020-04-25 7:25,0,2.396,59.4,0,2.52,-4.7
136,2020-04-25 7:55,0,6.255,50.8,0.5,5.03,-3.2
137,2020-04-25 8:25,0,6.889,42.1,0.5,11.07,-5.1
138,2020-04-25 8:55,0,7.293,40.8,0.5,14.09,-5.1
139,2020-04-25 9:25,0,6.712,42.4,1.51,6.54,-5.2
140,2020-04-25 9:55,0,7.318,42,1.51,8.05,-4.7
141,2020-04-25 10:25,0,8.095,40.6,2.01,11.58,-4.5
142,2020-04-25 10:55,0,8.245,38.7,2.01,9.06,-5
143,2020-04-25 11:25,0,9.139,38.4,1.51,7.55,-4.3
144,2020-04-25 11:55,0,9.361,37.1,1.01,8.05,-4.5
145,2020-04-25 12:25,0,9.952,38.1,2.01,8.05,-3.7
146,2020-04-25 12:55,0,11.078,37.2,2.01,18.62,-3
147,2020-04-25 13:25,0,9.879,37.6,1.51,7.55,-3.9
148,2020-04-25 13:55,0,9.485,38.6,1.51,6.54,-3.9
149,2020-04-25 14:25,0,9.657,38.7,1.51,10.07,-3.7
150,2020-04-25 14:55,0,10.075,38,1.51,8.56,-3.6
151,2020-04-25 15:25,0,11.734,36.9,1.51,9.56,-2.5
152,2020-04-25 15:55,0,11.151,35.7,1.51,8.56,-3.5
153,2020-04-25 16:25,0,11.273,36.1,1.51,9.06,-3.2
154,2020-04-25 16:55,0,11.904,37.3,2.01,10.07,-2.2
155,2020-04-25 17:25,0,11.516,39.2,2.01,10.07,-1.9
156,2020-04-25 17:55,0,10.198,41.4,2.01,8.05,-2.3
157,2020-04-25 18:25,0,9.064,45.6,1.01,6.54,-2.1
158,2020-04-25 18:55,0,8.27,51.8,1.01,8.05,-1
159,2020-04-25 19:25,0,7.419,57.3,0.5,8.05,-0.5
160,2020-04-25 19:55,0,6.382,56.1,0.5,3.02,-1.7
161,2020-04-25 20:25,0,7.242,55.4,0.5,5.03,-1.1
162,2020-04-25 20:55,2.4,2.877,73.1,1.51,10.07,-1.5
163,2020-04-25 21:25,0.4,3.116,84.7,0.5,4.03,0.8
164,2020-04-25 21:55,0,3.591,82.8,1.01,6.54,0.9
165,2020-04-25 22:25,0,4.089,71.2,1.01,7.05,-0.7
166,2020-04-25 22:55,0,3.906,52.8,1.51,10.57,-4.8
167,2020-04-25 23:25,0,5.539,48.8,1.51,8.56,-4.4
168,2020-04-25 23:55,0,4.74,49.3,1.01,8.56,-5
169,2020-04-26 0:25,0,4.973,48.6,1.01,5.54,-5
170,2020-04-26 0:55,0,5.076,47.5,1.51,7.05,-5.2
171,2020-04-26 1:25,0,3.88,50.8,0.5,6.54,-5.4
172,2020-04-26 1:55,0,3.985,53.7,1.01,5.54,-4.5
173,2020-04-26 2:25,0,3.406,52.1,0.5,6.54,-5.5
174,2020-04-26 2:55,0,2.664,55.5,0.5,5.03,-5.3
175,2020-04-26 3:25,0,3.327,56.1,0,3.02,-4.6
176,2020-04-26 3:55,0,2.61,56.5,0.5,9.06,-5.2
177,2020-04-26 4:25,0,2.93,56.7,1.01,4.53,-4.8
178,2020-04-26 4:55,0,1.94,62.4,0,2.52,-4.5
179,2020-04-26 5:25,0,3.485,57.2,0.5,5.54,-4.2
180,2020-04-26 5:55,0,3.38,56.1,0.5,5.54,-4.5
181,2020-04-26 6:25,0,2.903,52.8,0.5,5.03,-5.8
182,2020-04-26 6:55,0,4.011,47.7,1.01,7.55,-6.1
183,2020-04-26 7:25,0,4.115,46.2,1.01,7.55,-6.4
184,2020-04-26 7:55,0,3.932,46.8,1.01,8.05,-6.4
185,2020-04-26 8:25,0,4.063,46.1,1.51,6.54,-6.5
186,2020-04-26 8:55,0,4.141,42.9,1.51,7.55,-7.3
187,2020-04-26 9:25,0,4.792,41.4,2.01,12.08,-7.2
188,2020-04-26 9:55,0,4.921,38.8,2.01,9.06,-7.9
189,2020-04-26 10:25,0,6,36.9,2.01,7.55,-7.6
190,2020-04-26 10:55,0,6.306,35.7,1.51,8.05,-7.8
191,2020-04-26 11:25,0,6.813,34.3,1.51,7.05,-7.8
192,2020-04-26 11:55,0,7.066,33.3,2.01,10.07,-8
193,2020-04-26 12:25,0,7.795,32.1,1.51,8.56,-7.8
194,2020-04-26 12:55,0,8.419,31,1.51,8.56,-7.7
195,2020-04-26 13:25,0,7.845,30.5,2.01,8.56,-8.4
196,2020-04-26 13:55,0,7.368,31.8,2.01,9.06,-8.3
197,2020-04-26 14:25,0,8.941,31,1.51,7.05,-7.3
198,2020-04-26 14:55,0,10.369,27.7,1.51,7.05,-7.5
199,2020-04-26 15:25,0,8.295,29.5,1.01,8.05,-8.5
200,2020-04-26 15:55,0,8.319,30.5,0.5,4.53,-8
201,2020-04-26 16:25,0,10.296,29.5,1.01,4.53,-6.7
202,2020-04-26 16:55,0,9.46,28.5,1.51,8.05,-7.9
203,2020-04-26 17:25,0,11.904,28.1,1.01,6.04,-6
204,2020-04-26 17:55,0,11.078,29,2.01,9.56,-6.3
205,2020-04-26 18:25,0,10.394,29.3,2.01,8.05,-6.7
206,2020-04-26 18:55,0,9.682,30.5,1.51,7.55,-6.8
207,2020-04-26 19:25,0,8.668,31.9,1.51,12.08,-7.1
208,2020-04-26 19:55,0,8.419,33.6,0.5,9.06,-6.7
209,2020-04-26 20:25,0,7.87,36.4,0.5,2.52,-6.1
210,2020-04-26 20:55,0,7.293,36.4,0.5,4.03,-6.6
211,2020-04-26 21:25,0,5.411,40.4,1.01,5.03,-7
212,2020-04-26 21:55,0,6.712,46.9,0.5,3.02,-3.8
213,2020-04-26 22:25,0,7.015,37.6,1.01,8.05,-6.5
214,2020-04-26 22:55,0,4.766,43.3,0.5,5.03,-6.7
215,2020-04-26 23:25,0,4.246,50.1,0.5,3.02,-5.2
216,2020-04-26 23:55,0,4.532,54.4,0.5,3.02,-3.9
217,2020-04-27 0:25,0,6.737,40.9,0.5,6.54,-5.6
218,2020-04-27 0:55,0,6.788,43.8,0.5,5.03,-4.7
219,2020-04-27 1:25,0,5.565,46.8,0.5,4.03,-4.9
220,2020-04-27 1:55,0,4.636,46.8,0.5,5.03,-5.8
221,2020-04-27 2:25,0,6.813,44.1,0.5,5.03,-4.6
222,2020-04-27 2:55,0,6.914,42.1,0.5,7.55,-5.1
223,2020-04-27 3:25,0,6.661,42.2,0.5,7.05,-5.3
224,2020-04-27 3:55,0,6.94,43.2,0.5,7.05,-4.7
225,2020-04-27 4:25,0,7.217,41.3,1.01,5.03,-5.1
226,2020-04-27 4:55,0,6.889,39.4,1.51,8.05,-6
227,2020-04-27 5:25,0,6.712,41.1,0.5,4.53,-5.6
228,2020-04-27 5:55,0,5.821,41.8,0.5,5.54,-6.2
229,2020-04-27 6:25,0,5.282,44.5,0,2.52,-5.8
230,2020-04-27 6:55,0,6,44.7,0.5,5.03,-5.1
231,2020-04-27 7:25,0,6.128,43.4,0.5,5.54,-5.4
232,2020-04-27 7:55,0,6.204,43.7,1.01,8.05,-5.2
233,2020-04-27 8:25,0,6.204,44.1,0.5,6.54,-5.1
234,2020-04-27 8:55,0,6.128,44.2,0.5,7.55,-5.1
235,2020-04-27 9:25,0,6.965,42.7,1.51,7.55,-4.8
236,2020-04-27 9:55,0,7.318,40.8,1.51,11.07,-5.1
237,2020-04-27 10:25,0,8.369,39.7,1.01,7.55,-4.5
238,2020-04-27 10:55,0,9.41,37,1.51,7.55,-4.5
239,2020-04-27 11:25,0,6.763,41.9,2.52,10.57,-5.3
240,2020-04-27 11:55,0,4.792,57.3,1.01,8.56,-2.9
241,2020-04-27 12:25,0,4.636,70.9,0.5,3.02,-0.2
242,2020-04-27 12:55,0,2.903,77.7,1.01,5.03,-0.6
243,2020-04-27 13:25,0.8,1.588,84.5,1.01,5.03,-0.7
244,2020-04-27 13:55,0,2.557,84.5,1.51,6.54,0.2
245,2020-04-27 14:25,0,3.617,80.8,0.5,4.53,0.6
246,2020-04-27 14:55,0,2.903,76.8,1.01,6.54,-0.8
247,2020-04-27 15:25,0.2,4.141,77.1,1.01,4.53,0.5
248,2020-04-27 15:55,0,4.895,66.8,1.01,6.04,-0.8
249,2020-04-27 16:25,0,6.153,61.7,1.01,4.03,-0.6
250,2020-04-27 16:55,0,6.281,55.2,0.5,4.53,-2
251,2020-04-27 17:25,0,8.494,49.2,0.5,3.02,-1.5
252,2020-04-27 17:55,0,6.99,47.3,1.01,6.04,-3.5
253,2020-04-27 18:25,0,7.645,43.2,2.01,8.56,-4.1
254,2020-04-27 18:55,0,7.116,44.8,2.01,8.05,-4.1
255,2020-04-27 19:25,0,7.519,42.6,1.01,5.03,-4.4
256,2020-04-27 19:55,0,6.408,41.5,2.01,9.06,-5.7
257,2020-04-27 20:25,0,5.616,45.9,1.01,6.54,-5.1
258,2020-04-27 20:55,0,5.36,45.8,1.01,5.54,-5.4
259,2020-04-27 21:25,0,4.454,45.9,0.5,6.04,-6.2
260,2020-04-27 21:55,0,2.101,56.4,0.5,4.03,-5.7
261,2020-04-27 22:25,0,1.371,64.2,0,2.52,-4.6
262,2020-04-27 22:55,0,1.371,63.8,0,2.52,-4.7
263,2020-04-27 23:25,0,3.512,60.8,0,3.52,-3.3
264,2020-04-27 23:55,0,3.301,58.9,0.5,4.53,-4
265,2020-04-28 0:25,0,2.021,58.6,0,3.02,-5.2
266,2020-04-28 0:55,0,1.534,58.2,0,3.52,-5.8
267,2020-04-28 1:25,0,1.534,62.7,0,1.51,-4.8
268,2020-04-28 1:55,0,3.036,54.2,0.5,4.53,-5.3
269,2020-04-28 2:25,0,2.69,52.7,0.5,4.53,-6
270,2020-04-28 2:55,0,2.155,55.1,0,3.02,-5.9
271,2020-04-28 3:25,0,3.301,49.8,1.01,8.05,-6.2
272,2020-04-28 3:55,0,2.021,51.1,0.5,4.53,-7
273,2020-04-28 4:25,0,1.317,58.9,0,3.52,-5.8
274,2020-04-28 4:55,0,1.18,56.1,0,5.54,-6.6
275,2020-04-28 5:25,0,1.751,54.2,0,3.52,-6.5
276,2020-04-28 5:55,0,0.163,60.9,0,1.01,-6.5
277,2020-04-28 6:25,0,-0.732,64,0,2.01,-6.7
278,2020-04-28 6:55,0,0.989,65.2,0,3.02,-4.8
279,2020-04-28 7:25,0,2.396,58.8,0,4.03,-4.8
280,2020-04-28 7:55,0,2.584,52.8,0,4.03,-6.1
281,2020-04-28 8:25,0,4.063,49.1,1.01,5.54,-5.7
282,2020-04-28 8:55,0,2.85,53,0,4.03,-5.8
283,2020-04-28 9:25,0,4.194,46.8,0,5.03,-6.2
284,2020-04-28 9:55,0,4.947,44.2,1.51,8.56,-6.2
285,2020-04-28 10:25,0,6.051,41.5,2.01,8.05,-6
286,2020-04-28 10:55,0,7.217,39.6,1.51,8.05,-5.6
287,2020-04-28 11:25,0,7.242,38,1.51,7.05,-6.1
288,2020-04-28 11:55,0,8.12,35.9,2.01,8.56,-6.1
289,2020-04-28 12:25,0,8.469,34.8,2.01,7.55,-6.2
290,2020-04-28 12:55,0,8.965,32.6,1.51,6.04,-6.6
291,2020-04-28 13:25,0,9.336,31.2,1.51,7.55,-6.8
292,2020-04-28 13:55,0,9.336,31.6,2.52,11.07,-6.7
293,2020-04-28 14:25,0,10.663,31,2.01,9.06,-5.8
294,2020-04-28 14:55,0,11.443,30.8,2.01,8.05,-5.2
295,2020-04-28 15:25,0,10.222,31.2,2.01,10.07,-6.1
296,2020-04-28 15:55,0,9.534,32,2.01,9.56,-6.3
297,2020-04-28 16:25,0,11.078,30.2,2.52,9.06,-5.7
298,2020-04-28 16:55,0,11.029,30,2.52,9.56,-5.9
299,2020-04-28 17:25,0,11.759,28.8,2.01,7.55,-5.8
300,2020-04-28 17:55,0,11.394,32.2,2.01,10.07,-4.6
301,2020-04-28 18:25,0,11.662,32,1.51,10.07,-4.5
302,2020-04-28 18:55,0,11.005,34.5,2.52,9.56,-4
303,2020-04-28 19:25,0,10.1,36.9,2.52,7.55,-4
304,2020-04-28 19:55,0,10.1,39.5,1.51,7.05,-3
305,2020-04-28 20:25,0,9.805,39.4,1.51,7.55,-3.3
306,2020-04-28 20:55,0,8.444,41.2,1.01,6.04,-4
307,2020-04-28 21:25,0,9.558,41.5,1.01,5.54,-2.9
308,2020-04-28 21:55,0,9.435,39.8,1.01,6.54,-3.5
309,2020-04-28 22:25,0,9.287,40.9,1.51,6.54,-3.3
310,2020-04-28 22:55,0,8.742,41.4,1.01,5.54,-3.6
311,2020-04-28 23:25,0,8.693,42.5,1.01,6.04,-3.3
312,2020-04-28 23:55,0,8.618,42.2,1.51,7.05,-3.5
313,2020-04-29 0:25,0,8.02,43.2,1.01,8.05,-3.7
314,2020-04-29 0:55,0,7.92,43.8,1.01,6.54,-3.6
315,2020-04-29 1:25,0,6.712,47.1,0,4.53,-3.8
316,2020-04-29 1:55,0,7.72,47.7,0.5,6.54,-2.7
317,2020-04-29 2:25,0,7.845,44.4,1.01,5.03,-3.5
318,2020-04-29 2:55,0,7.695,44.8,2.01,8.05,-3.5
319,2020-04-29 3:25,0,7.041,46.1,1.51,9.56,-3.8
320,2020-04-29 3:55,0,6.204,48.4,2.01,10.07,-3.9
321,2020-04-29 4:25,0,6.102,50.3,2.01,9.06,-3.5
322,2020-04-29 4:55,0,5.975,50.5,1.51,7.55,-3.5
323,2020-04-29 5:25,0,6.102,50.3,1.51,6.54,-3.5
324,2020-04-29 5:55,0,6.051,50.2,1.51,6.04,-3.5
325,2020-04-29 6:25,0,5.488,51,1.51,6.54,-3.8
326,2020-04-29 6:55,0,4.973,54.4,1.01,4.53,-3.5
327,2020-04-29 7:25,0,2.877,57.5,1.01,6.04,-4.7
328,2020-04-29 7:55,0,3.089,64.6,0,1.51,-2.9
329,2020-04-29 8:25,0,3.696,64.9,0,2.52,-2.3
330,2020-04-29 8:55,0,6.687,54.9,1.01,5.54,-1.7
331,2020-04-29 9:25,0,7.619,50.3,1.01,5.54,-2.1
332,2020-04-29 9:55,0,9.064,46.2,0.5,9.56,-1.9
333,2020-04-29 10:25,0,10.712,41.8,1.51,6.54,-1.7
334,2020-04-29 10:55,0,11.54,39.3,1.51,6.54,-1.8
335,2020-04-29 11:25,0,13.04,36.9,1.51,5.03,-1.3
336,2020-04-29 11:55,0,14.409,35,1.01,5.03,-0.8
337,2020-04-29 12:25,0,14.601,32.9,0.5,4.03,-1.5
338,2020-04-29 12:55,0,15.103,32.9,1.01,4.53,-1.1
339,2020-04-29 13:25,0,16.177,33.2,1.01,3.52,0
340,2020-04-29 13:55,0,15.127,34.6,0.5,3.02,-0.4
341,2020-04-29 14:25,0,15.199,37.7,0.5,5.03,0.9
342,2020-04-29 14:55,0,16.129,40,0.5,5.03,2.5
343,2020-04-29 15:25,0,15.414,38.1,0.5,4.53,1.2
344,2020-04-29 15:55,0,16.272,38.1,1.01,6.54,2
345,2020-04-29 16:25,0,15.963,38.2,1.51,8.05,1.7
346,2020-04-29 16:55,0,15.151,41,1.01,5.54,2
347,2020-04-29 17:25,0,16.392,40.4,1.01,5.03,2.9
348,2020-04-29 17:55,0,16.844,40.3,1.51,5.54,3.3
349,2020-04-29 18:25,0,16.415,41,1.01,5.54,3.1
350,2020-04-29 18:55,0,15.939,42.7,0.5,4.03,3.3
351,2020-04-29 19:25,0,15.843,43.8,1.01,7.05,3.6
352,2020-04-29 19:55,0,14.601,45.5,1.01,5.03,3
353,2020-04-29 20:25,0,12.268,51.1,0.5,3.02,2.5
354,2020-04-29 20:55,0,11.029,55.4,0.5,2.52,2.4
355,2020-04-29 21:25,0,8.866,58.8,1.01,3.02,1.3
356,2020-04-29 21:55,0,8.245,62.2,1.01,3.02,1.4
357,2020-04-29 22:25,0,7.77,64,1.51,4.03,1.4
358,2020-04-29 22:55,0,7.242,65.4,1.51,3.52,1.2
359,2020-04-29 23:25,0,6.636,66.4,1.51,4.03,0.8
360,2020-04-29 23:55,0,6.56,68.6,1.51,4.53,1.2
361,2020-04-30 0:25,0,6.077,68.6,1.51,4.03,0.7
362,2020-04-30 0:55,0,6.179,70.3,1.01,3.52,1.2
363,2020-04-30 1:25,0,6.077,69.5,1.01,3.52,0.9
364,2020-04-30 1:55,0,6.535,69.4,1.01,3.02,1.3
365,2020-04-30 2:25,0,9.015,63.3,1.51,10.07,2.4
366,2020-04-30 2:55,0,8.916,55.8,1.01,4.53,0.6
367,2020-04-30 3:25,0,7.368,64.9,1.01,3.52,1.2
368,2020-04-30 3:55,0,6.306,68,0.5,3.52,0.8
369,2020-04-30 4:25,0,8.22,65.4,0.5,3.52,2.1
370,2020-04-30 4:55,0,12.316,53.7,0.5,3.52,3.2
371,2020-04-30 5:25,0,8.568,50,0.5,3.52,-1.3
372,2020-04-30 5:55,0,12.413,46,1.01,7.05,1.1
373,2020-04-30 6:25,0,10.32,52.7,0.5,4.53,1.1
374,2020-04-30 6:55,0,8.643,48.5,0.5,5.54,-1.6
375,2020-04-30 7:25,0,11.175,52.4,0.5,3.52,1.8
376,2020-04-30 7:55,0,8.742,48.5,0.5,3.02,-1.5
377,2020-04-30 8:25,0,11.37,52.3,0.5,4.03,2
378,2020-04-30 8:55,0,11.807,50,0.5,5.03,1.7
379,2020-04-30 9:25,0,10.247,50.1,1.01,6.54,0.3
380,2020-04-30 9:55,0,12.268,48.9,0.5,5.54,1.8
381,2020-04-30 10:25,0,9.928,54.7,1.51,7.55,1.2
382,2020-04-30 10:55,0,10.736,64.2,0.5,3.52,4.3
383,2020-04-30 11:25,0,9.632,61.3,0.5,4.53,2.6
384,2020-04-30 11:55,0.2,8.618,68.4,1.01,6.04,3.1
385,2020-04-30 12:25,0,8.767,68.8,1.51,7.05,3.4
386,2020-04-30 12:55,0,11.102,58.8,1.51,4.53,3.4
387,2020-04-30 13:25,0,12.098,50,1.51,8.05,2
388,2020-04-30 13:55,0,13.016,42.3,1.51,4.03,0.5
389,2020-04-30 14:25,0,13.714,39.2,2.01,6.54,0.1
