"Plot Title: HOBO2"
"#","Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
5925,09/12/21 12:00:00 AM,0.00,10.761,87.800,0.00,2.01,8.8
5926,09/12/21 12:30:00 AM,0.00,10.614,88.200,0.00,0.00,8.8
5927,09/12/21 01:00:00 AM,0.00,10.443,88.900,0.00,1.01,8.7
5928,09/12/21 01:30:00 AM,0.00,10.271,88.800,0.00,1.51,8.5
5929,09/12/21 02:00:00 AM,0.00,10.198,88.200,0.00,1.01,8.3
5930,09/12/21 02:30:00 AM,0.00,10.124,87.800,0.00,1.51,8.2
5931,09/12/21 03:00:00 AM,0.00,10.001,87.800,0.00,2.01,8.1
5932,09/12/21 03:30:00 AM,0.00,10.198,86.800,0.00,2.01,8.1
5933,09/12/21 04:00:00 AM,0.00,10.247,85.700,0.00,2.01,8.0
5934,09/12/21 04:30:00 AM,0.00,11.443,81.500,0.00,2.52,8.4
5935,09/12/21 05:00:00 AM,0.00,11.248,83.100,0.00,4.53,8.5
5936,09/12/21 05:30:00 AM,0.00,10.761,87.700,0.00,1.01,8.8
5937,09/12/21 06:00:00 AM,0.40,9.903,92.900,0.00,1.51,8.8
5938,09/12/21 06:30:00 AM,0.40,9.756,93.800,0.00,1.01,8.8
5939,09/12/21 07:00:00 AM,0.00,9.410,95.200,0.00,0.50,8.7
5940,09/12/21 07:30:00 AM,0.00,8.965,95.900,0.00,1.01,8.4
5941,09/12/21 08:00:00 AM,0.00,9.015,95.800,0.00,0.50,8.4
5942,09/12/21 08:30:00 AM,0.00,9.287,95.800,0.00,1.01,8.7
5943,09/12/21 09:00:00 AM,0.00,9.583,94.200,0.00,0.50,8.7
5944,09/12/21 09:30:00 AM,0.00,10.100,93.500,0.00,1.01,9.1
5945,09/12/21 10:00:00 AM,0.00,10.712,90.500,0.00,0.50,9.2
5946,09/12/21 10:30:00 AM,0.00,12.509,83.200,0.00,1.01,9.7
5947,09/12/21 11:00:00 AM,0.00,12.509,75.200,0.00,4.03,8.3
5948,09/12/21 11:30:00 AM,0.00,12.122,73.200,0.50,5.03,7.5
5949,09/12/21 12:00:00 PM,0.00,13.088,70.800,0.00,3.02,7.9
5950,09/12/21 12:30:00 PM,0.00,12.920,68.000,0.50,4.03,7.2
5951,09/12/21 01:00:00 PM,0.00,13.233,67.900,0.50,4.03,7.4
5952,09/12/21 01:30:00 PM,0.00,14.984,61.100,0.00,3.02,7.6
5953,09/12/21 02:00:00 PM,0.00,15.199,55.000,0.00,3.02,6.2
5954,09/12/21 02:30:00 PM,0.00,14.697,57.000,0.50,4.03,6.3
5955,09/12/21 03:00:00 PM,0.00,15.700,52.100,0.00,3.02,5.9
5956,09/12/21 03:30:00 PM,0.00,15.676,47.500,0.00,3.52,4.6
5957,09/12/21 04:00:00 PM,0.00,16.201,45.000,0.50,5.03,4.3
5958,09/12/21 04:30:00 PM,0.00,13.666,65.700,0.50,3.02,7.4
5959,09/12/21 05:00:00 PM,0.40,11.929,69.500,0.00,3.52,6.5
5960,09/12/21 05:30:00 PM,0.00,13.738,60.600,0.50,4.03,6.3
5961,09/12/21 06:00:00 PM,0.00,13.425,65.700,0.00,3.02,7.1
5962,09/12/21 06:30:00 PM,0.00,11.880,65.700,0.50,4.03,5.7
5963,09/12/21 07:00:00 PM,0.00,11.516,70.600,0.00,2.01,6.4
5964,09/12/21 07:30:00 PM,0.00,10.149,77.500,0.00,2.52,6.4
5965,09/12/21 08:00:00 PM,0.00,10.858,72.300,0.50,5.54,6.1
5966,09/12/21 08:30:00 PM,0.00,11.540,64.300,0.50,4.03,5.0
5967,09/12/21 09:00:00 PM,0.00,9.163,81.200,0.00,2.52,6.1
5968,09/12/21 09:30:00 PM,0.00,8.568,82.300,0.00,1.51,5.7
5969,09/12/21 10:00:00 PM,0.00,8.295,83.200,0.00,3.02,5.6
5970,09/12/21 10:30:00 PM,0.00,8.693,79.500,0.00,3.02,5.4
5971,09/12/21 11:00:00 PM,0.00,7.970,84.900,0.00,1.01,5.6
5972,09/12/21 11:30:00 PM,0.00,7.469,87.400,0.00,1.51,5.5
5973,09/13/21 12:00:00 AM,0.00,7.920,88.000,0.00,1.01,6.1
5974,09/13/21 12:30:00 AM,0.00,7.444,88.700,0.00,1.01,5.7
5975,09/13/21 01:00:00 AM,0.00,7.544,89.200,0.00,1.51,5.9
5976,09/13/21 01:30:00 AM,0.00,6.636,91.000,0.00,0.00,5.3
5977,09/13/21 02:00:00 AM,0.00,6.408,91.200,0.00,1.51,5.1
5978,09/13/21 02:30:00 AM,0.00,6.281,89.800,0.00,2.01,4.7
5979,09/13/21 03:00:00 AM,0.00,4.636,92.700,0.00,1.01,3.6
5980,09/13/21 03:30:00 AM,0.00,4.921,92.200,0.00,0.50,3.8
5981,09/13/21 04:00:00 AM,0.00,4.636,92.200,0.00,0.50,3.5
5982,09/13/21 04:30:00 AM,0.00,4.220,91.200,0.00,2.01,2.9
5983,09/13/21 05:00:00 AM,0.00,4.220,90.600,0.00,2.01,2.8
5984,09/13/21 05:30:00 AM,0.00,4.115,90.500,0.00,1.01,2.7
5985,09/13/21 06:00:00 AM,0.00,3.827,91.600,0.00,1.51,2.6
5986,09/13/21 06:30:00 AM,0.00,3.564,91.900,0.00,0.50,2.4
5987,09/13/21 07:00:00 AM,0.00,3.221,92.300,0.00,1.51,2.1
5988,09/13/21 07:30:00 AM,0.00,2.823,92.900,0.00,1.01,1.8
5989,09/13/21 08:00:00 AM,0.00,2.797,92.000,0.00,1.51,1.6
5990,09/13/21 08:30:00 AM,0.00,2.956,92.100,0.00,1.51,1.8
5991,09/13/21 09:00:00 AM,0.00,3.009,92.300,0.00,1.01,1.9
5992,09/13/21 09:30:00 AM,0.00,3.459,92.300,0.00,1.01,2.3
5993,09/13/21 10:00:00 AM,0.00,4.973,91.200,0.00,0.50,3.7
5994,09/13/21 10:30:00 AM,0.00,7.419,81.900,0.00,0.00,4.5
5995,09/13/21 11:00:00 AM,0.00,11.419,66.200,0.00,1.51,5.3
5996,09/13/21 11:30:00 AM,0.00,13.449,58.300,0.00,2.01,5.4
5997,09/13/21 12:00:00 PM,0.00,14.361,50.000,0.50,2.52,4.1
5998,09/13/21 12:30:00 PM,0.00,13.930,50.400,0.00,2.01,3.8
5999,09/13/21 01:00:00 PM,0.00,14.170,44.700,0.50,3.52,2.3
6000,09/13/21 01:30:00 PM,0.00,14.625,37.300,0.50,4.03,0.2
6001,09/13/21 02:00:00 PM,0.00,15.247,37.000,0.50,5.03,0.7
6002,09/13/21 02:30:00 PM,0.00,14.529,37.000,0.50,4.03,0.0
6003,09/13/21 03:00:00 PM,0.00,15.605,34.300,0.50,5.03,-0.1
6004,09/13/21 03:30:00 PM,0.00,16.677,31.200,1.01,7.55,-0.4
6005,09/13/21 04:00:00 PM,0.00,17.653,30.200,1.01,6.04,-0.0
6006,09/13/21 04:30:00 PM,0.00,17.415,30.800,1.01,5.54,0.0
6007,09/13/21 05:00:00 PM,0.00,17.415,30.700,1.01,7.05,-0.0
6008,09/13/21 05:30:00 PM,0.00,17.463,29.900,1.01,8.56,-0.3
6009,09/13/21 06:00:00 PM,0.00,16.487,31.000,1.51,7.05,-0.7
6010,09/13/21 06:30:00 PM,0.00,14.936,33.700,0.50,5.03,-0.9
6011,09/13/21 07:00:00 PM,0.00,14.194,35.700,0.50,5.54,-0.8
6012,09/13/21 07:30:00 PM,0.00,13.618,37.400,0.00,4.03,-0.6
6013,09/13/21 08:00:00 PM,0.00,12.219,42.600,0.00,2.52,-0.1
6014,09/13/21 08:30:00 PM,0.00,12.751,38.900,0.00,4.53,-0.9
6015,09/13/21 09:00:00 PM,0.00,12.534,39.200,0.00,2.01,-1.0
6016,09/13/21 09:30:00 PM,0.00,11.419,45.500,0.00,3.52,0.1
6017,09/13/21 10:00:00 PM,0.00,9.287,52.900,0.00,2.01,0.2
6018,09/13/21 10:30:00 PM,0.00,11.613,41.300,0.50,7.55,-1.1
6019,09/13/21 11:00:00 PM,0.00,11.540,40.400,1.01,6.04,-1.4
6020,09/13/21 11:30:00 PM,0.00,10.761,42.000,0.50,6.04,-1.6
6021,09/14/21 12:00:00 AM,0.00,7.795,55.000,0.00,2.52,-0.7
6022,09/14/21 12:30:00 AM,0.00,8.195,53.500,0.00,2.52,-0.7
6023,09/14/21 01:00:00 AM,0.00,7.167,57.800,0.50,3.52,-0.6
6024,09/14/21 01:30:00 AM,0.00,6.484,60.200,0.50,3.52,-0.7
6025,09/14/21 02:00:00 AM,0.00,6.204,60.800,1.01,3.52,-0.8
6026,09/14/21 02:30:00 AM,0.00,6.102,61.200,1.01,3.52,-0.8
6027,09/14/21 03:00:00 AM,0.00,6.458,59.900,0.00,3.02,-0.8
6028,09/14/21 03:30:00 AM,0.00,7.015,59.200,0.00,2.52,-0.4
6029,09/14/21 04:00:00 AM,0.00,7.343,55.400,0.00,3.02,-1.0
6030,09/14/21 04:30:00 AM,0.00,5.821,62.500,0.00,2.01,-0.8
6031,09/14/21 05:00:00 AM,0.00,5.411,65.200,0.00,0.50,-0.6
6032,09/14/21 05:30:00 AM,0.00,5.642,63.800,0.00,2.01,-0.7
6033,09/14/21 06:00:00 AM,0.00,4.766,67.700,0.00,2.01,-0.7
6034,09/14/21 06:30:00 AM,0.00,4.532,68.600,0.00,2.52,-0.7
6035,09/14/21 07:00:00 AM,0.00,4.037,71.300,0.00,2.01,-0.7
6036,09/14/21 07:30:00 AM,0.00,3.538,74.200,0.00,2.01,-0.6
6037,09/14/21 08:00:00 AM,0.00,3.248,76.200,0.00,1.01,-0.5
6038,09/14/21 08:30:00 AM,0.00,3.512,75.800,0.00,1.01,-0.4
6039,09/14/21 09:00:00 AM,0.00,4.454,72.800,0.00,1.01,0.0
6040,09/14/21 09:30:00 AM,0.00,4.584,73.100,0.00,1.51,0.2
6041,09/14/21 10:00:00 AM,0.00,7.920,59.800,0.00,2.52,0.6
6042,09/14/21 10:30:00 AM,0.00,11.102,47.900,0.00,2.52,0.5
6043,09/14/21 11:00:00 AM,0.00,13.473,37.400,0.50,5.03,-0.8
6044,09/14/21 11:30:00 AM,0.00,14.816,35.600,0.00,4.53,-0.3
6045,09/14/21 12:00:00 PM,0.00,15.055,34.500,0.50,5.03,-0.5
6046,09/14/21 12:30:00 PM,0.00,16.201,33.100,1.01,5.54,-0.0
6047,09/14/21 01:00:00 PM,0.00,16.654,29.800,1.51,6.54,-1.1
6048,09/14/21 01:30:00 PM,0.00,16.368,30.000,1.51,7.55,-1.2
6049,09/14/21 02:00:00 PM,0.00,16.796,30.000,1.51,7.05,-0.9
6050,09/14/21 02:30:00 PM,0.00,18.461,28.200,1.01,5.03,-0.3
6051,09/14/21 03:00:00 PM,0.00,17.463,29.000,0.50,4.53,-0.7
6052,09/14/21 03:30:00 PM,0.00,16.820,30.700,2.01,9.06,-0.5
6053,09/14/21 04:00:00 PM,0.00,17.130,30.200,1.51,6.54,-0.5
6054,09/14/21 04:30:00 PM,0.00,16.487,31.400,1.01,7.55,-0.5
6055,09/14/21 05:00:00 PM,0.00,16.249,33.300,1.01,8.56,0.1
6056,09/14/21 05:30:00 PM,0.00,15.867,35.700,0.50,4.03,0.7
6057,09/14/21 06:00:00 PM,0.00,15.485,35.800,1.01,5.54,0.4
6058,09/14/21 06:30:00 PM,0.00,15.175,38.200,0.50,5.03,1.0
6059,09/14/21 07:00:00 PM,0.00,14.888,39.100,0.50,4.03,1.1
6060,09/14/21 07:30:00 PM,0.00,14.529,41.000,0.50,4.03,1.4
6061,09/14/21 08:00:00 PM,0.00,14.529,42.200,1.01,6.54,1.8
6062,09/14/21 08:30:00 PM,0.00,14.146,45.100,0.50,5.03,2.4
6063,09/14/21 09:00:00 PM,0.00,13.738,47.200,0.50,7.55,2.7
6064,09/14/21 09:30:00 PM,0.00,13.810,47.600,0.00,5.54,2.9
6065,09/14/21 10:00:00 PM,0.00,13.858,46.800,0.50,5.03,2.7
6066,09/14/21 10:30:00 PM,0.00,13.618,47.200,0.50,5.03,2.6
6067,09/14/21 11:00:00 PM,0.00,13.522,47.700,0.00,6.04,2.6
6068,09/14/21 11:30:00 PM,0.00,13.209,48.700,0.00,4.03,2.7
6069,09/15/21 12:00:00 AM,0.00,13.161,49.400,0.00,3.02,2.8
6070,09/15/21 12:30:00 AM,0.00,13.112,49.400,0.50,5.54,2.8
6071,09/15/21 01:00:00 AM,0.00,12.509,51.600,0.00,2.01,2.8
6072,09/15/21 01:30:00 AM,0.00,12.871,49.600,0.00,2.01,2.6
6073,09/15/21 02:00:00 AM,0.00,13.137,47.900,0.50,6.04,2.4
6074,09/15/21 02:30:00 AM,0.00,13.305,46.900,1.51,9.06,2.2
6075,09/15/21 03:00:00 AM,0.00,13.425,46.000,1.51,14.09,2.1
6076,09/15/21 03:30:00 AM,0.00,13.088,47.000,1.51,10.07,2.0
6077,09/15/21 04:00:00 AM,0.00,13.690,42.600,1.01,9.06,1.2
6078,09/15/21 04:30:00 AM,0.00,13.401,43.300,0.50,8.05,1.2
6079,09/15/21 05:00:00 AM,0.00,13.546,41.400,1.01,9.06,0.7
6080,09/15/21 05:30:00 AM,0.00,13.642,39.000,1.01,6.54,-0.0
6081,09/15/21 06:00:00 AM,0.00,13.257,41.300,0.50,8.05,0.4
6082,09/15/21 06:30:00 AM,0.00,6.433,74.900,0.50,5.54,2.3
6083,09/15/21 07:00:00 AM,0.00,5.693,83.200,0.00,2.52,3.1
6084,09/15/21 07:30:00 AM,0.00,5.257,87.000,0.00,2.01,3.3
6085,09/15/21 08:00:00 AM,0.00,5.024,89.500,0.00,1.01,3.4
6086,09/15/21 08:30:00 AM,0.20,4.973,91.000,0.00,2.01,3.6
6087,09/15/21 09:00:00 AM,0.20,4.141,91.900,0.00,1.51,2.9
6088,09/15/21 09:30:00 AM,0.40,2.956,92.100,0.00,3.02,1.8
6089,09/15/21 10:00:00 AM,0.40,2.370,93.100,0.00,1.51,1.4
6090,09/15/21 10:30:00 AM,0.80,1.099,94.100,0.00,1.51,0.3
6091,09/15/21 11:00:00 AM,1.80,1.805,94.800,0.00,3.02,1.1
6092,09/15/21 11:30:00 AM,0.20,2.370,93.000,0.50,3.02,1.4
6093,09/15/21 12:00:00 PM,0.40,3.564,93.400,0.00,2.52,2.6
6094,09/15/21 12:30:00 PM,0.00,4.350,90.300,0.00,1.01,2.9
6095,09/15/21 01:00:00 PM,0.00,5.385,86.900,0.00,1.51,3.4
6096,09/15/21 01:30:00 PM,0.00,8.295,71.700,0.50,2.52,3.5
6097,09/15/21 02:00:00 PM,0.00,9.435,53.500,0.50,7.05,0.5
6098,09/15/21 02:30:00 PM,0.00,10.320,43.400,1.01,7.05,-1.6
6099,09/15/21 03:00:00 PM,0.00,11.248,41.700,2.01,9.56,-1.3
6100,09/15/21 03:30:00 PM,0.00,9.312,45.100,1.51,6.54,-2.0
6101,09/15/21 04:00:00 PM,0.00,7.945,70.200,1.01,7.55,2.9
6102,09/15/21 04:30:00 PM,0.00,6.102,63.000,1.01,5.54,-0.4
6103,09/15/21 05:00:00 PM,0.00,6.864,58.800,1.01,6.04,-0.6
6104,09/15/21 05:30:00 PM,0.00,5.462,62.200,1.01,7.55,-1.2
6105,09/15/21 06:00:00 PM,0.00,6.763,50.200,1.01,10.57,-2.9
6106,09/15/21 06:30:00 PM,0.00,6.051,52.500,1.01,8.05,-2.9
6107,09/15/21 07:00:00 PM,0.00,5.334,55.700,0.50,5.03,-2.8
6108,09/15/21 07:30:00 PM,0.00,4.454,60.900,0.00,1.51,-2.4
6109,09/15/21 08:00:00 PM,0.00,5.591,48.200,0.50,6.54,-4.5
6110,09/15/21 08:30:00 PM,0.00,3.827,58.700,0.00,5.54,-3.5
6111,09/15/21 09:00:00 PM,0.00,3.089,60.500,0.50,5.54,-3.8
6112,09/15/21 09:30:00 PM,0.00,5.642,44.300,0.50,6.04,-5.6
6113,09/15/21 10:00:00 PM,0.00,5.128,45.500,0.00,3.52,-5.7
6114,09/15/21 10:30:00 PM,0.00,3.854,51.600,0.00,2.52,-5.2
6115,09/15/21 11:00:00 PM,0.00,1.967,64.800,0.00,2.52,-4.0
6116,09/15/21 11:30:00 PM,0.00,2.262,61.200,0.00,2.52,-4.4
6117,09/16/21 12:00:00 AM,0.00,0.632,72.200,0.00,2.01,-3.8
6118,09/16/21 12:30:00 AM,0.00,1.208,68.000,0.50,3.52,-4.0
6119,09/16/21 01:00:00 AM,0.00,0.907,68.500,0.00,2.52,-4.2
6120,09/16/21 01:30:00 AM,0.00,1.017,68.100,0.00,1.51,-4.2
6121,09/16/21 02:00:00 AM,0.00,0.852,68.900,0.00,2.52,-4.2
6122,09/16/21 02:30:00 AM,0.00,0.577,69.000,0.50,3.52,-4.5
6123,09/16/21 03:00:00 AM,0.00,0.715,68.200,0.00,2.52,-4.5
6124,09/16/21 03:30:00 AM,0.00,0.550,69.100,0.00,2.52,-4.5
6125,09/16/21 04:00:00 AM,0.00,0.577,68.100,0.00,2.01,-4.6
6126,09/16/21 04:30:00 AM,0.00,0.024,70.200,0.00,1.51,-4.8
6127,09/16/21 05:00:00 AM,0.00,0.329,69.300,0.00,2.01,-4.6
6128,09/16/21 05:30:00 AM,0.00,0.079,70.900,0.00,2.01,-4.6
6129,09/16/21 06:00:00 AM,0.00,-0.227,73.400,0.00,1.01,-4.4
6130,09/16/21 06:30:00 AM,0.00,-0.199,72.100,0.00,2.52,-4.6
6131,09/16/21 07:00:00 AM,0.00,-0.930,73.000,0.00,1.01,-5.2
6132,09/16/21 07:30:00 AM,0.00,-1.527,76.600,0.00,1.01,-5.1
6133,09/16/21 08:00:00 AM,0.00,-0.873,74.200,0.00,2.01,-4.9
6134,09/16/21 08:30:00 AM,0.00,-0.930,75.000,0.00,1.01,-4.8
6135,09/16/21 09:00:00 AM,0.00,-0.227,73.200,0.00,2.01,-4.4
6136,09/16/21 09:30:00 AM,0.00,1.235,68.200,0.00,2.52,-4.0
6137,09/16/21 10:00:00 AM,0.00,5.024,44.000,0.50,4.53,-6.2
6138,09/16/21 10:30:00 AM,0.00,6.306,40.100,0.50,4.53,-6.3
6139,09/16/21 11:00:00 AM,0.00,8.120,36.600,1.51,7.55,-5.8
6140,09/16/21 11:30:00 AM,0.00,8.220,33.500,0.50,6.54,-6.9
6141,09/16/21 12:00:00 PM,0.00,10.394,32.700,0.50,4.53,-5.3
6142,09/16/21 12:30:00 PM,0.00,9.361,32.300,0.50,4.03,-6.4
6143,09/16/21 01:00:00 PM,0.00,10.956,30.300,1.01,5.03,-5.8
6144,09/16/21 01:30:00 PM,0.00,8.792,32.600,1.01,6.04,-6.7
6145,09/16/21 02:00:00 PM,0.00,8.965,31.800,1.01,5.54,-6.9
6146,09/16/21 02:30:00 PM,0.00,9.386,31.600,1.01,5.03,-6.6
6147,09/16/21 03:00:00 PM,0.00,9.977,30.200,1.01,5.54,-6.7
6148,09/16/21 03:30:00 PM,0.00,11.151,29.600,1.01,6.54,-5.9
6149,09/16/21 04:00:00 PM,0.00,11.419,28.500,1.51,9.56,-6.2
6150,09/16/21 04:30:00 PM,0.00,10.443,29.500,1.51,7.55,-6.6
6151,09/16/21 05:00:00 PM,0.00,11.200,28.700,1.01,7.05,-6.3
6152,09/16/21 05:30:00 PM,0.00,11.880,29.300,1.01,6.04,-5.4
6153,09/16/21 06:00:00 PM,0.00,9.287,31.700,1.51,6.54,-6.7
6154,09/16/21 06:30:00 PM,0.00,9.287,31.800,1.01,6.54,-6.6
6155,09/16/21 07:00:00 PM,0.00,8.593,34.300,1.01,4.53,-6.3
6156,09/16/21 07:30:00 PM,0.00,6.889,41.000,0.00,5.03,-5.4
6157,09/16/21 08:00:00 PM,0.00,7.469,37.100,0.50,7.05,-6.2
6158,09/16/21 08:30:00 PM,0.00,4.584,51.400,0.00,2.52,-4.6
6159,09/16/21 09:00:00 PM,0.00,4.141,53.100,0.00,2.52,-4.6
6160,09/16/21 09:30:00 PM,0.00,6.737,41.400,0.00,2.52,-5.5
6161,09/16/21 10:00:00 PM,0.00,3.696,53.500,0.00,2.52,-4.9
6162,09/16/21 10:30:00 PM,0.00,2.717,58.800,0.00,2.01,-4.5
6163,09/16/21 11:00:00 PM,0.00,3.116,56.800,0.00,1.51,-4.6
6164,09/16/21 11:30:00 PM,0.00,5.975,43.100,0.00,2.52,-5.6
6165,09/17/21 12:00:00 AM,0.00,7.444,35.200,0.50,6.04,-6.9
6166,09/17/21 12:30:00 AM,0.00,7.444,34.700,0.50,4.53,-7.1
6167,09/17/21 01:00:00 AM,0.00,5.128,42.300,0.00,4.53,-6.6
6168,09/17/21 01:30:00 AM,0.00,3.485,49.700,0.00,2.52,-6.0
6169,09/17/21 02:00:00 AM,0.00,2.637,54.300,0.00,1.01,-5.7
6170,09/17/21 02:30:00 AM,0.00,2.850,53.800,0.00,2.01,-5.6
6171,09/17/21 03:00:00 AM,0.00,2.770,55.600,0.00,2.01,-5.2
6172,09/17/21 03:30:00 AM,0.00,6.331,39.600,0.00,6.04,-6.4
6173,09/17/21 04:00:00 AM,0.00,6.331,34.900,0.50,4.53,-8.0
6174,09/17/21 04:30:00 AM,0.00,5.334,38.900,0.50,5.54,-7.5
6175,09/17/21 05:00:00 AM,0.00,3.009,50.100,0.50,4.03,-6.4
6176,09/17/21 05:30:00 AM,0.00,2.209,55.600,0.00,4.53,-5.7
6177,09/17/21 06:00:00 AM,0.00,2.074,56.700,0.00,1.01,-5.6
6178,09/17/21 06:30:00 AM,0.00,2.209,54.400,0.00,4.53,-6.0
6179,09/17/21 07:00:00 AM,0.00,1.913,57.500,0.00,1.51,-5.6
6180,09/17/21 07:30:00 AM,0.00,1.913,56.400,0.00,2.01,-5.8
6181,09/17/21 08:00:00 AM,0.00,1.859,56.800,0.00,2.01,-5.8
6182,09/17/21 08:30:00 AM,0.00,2.930,53.500,0.00,2.52,-5.6
6183,09/17/21 09:00:00 AM,0.00,4.324,51.600,0.00,2.52,-4.8
6184,09/17/21 09:30:00 AM,0.00,7.619,35.500,0.00,1.51,-6.7
6185,09/17/21 10:00:00 AM,0.00,8.941,31.600,0.00,4.03,-7.0
6186,09/17/21 10:30:00 AM,0.00,10.736,28.000,0.50,4.03,-7.0
6187,09/17/21 11:00:00 AM,0.00,11.102,27.000,0.50,8.56,-7.2
6188,09/17/21 11:30:00 AM,0.00,11.346,28.500,1.01,8.56,-6.3
6189,09/17/21 12:00:00 PM,0.00,12.074,29.100,1.51,8.05,-5.4
6190,09/17/21 12:30:00 PM,0.00,12.558,29.700,1.01,10.57,-4.7
6191,09/17/21 01:00:00 PM,0.00,12.098,31.200,1.01,8.56,-4.4
6192,09/17/21 01:30:00 PM,0.00,12.920,31.300,1.01,5.03,-3.7
6193,09/17/21 02:00:00 PM,0.00,12.606,33.300,1.51,9.56,-3.1
6194,09/17/21 02:30:00 PM,0.00,13.930,32.600,1.01,6.54,-2.2
6195,09/17/21 03:00:00 PM,0.00,14.050,34.800,1.01,7.05,-1.2
6196,09/17/21 03:30:00 PM,0.00,14.864,34.700,1.01,6.04,-0.6
6197,09/17/21 04:00:00 PM,0.00,13.185,40.600,1.51,9.56,0.1
6198,09/17/21 04:30:00 PM,0.00,12.871,44.900,1.51,9.06,1.2
6199,09/17/21 05:00:00 PM,0.00,14.745,43.100,1.01,9.06,2.3
6200,09/17/21 05:30:00 PM,0.00,12.606,48.300,1.51,7.05,2.0
6201,09/17/21 06:00:00 PM,0.00,12.389,49.000,1.51,12.58,2.0
6202,09/17/21 06:30:00 PM,0.00,12.147,50.700,1.01,8.05,2.2
6203,09/17/21 07:00:00 PM,0.00,12.340,49.900,2.52,11.58,2.2
6204,09/17/21 07:30:00 PM,0.00,12.389,49.900,3.02,13.09,2.2
6205,09/17/21 08:00:00 PM,0.00,12.316,50.700,2.52,12.58,2.4
6206,09/17/21 08:30:00 PM,0.00,12.678,50.100,2.01,12.58,2.6
6207,09/17/21 09:00:00 PM,0.00,12.944,50.400,1.01,10.07,2.9
6208,09/17/21 09:30:00 PM,0.00,13.064,51.100,0.50,11.07,3.2
6209,09/17/21 10:00:00 PM,0.00,13.016,51.500,0.50,6.04,3.3
6210,09/17/21 10:30:00 PM,0.00,13.546,50.500,1.01,10.07,3.5
6211,09/17/21 11:00:00 PM,0.00,14.314,49.900,2.01,11.58,4.0
6212,09/17/21 11:30:00 PM,0.00,14.888,48.600,2.52,14.59,4.2
6213,09/18/21 12:00:00 AM,0.00,15.318,46.800,3.02,20.63,4.0
6214,09/18/21 12:30:00 AM,0.00,15.986,44.600,2.52,13.59,3.9
6215,09/18/21 01:00:00 AM,0.00,16.034,45.300,2.52,14.09,4.2
6216,09/18/21 01:30:00 AM,0.00,15.748,46.000,2.52,18.12,4.2
6217,09/18/21 02:00:00 AM,0.00,15.676,45.300,1.01,6.04,3.9
6218,09/18/21 02:30:00 AM,0.00,16.129,43.100,2.01,16.61,3.6
6219,09/18/21 03:00:00 AM,0.00,16.153,43.000,1.51,10.07,3.6
6220,09/18/21 03:30:00 AM,0.00,16.249,43.500,1.51,8.56,3.8
6221,09/18/21 04:00:00 AM,0.00,16.296,43.900,2.01,9.56,4.0
6222,09/18/21 04:30:00 AM,0.00,16.129,45.300,1.01,13.09,4.3
6223,09/18/21 05:00:00 AM,0.00,15.796,43.800,1.51,11.07,3.5
6224,09/18/21 05:30:00 AM,0.00,16.272,40.700,1.51,10.57,2.9
6225,09/18/21 06:00:00 AM,0.00,15.843,41.600,0.50,6.04,2.8
6226,09/18/21 06:30:00 AM,0.00,16.415,40.100,1.51,12.58,2.8
6227,09/18/21 07:00:00 AM,0.00,16.463,39.500,2.01,11.07,2.7
6228,09/18/21 07:30:00 AM,0.00,15.986,42.000,1.51,9.06,3.1
6229,09/18/21 08:00:00 AM,0.00,15.151,46.500,1.01,17.61,3.8
6230,09/18/21 08:30:00 AM,0.00,14.840,47.600,1.01,7.55,3.8
6231,09/18/21 09:00:00 AM,0.00,14.074,51.400,1.51,9.56,4.2
6232,09/18/21 09:30:00 AM,0.00,13.810,51.400,1.51,7.55,4.0
6233,09/18/21 10:00:00 AM,0.00,13.858,50.900,1.01,8.05,3.9
6234,09/18/21 10:30:00 AM,0.00,14.457,47.400,0.50,5.54,3.4
6235,09/18/21 11:00:00 AM,0.00,15.676,44.900,1.01,12.58,3.8
6236,09/18/21 11:30:00 AM,0.00,14.553,45.200,2.01,12.58,2.8
6237,09/18/21 12:00:00 PM,0.00,14.194,45.800,1.51,7.55,2.7
6238,09/18/21 12:30:00 PM,0.00,14.649,44.500,1.51,9.56,2.7
6239,09/18/21 01:00:00 PM,0.00,14.361,43.500,2.01,12.08,2.1
6240,09/18/21 01:30:00 PM,0.00,14.840,41.200,1.51,9.06,1.8
6241,09/18/21 02:00:00 PM,0.00,14.314,41.400,1.51,10.57,1.4
6242,09/18/21 02:30:00 PM,0.00,13.281,48.500,1.51,6.54,2.7
6243,09/18/21 03:00:00 PM,0.00,12.630,52.200,1.51,8.05,3.1
6244,09/18/21 03:30:00 PM,0.00,13.473,48.900,1.51,6.04,3.0
6245,09/18/21 04:00:00 PM,0.00,13.906,50.200,1.01,5.54,3.7
6246,09/18/21 04:30:00 PM,0.00,13.377,50.700,1.51,8.05,3.4
6247,09/18/21 05:00:00 PM,0.00,13.714,50.800,0.00,4.53,3.7
