"Plot Title: HOBO2"
"#","Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
944,05/31/21 05:30:00 AM,0.00,9.287,54.200,1.01,3.52,0.5
945,05/31/21 06:00:00 AM,0.00,8.941,55.700,1.51,4.53,0.6
946,05/31/21 06:30:00 AM,0.00,10.541,49.600,1.01,4.53,0.5
947,05/31/21 07:00:00 AM,0.00,9.287,55.600,1.51,5.03,0.9
948,05/31/21 07:30:00 AM,0.00,9.040,59.300,1.01,3.52,1.5
949,05/31/21 08:00:00 AM,0.00,9.805,58.500,0.50,3.02,2.1
950,05/31/21 08:30:00 AM,0.00,10.638,54.900,0.00,2.52,2.0
951,05/31/21 09:00:00 AM,0.00,13.882,40.400,0.00,3.02,0.7
952,05/31/21 09:30:00 AM,0.00,14.529,39.000,0.50,5.54,0.8
953,05/31/21 10:00:00 AM,0.00,15.223,36.700,0.00,4.03,0.5
954,05/31/21 10:30:00 AM,0.00,16.701,34.800,0.00,3.52,1.1
955,05/31/21 11:00:00 AM,0.00,17.130,33.600,0.50,4.03,1.0
956,05/31/21 11:30:00 AM,0.00,17.962,32.300,0.50,4.03,1.2
957,05/31/21 12:00:00 PM,0.00,19.151,30.400,1.01,5.03,1.4
958,05/31/21 12:30:00 PM,0.00,19.674,29.400,1.01,6.04,1.4
959,05/31/21 01:00:00 PM,0.00,19.912,28.400,1.01,4.53,1.1
960,05/31/21 01:30:00 PM,0.00,20.507,26.600,1.01,5.03,0.7
961,05/31/21 02:00:00 PM,0.00,21.246,26.700,0.50,6.04,1.4
962,05/31/21 02:30:00 PM,0.00,21.772,25.800,0.50,5.03,1.3
963,05/31/21 03:00:00 PM,0.00,22.465,23.700,1.01,7.05,0.7
964,05/31/21 03:30:00 PM,0.00,23.545,23.000,0.50,4.03,1.2
965,05/31/21 04:00:00 PM,0.00,23.232,22.800,1.01,5.03,0.8
966,05/31/21 04:30:00 PM,0.00,23.064,22.700,1.01,4.53,0.6
967,05/31/21 05:00:00 PM,0.00,23.881,21.800,1.01,6.04,0.8
968,05/31/21 05:30:00 PM,0.00,23.713,21.500,1.01,6.04,0.4
969,05/31/21 06:00:00 PM,0.00,24.050,21.800,1.01,6.04,0.9
970,05/31/21 06:30:00 PM,0.00,23.833,21.700,1.01,5.03,0.7
971,05/31/21 07:00:00 PM,0.00,22.800,23.600,1.01,5.03,1.0
972,05/31/21 07:30:00 PM,0.00,22.537,23.300,1.01,5.03,0.6
973,05/31/21 08:00:00 PM,0.00,21.915,24.800,1.01,5.54,0.9
974,05/31/21 08:30:00 PM,0.00,19.318,31.600,0.00,3.02,2.0
975,05/31/21 09:00:00 PM,0.00,18.319,33.500,0.50,4.53,2.0
976,05/31/21 09:30:00 PM,0.00,16.439,38.200,1.01,4.03,2.2
977,05/31/21 10:00:00 PM,0.00,15.605,40.600,1.01,3.02,2.3
978,05/31/21 10:30:00 PM,0.00,15.175,41.300,0.50,3.02,2.1
979,05/31/21 11:00:00 PM,0.00,14.792,42.600,1.01,3.52,2.2
980,05/31/21 11:30:00 PM,0.00,13.882,46.100,1.01,3.02,2.5
981,06/01/21 12:00:00 AM,0.00,13.546,46.700,1.01,4.03,2.4
982,06/01/21 12:30:00 AM,0.00,13.473,47.100,1.01,4.03,2.4
983,06/01/21 01:00:00 AM,0.00,13.257,47.800,1.01,3.52,2.4
984,06/01/21 01:30:00 AM,0.00,12.944,49.200,1.51,5.03,2.6
985,06/01/21 02:00:00 AM,0.00,12.074,51.700,1.51,5.54,2.4
986,06/01/21 02:30:00 AM,0.00,11.734,52.800,1.51,4.03,2.4
987,06/01/21 03:00:00 AM,0.00,11.102,55.500,1.51,4.03,2.5
988,06/01/21 03:30:00 AM,0.00,10.761,56.700,1.51,4.53,2.5
989,06/01/21 04:00:00 AM,0.00,10.271,58.100,0.50,3.02,2.4
990,06/01/21 04:30:00 AM,0.00,9.756,59.900,0.00,3.52,2.4
991,06/01/21 05:00:00 AM,0.00,9.558,61.100,0.00,2.52,2.4
992,06/01/21 05:30:00 AM,0.00,9.706,60.400,0.50,3.52,2.4
993,06/01/21 06:00:00 AM,0.00,9.632,61.000,0.50,3.02,2.5
994,06/01/21 06:30:00 AM,0.00,10.541,58.100,0.50,2.52,2.7
995,06/01/21 07:00:00 AM,0.00,11.175,58.500,0.00,2.01,3.4
996,06/01/21 07:30:00 AM,0.00,12.558,56.600,0.00,1.51,4.2
997,06/01/21 08:00:00 AM,0.00,15.533,41.400,0.00,3.02,2.5
998,06/01/21 08:30:00 AM,0.00,15.557,40.600,0.50,4.53,2.2
999,06/01/21 09:00:00 AM,0.00,15.772,39.400,0.50,5.03,2.0
1000,06/01/21 09:30:00 AM,0.00,16.249,39.300,1.01,5.54,2.4
1001,06/01/21 10:00:00 AM,0.00,17.391,38.400,1.01,5.54,3.1
1002,06/01/21 10:30:00 AM,0.00,18.343,37.400,1.01,4.53,3.6
1003,06/01/21 11:00:00 AM,0.00,19.960,35.600,0.50,4.03,4.3
1004,06/01/21 11:30:00 AM,0.00,21.390,32.700,0.50,4.53,4.3
1005,06/01/21 12:00:00 PM,0.00,21.604,32.700,1.01,4.53,4.5
1006,06/01/21 12:30:00 PM,0.00,21.103,33.000,1.01,4.53,4.2
1007,06/01/21 01:00:00 PM,0.00,23.545,30.000,0.50,4.53,5.0
1008,06/01/21 01:30:00 PM,0.00,23.881,29.600,0.50,4.03,5.1
1009,06/01/21 02:00:00 PM,0.00,23.088,30.000,1.01,5.03,4.6
1010,06/01/21 02:30:00 PM,0.00,22.944,30.000,1.01,4.53,4.5
1011,06/01/21 03:00:00 PM,0.00,22.417,30.800,1.01,6.04,4.4
1012,06/01/21 03:30:00 PM,0.00,23.497,30.500,1.01,4.53,5.2
1013,06/01/21 04:00:00 PM,0.00,23.472,29.800,1.51,8.05,4.8
1014,06/01/21 04:30:00 PM,0.00,23.304,29.800,1.01,7.55,4.7
1015,06/01/21 05:00:00 PM,0.00,24.508,29.000,1.51,7.55,5.3
1016,06/01/21 05:30:00 PM,0.00,24.895,28.300,1.01,5.03,5.3
1017,06/01/21 06:00:00 PM,0.00,25.695,27.300,0.50,4.53,5.5
1018,06/01/21 06:30:00 PM,0.00,24.557,28.300,1.01,5.54,5.0
1019,06/01/21 07:00:00 PM,0.00,24.605,28.500,1.01,5.03,5.2
1020,06/01/21 07:30:00 PM,0.00,24.412,28.500,1.01,5.03,5.0
1021,06/01/21 08:00:00 PM,0.00,23.569,30.600,1.01,6.04,5.3
1022,06/01/21 08:30:00 PM,0.00,22.944,31.600,1.01,6.54,5.2
1023,06/01/21 09:00:00 PM,0.00,19.080,40.900,0.50,3.52,5.5
1024,06/01/21 09:30:00 PM,0.00,17.701,44.300,1.01,3.52,5.4
1025,06/01/21 10:00:00 PM,0.00,16.534,47.400,1.01,4.03,5.3
1026,06/01/21 10:30:00 PM,0.00,16.439,47.300,0.50,3.02,5.2
1027,06/01/21 11:00:00 PM,0.00,15.652,49.700,0.50,2.52,5.2
1028,06/01/21 11:30:00 PM,0.00,15.008,51.600,0.50,3.02,5.1
1029,06/02/21 12:00:00 AM,0.00,14.481,53.700,0.50,3.02,5.2
1030,06/02/21 12:30:00 AM,0.00,13.858,56.000,0.50,3.02,5.2
1031,06/02/21 01:00:00 AM,0.00,14.170,54.900,0.50,3.52,5.2
1032,06/02/21 01:30:00 AM,0.00,13.377,58.000,1.01,3.52,5.3
1033,06/02/21 02:00:00 AM,0.00,13.762,56.300,1.01,3.52,5.2
1034,06/02/21 02:30:00 AM,0.00,12.654,59.400,1.01,3.52,5.0
1035,06/02/21 03:00:00 AM,0.00,12.292,59.200,1.01,3.52,4.6
1036,06/02/21 03:30:00 AM,0.00,11.297,63.000,0.00,2.52,4.5
1037,06/02/21 04:00:00 AM,0.00,10.222,67.100,0.00,2.52,4.4
1038,06/02/21 04:30:00 AM,0.00,10.834,63.700,0.00,3.52,4.2
1039,06/02/21 05:00:00 AM,0.00,9.460,69.000,0.00,2.01,4.1
1040,06/02/21 05:30:00 AM,0.00,9.163,70.100,0.00,1.01,4.0
1041,06/02/21 06:00:00 AM,0.00,8.990,70.000,0.00,0.50,3.8
1042,06/02/21 06:30:00 AM,0.00,8.419,73.100,0.00,0.00,3.9
1043,06/02/21 07:00:00 AM,0.00,9.238,71.200,0.00,2.52,4.3
1044,06/02/21 07:30:00 AM,0.00,9.682,69.500,0.00,3.52,4.4
1045,06/02/21 08:00:00 AM,0.00,9.312,73.700,0.00,0.00,4.9
1046,06/02/21 08:30:00 AM,0.00,10.663,70.800,0.00,1.01,5.6
1047,06/02/21 09:00:00 AM,0.00,13.040,62.200,0.00,2.01,6.0
1048,06/02/21 09:30:00 AM,0.00,17.843,39.500,0.00,3.02,3.9
1049,06/02/21 10:00:00 AM,0.00,17.677,43.100,0.00,3.52,5.0
1050,06/02/21 10:30:00 AM,0.00,21.413,32.300,0.00,4.03,4.2
1051,06/02/21 11:00:00 AM,0.00,22.298,28.800,0.50,4.03,3.3
1052,06/02/21 11:30:00 AM,0.00,22.824,26.300,1.01,5.03,2.5
1053,06/02/21 12:00:00 PM,0.00,23.905,26.700,1.01,6.04,3.6
1054,06/02/21 12:30:00 PM,0.00,23.184,27.200,1.01,5.54,3.3
1055,06/02/21 01:00:00 PM,0.00,25.890,25.500,0.50,4.53,4.7
1056,06/02/21 01:30:00 PM,0.00,25.598,25.900,1.51,8.05,4.6
1057,06/02/21 02:00:00 PM,0.00,26.036,25.900,1.51,8.05,5.0
1058,06/02/21 02:30:00 PM,0.00,26.549,24.400,1.51,7.55,4.6
1059,06/02/21 03:00:00 PM,0.00,27.875,22.900,1.01,9.56,4.8
1060,06/02/21 03:30:00 PM,0.00,27.210,23.000,1.01,6.54,4.3
1061,06/02/21 04:00:00 PM,0.00,28.147,21.800,1.01,5.54,4.3
1062,06/02/21 04:30:00 PM,0.00,28.394,21.700,1.51,8.56,4.4
1063,06/02/21 05:00:00 PM,0.00,28.345,20.300,1.51,10.07,3.5
1064,06/02/21 05:30:00 PM,0.00,28.692,19.200,1.51,8.05,3.0
1065,06/02/21 06:00:00 PM,0.00,28.345,20.100,1.51,8.56,3.3
1066,06/02/21 06:30:00 PM,0.00,27.456,20.000,1.51,8.05,2.5
1067,06/02/21 07:00:00 PM,0.00,27.554,20.400,1.51,7.05,2.9
1068,06/02/21 07:30:00 PM,0.00,27.702,20.400,1.51,7.05,3.0
1069,06/02/21 08:00:00 PM,0.00,26.402,21.600,1.51,6.54,2.7
1070,06/02/21 08:30:00 PM,0.00,25.283,21.700,1.51,6.54,1.9
1071,06/02/21 09:00:00 PM,0.00,24.460,23.600,1.51,7.05,2.4
1072,06/02/21 09:30:00 PM,0.00,23.833,25.600,0.50,5.03,3.0
1073,06/02/21 10:00:00 PM,0.00,20.460,32.800,0.50,3.02,3.6
1074,06/02/21 10:30:00 PM,0.00,19.008,36.800,1.01,3.02,3.9
1075,06/02/21 11:00:00 PM,0.00,18.176,39.800,0.50,3.02,4.3
1076,06/02/21 11:30:00 PM,0.00,17.724,41.400,0.00,2.52,4.5
1077,06/03/21 12:00:00 AM,0.00,17.344,42.400,0.00,1.51,4.5
1078,06/03/21 12:30:00 AM,0.00,16.392,46.100,0.00,1.51,4.8
1079,06/03/21 01:00:00 AM,0.00,15.629,48.700,0.00,1.51,4.9
1080,06/03/21 01:30:00 AM,0.00,15.605,49.300,0.00,2.01,5.0
1081,06/03/21 02:00:00 AM,0.00,14.721,52.600,0.00,1.51,5.1
1082,06/03/21 02:30:00 AM,0.00,14.960,52.700,0.00,2.52,5.4
1083,06/03/21 03:00:00 AM,0.00,14.697,53.800,0.00,3.02,5.4
1084,06/03/21 03:30:00 AM,0.00,14.529,54.700,0.00,3.02,5.5
1085,06/03/21 04:00:00 AM,0.00,14.098,56.600,0.00,2.52,5.6
1086,06/03/21 04:30:00 AM,0.00,13.834,58.100,0.00,3.02,5.8
1087,06/03/21 05:00:00 AM,0.00,12.775,62.300,0.00,2.01,5.8
1088,06/03/21 05:30:00 AM,0.00,12.871,63.300,0.00,2.01,6.1
1089,06/03/21 06:00:00 AM,0.00,13.112,63.100,0.00,1.51,6.3
1090,06/03/21 06:30:00 AM,0.00,13.449,63.100,0.00,2.52,6.6
1091,06/03/21 07:00:00 AM,0.00,12.727,66.900,0.00,0.50,6.7
1092,06/03/21 07:30:00 AM,0.00,12.847,67.600,0.00,2.01,7.0
1093,06/03/21 08:00:00 AM,0.00,12.992,68.000,0.00,2.01,7.2
1094,06/03/21 08:30:00 AM,0.00,14.074,65.700,0.00,2.01,7.8
1095,06/03/21 09:00:00 AM,0.00,15.939,58.200,0.00,1.51,7.8
1096,06/03/21 09:30:00 AM,0.00,20.412,41.200,0.50,3.52,6.8
1097,06/03/21 10:00:00 AM,0.00,22.082,34.400,1.01,6.54,5.7
1098,06/03/21 10:30:00 AM,0.00,22.776,33.200,1.01,10.07,5.8
1099,06/03/21 11:00:00 AM,0.00,23.232,31.700,1.01,6.04,5.5
1100,06/03/21 11:30:00 AM,0.00,23.978,29.200,1.51,7.55,5.0
1101,06/03/21 12:00:00 PM,0.00,25.258,28.500,1.01,6.54,5.7
1102,06/03/21 12:30:00 PM,0.00,25.210,29.000,1.01,6.54,5.9
1103,06/03/21 01:00:00 PM,0.00,25.283,28.300,1.01,7.05,5.6
1104,06/03/21 01:30:00 PM,0.00,26.769,25.600,1.51,8.05,5.5
1105,06/03/21 02:00:00 PM,0.00,25.331,25.800,2.01,10.57,4.4
1106,06/03/21 02:30:00 PM,0.00,26.867,22.400,2.01,9.06,3.6
1107,06/03/21 03:00:00 PM,0.00,26.720,21.700,1.51,8.05,3.1
1108,06/03/21 03:30:00 PM,0.00,27.801,18.300,2.01,8.56,1.6
1109,06/03/21 04:00:00 PM,0.00,27.899,18.100,2.01,13.59,1.5
1110,06/03/21 04:30:00 PM,0.00,28.642,17.900,2.52,10.07,1.9
1111,06/03/21 05:00:00 PM,0.00,27.604,17.800,2.01,9.06,1.0
1112,06/03/21 05:30:00 PM,0.00,29.115,16.400,2.01,8.56,1.1
1113,06/03/21 06:00:00 PM,0.00,28.791,17.200,1.51,10.57,1.5
1114,06/03/21 06:30:00 PM,0.00,28.667,17.400,1.01,5.54,1.6
1115,06/03/21 07:00:00 PM,0.00,26.426,18.800,1.01,8.56,0.8
1116,06/03/21 07:30:00 PM,0.00,27.235,18.800,1.01,9.06,1.5
1117,06/03/21 08:00:00 PM,0.00,25.550,20.900,1.51,6.54,1.6
1118,06/03/21 08:30:00 PM,0.00,24.388,22.800,1.01,7.05,1.8
1119,06/03/21 09:00:00 PM,0.00,21.867,27.800,0.50,4.03,2.5
1120,06/03/21 09:30:00 PM,0.00,21.056,28.700,0.50,3.02,2.2
1121,06/03/21 10:00:00 PM,0.00,20.198,31.000,0.50,5.03,2.5
1122,06/03/21 10:30:00 PM,0.00,18.652,34.600,1.01,4.03,2.7
1123,06/03/21 11:00:00 PM,0.00,17.296,37.700,1.01,3.02,2.7
1124,06/03/21 11:30:00 PM,0.00,16.511,40.100,1.01,3.02,2.9
1125,06/04/21 12:00:00 AM,0.00,16.344,40.400,1.01,3.52,2.9
1126,06/04/21 12:30:00 AM,0.00,16.225,41.100,1.51,4.03,3.0
1127,06/04/21 01:00:00 AM,0.00,15.963,43.100,0.50,2.01,3.4
1128,06/04/21 01:30:00 AM,0.00,15.700,45.100,0.00,2.01,3.8
1129,06/04/21 02:00:00 AM,0.00,16.368,43.200,0.50,2.52,3.8
1130,06/04/21 02:30:00 AM,0.00,17.106,39.500,0.00,6.04,3.2
1131,06/04/21 03:00:00 AM,0.00,16.558,43.500,1.01,5.54,4.1
1132,06/04/21 03:30:00 AM,0.00,16.272,44.100,0.50,3.02,4.0
1133,06/04/21 04:00:00 AM,0.00,14.792,48.300,0.50,2.01,4.0
1134,06/04/21 04:30:00 AM,0.00,14.266,50.200,0.50,3.02,4.1
1135,06/04/21 05:00:00 AM,0.00,13.930,51.400,0.00,1.01,4.1
1136,06/04/21 05:30:00 AM,0.00,12.992,54.200,0.50,2.52,4.0
1137,06/04/21 06:00:00 AM,0.00,12.751,55.900,0.00,2.01,4.2
1138,06/04/21 06:30:00 AM,0.00,11.856,60.600,0.00,0.50,4.5
1139,06/04/21 07:00:00 AM,0.00,11.977,61.600,0.00,1.01,4.8
1140,06/04/21 07:30:00 AM,0.00,12.727,61.000,0.00,2.01,5.4
1141,06/04/21 08:00:00 AM,0.00,13.546,60.200,0.00,1.01,6.0
1142,06/04/21 08:30:00 AM,0.00,13.786,59.600,0.00,1.01,6.1
1143,06/04/21 09:00:00 AM,0.00,14.840,55.600,0.00,1.51,6.1
1144,06/04/21 09:30:00 AM,0.00,15.151,52.400,0.00,1.01,5.5
1145,06/04/21 10:00:00 AM,0.00,16.820,47.900,0.00,1.51,5.7
1146,06/04/21 10:30:00 AM,0.00,18.414,43.500,0.00,2.52,5.8
1147,06/04/21 11:00:00 AM,0.00,19.651,40.800,0.50,3.02,6.0
1148,06/04/21 11:30:00 AM,0.00,21.008,34.000,0.50,4.03,4.6
1149,06/04/21 12:00:00 PM,0.00,20.936,31.000,1.01,5.54,3.2
1150,06/04/21 12:30:00 PM,0.00,21.772,30.100,1.01,6.54,3.5
1151,06/04/21 01:00:00 PM,0.00,22.705,27.400,1.51,9.06,3.0
1152,06/04/21 01:30:00 PM,0.00,23.040,26.800,1.01,7.05,2.9
1153,06/04/21 02:00:00 PM,0.00,21.676,27.900,1.01,6.04,2.3
1154,06/04/21 02:30:00 PM,0.00,23.569,26.300,1.51,7.55,3.1
1155,06/04/21 03:00:00 PM,0.00,23.761,23.400,1.01,5.54,1.6
1156,06/04/21 03:30:00 PM,0.00,23.737,21.800,2.01,9.06,0.6
1157,06/04/21 04:00:00 PM,0.00,23.978,20.000,2.01,12.58,-0.3
1158,06/04/21 04:30:00 PM,0.00,24.026,20.000,2.52,10.07,-0.3
1159,06/04/21 05:00:00 PM,0.00,24.050,20.100,2.01,10.57,-0.2
1160,06/04/21 05:30:00 PM,0.00,23.785,20.300,2.01,11.58,-0.3
1161,06/04/21 06:00:00 PM,0.00,24.122,18.800,2.52,10.07,-1.1
1162,06/04/21 06:30:00 PM,0.00,23.954,18.300,3.02,10.57,-1.6
1163,06/04/21 07:00:00 PM,0.00,22.896,18.900,2.01,9.56,-2.0
1164,06/04/21 07:30:00 PM,0.00,22.250,20.100,2.52,10.07,-1.7
1165,06/04/21 08:00:00 PM,0.00,20.269,22.600,2.01,8.05,-1.8
1166,06/04/21 08:30:00 PM,0.00,19.936,24.100,2.01,10.57,-1.2
1167,06/04/21 09:00:00 PM,0.00,19.032,25.100,2.01,10.07,-1.4
1168,06/04/21 09:30:00 PM,0.00,18.200,28.400,1.51,6.54,-0.4
1169,06/04/21 10:00:00 PM,0.00,17.724,29.000,1.01,10.57,-0.5
1170,06/04/21 10:30:00 PM,0.00,17.653,27.200,1.01,6.04,-1.5
1171,06/04/21 11:00:00 PM,0.00,17.415,27.700,1.01,5.03,-1.4
1172,06/04/21 11:30:00 PM,0.00,15.772,31.600,0.00,2.01,-1.0
1173,06/05/21 12:00:00 AM,0.00,14.433,35.800,0.00,1.51,-0.5
1174,06/05/21 12:30:00 AM,0.00,14.122,37.000,0.00,2.01,-0.3
1175,06/05/21 01:00:00 AM,0.00,13.642,38.700,0.50,2.52,-0.1
1176,06/05/21 01:30:00 AM,0.00,13.473,40.900,0.50,3.02,0.5
1177,06/05/21 02:00:00 AM,0.00,13.185,46.200,0.50,2.52,1.9
1178,06/05/21 02:30:00 AM,0.00,12.847,47.000,0.50,2.52,1.8
1179,06/05/21 03:00:00 AM,0.00,13.016,44.900,0.50,2.01,1.3
1180,06/05/21 03:30:00 AM,0.00,12.751,44.900,0.50,2.01,1.1
1181,06/05/21 04:00:00 AM,0.00,12.678,44.700,0.50,3.02,1.0
1182,06/05/21 04:30:00 AM,0.00,12.316,49.400,0.00,2.01,2.0
1183,06/05/21 05:00:00 AM,0.00,11.419,55.700,0.00,2.01,2.9
1184,06/05/21 05:30:00 AM,0.00,11.686,50.900,0.00,2.52,1.9
1185,06/05/21 06:00:00 AM,0.00,11.321,51.500,0.50,2.52,1.7
1186,06/05/21 06:30:00 AM,0.00,11.273,51.600,0.00,2.52,1.7
1187,06/05/21 07:00:00 AM,0.00,12.751,46.300,0.00,2.52,1.5
1188,06/05/21 07:30:00 AM,0.00,12.896,49.300,0.00,2.01,2.5
1189,06/05/21 08:00:00 AM,0.00,11.929,47.900,1.01,8.56,1.2
1190,06/05/21 08:30:00 AM,0.00,10.271,61.100,1.01,6.04,3.1
1191,06/05/21 09:00:00 AM,0.00,10.590,62.200,0.50,2.52,3.7
1192,06/05/21 09:30:00 AM,0.00,11.394,50.200,1.01,6.04,1.4
1193,06/05/21 10:00:00 AM,0.00,13.112,44.000,0.50,3.52,1.1
1194,06/05/21 10:30:00 AM,0.00,14.816,33.000,1.01,7.55,-1.3
1195,06/05/21 11:00:00 AM,0.00,13.834,36.900,0.50,6.04,-0.6
1196,06/05/21 11:30:00 AM,0.00,13.305,39.400,1.01,6.04,-0.2
1197,06/05/21 12:00:00 PM,0.00,8.568,60.500,1.51,9.06,1.4
1198,06/05/21 12:30:00 PM,0.00,9.583,60.400,0.50,6.04,2.3
1199,06/05/21 01:00:00 PM,0.00,11.540,52.700,0.50,4.03,2.2
1200,06/05/21 01:30:00 PM,0.00,12.461,49.100,0.50,6.54,2.1
1201,06/05/21 02:00:00 PM,0.20,10.247,64.500,0.50,6.04,3.9
1202,06/05/21 02:30:00 PM,0.20,10.736,60.800,0.00,3.02,3.5
1203,06/05/21 03:00:00 PM,0.00,13.666,45.400,1.51,5.54,2.1
1204,06/05/21 03:30:00 PM,0.00,15.151,38.800,1.51,7.05,1.2
1205,06/05/21 04:00:00 PM,0.00,13.738,38.800,1.01,6.04,-0.0
1206,06/05/21 04:30:00 PM,0.00,12.195,44.000,1.51,9.56,0.3
1207,06/05/21 05:00:00 PM,0.00,11.540,47.800,1.51,7.05,0.9
1208,06/05/21 05:30:00 PM,0.00,11.856,45.000,2.01,6.04,0.3
1209,06/05/21 06:00:00 PM,0.00,13.618,39.800,1.01,5.54,0.2
1210,06/05/21 06:30:00 PM,0.00,13.690,38.000,1.51,7.55,-0.4
1211,06/05/21 07:00:00 PM,0.00,10.565,57.600,1.51,6.54,2.6
1212,06/05/21 07:30:00 PM,0.00,9.213,66.900,1.01,4.53,3.4
1213,06/05/21 08:00:00 PM,0.00,8.866,68.400,0.50,3.02,3.4
1214,06/05/21 08:30:00 PM,0.00,8.543,70.000,0.00,3.02,3.4
1215,06/05/21 09:00:00 PM,0.00,7.444,78.800,0.00,2.01,4.0
1216,06/05/21 09:30:00 PM,0.00,7.569,78.400,0.00,1.51,4.1
1217,06/05/21 10:00:00 PM,0.00,7.192,70.800,0.50,3.02,2.3
1218,06/05/21 10:30:00 PM,0.00,6.712,72.900,0.00,3.52,2.2
1219,06/05/21 11:00:00 PM,0.00,6.306,76.300,0.00,2.52,2.4
1220,06/05/21 11:30:00 PM,0.00,6.357,73.500,0.00,1.51,2.0
1221,06/06/21 12:00:00 AM,0.00,7.167,69.900,1.01,7.05,2.1
1222,06/06/21 12:30:00 AM,0.00,7.091,67.300,1.51,7.55,1.4
1223,06/06/21 01:00:00 AM,0.00,5.539,77.200,1.51,6.04,1.9
1224,06/06/21 01:30:00 AM,0.00,5.437,78.600,0.50,3.52,2.0
1225,06/06/21 02:00:00 AM,0.00,5.385,79.400,0.00,2.01,2.1
1226,06/06/21 02:30:00 AM,0.00,4.999,81.100,0.00,3.02,2.0
1227,06/06/21 03:00:00 AM,0.00,5.128,79.900,0.00,2.01,2.0
1228,06/06/21 03:30:00 AM,0.00,4.999,80.000,0.00,2.52,1.8
1229,06/06/21 04:00:00 AM,0.00,4.558,80.900,0.00,1.51,1.6
1230,06/06/21 04:30:00 AM,0.00,4.921,79.000,0.00,2.52,1.6
1231,06/06/21 05:00:00 AM,0.00,5.565,72.000,0.50,6.04,0.9
1232,06/06/21 05:30:00 AM,0.00,4.740,76.600,0.50,5.54,1.0
1233,06/06/21 06:00:00 AM,0.00,4.532,77.800,0.00,4.03,1.0
1234,06/06/21 06:30:00 AM,0.00,5.770,69.900,1.01,6.04,0.7
1235,06/06/21 07:00:00 AM,0.00,5.975,69.000,0.50,5.03,0.7
1236,06/06/21 07:30:00 AM,0.00,6.026,71.500,0.50,4.03,1.3
1237,06/06/21 08:00:00 AM,0.00,7.343,58.600,1.01,6.04,-0.2
1238,06/06/21 08:30:00 AM,0.00,7.393,60.700,1.51,6.54,0.3
1239,06/06/21 09:00:00 AM,0.00,8.543,50.500,0.50,5.03,-1.1
1240,06/06/21 09:30:00 AM,0.00,9.114,49.000,0.00,3.02,-1.0
1241,06/06/21 10:00:00 AM,0.00,9.114,48.400,0.00,4.03,-1.2
1242,06/06/21 10:30:00 AM,0.00,9.435,47.500,1.01,3.52,-1.2
1243,06/06/21 11:00:00 AM,0.00,10.541,45.200,0.50,3.02,-0.8
1244,06/06/21 11:30:00 AM,0.00,9.952,48.200,1.51,6.54,-0.5
1245,06/06/21 12:00:00 PM,0.00,10.932,44.200,1.51,6.04,-0.8
1246,06/06/21 12:30:00 PM,0.00,12.050,40.300,2.01,7.55,-1.0
1247,06/06/21 01:00:00 PM,0.00,12.847,38.100,1.51,8.05,-1.1
1248,06/06/21 01:30:00 PM,0.00,12.751,36.200,1.51,5.54,-1.9
1249,06/06/21 02:00:00 PM,0.00,11.929,37.600,1.01,4.53,-2.1
1250,06/06/21 02:30:00 PM,0.00,13.040,34.500,1.51,5.54,-2.2
1251,06/06/21 03:00:00 PM,0.00,11.977,47.500,1.01,8.05,1.2
1252,06/06/21 03:30:00 PM,0.00,11.127,51.100,2.01,6.04,1.4
1253,06/06/21 04:00:00 PM,0.00,11.029,55.600,2.52,6.04,2.5
1254,06/06/21 04:30:00 PM,0.00,11.370,52.900,2.01,4.53,2.1
1255,06/06/21 05:00:00 PM,0.00,10.516,55.400,1.01,4.03,2.0
1256,06/06/21 05:30:00 PM,0.00,9.485,59.800,0.50,4.03,2.1
1257,06/06/21 06:00:00 PM,0.00,9.213,61.600,0.50,3.02,2.2
1258,06/06/21 06:30:00 PM,0.00,8.668,65.200,0.00,2.01,2.5
1259,06/06/21 07:00:00 PM,0.00,7.820,62.600,0.50,4.03,1.1
1260,06/06/21 07:30:00 PM,0.00,7.870,57.500,1.51,7.05,0.0
1261,06/06/21 08:00:00 PM,0.00,6.560,69.500,0.50,3.52,1.4
1262,06/06/21 08:30:00 PM,0.00,6.737,69.100,0.00,3.02,1.5
1263,06/06/21 09:00:00 PM,0.00,5.693,78.600,0.00,2.01,2.3
1264,06/06/21 09:30:00 PM,0.00,5.514,80.900,0.00,1.01,2.5
1265,06/06/21 10:00:00 PM,0.00,5.334,82.000,0.00,2.01,2.5
1266,06/06/21 10:30:00 PM,0.00,5.179,81.800,0.00,1.51,2.3
1267,06/06/21 11:00:00 PM,0.00,5.128,79.600,0.00,2.52,1.9
1268,06/06/21 11:30:00 PM,0.00,5.154,78.000,0.00,1.51,1.6
1269,06/07/21 12:00:00 AM,0.00,5.591,69.900,0.50,2.52,0.5
1270,06/07/21 12:30:00 AM,0.00,6.661,55.400,1.01,5.03,-1.6
