Date,Time,Current Temperature,Average Temperature,Maximum Temperature,Minimum Temperature,Radiation,Rainfall
2019-01-02,7:00:00,6.4,4.7,6.4,2.6,0,0
2019-01-02,8:00:00,6.9,6.3,6.9,6,0,0
2019-01-02,9:00:00,6.3,6.3,6.9,5.9,0,0
2019-01-02,10:00:00,6.6,6.1,6.8,4.9,1.7,0
2019-01-02,11:00:00,6.5,6.4,6.8,6.1,20.5,0
2019-01-02,12:00:00,6.9,6.7,7,6.3,47.7,0
2019-01-02,13:00:00,8.5,7.6,8.6,6.9,173.3,0
2019-01-02,14:00:00,9,8.7,9.3,8,296.8,0
2019-01-02,15:00:00,8.1,8.4,9,8.1,137.3,0
2019-01-02,16:00:00,8.6,8.6,9,8,63,0
2019-01-02,17:00:00,7.9,8.2,8.6,7.8,42.4,0
2019-01-02,18:00:00,7.7,8,8.2,7.5,10.8,0
2019-01-02,19:00:00,7.3,7.6,7.8,7.3,0,0
2019-01-02,20:00:00,5.6,6.6,7.5,5.6,0,0
2019-01-02,21:00:00,5.3,5.3,5.6,5.1,0,0
2019-01-02,22:00:00,5.4,5.2,5.6,4.7,0,0
2019-01-02,23:00:00,5.4,5.2,5.6,4.9,0,0
2019-01-02,0:00:00,5.6,5.5,6,5.2,0,0
2019-01-03,1:00:00,5.3,5.5,5.8,5.1,0,0
2019-01-03,2:00:00,5.3,5.3,5.6,4.9,0,0
2019-01-03,3:00:00,5.5,5.8,6,5.3,0,0
2019-01-03,4:00:00,4.6,4.9,5.6,4.3,0,0
2019-01-03,5:00:00,4.6,4.7,5.2,4.3,0,0
2019-01-03,6:00:00,4.6,4.6,5,4.5,0,0
2019-01-03,7:00:00,4.4,4.6,4.8,4.2,0,0
2019-01-03,8:00:00,4.2,4.2,4.4,4,0,0
2019-01-03,9:00:00,3.7,3.9,4.3,3.6,0,0
2019-01-03,10:00:00,4.4,4.1,4.5,3.7,2,0
2019-01-03,11:00:00,5.4,4.9,5.4,4.3,17.1,0
2019-01-03,12:00:00,5.6,5.6,5.9,5.3,91.1,0
2019-01-03,13:00:00,5.1,5.4,5.7,5.1,139.5,0
2019-01-03,14:00:00,4.3,4.9,5.2,4.3,125.6,0
2019-01-03,15:00:00,4.2,4.1,4.4,3.9,93.5,0
2019-01-03,16:00:00,5.2,4.9,5.4,4.1,58.9,0
2019-01-03,17:00:00,5.5,5.3,5.6,5,42.5,0
2019-01-03,18:00:00,5.5,5.3,5.6,4.7,6.1,0
2019-01-03,19:00:00,5.7,5.3,5.8,4.7,0,0
2019-01-03,20:00:00,5.2,5.3,6,4.8,0,0
2019-01-03,21:00:00,5.8,5.6,6,5.1,0,0
2019-01-03,22:00:00,5.4,5.7,5.9,5.4,0,0
2019-01-03,23:00:00,5.3,5.4,5.7,5.1,0,0
2019-01-03,0:00:00,4.6,5,5.5,4.6,0,0
2019-01-04,1:00:00,3.2,3.7,4.7,3.2,0,0
2019-01-04,2:00:00,3,3.1,3.2,3,0,0
2019-01-04,3:00:00,3,3.2,3.4,3,0,0
2019-01-04,4:00:00,3.9,3.3,4,2.9,0,0
2019-01-04,5:00:00,2.6,3.3,4.2,2.6,0,0
2019-01-04,6:00:00,2.1,2.3,2.8,2,0,0
2019-01-04,7:00:00,1.6,1.9,2.1,1.5,0,0
2019-01-04,8:00:00,1.5,1.6,1.7,1.4,0,0
2019-01-04,9:00:00,0.5,1,1.6,0.5,0,0
2019-01-04,10:00:00,0.9,0.5,0.9,0,2.2,0
2019-01-04,11:00:00,1.3,1.5,1.9,0.9,24.8,0
2019-01-04,12:00:00,2.1,2.3,2.7,1.3,57.2,0
2019-01-04,13:00:00,3.4,2.7,3.5,2.1,103.8,0
2019-01-04,14:00:00,3,3.2,3.4,2.9,125.9,0
2019-01-04,15:00:00,3.2,2.9,3.2,2.7,66.4,0
2019-01-04,16:00:00,3.1,3.3,3.7,3.1,35.4,0
2019-01-04,17:00:00,3.5,3.4,3.8,3.1,18,0
2019-01-04,18:00:00,2.5,2.8,3.5,2.2,5.3,0
2019-01-04,19:00:00,2.3,2.2,2.5,1.7,0,0
2019-01-04,20:00:00,2.2,2.2,2.5,1.9,0,0
2019-01-04,21:00:00,2.4,2,2.4,1.5,0,0
2019-01-04,22:00:00,2.3,2.3,2.7,1.9,0,0
2019-01-04,23:00:00,2.2,2.4,2.7,2.1,0,0
2019-01-04,0:00:00,2.3,2.4,2.6,2,0,0
2019-01-05,1:00:00,2.4,2.4,2.6,2.1,0,0
2019-01-05,2:00:00,2,2.1,2.5,1.7,0,0
2019-01-05,3:00:00,1.9,1.8,2,1.6,0,0
2019-01-05,4:00:00,2.6,2.3,2.8,1.7,0,0
2019-01-05,5:00:00,2.3,2.3,2.8,1.8,0,0
2019-01-05,6:00:00,1.5,1.8,2.3,1.2,0,0
2019-01-05,7:00:00,-0.4,1,1.9,-0.4,0,0
2019-01-05,8:00:00,-3.6,-2.4,-0.4,-3.7,0,0
2019-01-05,9:00:00,-5.1,-4.5,-3.6,-5.1,0,0
2019-01-05,10:00:00,-4.9,-4.9,-4.6,-5.2,3.7,0
2019-01-05,11:00:00,-2,-3.9,-2,-5.2,41.4,0
2019-01-05,12:00:00,1.8,0.1,2,-2,134.8,0
2019-01-05,13:00:00,1.6,2.1,3,1.5,208.4,0
2019-01-05,14:00:00,2.5,1.5,2.5,1.2,164.4,0
2019-01-05,15:00:00,2.5,2.5,2.8,2.3,198.7,0
2019-01-05,16:00:00,0.4,2.1,2.5,0.4,66.1,0
2019-01-05,17:00:00,-1.3,-0.9,0.4,-1.5,35,0
2019-01-05,18:00:00,-3.2,-2.3,-1.3,-3.2,10.3,0
2019-01-05,19:00:00,-4.6,-4,-3.2,-4.7,0,0
2019-01-05,20:00:00,-4.9,-5,-4.6,-5.2,0,0
2019-01-05,21:00:00,-4.8,-4.9,-4.6,-5.2,0,0
2019-01-05,22:00:00,-5.6,-5.1,-4.8,-5.6,0,0
2019-01-05,23:00:00,-6.2,-5.9,-5.3,-6.2,0,0
2019-01-05,0:00:00,-6.1,-6,-5.7,-6.3,0,0
2019-01-06,1:00:00,-6.8,-6.5,-5.8,-6.9,0,0
2019-01-06,2:00:00,-6.2,-6.7,-6.2,-6.9,0,0
2019-01-06,3:00:00,-5.4,-5.7,-5.3,-6.2,0,0
2019-01-06,4:00:00,-3.9,-4.5,-3.9,-5.4,0,0
2019-01-06,5:00:00,-3.7,-4.2,-3.7,-4.5,0,0
2019-01-06,6:00:00,0,-1.9,0,-3.6,0,0
2019-01-06,7:00:00,3.7,2.5,3.9,0,0,0
2019-01-06,8:00:00,3.9,3.4,4,2.6,0,0
2019-01-06,9:00:00,3.8,3.7,4.1,3.5,0,0
2019-01-06,10:00:00,3.7,3.9,4.2,3.6,4.1,0
2019-01-06,11:00:00,4.1,4.1,4.3,3.4,41.8,0
2019-01-06,12:00:00,4.4,4.2,4.4,3.9,106.6,0
2019-01-06,13:00:00,4.3,4.5,4.7,4.2,186,0
2019-01-06,14:00:00,3.7,4,4.3,3.6,217.5,0
2019-01-06,15:00:00,2.9,3.4,3.8,2.9,185.6,0
2019-01-06,16:00:00,2.2,2.5,2.9,2.2,126.9,0
2019-01-06,17:00:00,-0.1,1.8,2.2,-0.1,64.7,0
2019-01-06,18:00:00,-0.7,-1,-0.1,-1.5,9.8,0
2019-01-06,19:00:00,-0.7,-0.6,-0.5,-0.8,0.1,0
2019-01-06,20:00:00,-1,-0.9,-0.5,-1.2,0,0
2019-01-06,21:00:00,-1.1,-1,-0.9,-1.2,0,0
2019-01-06,22:00:00,-0.9,-0.9,-0.7,-1.1,0,0
2019-01-06,23:00:00,-1,-0.9,-0.8,-1.1,0,0
2019-01-06,0:00:00,-1.1,-1,-0.9,-1.1,0,0
2019-01-07,1:00:00,-1.2,-1.2,-1.1,-1.3,0,0
2019-01-07,2:00:00,-1.5,-1.4,-1.2,-1.5,0,0
2019-01-07,3:00:00,-1.8,-1.7,-1.5,-2,0,0
2019-01-07,4:00:00,-2,-1.8,-1.7,-2,0,0
2019-01-07,5:00:00,-2.3,-1.9,-1.8,-2.3,0,0
2019-01-07,6:00:00,-3.3,-2.7,-2.2,-3.3,0,0
2019-01-07,7:00:00,-3.3,-3.1,-2.8,-3.5,0,0
2019-01-07,8:00:00,-3.4,-3,-2.6,-3.4,0,0
2019-01-07,9:00:00,-4.4,-3.8,-3.2,-4.9,0,0
2019-01-07,10:00:00,-6.3,-6.1,-4.4,-6.8,4.7,0
2019-01-07,11:00:00,-6.5,-6.7,-6,-7.1,26.3,0
2019-01-07,12:00:00,-4,-5.2,-3.9,-6.5,52,0
2019-01-07,13:00:00,-1.4,-2.5,-1.1,-4,128.6,0
2019-01-07,14:00:00,-1.2,-1.1,-0.7,-1.5,187.4,0
2019-01-07,15:00:00,-2.1,-1.5,-0.9,-2.2,134.7,0
2019-01-07,16:00:00,-2.5,-2.4,-2.1,-2.6,34,0
2019-01-07,17:00:00,-2.8,-2.7,-2.4,-2.8,26,0
2019-01-07,18:00:00,-3.1,-2.9,-2.8,-3.1,8,0
2019-01-07,19:00:00,-3.1,-3,-2.9,-3.2,0.1,0
2019-01-07,20:00:00,-9.2,-7.2,-3.1,-9.2,0,0
2019-01-07,21:00:00,-10.1,-9.7,-9.2,-10.2,0,0
2019-01-07,22:00:00,-11,-10.5,-10.1,-11,0,0
2019-01-07,23:00:00,-10.6,-11,-10.6,-11.3,0,0
2019-01-07,0:00:00,-10.5,-10.5,-10.4,-10.6,0,0
2019-01-08,1:00:00,-11.9,-11,-10.5,-12,0,0
2019-01-08,2:00:00,-14.3,-13.3,-11.9,-14.3,0,0
2019-01-08,3:00:00,-16.5,-15.5,-14.3,-16.5,0,0
2019-01-08,4:00:00,-17.4,-17.1,-16.4,-17.5,0,0
2019-01-08,5:00:00,-18.1,-17.9,-17.2,-18.5,0,0
2019-01-08,6:00:00,-18.3,-17.9,-17.4,-18.3,0,0
2019-01-08,7:00:00,-17.4,-17.8,-17.3,-18.5,0,0
2019-01-08,8:00:00,-16.6,-16.9,-16.2,-17.5,0,0
2019-01-08,9:00:00,-16.3,-16.6,-16,-17.4,0,0
2019-01-08,10:00:00,-16.4,-16.2,-15.2,-16.8,1.8,0
2019-01-08,11:00:00,-14.8,-15.6,-14.8,-16.6,7.7,0
2019-01-08,12:00:00,-11.7,-13,-11.4,-14.8,56,0.3
2019-01-08,13:00:00,-8.1,-9.9,-8.1,-11.7,125.9,0
2019-01-08,14:00:00,-5.6,-6.6,-5.6,-8.1,185.7,0
2019-01-08,15:00:00,-5.5,-5.3,-5,-5.6,173.6,0
2019-01-08,16:00:00,-4.9,-5.2,-4.9,-5.6,95.3,0
2019-01-08,17:00:00,-6.3,-5.6,-4.9,-6.4,59.6,0
2019-01-08,18:00:00,-8.5,-7.4,-6.3,-8.5,13.5,0
2019-01-08,19:00:00,-8.5,-8.7,-8.4,-9.1,0,0
2019-01-08,20:00:00,-8.6,-8.3,-8.1,-8.6,0,0
2019-01-08,21:00:00,-10.6,-9.7,-8.6,-10.6,0,0
2019-01-08,22:00:00,-11.3,-11.1,-10.6,-11.5,0,0
2019-01-08,23:00:00,-11.8,-11.6,-11.3,-12,0,0
2019-01-08,0:00:00,-11.2,-11.4,-11.1,-11.8,0,0
2019-01-09,1:00:00,-9.6,-10.3,-9.5,-11.2,0,0
2019-01-09,2:00:00,-6.6,-9.1,-6.6,-10,0,0
2019-01-09,3:00:00,-4.9,-5.7,-3.5,-6.5,0,0
2019-01-09,4:00:00,-6.4,-5.6,-4.5,-6.4,0,0
2019-01-09,5:00:00,-8,-7,-6.1,-8.3,0,0
2019-01-09,6:00:00,-9.9,-9.3,-8,-9.9,0,0
2019-01-09,7:00:00,-9.9,-9.9,-9.2,-10.2,0,0
2019-01-09,8:00:00,-8.4,-8.7,-8,-9.9,0,0
2019-01-09,9:00:00,-8,-8.3,-7.9,-8.6,0,0
2019-01-09,10:00:00,-8,-8.3,-7.8,-8.7,3.7,0
2019-01-09,11:00:00,-6.2,-7.2,-6.2,-8,41.5,0
2019-01-09,12:00:00,-3.5,-4.8,-3.5,-6.3,91,0
2019-01-09,13:00:00,-0.1,-1.4,-0.1,-3.5,254.9,0
2019-01-09,14:00:00,1.1,1,1.9,-0.2,210.6,0
2019-01-09,15:00:00,-1,0,1.1,-1,71,0
2019-01-09,16:00:00,-2.4,-1.6,-1,-2.4,34.9,0
2019-01-09,17:00:00,-0.5,-1.8,-0.3,-2.5,18.5,0
2019-01-09,18:00:00,0,-0.6,0.6,-1.5,6.3,0
2019-01-09,19:00:00,-1.4,-0.7,1,-2.1,0,0
2019-01-09,20:00:00,-0.7,-1.5,-0.5,-2.2,0,0
2019-01-09,21:00:00,5.7,2.2,5.7,-2,0,0
2019-01-09,22:00:00,6.1,5.8,6.2,5.5,0,0
2019-01-09,23:00:00,6,5.9,6.2,5.6,0,0
2019-01-09,0:00:00,5.6,5.8,6,5.6,0,0
2019-01-10,1:00:00,5.7,5.5,5.9,5.2,0,0
2019-01-10,2:00:00,5.6,5.9,6.1,5.5,0,0
2019-01-10,3:00:00,5.9,5.9,6.2,5.5,0,0
2019-01-10,4:00:00,6.5,6.2,6.6,5.6,0,0
2019-01-10,5:00:00,6.5,6.6,6.8,6.4,0,0
2019-01-10,6:00:00,6.4,6.5,6.7,6.3,0,0
2019-01-10,7:00:00,6.1,6.4,6.6,6.1,0,0
2019-01-10,8:00:00,6.2,6,6.2,5.9,0,0
2019-01-10,9:00:00,5.7,5.9,6.2,5.6,0,0
2019-01-10,10:00:00,5.9,5.8,6.2,5.1,4.8,0
2019-01-10,11:00:00,6.6,6.2,6.6,5.9,39.9,0
2019-01-10,12:00:00,7.1,6.9,7.1,6.6,103,0
2019-01-10,13:00:00,6.8,6.9,7.1,6.7,130.3,0
2019-01-10,14:00:00,7.2,7.2,7.7,6.8,206.5,0
2019-01-10,15:00:00,6.9,7.1,7.4,6.8,208.8,0
2019-01-10,16:00:00,6.5,6.6,6.8,6.4,62.4,0
2019-01-10,17:00:00,5.9,6.3,6.6,5.5,22.4,0
2019-01-10,18:00:00,4.8,5.1,5.9,4,8.9,0
2019-01-10,19:00:00,1.5,2.3,4.9,0,0.1,0
2019-01-10,20:00:00,5.1,3.2,5.1,1.2,0,0
2019-01-10,21:00:00,4,4.8,5.3,4,0,0
2019-01-10,22:00:00,1.3,2.7,4.1,1.1,0,0
2019-01-10,23:00:00,0.6,2.2,3.9,0.1,0,0
2019-01-10,0:00:00,3.6,3.2,4.1,0.6,0,0
2019-01-11,1:00:00,3.3,3.5,3.8,3.3,0,0
2019-01-11,2:00:00,3,3.2,3.6,3,0,0
2019-01-11,3:00:00,3.3,2.9,3.3,2.4,0,0
2019-01-11,4:00:00,3,3,3.3,2.2,0,0
2019-01-11,5:00:00,2.5,2.8,3.4,2.3,0,0
2019-01-11,6:00:00,1.4,2.7,3.4,1.4,0,0
2019-01-11,7:00:00,2.5,2.6,4,1.2,0,0
2019-01-11,8:00:00,2.4,1.8,3.2,0.9,0,0
2019-01-11,9:00:00,2,3.6,5.2,2,0,0
2019-01-11,10:00:00,1,1.8,3.2,1,7.6,0
2019-01-11,11:00:00,1.3,1.1,1.3,0.8,47.8,0
2019-01-11,12:00:00,2.5,1.6,2.5,1,98,0
2019-01-11,13:00:00,5.5,3.6,5.6,2.4,178.5,0
2019-01-11,14:00:00,7.5,6.1,7.5,5,227.5,0
2019-01-11,15:00:00,7.1,7.3,7.7,6.9,233,0
2019-01-11,16:00:00,7.6,7.2,7.7,6.9,93,0
2019-01-11,17:00:00,7.3,7.5,7.8,7.2,76.2,0
2019-01-11,18:00:00,5,6.5,7.3,5,26.3,0
2019-01-11,19:00:00,2.8,3.6,5,2.6,0.1,0
2019-01-11,20:00:00,5.7,5.8,6.7,2.5,0,0
2019-01-11,21:00:00,3.1,4.5,5.9,3,0,0
2019-01-11,22:00:00,7,5.1,7,2.1,0,0
2019-01-11,23:00:00,6.8,6.9,7.1,6.7,0,0
2019-01-11,0:00:00,5.3,6.1,6.8,5.3,0,0
2019-01-12,1:00:00,2.5,2.7,5.3,1.3,0,0
2019-01-12,2:00:00,1,1.8,2.5,1,0,0
2019-01-12,3:00:00,-1.1,-0.1,1.1,-1.1,0,0
2019-01-12,4:00:00,6.1,3.7,6.9,-1.6,0,0
2019-01-12,5:00:00,5.1,5.4,6.6,4,0,0
2019-01-12,6:00:00,4.8,5.6,6.6,4.8,0,0
2019-01-12,7:00:00,4,4.2,6.3,2.9,0,0
2019-01-12,8:00:00,1.3,2.9,4.2,1.3,0,0
2019-01-12,9:00:00,0.4,0.5,1.3,0.1,0,0
2019-01-12,10:00:00,-0.2,0.3,0.7,-0.3,1.1,0
2019-01-12,11:00:00,-0.9,-0.5,0,-1,9.2,0
2019-01-12,12:00:00,1.1,-0.2,1.1,-1,23.2,0
2019-01-12,13:00:00,7.7,4.6,7.7,1.1,44.1,0
2019-01-12,14:00:00,6.4,7,8,5.8,124.3,0
2019-01-12,15:00:00,9.8,9.3,9.9,6.4,240.3,0
2019-01-12,16:00:00,9.5,9.7,9.8,9.5,130.7,0
2019-01-12,17:00:00,8.7,9.1,9.5,8.6,90.6,0
2019-01-12,18:00:00,8.1,8.6,8.9,8.1,40.2,0
2019-01-12,19:00:00,8.2,8.1,8.5,7.6,0.6,0
2019-01-12,20:00:00,2.8,4.8,8.2,2.8,0,0
2019-01-12,21:00:00,-1,1,2.8,-1,0,0
2019-01-12,22:00:00,-3,-1.8,-0.8,-3,0,0
2019-01-12,23:00:00,-3.7,-3.4,-3,-3.7,0,0
2019-01-12,0:00:00,-4.4,-4.1,-3.7,-4.6,0,0
2019-01-13,1:00:00,-5,-4.4,-4.1,-5,0,0
2019-01-13,2:00:00,-4.8,-4.9,-4.5,-5.2,0,0
2019-01-13,3:00:00,-5.7,-5.1,-4.7,-5.9,0,0
2019-01-13,4:00:00,-6.7,-6.3,-5.7,-6.9,0,0
2019-01-13,5:00:00,-7.4,-6.6,-5.9,-7.4,0,0
2019-01-13,6:00:00,-6.4,-7.4,-6.4,-8.2,0,0
2019-01-13,7:00:00,-6.6,-6.3,-6,-6.7,0,0
2019-01-13,8:00:00,-6,-6.5,-6,-6.7,0,0
2019-01-13,9:00:00,-6.4,-6.3,-5.9,-6.6,0,0
2019-01-13,10:00:00,-6.6,-6.8,-6.4,-6.9,4,0
2019-01-13,11:00:00,-5.4,-6.2,-5.4,-6.7,42.2,0
2019-01-13,12:00:00,-3.4,-4.4,-3.4,-5.4,76.1,0
2019-01-13,13:00:00,0.8,-1.3,0.8,-3.4,145,0
2019-01-13,14:00:00,3.5,2.3,3.5,0.9,260.7,0
2019-01-13,15:00:00,4.3,5.1,5.8,3.5,284.1,0
2019-01-13,16:00:00,0.5,2.3,4.3,0.5,56.5,0
2019-01-13,17:00:00,-1.7,-0.8,0.5,-1.7,18.3,0
2019-01-13,18:00:00,-2.5,-2.4,-1.7,-2.9,7.6,0
2019-01-13,19:00:00,-4,-3.1,-2.3,-4,0.3,0
2019-01-13,20:00:00,-5.1,-4.7,-4,-5.2,0,0
2019-01-13,21:00:00,-5.8,-5.6,-5.1,-6,0,0
2019-01-13,22:00:00,-6.6,-6.1,-5.8,-6.6,0,0
2019-01-13,23:00:00,-7.1,-6.9,-6.3,-7.5,0,0
2019-01-13,0:00:00,-8.2,-7.6,-6.8,-8.2,0,0
2019-01-14,1:00:00,-7.7,-8.1,-7.3,-8.9,0,0
2019-01-14,2:00:00,-8.3,-8.3,-7.7,-8.7,0,0
2019-01-14,3:00:00,-8.3,-8.4,-7.9,-9,0,0
2019-01-14,4:00:00,-8.9,-8.7,-8.2,-9,0,0
2019-01-14,5:00:00,-8.8,-9.4,-8.8,-9.9,0,0
2019-01-14,6:00:00,-8.3,-8.3,-8,-8.8,0,0
2019-01-14,7:00:00,-9.3,-9.1,-8.2,-9.7,0,0
2019-01-14,8:00:00,-9.8,-9.6,-9.1,-10,0,0
2019-01-14,9:00:00,-10,-9.9,-9.1,-10.3,0,0
2019-01-14,10:00:00,-9.6,-9.6,-8.7,-10.4,4.5,0
2019-01-14,11:00:00,-8,-8.8,-8,-9.7,16,0
2019-01-14,12:00:00,-3.8,-5.9,-3.7,-8,116.8,0
2019-01-14,13:00:00,-1.5,-2.4,-1.3,-3.8,263.7,0
2019-01-14,14:00:00,0.3,-0.5,0.4,-1.4,302.1,0
2019-01-14,15:00:00,-1.1,0.2,0.7,-1.1,236,0
2019-01-14,16:00:00,-2.6,-1.5,-0.6,-2.7,20.9,0
2019-01-14,17:00:00,-3.5,-3,-2.6,-3.5,17.3,0
2019-01-14,18:00:00,-4.5,-4.1,-3.4,-4.6,9.4,0
2019-01-14,19:00:00,-6.1,-5.1,-4.5,-6.1,0.4,0
2019-01-14,20:00:00,-7.8,-7,-6.1,-7.9,0,0
2019-01-14,21:00:00,-8.6,-7.8,-7.1,-8.6,0,0
2019-01-14,22:00:00,-9.3,-8.6,-7.8,-9.3,0,0
2019-01-14,23:00:00,-10,-9.2,-8.4,-10,0,0
2019-01-14,0:00:00,-10.8,-10.3,-9.8,-10.8,0,0
2019-01-15,1:00:00,-10.4,-10.8,-10.2,-11,0,0
2019-01-15,2:00:00,-11.5,-11.2,-10.4,-11.6,0,0
2019-01-15,3:00:00,-11.9,-11.9,-11.5,-12.2,0,0
2019-01-15,4:00:00,-13.2,-12.6,-11.9,-13.2,0,0
2019-01-15,5:00:00,-12.9,-13.1,-12.7,-13.4,0,0
2019-01-15,6:00:00,-13.8,-13.6,-12.9,-13.9,0,0
2019-01-15,7:00:00,-14.6,-14.1,-13.7,-14.6,0,0
2019-01-15,8:00:00,-15,-14.6,-14.1,-15.1,0,0
2019-01-15,9:00:00,-15.2,-14.8,-14.3,-15.2,0,0
2019-01-15,10:00:00,-14.9,-15.3,-14.8,-15.6,4.4,0
2019-01-15,11:00:00,-13.5,-14.7,-13.5,-15.1,15.6,0
2019-01-15,12:00:00,-9.2,-11.6,-9.2,-13.5,93.3,0
2019-01-15,13:00:00,-6.2,-7.3,-6.2,-9.2,246.4,0
2019-01-15,14:00:00,-4.2,-5.2,-4.2,-6.2,297.6,0
2019-01-15,15:00:00,-5.2,-4.2,-3.9,-5.2,245.4,0
2019-01-15,16:00:00,-6.3,-6.1,-5.2,-6.3,21.2,0
2019-01-15,17:00:00,-7.1,-6.8,-6.3,-7.2,17.8,0
2019-01-15,18:00:00,-8.3,-7.7,-7.1,-8.4,8.2,0
2019-01-15,19:00:00,-10.9,-9.5,-8.3,-11,0.3,0
2019-01-15,20:00:00,-11.9,-11.7,-10.9,-12.3,0,0
2019-01-15,21:00:00,-12.9,-12.5,-11.6,-13,0,0
2019-01-15,22:00:00,-14.1,-13.6,-12.9,-14.1,0,0
2019-01-15,23:00:00,-14.8,-14.2,-13.9,-14.8,0,0
2019-01-15,0:00:00,-15.6,-15.3,-14.8,-15.7,0,0
2019-01-16,1:00:00,-16.1,-15.6,-14.9,-16.1,0,0
2019-01-16,2:00:00,-15.3,-15.5,-14.6,-16.1,0,0
2019-01-16,3:00:00,-15.1,-15.2,-14.8,-15.6,0,0
2019-01-16,4:00:00,-14.5,-15.2,-14.5,-15.6,0,0
2019-01-16,5:00:00,-16.7,-15.8,-14.5,-16.7,0,0
2019-01-16,6:00:00,-17.5,-17.1,-16.6,-17.5,0,0
2019-01-16,7:00:00,-17.7,-17.4,-17.1,-17.7,0,0
2019-01-16,8:00:00,-18.2,-18,-17.7,-18.2,0,0
2019-01-16,9:00:00,-18.7,-18.5,-18.1,-18.8,0,0
2019-01-16,10:00:00,-18.4,-18.7,-18.3,-18.9,4.5,0
2019-01-16,11:00:00,-17.1,-18.1,-17.1,-18.5,17.2,0
2019-01-16,12:00:00,-10.8,-13.7,-10.8,-17.1,96.7,0
2019-01-16,13:00:00,-8.7,-9.9,-8.7,-10.9,249.6,0
2019-01-16,14:00:00,-7.7,-8,-7.4,-8.7,318.7,0
2019-01-16,15:00:00,-8.8,-7.7,-7.4,-8.8,246.4,0
2019-01-16,16:00:00,-10.4,-10,-8.8,-10.4,27.6,0
2019-01-16,17:00:00,-10.9,-10.7,-10.4,-10.9,27.7,0
2019-01-16,18:00:00,-10.2,-10.7,-10.2,-10.9,9.9,0
2019-01-16,19:00:00,-9.6,-9.7,-9.5,-10.2,0.2,0
2019-01-16,20:00:00,-9.2,-9.4,-9.1,-9.6,0,0
2019-01-16,21:00:00,-8.9,-9,-8.9,-9.2,0,0
2019-01-16,22:00:00,-8.6,-8.7,-8.6,-8.9,0,0
2019-01-16,23:00:00,-8.7,-8.7,-8.6,-8.8,0,0
2019-01-16,0:00:00,-8.5,-8.6,-8.5,-8.7,0,0
2019-01-17,1:00:00,-8.5,-8.5,-8.5,-8.5,0,0
2019-01-17,2:00:00,-8.7,-8.6,-8.5,-8.7,0,0
2019-01-17,3:00:00,-8.9,-8.8,-8.7,-8.9,0,0
2019-01-17,4:00:00,-9.1,-9,-8.9,-9.1,0,0
2019-01-17,5:00:00,-9.2,-9.2,-9.1,-9.3,0,0
2019-01-17,6:00:00,-9.1,-9.1,-9.1,-9.2,0,0
2019-01-17,7:00:00,-10.2,-9.7,-9.1,-10.2,0,0
2019-01-17,8:00:00,-11.2,-10.9,-10.2,-11.2,0,0
2019-01-17,9:00:00,-12.3,-11.7,-11.2,-12.3,0,0
2019-01-17,10:00:00,-13,-12.7,-12.3,-13,1.8,0
2019-01-17,11:00:00,-13.1,-13.1,-13,-13.2,26.6,0
2019-01-17,12:00:00,-12.5,-12.7,-12.4,-13.1,79.3,0
