TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg
TS,RN,W/meter^2,W/meter^2
,,Smp,Avg
2022-09-30 1:00,3949,-39.89,-43.62
2022-09-30 2:00,3950,-26.92,-24.93
2022-09-30 3:00,3951,-20.19,-21.81
2022-09-30 4:00,3952,-24.93,-24.68
2022-09-30 5:00,3953,-33.91,-30.41
2022-09-30 6:00,3954,-29.42,-25.68
2022-09-30 7:00,3955,-36.9,-46.63
2022-09-30 8:00,3956,-14.96,-18.7
2022-09-30 9:00,3957,5.486,-0.249
2022-09-30 10:00,3958,37.89,30.17
2022-09-30 11:00,3959,85.8,72.54
2022-09-30 12:00,3960,48.1,62.69
2022-09-30 13:00,3961,119.6,125.7
2022-09-30 14:00,3962,140,141
2022-09-30 15:00,3963,200,252.5
2022-09-30 16:00,3964,40.82,137.6
2022-09-30 17:00,3965,18.92,23.9
2022-09-30 18:00,3966,13.45,5.105
2022-09-30 19:00,3967,-18.43,-15.69
2022-09-30 20:00,3968,-25.91,-33.63
2022-09-30 21:00,3969,-17.44,-21.68
2022-09-30 22:00,3970,-31.89,-26.66
2022-09-30 23:00,3971,-59.81,-60.56
2022-10-01 0:00,3972,-59.32,-59.56
2022-10-01 1:00,3973,-58.33,-58.33
2022-10-01 2:00,3974,-57.83,-57.21
2022-10-01 3:00,3975,-56.35,-55.85
2022-10-01 4:00,3976,-55.61,-55.98
2022-10-01 5:00,3977,-57.85,-57.1
2022-10-01 6:00,3978,-55.86,-55.61
2022-10-01 7:00,3979,-53.86,-54.36
2022-10-01 8:00,3980,-55.11,-56.23
2022-10-01 9:00,3981,-40.41,-45.89
2022-10-01 10:00,3982,-36.42,-38.16
2022-10-01 11:00,3983,243.9,131.7
2022-10-01 12:00,3984,309.5,303.3
2022-10-01 13:00,3985,385,384.6
2022-10-01 14:00,3986,335,335.7
2022-10-01 15:00,3987,314.5,320.7
2022-10-01 16:00,3988,232.1,267.3
2022-10-01 17:00,3989,150.7,169.6
2022-10-01 18:00,3990,-61.71,-53.98
2022-10-01 19:00,3991,-68.22,-65.72
2022-10-01 20:00,3992,-70.73,-71.47
2022-10-01 21:00,3993,-68.76,-69.63
2022-10-01 22:00,3994,-68.27,-68.52
2022-10-01 23:00,3995,-67.28,-67.66
2022-10-02 0:00,3996,-68.04,-67.54
2022-10-02 1:00,3997,-65.56,-66.06
2022-10-02 2:00,3998,-66.06,-65.44
2022-10-02 3:00,3999,-67.82,-67.56
2022-10-02 4:00,4000,-68.32,-67.2
2022-10-02 5:00,4001,-67.08,-65.83
2022-10-02 6:00,4002,-64.33,-64.83
2022-10-02 7:00,4003,-64.09,-63.59
2022-10-02 8:00,4004,-60.36,-61.86
2022-10-02 9:00,4005,-46.39,-49.63
2022-10-02 10:00,4006,-38.91,-41.15
2022-10-02 11:00,4007,242.9,117
2022-10-02 12:00,4008,318,306.2
2022-10-02 13:00,4009,290.9,308.1
2022-10-02 14:00,4010,253.4,285.3
2022-10-02 15:00,4011,244.8,262
2022-10-02 16:00,4012,208.9,203.5
2022-10-02 17:00,4013,93.5,101
2022-10-02 18:00,4014,-65.43,-49.88
2022-10-02 19:00,4015,-72.19,-69.69
2022-10-02 20:00,4016,-70.47,-72.58
2022-10-02 21:00,4017,-66.01,-67.63
2022-10-02 22:00,4018,-65.53,-65.4
2022-10-02 23:00,4019,-62.55,-64.04
2022-10-03 0:00,4020,-62.31,-62.55
2022-10-03 1:00,4021,-61.57,-61.82
2022-10-03 2:00,4022,-63.07,-61.82
2022-10-03 3:00,4023,-59.33,-59.83
2022-10-03 4:00,4024,-58.84,-58.96
2022-10-03 5:00,4025,-58.1,-59.6
2022-10-03 6:00,4026,-57.35,-54.73
2022-10-03 7:00,4027,-60.59,-58.35
2022-10-03 8:00,4028,-53.36,-55.11
2022-10-03 9:00,4029,-41.64,-44.13
2022-10-03 10:00,4030,-13.71,-26.06
2022-10-03 11:00,4031,233.1,153
2022-10-03 12:00,4032,287.8,295
2022-10-03 13:00,4033,367.5,351.8
2022-10-03 14:00,4034,325.8,321.3
2022-10-03 15:00,4035,284.6,302.3
2022-10-03 16:00,4036,204.9,274.2
2022-10-03 17:00,4037,96.5,110.8
2022-10-03 18:00,4038,-67.44,-64.44
2022-10-03 19:00,4039,-69.72,-68.09
2022-10-03 20:00,4040,-71.73,-72.22
2022-10-03 21:00,4041,-68.01,-70
2022-10-03 22:00,4042,-67.77,-67.89
2022-10-03 23:00,4043,-65.29,-66.41
2022-10-04 0:00,4044,-61.3,-62.55
2022-10-04 1:00,4045,-63.05,-63.3
2022-10-04 2:00,4046,-61.56,-62.43
2022-10-04 3:00,4047,-66.56,-64.56
2022-10-04 4:00,4048,-61.07,-61.45
2022-10-04 5:00,4049,-59.58,-58.96
2022-10-04 6:00,4050,-60.33,-60.2
2022-10-04 7:00,4051,-58.34,-58.22
2022-10-04 8:00,4052,-57.35,-57.85
2022-10-04 9:00,4053,-43.39,-46.51
2022-10-04 10:00,4054,-37.65,-39.65
2022-10-04 11:00,4055,208.4,128.9
2022-10-04 12:00,4056,280.3,291.8
2022-10-04 13:00,4057,320.4,323
2022-10-04 14:00,4058,340.9,353.9
2022-10-04 15:00,4059,310.4,305.2
2022-10-04 16:00,4060,178,222.3
2022-10-04 17:00,4061,109.4,119.6
2022-10-04 18:00,4062,-60.47,-57.1
2022-10-04 19:00,4063,-69.72,-64.98
2022-10-04 20:00,4064,-70.73,-71.85
2022-10-04 21:00,4065,-64.03,-66.51
2022-10-04 22:00,4066,-59.8,-58.92
2022-10-04 23:00,4067,-51.34,-55.7
2022-10-05 0:00,4068,-52.33,-48.34
2022-10-05 1:00,4069,-43.62,-43.37
2022-10-05 2:00,4070,-38.39,-39.76
2022-10-05 3:00,4071,-58.58,-49.86
2022-10-05 4:00,4072,-56.84,-55.72
2022-10-05 5:00,4073,-53.1,-52.1
2022-10-05 6:00,4074,-59.6,-58.22
2022-10-05 7:00,4075,-55.36,-53.86
2022-10-05 8:00,4076,-53.61,-54.61
2022-10-05 9:00,4077,-21.94,-26.93
2022-10-05 10:00,4078,-28.18,-19.45
2022-10-05 11:00,4079,214.9,119.4
2022-10-05 12:00,4080,201.3,251.9
2022-10-05 13:00,4081,67.76,63.02
2022-10-05 14:00,4082,310.4,180.2
2022-10-05 15:00,4083,262.4,302.6
2022-10-05 16:00,4084,199.6,206.3
2022-10-05 17:00,4085,-4.977,74.16
2022-10-05 18:00,4086,-46.8,-35.6
2022-10-05 19:00,4087,-40.84,-41.96
2022-10-05 20:00,4088,-64.51,-54.79
2022-10-05 21:00,4089,-29.15,-44.84
2022-10-05 22:00,4090,-30.65,-29.53
2022-10-05 23:00,4091,-35.14,-33.64
2022-10-06 0:00,4092,-67.79,-64.92
2022-10-06 1:00,4093,-67.56,-66.31
2022-10-06 2:00,4094,-64.08,-64.57
2022-10-06 3:00,4095,-61.09,-61.71
2022-10-06 4:00,4096,-61.09,-61.84
2022-10-06 5:00,4097,-59.86,-60.48
2022-10-06 6:00,4098,-59.86,-60.11
2022-10-06 7:00,4099,-59.61,-59.24
2022-10-06 8:00,4100,-57.62,-58.11
2022-10-06 9:00,4101,-40.9,-44.02
2022-10-06 10:00,4102,-28.68,-31.93
2022-10-06 11:00,4103,189.5,93.8
2022-10-06 12:00,4104,274.9,261.4
2022-10-06 13:00,4105,360.2,326.6
2022-10-06 14:00,4106,336.1,333.8
2022-10-06 15:00,4107,190.6,193
2022-10-06 16:00,4108,107,124
2022-10-06 17:00,4109,35.33,49.01
2022-10-06 18:00,4110,-54.26,-52.39
2022-10-06 19:00,4111,-67.24,-63.87
2022-10-06 20:00,4112,-65.52,-67.26
2022-10-06 21:00,4113,-66.04,-66.03
2022-10-06 22:00,4114,-64.05,-64.3
2022-10-06 23:00,4115,-61.82,-62.44
2022-10-07 0:00,4116,-61.57,-61.45
2022-10-07 1:00,4117,-60.1,-60.22
2022-10-07 2:00,4118,-60.34,-60.47
2022-10-07 3:00,4119,-63.09,-62.46
2022-10-07 4:00,4120,-59.84,-60.59
2022-10-07 5:00,4121,-58.36,-58.98
2022-10-07 6:00,4122,-60.36,-59.24
2022-10-07 7:00,4123,-61.36,-60.86
2022-10-07 8:00,4124,-59.61,-58.99
2022-10-07 9:00,4125,-47.89,-49.14
2022-10-07 10:00,4126,-35.17,-37.54
2022-10-07 11:00,4127,198.5,131.2
2022-10-07 12:00,4128,237.3,248.8
2022-10-07 13:00,4129,329.3,317.9
2022-10-07 14:00,4130,308.7,327.5
2022-10-07 15:00,4131,244.3,281.6
2022-10-07 16:00,4132,175.7,189.8
2022-10-07 17:00,4133,97,101.5
2022-10-07 18:00,4134,-51.04,-47.3
2022-10-07 19:00,4135,-70.24,-65.75
2022-10-07 20:00,4136,-68.51,-68.76
2022-10-07 21:00,4137,-68.03,-68.03
2022-10-07 22:00,4138,-67.78,-67.66
2022-10-07 23:00,4139,-66.56,-66.68
2022-10-08 0:00,4140,-66.06,-66.06
2022-10-08 1:00,4141,-63.82,-64.57
2022-10-08 2:00,4142,-64.09,-63.34
2022-10-08 3:00,4143,-65.08,-65.21
2022-10-08 4:00,4144,-62.34,-63.71
2022-10-08 5:00,4145,-64.84,-62.72
2022-10-08 6:00,4146,-61.11,-62.1
2022-10-08 7:00,4147,-61.11,-62.11
2022-10-08 8:00,4148,-57.37,-60.36
2022-10-08 9:00,4149,-47.14,-50.01
2022-10-08 10:00,4150,-37.16,-40.41
2022-10-08 11:00,4151,213.5,117.1
2022-10-08 12:00,4152,271.7,249.5
2022-10-08 13:00,4153,323.3,308.8
2022-10-08 14:00,4154,300.2,327.9
2022-10-08 15:00,4155,268.7,267
2022-10-08 16:00,4156,163.2,179.6
2022-10-08 17:00,4157,-26.62,45.4
2022-10-08 18:00,4158,-61.5,-61.74
2022-10-08 19:00,4159,-70.98,-68.49
2022-10-08 20:00,4160,-68.52,-69.76
2022-10-08 21:00,4161,-69.78,-69.15
2022-10-08 22:00,4162,-66.54,-66.79
2022-10-08 23:00,4163,-65.56,-65.06
2022-10-09 0:00,4164,-62.07,-62.94
2022-10-09 1:00,4165,-64.57,-63.32
2022-10-09 2:00,4166,-62.59,-63.34
2022-10-09 3:00,4167,-62.09,-62.21
2022-10-09 4:00,4168,-60.59,-60.47
2022-10-09 5:00,4169,-57.6,-58.35
2022-10-09 6:00,4170,-58.11,-58.61
2022-10-09 7:00,4171,-60.61,-59.74
2022-10-09 8:00,4172,-56.62,-57.99
2022-10-09 9:00,4173,-42.4,-46.52
2022-10-09 10:00,4174,-39.16,-40.78
2022-10-09 11:00,4175,217,99.9
2022-10-09 12:00,4176,288.2,249.5
2022-10-09 13:00,4177,325.8,314.5
2022-10-09 14:00,4178,297.2,310
2022-10-09 15:00,4179,283.6,296.6
2022-10-09 16:00,4180,151.8,171.7
2022-10-09 17:00,4181,-44.8,32.59
2022-10-09 18:00,4182,-61.01,-59.5
2022-10-09 19:00,4183,-63.77,-64.39
2022-10-09 20:00,4184,-70.51,-71.51
2022-10-09 21:00,4185,-69.03,-68.53
2022-10-09 22:00,4186,-67.54,-67.29
2022-10-09 23:00,4187,-64.81,-64.93
2022-10-10 0:00,4188,-63.07,-63.57
2022-10-10 1:00,4189,-68.55,-66.68
2022-10-10 2:00,4190,-64.07,-65.69
2022-10-10 3:00,4191,-77.29,-73.92
2022-10-10 4:00,4192,-75.29,-63.44
2022-10-10 5:00,4193,-55.84,-60.08
2022-10-10 6:00,4194,-60.58,-59.21
2022-10-10 7:00,4195,-64.07,-59.46
2022-10-10 8:00,4196,-53.35,-55.84
2022-10-10 9:00,4197,-21.44,-23.43
2022-10-10 10:00,4198,-1.246,-3.863
2022-10-10 11:00,4199,72.02,45.98
2022-10-10 12:00,4200,79.73,124.6
2022-10-10 13:00,4201,36.37,39.24
2022-10-10 14:00,4202,399.1,226.5
2022-10-10 15:00,4203,254.5,305.3
2022-10-10 16:00,4204,2.24,33.23
2022-10-10 17:00,4205,8.72,4.607
2022-10-10 18:00,4206,-24.41,-20.05
2022-10-10 19:00,4207,-43.6,-51.57
2022-10-10 20:00,4208,-30.15,-35.38
2022-10-10 21:00,4209,-100.4,-96.4
2022-10-10 22:00,4210,-97,-112.9
2022-10-10 23:00,4211,-77.03,-86.3
2022-10-11 0:00,4212,-76.54,-75.79
2022-10-11 1:00,4213,-42.64,-60.1
2022-10-11 2:00,4214,-39.65,-44.26
2022-10-11 3:00,4215,-43.64,-45.13
2022-10-11 4:00,4216,-45.63,-42.64
2022-10-11 5:00,4217,-47.13,-46.63
2022-10-11 6:00,4218,-47.88,-44.89
2022-10-11 7:00,4219,-74.08,-62.11
2022-10-11 8:00,4220,-73.58,-74.2
2022-10-11 9:00,4221,-60.87,-63.73
2022-10-11 10:00,4222,-55.63,-56.88
2022-10-11 11:00,4223,203,108.3
2022-10-11 12:00,4224,299.4,282.1
2022-10-11 13:00,4225,10.71,132.7
2022-10-11 14:00,4226,12.46,3.239
2022-10-11 15:00,4227,258.5,271.5
2022-10-11 16:00,4228,-13.7,18.8
2022-10-11 17:00,4229,-27.4,-31.63
2022-10-11 18:00,4230,-21.92,-17.56
2022-10-11 19:00,4231,-64.29,-50.95
2022-10-11 20:00,4232,-59.81,-60.18
2022-10-11 21:00,4233,-70.78,-65.17
2022-10-11 22:00,4234,-75.28,-72.17
2022-10-11 23:00,4235,-71.81,-70.56
2022-10-12 0:00,4236,-68.58,-69.32
2022-10-12 1:00,4237,-64.1,-65.47
2022-10-12 2:00,4238,-64.6,-64.85
2022-10-12 3:00,4239,-63.86,-64.24
2022-10-12 4:00,4240,-63.86,-63.98
2022-10-12 5:00,4241,-62.12,-62.87
2022-10-12 6:00,4242,-62.12,-61.25
2022-10-12 7:00,4243,-59.63,-60.38
2022-10-12 8:00,4244,-63.13,-61.38
2022-10-12 9:00,4245,-49.41,-51.78
2022-10-12 10:00,4246,-39.68,-44.04
2022-10-12 11:00,4247,187.6,108.3
2022-10-12 12:00,4248,257.8,271.1
2022-10-12 13:00,4249,314.5,294.9
2022-10-12 14:00,4250,314,291.4
2022-10-12 15:00,4251,228.3,270.2
2022-10-12 16:00,4252,151.8,169.9
2022-10-12 17:00,4253,-60.26,-36.97
2022-10-12 18:00,4254,-61.54,-60.53
2022-10-12 19:00,4255,-68.03,-66.04
2022-10-12 20:00,4256,-66.06,-68.05
2022-10-12 21:00,4257,-67.58,-67.32
2022-10-12 22:00,4258,-67.08,-67.2
2022-10-12 23:00,4259,-64.85,-65.47
2022-10-13 0:00,4260,-64.6,-64.6
2022-10-13 1:00,4261,-63.11,-63.48
2022-10-13 2:00,4262,-60.37,-60.62
2022-10-13 3:00,4263,-56.88,-59
2022-10-13 4:00,4264,-60.12,-59.87
2022-10-13 5:00,4265,-58.62,-58.87
2022-10-13 6:00,4266,-59.62,-58.75
2022-10-13 7:00,4267,-58.87,-57.5
2022-10-13 8:00,4268,-55.38,-57.13
2022-10-13 9:00,4269,-48.64,-51.01
2022-10-13 10:00,4270,-37.17,-41.29
2022-10-13 11:00,4271,201.5,129.5
2022-10-13 12:00,4272,256,266.9
2022-10-13 13:00,4273,295.3,284.7
2022-10-13 14:00,4274,300.1,286.7
2022-10-13 15:00,4275,233.5,251.6
2022-10-13 16:00,4276,3.235,77.15
2022-10-13 17:00,4277,0.996,3.237
2022-10-13 18:00,4278,-45.08,-44.46
2022-10-13 19:00,4279,-70.01,-66.52
2022-10-13 20:00,4280,-69.03,-70.02
2022-10-13 21:00,4281,-62.05,-65.29
2022-10-13 22:00,4282,-69.03,-68.66
2022-10-13 23:00,4283,-65.05,-66.05
2022-10-14 0:00,4284,-52.1,-56.96
2022-10-14 1:00,4285,-64.06,-63.94
2022-10-14 2:00,4286,-61.07,-62.07
2022-10-14 3:00,4287,-59.08,-61.2
2022-10-14 4:00,4288,-60.58,-60.2
2022-10-14 5:00,4289,-51.11,-38.77
2022-10-14 6:00,4290,-48.62,-45.88
2022-10-14 7:00,4291,-38.15,-42.89
2022-10-14 8:00,4292,-45.63,-47.13
2022-10-14 9:00,4293,-14.21,-28.8
2022-10-14 10:00,4294,19.95,5.985
2022-10-14 11:00,4295,256.3,151.1
2022-10-14 12:00,4296,41.37,91.7
2022-10-14 13:00,4297,18.19,32.52
2022-10-14 14:00,4298,61.3,38.38
2022-10-14 15:00,4299,317.9,210.8
2022-10-14 16:00,4300,-11.95,87.9
2022-10-14 17:00,4301,24.66,28.15
2022-10-14 18:00,4302,-25.66,-18.68
2022-10-14 19:00,4303,-63.05,-49.46
2022-10-14 20:00,4304,-63.55,-65.04
2022-10-14 21:00,4305,-61.57,-62.82
2022-10-14 22:00,4306,-60.58,-54.22
2022-10-14 23:00,4307,-59.6,-58.6
2022-10-15 0:00,4308,-60.84,-60.97
2022-10-15 1:00,4309,-61.59,-61.84
2022-10-15 2:00,4310,-62.11,-61.86
2022-10-15 3:00,4311,-60.11,-60.86
2022-10-15 4:00,4312,-60.36,-60.11
2022-10-15 5:00,4313,-60.62,-59.99
2022-10-15 6:00,4314,-62.61,-61.12
2022-10-15 7:00,4315,-60.37,-59.74
2022-10-15 8:00,4316,-61.12,-60.25
2022-10-15 9:00,4317,-48.15,-51.65
2022-10-15 10:00,4318,-39.17,-43.41
2022-10-15 11:00,4319,189.1,77.08
2022-10-15 12:00,4320,286.7,262.6
2022-10-15 13:00,4321,288.5,285.1
2022-10-15 14:00,4322,300.6,279.8
2022-10-15 15:00,4323,256.8,258.9
2022-10-15 16:00,4324,-59.24,52.13
2022-10-15 17:00,4325,-54.55,-55.04
2022-10-15 18:00,4326,-56.56,-56.06
2022-10-15 19:00,4327,-64.05,-62.55
2022-10-15 20:00,4328,-62.07,-62.32
2022-10-15 21:00,4329,-60.58,-61.08
2022-10-15 22:00,4330,-59.59,-59.6
2022-10-15 23:00,4331,-57.1,-57.35
2022-10-16 0:00,4332,-57.61,-57.73
2022-10-16 1:00,4333,-56.37,-56.49
2022-10-16 2:00,4334,-55.37,-55.75
2022-10-16 3:00,4335,-56.62,-55.87
2022-10-16 4:00,4336,-54.37,-54.12
2022-10-16 5:00,4337,-54.12,-54.62
2022-10-16 6:00,4338,-55.88,-55.25
2022-10-16 7:00,4339,-56.13,-55.75
2022-10-16 8:00,4340,-54.13,-54.76
2022-10-16 9:00,4341,-43.65,-46.52
2022-10-16 10:00,4342,-38.92,-40.16
2022-10-16 11:00,4343,182.6,74.08
2022-10-16 12:00,4344,280.7,251.1
2022-10-16 13:00,4345,261.6,263.1
2022-10-16 14:00,4346,241,255.5
2022-10-16 15:00,4347,223.5,231
2022-10-16 16:00,4348,-58.99,38.44
2022-10-16 17:00,4349,-54.54,-54.91
2022-10-16 18:00,4350,-58.05,-57.29
2022-10-16 19:00,4351,-67.03,-65.03
2022-10-16 20:00,4352,-65.04,-66.04
2022-10-16 21:00,4353,-66.05,-66.54
2022-10-16 22:00,4354,-66.06,-66.06
2022-10-16 23:00,4355,-64.57,-65.19
2022-10-17 0:00,4356,-63.09,-63.84
2022-10-17 1:00,4357,-62.59,-63.09
2022-10-17 2:00,4358,-63.09,-64.08
2022-10-17 3:00,4359,-61.11,-61.1
2022-10-17 4:00,4360,-60.36,-60.48
2022-10-17 5:00,4361,-68.34,-64.72
2022-10-17 6:00,4362,-62.6,-61.36
2022-10-17 7:00,4363,-61.61,-65.1
2022-10-17 8:00,4364,-62.11,-61.98
2022-10-17 9:00,4365,-53.13,-55.12
2022-10-17 10:00,4366,-47.14,-49.14
2022-10-17 11:00,4367,169.1,62.85
2022-10-17 12:00,4368,267.9,243.9
2022-10-17 13:00,4369,263.3,262.4
2022-10-17 14:00,4370,288.5,261.6
2022-10-17 15:00,4371,191.6,231.6
2022-10-17 16:00,4372,-73.43,-61.72
2022-10-17 17:00,4373,-70.48,-70.72
2022-10-17 18:00,4374,-72.49,-72.23
2022-10-17 19:00,4375,-79.98,-78.23
2022-10-17 20:00,4376,-76.5,-77.25
2022-10-17 21:00,4377,-71.53,-73.64
2022-10-17 22:00,4378,-94.2,-83.9
2022-10-17 23:00,4379,-70.8,-71.42
2022-10-18 0:00,4380,-73.04,-73.79
2022-10-18 1:00,4381,-73.53,-75.03
2022-10-18 2:00,4382,-87,-79.27
2022-10-18 3:00,4383,-71.05,-69.3
2022-10-18 4:00,4384,-70.57,-70.94
2022-10-18 5:00,4385,-67.82,-68.45
2022-10-18 6:00,4386,-69.08,-68.7
2022-10-18 7:00,4387,-67.34,-68.34
2022-10-18 8:00,4388,-66.1,-66.1
2022-10-18 9:00,4389,-55.12,-57.37
2022-10-18 10:00,4390,-45.65,-46.89
2022-10-18 11:00,4391,178.3,70.08
2022-10-18 12:00,4392,191,194.4
2022-10-18 13:00,4393,135.5,183.1
2022-10-18 14:00,4394,133.2,164.7
2022-10-18 15:00,4395,211.6,186.5
2022-10-18 16:00,4396,-49.05,-47.92
2022-10-18 17:00,4397,-54.05,-52.06
2022-10-18 18:00,4398,-63.54,-61.04
2022-10-18 19:00,4399,-71.02,-69.9
2022-10-18 20:00,4400,-70.78,-71.4
2022-10-18 21:00,4401,-72.04,-71.54
2022-10-18 22:00,4402,-68.8,-69.43
2022-10-18 23:00,4403,-68.06,-69.43
2022-10-19 0:00,4404,-66.83,-66.2
2022-10-19 1:00,4405,-68.57,-67.82
2022-10-19 2:00,4406,-66.08,-65.83
2022-10-19 3:00,4407,-65.1,-64.6
2022-10-19 4:00,4408,-64.85,-64.23
2022-10-19 5:00,4409,-64.1,-63.73
2022-10-19 6:00,4410,-64.85,-64.97
2022-10-19 7:00,4411,-63.6,-63.6
2022-10-19 8:00,4412,-59.86,-58.37
2022-10-19 9:00,4413,-38.91,-45.4
2022-10-19 10:00,4414,-19.7,-25.19
2022-10-19 11:00,4415,206.7,107
2022-10-19 12:00,4416,201.9,211.9
2022-10-19 13:00,4417,242.6,255.9
2022-10-19 14:00,4418,228.6,168.3
2022-10-19 15:00,4419,59.73,116.7
