TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg
TS,RN,W/meter^2,W/meter^2
,,Smp,Avg
2022-09-05 4:00,3352,-69.24,-66
2022-09-05 5:00,3353,-73.72,-73.85
2022-09-05 6:00,3354,-69.49,-71.23
2022-09-05 7:00,3355,-70.75,-65.63
2022-09-05 8:00,3356,-53.56,-57.67
2022-09-05 9:00,3357,8.47,8.22
2022-09-05 10:00,3358,11.21,11.34
2022-09-05 11:00,3359,10.71,21.8
2022-09-05 12:00,3360,54.53,40.09
2022-09-05 13:00,3361,144.9,124.4
2022-09-05 14:00,3362,465.7,279.5
2022-09-05 15:00,3363,122.4,270.8
2022-09-05 16:00,3364,320.6,391.4
2022-09-05 17:00,3365,211.5,132.6
2022-09-05 18:00,3366,-1.493,21.15
2022-09-05 19:00,3367,-38.07,22.64
2022-09-05 20:00,3368,-76.42,-75.17
2022-09-05 21:00,3369,-87.4,-86.4
2022-09-05 22:00,3370,-84.7,-84.7
2022-09-05 23:00,3371,-80.2,-82.1
2022-09-06 0:00,3372,-76.25,-77.49
2022-09-06 1:00,3373,-76.26,-75.51
2022-09-06 2:00,3374,-73.79,-74.53
2022-09-06 3:00,3375,-72.54,-72.42
2022-09-06 4:00,3376,-73.29,-74.54
2022-09-06 5:00,3377,-72.57,-72.94
2022-09-06 6:00,3378,-68.82,-69.32
2022-09-06 7:00,3379,-67.82,-69.82
2022-09-06 8:00,3380,-57.85,-61.96
2022-09-06 9:00,3381,-50.62,-53.61
2022-09-06 10:00,3382,-45.63,-46.25
2022-09-06 11:00,3383,-105,-75.55
2022-09-06 12:00,3384,253.4,63.28
2022-09-06 13:00,3385,453.3,440.4
2022-09-06 14:00,3386,454.2,449.7
2022-09-06 15:00,3387,424.9,435.3
2022-09-06 16:00,3388,251.4,306
2022-09-06 17:00,3389,185,217.3
2022-09-06 18:00,3390,136.7,143.2
2022-09-06 19:00,3391,-58.95,-14.43
2022-09-06 20:00,3392,-80.1,-73.53
2022-09-06 21:00,3393,-78.17,-79.66
2022-09-06 22:00,3394,-74.46,-75.2
2022-09-06 23:00,3395,-64.26,-67.5
2022-09-07 0:00,3396,-68.76,-69.63
2022-09-07 1:00,3397,-65.77,-66.77
2022-09-07 2:00,3398,-66.28,-66.52
2022-09-07 3:00,3399,-67.03,-66.9
2022-09-07 4:00,3400,-65.79,-64.04
2022-09-07 5:00,3401,-64.79,-66.66
2022-09-07 6:00,3402,-64.04,-63.3
2022-09-07 7:00,3403,-61.06,-64.3
2022-09-07 8:00,3404,-47.11,-51.84
2022-09-07 9:00,3405,-34.15,-36.89
2022-09-07 10:00,3406,-6.729,-6.231
2022-09-07 11:00,3407,-70.26,-47.84
2022-09-07 12:00,3408,230.6,70.21
2022-09-07 13:00,3409,411,389.5
2022-09-07 14:00,3410,460.9,299.9
2022-09-07 15:00,3411,89.6,120.5
2022-09-07 16:00,3412,372.6,304
2022-09-07 17:00,3413,283.9,141.2
2022-09-07 18:00,3414,172.2,176.5
2022-09-07 19:00,3415,-71.43,-56.87
2022-09-07 20:00,3416,-72.45,-72.69
2022-09-07 21:00,3417,-68.48,-69.97
2022-09-07 22:00,3418,-83.9,-71.72
2022-09-07 23:00,3419,-89.2,-87
2022-09-08 0:00,3420,-71.75,-69.63
2022-09-08 1:00,3421,-48.58,-53.81
2022-09-08 2:00,3422,-48.84,-45.47
2022-09-08 3:00,3423,-42.86,-40
2022-09-08 4:00,3424,-36.63,-35.76
2022-09-08 5:00,3425,-76.26,-69.4
2022-09-08 6:00,3426,-60.32,-62.55
2022-09-08 7:00,3427,-46.12,-55.22
2022-09-08 8:00,3428,-13.71,-20.82
2022-09-08 9:00,3429,15.21,4.736
2022-09-08 10:00,3430,43.37,9.47
2022-09-08 11:00,3431,63.05,58.32
2022-09-08 12:00,3432,189.6,71.25
2022-09-08 13:00,3433,419.9,430.3
2022-09-08 14:00,3434,112,356.8
2022-09-08 15:00,3435,126.5,98
2022-09-08 16:00,3436,267.9,140.5
2022-09-08 17:00,3437,-45.05,-12.69
2022-09-08 18:00,3438,159.6,84.2
2022-09-08 19:00,3439,-51.05,-41.34
2022-09-08 20:00,3440,-69.74,-57.66
2022-09-08 21:00,3441,-70.75,-66.77
2022-09-08 22:00,3442,-75.26,-75.5
2022-09-08 23:00,3443,-60.82,-67.05
2022-09-09 0:00,3444,-34.9,-30.66
2022-09-09 1:00,3445,-38.9,-31.17
2022-09-09 2:00,3446,-24.44,-45.88
2022-09-09 3:00,3447,-26.19,-29.81
2022-09-09 4:00,3448,-28.93,-30.3
2022-09-09 5:00,3449,-28.68,-29.43
2022-09-09 6:00,3450,-30.68,-34.42
2022-09-09 7:00,3451,-48.64,-46.39
2022-09-09 8:00,3452,-44.65,-53.75
2022-09-09 9:00,3453,-48.14,-49.26
2022-09-09 10:00,3454,-39.91,-41.03
2022-09-09 11:00,3455,-77.82,-62.48
2022-09-09 12:00,3456,220.9,43.1
2022-09-09 13:00,3457,219.8,353.8
2022-09-09 14:00,3458,361.2,201.8
2022-09-09 15:00,3459,386,427.7
2022-09-09 16:00,3460,393.3,408
2022-09-09 17:00,3461,253.3,270.7
2022-09-09 18:00,3462,107.5,130.9
2022-09-09 19:00,3463,-69.97,-66.97
2022-09-09 20:00,3464,-76.48,-74.23
2022-09-09 21:00,3465,-76.26,-78.37
2022-09-09 22:00,3466,-74.54,-75.28
2022-09-09 23:00,3467,-75.04,-74.29
2022-09-10 0:00,3468,-71.07,-71.57
2022-09-10 1:00,3469,-66.08,-68.57
2022-09-10 2:00,3470,-65.59,-66.46
2022-09-10 3:00,3471,-66.59,-66.34
2022-09-10 4:00,3472,-63.35,-63.23
2022-09-10 5:00,3473,-63.6,-63.35
2022-09-10 6:00,3474,-58.36,-58.49
2022-09-10 7:00,3475,-63.35,-62.85
2022-09-10 8:00,3476,-49.38,-52
2022-09-10 9:00,3477,-37.41,-40.65
2022-09-10 10:00,3478,-32.92,-35.67
2022-09-10 11:00,3479,-55.36,-43.76
2022-09-10 12:00,3480,173,34
2022-09-10 13:00,3481,456.2,441.9
2022-09-10 14:00,3482,478.8,450.6
2022-09-10 15:00,3483,358.1,398.4
2022-09-10 16:00,3484,336.8,328.2
2022-09-10 17:00,3485,201.9,232.9
2022-09-10 18:00,3486,96.8,117
2022-09-10 19:00,3487,-68.43,-64.94
2022-09-10 20:00,3488,-75.43,-74.18
2022-09-10 21:00,3489,-77.94,-78.44
2022-09-10 22:00,3490,-80.5,-78.46
2022-09-10 23:00,3491,-73,-74.24
2022-09-11 0:00,3492,-73.5,-73.25
2022-09-11 1:00,3493,-71.52,-70.9
2022-09-11 2:00,3494,-69.53,-69.78
2022-09-11 3:00,3495,-70.05,-70.29
2022-09-11 4:00,3496,-69.55,-69.55
2022-09-11 5:00,3497,-68.8,-68.68
2022-09-11 6:00,3498,-68.06,-67.81
2022-09-11 7:00,3499,-68.08,-67.57
2022-09-11 8:00,3500,-51.12,-55.86
2022-09-11 9:00,3501,-41.64,-44.38
2022-09-11 10:00,3502,-26.18,-29.67
2022-09-11 11:00,3503,-39.14,-31.04
2022-09-11 12:00,3504,180.1,37.73
2022-09-11 13:00,3505,441.8,335.6
2022-09-11 14:00,3506,194.7,151.9
2022-09-11 15:00,3507,158.8,239
2022-09-11 16:00,3508,240.4,196.1
2022-09-11 17:00,3509,94.1,126.2
2022-09-11 18:00,3510,37.83,61.09
2022-09-11 19:00,3511,-47.29,-34.1
2022-09-11 20:00,3512,-70.45,-69.95
2022-09-11 21:00,3513,-66.98,-63.74
2022-09-11 22:00,3514,-56.53,-60.01
2022-09-11 23:00,3515,-42.33,-49.31
2022-09-12 0:00,3516,-70.73,-66.62
2022-09-12 1:00,3517,-69.49,-69.99
2022-09-12 2:00,3518,-66.52,-67.76
2022-09-12 3:00,3519,-63.04,-62.54
2022-09-12 4:00,3520,-68.03,-63.29
2022-09-12 5:00,3521,-62.8,-62.92
2022-09-12 6:00,3522,-63.05,-61.06
2022-09-12 7:00,3523,-62.32,-62.82
2022-09-12 8:00,3524,-27.17,-41.63
2022-09-12 9:00,3525,13.21,0.249
2022-09-12 10:00,3526,47.11,34.15
2022-09-12 11:00,3527,83.5,66.54
2022-09-12 12:00,3528,129.6,136.3
2022-09-12 13:00,3529,56.05,76.48
2022-09-12 14:00,3530,132.3,109.1
2022-09-12 15:00,3531,48.57,66.14
2022-09-12 16:00,3532,67.99,127
2022-09-12 17:00,3533,-10.21,7.721
2022-09-12 18:00,3534,-8.72,-12.95
2022-09-12 19:00,3535,-20.18,-17.69
2022-09-12 20:00,3536,-33.13,-30.39
2022-09-12 21:00,3537,-28.16,-29.9
2022-09-12 22:00,3538,-23.18,-27.41
2022-09-12 23:00,3539,-21.68,-21.93
2022-09-13 0:00,3540,-21.68,-21.43
2022-09-13 1:00,3541,-47.6,-33.64
2022-09-13 2:00,3542,-53.58,-50.34
2022-09-13 3:00,3543,-34.64,-32.4
2022-09-13 4:00,3544,-35.64,-43.11
2022-09-13 5:00,3545,-31.16,-28.54
2022-09-13 6:00,3546,-43.13,-40.63
2022-09-13 7:00,3547,-34.4,-30.16
2022-09-13 8:00,3548,-11.47,-16.83
2022-09-13 9:00,3549,-17.45,-22.44
2022-09-13 10:00,3550,30.41,13.46
2022-09-13 11:00,3551,87.5,86.1
2022-09-13 12:00,3552,122.1,86.7
2022-09-13 13:00,3553,117.1,113.3
2022-09-13 14:00,3554,131,141.9
2022-09-13 15:00,3555,161.1,189.1
2022-09-13 16:00,3556,75.67,71.44
2022-09-13 17:00,3557,10.46,19.67
2022-09-13 18:00,3558,35.11,15.07
2022-09-13 19:00,3559,-14.44,-1.494
2022-09-13 20:00,3560,-64.01,-43.59
2022-09-13 21:00,3561,-33.14,-37.12
2022-09-13 22:00,3562,-32.89,-35.01
2022-09-13 23:00,3563,-24.67,-31.9
2022-09-14 0:00,3564,-25.67,-23.8
2022-09-14 1:00,3565,-23.43,-22.93
2022-09-14 2:00,3566,-35.4,-31.41
2022-09-14 3:00,3567,-38.89,-39.64
2022-09-14 4:00,3568,-53.85,-56.59
2022-09-14 5:00,3569,-56.36,-55.35
2022-09-14 6:00,3570,-57.85,-57.1
2022-09-14 7:00,3571,-34.41,-44.14
2022-09-14 8:00,3572,-41.39,-43.26
2022-09-14 9:00,3573,-29.92,-32.42
2022-09-14 10:00,3574,34.16,10.22
2022-09-14 11:00,3575,38.4,23.44
2022-09-14 12:00,3576,87.7,17.31
2022-09-14 13:00,3577,-41.36,-0.247
2022-09-14 14:00,3578,100.1,273.3
2022-09-14 15:00,3579,73.71,144.2
2022-09-14 16:00,3580,116.5,97.1
2022-09-14 17:00,3581,15.94,36.11
2022-09-14 18:00,3582,0.747,12.2
2022-09-14 19:00,3583,-10.96,-11.21
2022-09-14 20:00,3584,-27.41,-26.41
2022-09-14 21:00,3585,-19.94,-21.43
2022-09-14 22:00,3586,-42.61,-35.26
2022-09-14 23:00,3587,-62.8,-51.34
2022-09-15 0:00,3588,-62.82,-59.32
2022-09-15 1:00,3589,-68.31,-70.3
2022-09-15 2:00,3590,-67.32,-65.32
2022-09-15 3:00,3591,-64.33,-51.87
2022-09-15 4:00,3592,-59.84,-60.09
2022-09-15 5:00,3593,-60.34,-60.84
2022-09-15 6:00,3594,-57.85,-58.85
2022-09-15 7:00,3595,-55.86,-49.38
2022-09-15 8:00,3596,-44.4,-48.39
2022-09-15 9:00,3597,-29.93,-34.42
2022-09-15 10:00,3598,-4.987,-7.606
2022-09-15 11:00,3599,93.8,70.32
2022-09-15 12:00,3600,300.8,161.7
2022-09-15 13:00,3601,124.8,279.5
2022-09-15 14:00,3602,106.8,107.8
2022-09-15 15:00,3603,75.22,108.6
2022-09-15 16:00,3604,100.1,88.2
2022-09-15 17:00,3605,10.46,46.32
2022-09-15 18:00,3606,18.18,98.5
2022-09-15 19:00,3607,-52.05,-47.19
2022-09-15 20:00,3608,-65.27,-62.65
2022-09-15 21:00,3609,-62.29,-65.03
2022-09-15 22:00,3610,-67.53,-65.91
2022-09-15 23:00,3611,-61.81,-64.05
2022-09-16 0:00,3612,-62.32,-61.82
2022-09-16 1:00,3613,-58.33,-59.7
2022-09-16 2:00,3614,-63.34,-60.34
2022-09-16 3:00,3615,-57.85,-61.59
2022-09-16 4:00,3616,-58.35,-57.73
2022-09-16 5:00,3617,-61.09,-58.97
2022-09-16 6:00,3618,-57.61,-58.73
2022-09-16 7:00,3619,-56.37,-56.37
2022-09-16 8:00,3620,-29.93,-40.16
2022-09-16 9:00,3621,-25.44,-17.33
2022-09-16 10:00,3622,24.94,13.84
2022-09-16 11:00,3623,73.06,64.96
2022-09-16 12:00,3624,138.6,130.6
2022-09-16 13:00,3625,193.6,263.3
2022-09-16 14:00,3626,543.9,453.7
2022-09-16 15:00,3627,432.6,266
2022-09-16 16:00,3628,350,394.2
2022-09-16 17:00,3629,65.47,49.66
2022-09-16 18:00,3630,-10.46,14.44
2022-09-16 19:00,3631,-10.96,0.249
2022-09-16 20:00,3632,-75.47,-67.87
2022-09-16 21:00,3633,-54.82,-57.3
2022-09-16 22:00,3634,-63.55,-60.68
2022-09-16 23:00,3635,-23.92,-33.89
2022-09-17 0:00,3636,-34.89,-50.09
2022-09-17 1:00,3637,-45.87,-46.86
2022-09-17 2:00,3638,-64.81,-58.83
2022-09-17 3:00,3639,-65.31,-59.58
2022-09-17 4:00,3640,-61.82,-61.08
2022-09-17 5:00,3641,-59.83,-60.83
2022-09-17 6:00,3642,-54.84,-58.33
2022-09-17 7:00,3643,-48.37,-49.36
2022-09-17 8:00,3644,-42.39,-48.12
2022-09-17 9:00,3645,11.97,0.25
2022-09-17 10:00,3646,-25.43,-17.45
2022-09-17 11:00,3647,184.2,119
2022-09-17 12:00,3648,300.5,187.2
2022-09-17 13:00,3649,317.8,344.5
2022-09-17 14:00,3650,287.8,368.3
2022-09-17 15:00,3651,231.5,217.3
2022-09-17 16:00,3652,137.4,130.9
2022-09-17 17:00,3653,166,164
2022-09-17 18:00,3654,-42.32,27.13
2022-09-17 19:00,3655,-56.77,-53.78
2022-09-17 20:00,3656,-74.98,-71.86
2022-09-17 21:00,3657,-74.26,-74.38
2022-09-17 22:00,3658,-74.27,-75.39
2022-09-17 23:00,3659,-71.54,-71.29
2022-09-18 0:00,3660,-68.07,-69.56
2022-09-18 1:00,3661,-60.84,-65.46
2022-09-18 2:00,3662,-67.82,-64.46
2022-09-18 3:00,3663,-69.58,-71.82
2022-09-18 4:00,3664,-69.34,-68.34
2022-09-18 5:00,3665,-53.62,-59.36
2022-09-18 6:00,3666,-61.36,-62.6
2022-09-18 7:00,3667,-55.87,-55.25
2022-09-18 8:00,3668,-60.37,-61.99
2022-09-18 9:00,3669,-50.14,-51.26
2022-09-18 10:00,3670,-39.41,-42.16
2022-09-18 11:00,3671,257.7,202.5
2022-09-18 12:00,3672,275.7,189.2
2022-09-18 13:00,3673,305.2,278.9
2022-09-18 14:00,3674,125.5,163.9
2022-09-18 15:00,3675,150.4,197.2
2022-09-18 16:00,3676,97.1,79.44
2022-09-18 17:00,3677,208.4,190.1
2022-09-18 18:00,3678,-7.468,65.22
2022-09-18 19:00,3679,-39.84,-26.02
2022-09-18 20:00,3680,-67.5,-62.01
2022-09-18 21:00,3681,-69.01,-68.26
2022-09-18 22:00,3682,-66.04,-66.28
2022-09-18 23:00,3683,-67.54,-66.66
2022-09-19 0:00,3684,-52.85,-58.7
2022-09-19 1:00,3685,-56.84,-58.33
2022-09-19 2:00,3686,-61.08,-59.33
2022-09-19 3:00,3687,-52.36,-56.73
2022-09-19 4:00,3688,-23.19,-36.16
2022-09-19 5:00,3689,-22.44,-27.05
2022-09-19 6:00,3690,-22.69,-21.44
2022-09-19 7:00,3691,-77.8,-51.24
2022-09-19 8:00,3692,-26.68,-42.64
2022-09-19 9:00,3693,-9.48,-8.35
2022-09-19 10:00,3694,-10.22,-8.23
2022-09-19 11:00,3695,-24.94,-9.97
2022-09-19 12:00,3696,45.38,26.43
2022-09-19 13:00,3697,-13.22,-11.47
2022-09-19 14:00,3698,-51.88,-39.78
2022-09-19 15:00,3699,14.97,11.22
2022-09-19 16:00,3700,-16.96,24.57
2022-09-19 17:00,3701,-29.93,-20.2
2022-09-19 18:00,3702,-2.744,13.84
2022-09-19 19:00,3703,-10.23,-9.35
2022-09-19 20:00,3704,-16.96,-20.95
2022-09-19 21:00,3705,-24.44,-33.42
2022-09-19 22:00,3706,-25.44,-26.44
2022-09-19 23:00,3707,-23.95,-23.94
2022-09-20 0:00,3708,-21.95,-24.2
2022-09-20 1:00,3709,-57.88,-45.65
2022-09-20 2:00,3710,-42.41,-46.65
2022-09-20 3:00,3711,-41.91,-38.55
2022-09-20 4:00,3712,-60.38,-58.38
2022-09-20 5:00,3713,-56.89,-57.38
2022-09-20 6:00,3714,-63.88,-64.13
2022-09-20 7:00,3715,-57.9,-56.4
2022-09-20 8:00,3716,-30.45,-34.19
2022-09-20 9:00,3717,-32.44,-32.44
2022-09-20 10:00,3718,-17.97,-30.7
2022-09-20 11:00,3719,253.5,127.6
2022-09-20 12:00,3720,282.8,217.7
2022-09-20 13:00,3721,380.3,350.1
2022-09-20 14:00,3722,434.7,388.2
2022-09-20 15:00,3723,412.8,406.9
2022-09-20 16:00,3724,285.7,322.6
2022-09-20 17:00,3725,129.9,167.3
2022-09-20 18:00,3726,-65.73,7.712
2022-09-20 19:00,3727,-65.28,-65.39
2022-09-20 20:00,3728,-75.78,-72.53
2022-09-20 21:00,3729,-73.05,-73.17
2022-09-20 22:00,3730,-70.82,-71.31
2022-09-20 23:00,3731,-69.34,-69.33
2022-09-21 0:00,3732,-68.09,-68.22
2022-09-21 1:00,3733,-65.6,-66.97
2022-09-21 2:00,3734,-64.86,-65.23
2022-09-21 3:00,3735,-64.86,-64.86
2022-09-21 4:00,3736,-63.37,-63.87
2022-09-21 5:00,3737,-64.12,-64.74
2022-09-21 6:00,3738,-63.38,-63.13
2022-09-21 7:00,3739,-62.39,-63.13
2022-09-21 8:00,3740,-54.41,-57.4
2022-09-21 9:00,3741,-49.17,-49.79
2022-09-21 10:00,3742,-49.42,-46.42
2022-09-21 11:00,3743,306.9,131
2022-09-21 12:00,3744,399.2,313.2
2022-09-21 13:00,3745,452.3,433.2
2022-09-21 14:00,3746,436.7,442.7
2022-09-21 15:00,3747,386.2,398.8
2022-09-21 16:00,3748,284.6,324.4
2022-09-21 17:00,3749,161.7,201.2
2022-09-21 18:00,3750,-68.18,14.18
2022-09-21 19:00,3751,-66.99,-66.85
2022-09-21 20:00,3752,-72,-70.62
2022-09-21 21:00,3753,-70.03,-69.9
2022-09-21 22:00,3754,-68.3,-68.79
2022-09-21 23:00,3755,-67.56,-67.68
2022-09-22 0:00,3756,-64.33,-64.46
2022-09-22 1:00,3757,-62.59,-62.71
2022-09-22 2:00,3758,-61.35,-61.35
2022-09-22 3:00,3759,-58.11,-59.36
2022-09-22 4:00,3760,-51.38,-53.87
2022-09-22 5:00,3761,-51.13,-51.38
2022-09-22 6:00,3762,-46.14,-48.26
2022-09-22 7:00,3763,-45.64,-46.52
2022-09-22 8:00,3764,-27.69,-36.67
2022-09-22 9:00,3765,-36.67,-38.29
2022-09-22 10:00,3766,-31.93,-32.3
2022-09-22 11:00,3767,80.3,27.44
2022-09-22 12:00,3768,402.9,312.6
2022-09-22 13:00,3769,393.6,378.8
2022-09-22 14:00,3770,332.9,331.4
2022-09-22 15:00,3771,183.7,223.7
2022-09-22 16:00,3772,137.9,133.5
2022-09-22 17:00,3773,75.66,136.6
2022-09-22 18:00,3774,9.46,17.42
2022-09-22 19:00,3775,-43.83,-30.63
2022-09-22 20:00,3776,-68,-65.88
2022-09-22 21:00,3777,-66.78,-67.52
2022-09-22 22:00,3778,-69.28,-69.53
2022-09-22 23:00,3779,-68.55,-72.04
2022-09-23 0:00,3780,-67.31,-67.18
2022-09-23 1:00,3781,-65.58,-68.2
2022-09-23 2:00,3782,-66.33,-67.33
2022-09-23 3:00,3783,-64.83,-66.58
2022-09-23 4:00,3784,-63.09,-64.46
2022-09-23 5:00,3785,-59.86,-60.85
2022-09-23 6:00,3786,-57.36,-57.12
2022-09-23 7:00,3787,-38.41,-45.89
2022-09-23 8:00,3788,-20.95,-25.07
2022-09-23 9:00,3789,-16.46,-18.21
2022-09-23 10:00,3790,35.91,37.16
2022-09-23 11:00,3791,19.45,21.45
2022-09-23 12:00,3792,46.87,41.14
2022-09-23 13:00,3793,81.8,67.06
2022-09-23 14:00,3794,134.6,117.4
2022-09-23 15:00,3795,104.6,162.2
2022-09-23 16:00,3796,51.82,68.51
2022-09-23 17:00,3797,-2.99,5.108
2022-09-23 18:00,3798,-16.45,-10.09
2022-09-23 19:00,3799,-27.91,-18.94
2022-09-23 20:00,3800,-29.41,-26.92
2022-09-23 21:00,3801,-39.38,-38.63
2022-09-23 22:00,3802,-33.9,-37.64
2022-09-23 23:00,3803,-42.38,-40.88
2022-09-24 0:00,3804,-36.89,-38.14
2022-09-24 1:00,3805,-30.91,-37.14
2022-09-24 2:00,3806,-35.4,-36.89
2022-09-24 3:00,3807,-57.34,-54.34
2022-09-24 4:00,3808,-61.33,-62.82
2022-09-24 5:00,3809,-53.86,-63.08
2022-09-24 6:00,3810,-49.86,-46.37
2022-09-24 7:00,3811,-40.89,-55.47
2022-09-24 8:00,3812,-55.36,-56.6
2022-09-24 9:00,3813,-45.38,-45.88
2022-09-24 10:00,3814,-27.43,-35.03
2022-09-24 11:00,3815,370.5,187.7
2022-09-24 12:00,3816,395.2,354.3
2022-09-24 13:00,3817,453.2,478.7
2022-09-24 14:00,3818,392.8,386.9
2022-09-24 15:00,3819,343.2,354
2022-09-24 16:00,3820,229.4,270
2022-09-24 17:00,3821,146.8,167.4
2022-09-24 18:00,3822,-71.66,5.472
2022-09-24 19:00,3823,-78.93,-89.6
2022-09-24 20:00,3824,-80.9,-79.69
2022-09-24 21:00,3825,-76.24,-77.61
2022-09-24 22:00,3826,-74.26,-74.88
2022-09-24 23:00,3827,-72.29,-72.03
2022-09-25 0:00,3828,-71.3,-70.92
2022-09-25 1:00,3829,-97.2,-83.9
2022-09-25 2:00,3830,-70.57,-70.82
2022-09-25 3:00,3831,-67.57,-68.07
2022-09-25 4:00,3832,-64.34,-64.21
2022-09-25 5:00,3833,-63.1,-62.73
2022-09-25 6:00,3834,-22.7,-40.66
2022-09-25 7:00,3835,-57.62,-45.64
2022-09-25 8:00,3836,-50.88,-52.5
2022-09-25 9:00,3837,-34.67,-35.79
2022-09-25 10:00,3838,56.37,39.78
2022-09-25 11:00,3839,298.2,145.9
2022-09-25 12:00,3840,438.8,371.7
2022-09-25 13:00,3841,356.2,365.8
2022-09-25 14:00,3842,290.5,338.4
2022-09-25 15:00,3843,169.7,260.6
2022-09-25 16:00,3844,213,149.9
2022-09-25 17:00,3845,125.9,126.1
2022-09-25 18:00,3846,-30.11,4.352
2022-09-25 19:00,3847,-49.79,-46.3
2022-09-25 20:00,3848,-66.49,-66.36
2022-09-25 21:00,3849,-66.5,-63.38
2022-09-25 22:00,3850,-63.02,-62.27
2022-09-25 23:00,3851,-60.04,-59.79
2022-09-26 0:00,3852,-58.06,-59.55
2022-09-26 1:00,3853,-55.82,-57.19
2022-09-26 2:00,3854,-58.56,-58.81
2022-09-26 3:00,3855,-54.58,-54.71
2022-09-26 4:00,3856,-59.08,-57.95
2022-09-26 5:00,3857,-56.59,-56.71
2022-09-26 6:00,3858,-56.84,-56.96
2022-09-26 7:00,3859,-55.59,-57.34
2022-09-26 8:00,3860,-48.63,-51.12
2022-09-26 9:00,3861,-41.89,-41.77
2022-09-26 10:00,3862,-29.92,-34.41
2022-09-26 11:00,3863,277.7,138.7
2022-09-26 12:00,3864,349.3,337.4
2022-09-26 13:00,3865,349.1,370.3
2022-09-26 14:00,3866,390.4,392.4
2022-09-26 15:00,3867,310.4,313.6
2022-09-26 16:00,3868,263.1,254.4
2022-09-26 17:00,3869,125.8,155.4
2022-09-26 18:00,3870,-48.51,-12.32
2022-09-26 19:00,3871,-67.45,-61.35
2022-09-26 20:00,3872,-68.47,-68.96
2022-09-26 21:00,3873,-58.53,-62.26
2022-09-26 22:00,3874,-69,-66.51
2022-09-26 23:00,3875,-49.09,-55.56
2022-09-27 0:00,3876,-62.55,-52.58
2022-09-27 1:00,3877,-62.3,-64.42
2022-09-27 2:00,3878,-59.31,-60.56
2022-09-27 3:00,3879,-59.32,-59.44
2022-09-27 4:00,3880,-60.33,-59.95
2022-09-27 5:00,3881,-61.82,-61.7
2022-09-27 6:00,3882,-62.07,-59.58
2022-09-27 7:00,3883,-59.58,-60.45
2022-09-27 8:00,3884,-50.61,-56.09
2022-09-27 9:00,3885,-44.63,-46.62
2022-09-27 10:00,3886,-35.16,-37.03
2022-09-27 11:00,3887,267.7,128.4
2022-09-27 12:00,3888,328.1,312.5
2022-09-27 13:00,3889,341.8,353.2
2022-09-27 14:00,3890,383.5,339.4
2022-09-27 15:00,3891,334.4,320.2
2022-09-27 16:00,3892,227.6,258.1
2022-09-27 17:00,3893,141.3,151
2022-09-27 18:00,3894,-71.39,5.344
2022-09-27 19:00,3895,-74.42,-73.91
2022-09-27 20:00,3896,-76.94,-77.43
2022-09-27 21:00,3897,-72.97,-72.72
2022-09-27 22:00,3898,-70.99,-71.49
2022-09-27 23:00,3899,-69.51,-70.13
2022-09-28 0:00,3900,-69.52,-69.27
2022-09-28 1:00,3901,-67.03,-66.66
2022-09-28 2:00,3902,-67.78,-67.91
2022-09-28 3:00,3903,-68.05,-68.04
2022-09-28 4:00,3904,-64.07,-64.81
2022-09-28 5:00,3905,-60.83,-61.95
2022-09-28 6:00,3906,-55.59,-55.34
2022-09-28 7:00,3907,-56.59,-58.59
2022-09-28 8:00,3908,-34.66,-39.89
2022-09-28 9:00,3909,-19.7,-35.66
2022-09-28 10:00,3910,-41.64,-41.89
2022-09-28 11:00,3911,251.8,132.3
2022-09-28 12:00,3912,338.8,324.9
2022-09-28 13:00,3913,335.4,324.2
2022-09-28 14:00,3914,397.6,394.2
2022-09-28 15:00,3915,305.4,312.4
2022-09-28 16:00,3916,253.9,139.6
2022-09-28 17:00,3917,67.14,103.2
2022-09-28 18:00,3918,-35.33,15.04
2022-09-28 19:00,3919,-56.5,-57.74
2022-09-28 20:00,3920,-63.99,-66.97
2022-09-28 21:00,3921,-59.52,-57.65
2022-09-28 22:00,3922,-61.52,-45.7
2022-09-28 23:00,3923,-38.11,-39.36
2022-09-29 0:00,3924,-47.58,-45.84
2022-09-29 1:00,3925,-41.11,-42.85
2022-09-29 2:00,3926,-40.86,-40.24
2022-09-29 3:00,3927,-38.13,-38.13
2022-09-29 4:00,3928,-41.62,-39.37
2022-09-29 5:00,3929,-32.15,-33.64
2022-09-29 6:00,3930,-24.67,-25.42
2022-09-29 7:00,3931,-27.16,-27.41
2022-09-29 8:00,3932,-29.16,-26.91
2022-09-29 9:00,3933,-15.2,-15.95
2022-09-29 10:00,3934,6.728,1.744
2022-09-29 11:00,3935,-57.57,-31.15
2022-09-29 12:00,3936,-9.72,-15.95
2022-09-29 13:00,3937,140.3,73.4
2022-09-29 14:00,3938,157.5,175.2
2022-09-29 15:00,3939,124,212.2
2022-09-29 16:00,3940,42.34,44.83
2022-09-29 17:00,3941,6.476,17.93
2022-09-29 18:00,3942,-7.474,-26.16
2022-09-29 19:00,3943,-24.42,-19.43
2022-09-29 20:00,3944,-27.91,-26.41
2022-09-29 21:00,3945,-34.39,-31.52
2022-09-29 22:00,3946,-38.38,-36.88
2022-09-29 23:00,3947,-53.35,-54.84
2022-09-30 0:00,3948,-44.37,-50.85
