Plot Title: HOBO2,,,,,,,
#,"Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
11253,2001-01-22 0:00,0,-23.943,78.5,0,0,-26.6
11254,2001-01-22 0:30,0,-23.356,77.4,0,0,-26.2
11255,2001-01-22 1:00,0,-24.488,76.6,0,5.54,-27.4
11256,2001-01-22 1:30,0,-22.32,73,0,6.54,-25.9
11257,2001-01-22 2:00,0,-19.377,68,0.5,8.56,-23.8
11258,2001-01-22 2:30,0,-23.198,78.6,0,0,-25.9
11259,2001-01-22 3:00,0,-23.889,78.9,0,0,-26.5
11260,2001-01-22 3:30,0,-23.781,79.2,0,0,-26.4
11261,2001-01-22 4:00,0,-23.943,78.3,0,0,-26.7
11262,2001-01-22 4:30,0,-19.149,74.1,0,6.04,-22.6
11263,2001-01-22 5:00,0,-17.901,72.9,0.5,7.55,-21.6
11264,2001-01-22 5:30,0,-17.683,74.1,1.01,10.57,-21.2
11265,2001-01-22 6:00,0,-18.164,73.4,0.5,7.55,-21.8
11266,2001-01-22 6:30,0,-18.967,72.4,0.5,8.56,-22.7
11267,2001-01-22 7:00,0,-17.683,74.2,0,6.04,-21.2
11268,2001-01-22 7:30,0,-16.618,70.9,1.01,15.1,-20.7
11269,2001-01-22 8:00,0,-18.12,77,3.02,13.59,-21.2
11270,2001-01-22 8:30,0,-16.243,79.6,0.5,8.05,-19
11271,2001-01-22 9:00,0,-16.786,78,2.01,11.07,-19.7
11272,2001-01-22 9:30,0,-16.119,76.3,1.01,9.56,-19.3
11273,2001-01-22 10:00,0,-14.471,73.7,3.02,12.08,-18.1
11274,2001-01-22 10:30,0,-13.965,73,3.52,14.09,-17.8
11275,2001-01-22 11:00,0,-13.39,72.6,3.52,15.1,-17.3
11276,2001-01-22 11:30,0,-15.144,72.7,3.52,14.09,-19
11277,2001-01-22 12:00,0,-13.126,71,3.02,13.59,-17.3
11278,2001-01-22 12:30,0,-12.196,68.9,3.02,15.1,-16.7
11279,2001-01-22 13:00,0,-12.233,66.8,2.01,12.58,-17.1
11280,2001-01-22 13:30,0,-11.686,68,2.01,14.09,-16.4
11281,2001-01-22 14:00,0,-11.469,68,1.01,12.58,-16.2
11282,2001-01-22 14:30,0,-9.885,63,0.5,12.58,-15.6
11283,2001-01-22 15:00,0,-9.989,59.2,0.5,10.07,-16.4
11284,2001-01-22 15:30,0,-10.546,62.1,1.51,11.07,-16.4
11285,2001-01-22 16:00,0,-10.197,62.5,1.51,11.07,-16
11286,2001-01-22 16:30,0,-9.713,61,1.01,11.07,-15.8
11287,2001-01-22 17:00,0,-9.576,65.1,1.01,7.55,-14.9
11288,2001-01-22 17:30,0,-9.439,64,1.01,9.06,-15
11289,2001-01-22 18:00,0,-9.919,61,0.5,10.07,-16
11290,2001-01-22 18:30,0,-8.898,59.9,1.51,10.07,-15.3
11291,2001-01-22 19:00,0,-8.597,56.6,0.5,8.56,-15.7
11292,2001-01-22 19:30,0,-7.771,54.4,1.01,12.08,-15.4
11293,2001-01-22 20:00,0,-6.962,53.9,0.5,9.56,-14.7
11294,2001-01-22 20:30,0,-6.357,52.4,1.01,11.58,-14.5
11295,2001-01-22 21:00,0,-5.48,52.7,0.5,7.55,-13.6
11296,2001-01-22 21:30,0,-5.172,50.4,1.01,9.06,-13.9
11297,2001-01-22 22:00,0,-5.079,50.4,0.5,10.07,-13.8
11298,2001-01-22 22:30,0,-6.042,52.6,0.5,8.05,-14.2
11299,2001-01-22 23:00,0,-6.674,53.4,0,4.53,-14.6
11300,2001-01-22 23:30,0,-5.979,53,0,6.04,-14
11301,2001-02-22 0:00,0,-6.105,55.2,0,6.54,-13.6
11302,2001-02-22 0:30,0,-6.42,56.3,0,5.03,-13.7
11303,2001-02-22 1:00,0,-6.01,55.9,0,4.53,-13.4
11304,2001-02-22 1:30,0,-6.547,57,0,5.54,-13.7
11305,2001-02-22 2:00,0,-7.836,58.7,0,6.54,-14.5
11306,2001-02-22 2:30,0,-8.066,60.6,0,3.52,-14.3
11307,2001-02-22 3:00,0,-8.697,60,0,5.54,-15.1
11308,2001-02-22 3:30,0,-8.831,61.1,0,2.01,-15
11309,2001-02-22 4:00,0,-9.269,60.8,0,3.02,-15.4
11310,2001-02-22 4:30,0,-9.269,62,0,0,-15.2
11311,2001-02-22 5:00,0,-5.449,58.7,0,1.51,-12.3
11312,2001-02-22 5:30,0,-5.605,63.1,0,7.55,-11.5
11313,2001-02-22 6:00,0,-5.418,64.6,0,6.04,-11
11314,2001-02-22 6:30,0,-6.452,64.2,0,5.03,-12.1
11315,2001-02-22 7:00,0,-7.316,72.8,0,7.55,-11.4
11316,2001-02-22 7:30,0,-9.439,81.5,0,5.54,-12
11317,2001-02-22 8:00,0,-6.42,72,0,3.52,-10.6
11318,2001-02-22 8:30,0,-8.297,73.7,0,7.05,-12.2
11319,2001-02-22 9:00,0,-5.791,75.4,0,6.04,-9.4
11320,2001-02-22 9:30,0,-6.262,63.3,0,9.56,-12.1
11321,2001-02-22 10:00,0,-8.264,67.2,0,7.05,-13.3
11322,2001-02-22 10:30,0,-5.48,59.8,0,5.54,-12.1
11323,2001-02-22 11:00,0,-8,67.6,0,4.53,-12.9
11324,2001-02-22 11:30,0,-5.948,59.7,0,6.54,-12.5
11325,2001-02-22 12:00,0,-6.231,59.3,0,4.03,-12.9
11326,2001-02-22 12:30,0,-5.636,58.1,0,4.03,-12.6
11327,2001-02-22 13:00,0,-4.197,57.2,0.5,4.03,-11.4
11328,2001-02-22 13:30,0,-6.262,60.9,0,2.01,-12.6
11329,2001-02-22 14:00,0,-5.449,61.2,0,1.51,-11.7
11330,2001-02-22 14:30,0,-3.717,57.6,0,4.53,-10.9
11331,2001-02-22 15:00,0,-3.777,59.8,0.5,6.54,-10.4
11332,2001-02-22 15:30,0,-3.777,59.3,0.5,7.55,-10.6
11333,2001-02-22 16:00,0,-3.627,57.7,1.01,7.05,-10.8
11334,2001-02-22 16:30,0,-4.167,58.1,1.01,6.04,-11.2
11335,2001-02-22 17:00,0,-5.418,61.9,1.01,6.04,-11.6
11336,2001-02-22 17:30,0,-5.542,62.1,0.5,4.53,-11.6
11337,2001-02-22 18:00,0,-4.804,63.1,0.5,5.03,-10.7
11338,2001-02-22 18:30,0,-6.642,68.3,1.01,5.54,-11.5
11339,2001-02-22 19:00,0,-6.642,67.4,0,2.52,-11.7
11340,2001-02-22 19:30,0,-7.771,71.3,0,3.02,-12.1
11341,2001-02-22 20:00,0,-8.099,72.7,0,0,-12.1
11342,2001-02-22 20:30,0,-9.168,75,0,0,-12.8
11343,2001-02-22 21:00,0,-9.439,76.6,0,0,-12.8
11344,2001-02-22 21:30,0,-9.1,76.3,0,0,-12.5
11345,2001-02-22 22:00,0,-8,74.1,0,0,-11.8
11346,2001-02-22 22:30,0,-9.439,78.1,0,0,-12.6
11347,2001-02-22 23:00,0,-11.469,84.4,0,1.01,-13.6
11348,2001-02-22 23:30,0,-12.528,85.6,0,0,-14.5
11349,2001-03-22 0:00,0,-13.013,85.8,0,0,-14.9
11350,2001-03-22 0:30,0,-13.581,86.1,0,0,-15.4
11351,2001-03-22 1:00,0,-14.197,86.5,0,0,-16
11352,2001-03-22 1:30,0,-14.314,86.5,0,0,-16.1
11353,2001-03-22 2:00,0,-14.471,86.8,0,0,-16.2
11354,2001-03-22 2:30,0,-14.628,87,0,0,-16.3
11355,2001-03-22 3:00,0,-15.104,86.8,0,0,-16.8
11356,2001-03-22 3:30,0,-15.104,87.3,0,0,-16.8
11357,2001-03-22 4:00,0,-15.184,87,0,0,-16.9
11358,2001-03-22 4:30,0,-15.425,86.9,0,0,-17.1
11359,2001-03-22 5:00,0,-15.996,86.5,0,0,-17.7
11360,2001-03-22 5:30,0,-16.451,86.5,0,0,-18.2
11361,2001-03-22 6:00,0,-16.534,86.4,0,0,-18.3
11362,2001-03-22 6:30,0,-16.702,86.4,0,0,-18.5
11363,2001-03-22 7:00,0,-17.167,85.9,0,0,-19
11364,2001-03-22 7:30,0,-17.683,86,0,0,-19.5
11365,2001-03-22 8:00,0,-18.252,85.6,0,0,-20.1
11366,2001-03-22 8:30,0,-18.652,85.4,0,0,-20.5
11367,2001-03-22 9:00,0,-18.922,85.1,0,0,-20.8
11368,2001-03-22 9:30,0,-19.285,85.1,0,0,-21.2
11369,2001-03-22 10:00,0,-19.7,84.7,0,0,-21.6
11370,2001-03-22 10:30,0,-19.793,84.6,0,0,-21.7
11371,2001-03-22 11:00,0,-19.746,84.7,0,0,-21.7
11372,2001-03-22 11:30,0,-19.469,84.8,0,0,-21.4
11373,2001-03-22 12:00,0,-19.607,84.7,0,0,-21.6
11374,2001-03-22 12:30,0,-20.026,83.7,0,0,-22.1
11375,2001-03-22 13:00,0,-19.979,84.2,0,1.01,-22
11376,2001-03-22 13:30,0,-20.167,83.6,0,0,-22.2
11377,2001-03-22 14:00,0,-20.451,84,0,0,-22.5
11378,2001-03-22 14:30,0,-20.499,83.8,0,0,-22.5
11379,2001-03-22 15:00,0,-20.931,83.9,0,1.51,-23
11380,2001-03-22 15:30,0,-21.419,83.8,0,2.52,-23.5
11381,2001-03-22 16:00,0,-21.518,83.8,0,1.01,-23.6
11382,2001-03-22 16:30,0,-21.916,83.7,0,2.52,-24
11383,2001-03-22 17:00,0,-22.168,83.5,0,2.52,-24.2
11384,2001-03-22 17:30,0,-22.32,83.4,0,1.51,-24.4
11385,2001-03-22 18:00,0,-22.885,83.1,0,1.01,-25
11386,2001-03-22 18:30,0,-23.093,83,0,2.01,-25.2
11387,2001-03-22 19:00,0,-23.621,82.8,0,1.51,-25.7
11388,2001-03-22 19:30,0,-24.269,82.4,0,1.51,-26.4
11389,2001-03-22 20:00,0,-24.654,82.1,0,3.02,-26.9
11390,2001-03-22 20:30,0,-24.932,81.9,0,1.51,-27.2
11391,2001-03-22 21:00,0,-25.045,81.8,0,0,-27.3
11392,2001-03-22 21:30,0,-24.988,81.8,0,1.51,-27.2
11393,2001-03-22 22:00,0,-25.157,81.8,0,0,-27.4
11394,2001-03-22 22:30,0,-25.327,81.6,0,0,-27.6
11395,2001-03-22 23:00,0,-25.27,81.7,0,0,-27.5
11396,2001-03-22 23:30,0,-25.384,81.6,0,0,-27.6
11397,2001-04-22 0:00,0,-25.384,81.6,0,0,-27.6
11398,2001-04-22 0:30,0,-25.786,81.6,0,0,-28
11399,2001-04-22 1:00,0,-26.019,81.2,0,0,-28.3
11400,2001-04-22 1:30,0,-26.136,81.2,0,0,-28.4
11401,2001-04-22 2:00,0,-26.312,81.1,0,0,-28.6
11402,2001-04-22 2:30,0,-26.253,81.2,0,0,-28.5
11403,2001-04-22 3:00,0,-26.431,81,0,0,-28.7
11404,2001-04-22 3:30,0,-27.031,80.7,0,0,-29.4
11405,2001-04-22 4:00,0,-27.031,80.6,0,0,-29.4
11406,2001-04-22 4:30,0,-26.97,80.7,0,0,-29.3
11407,2001-04-22 5:00,0,-26.97,80.6,0,0,-29.3
11408,2001-04-22 5:30,0,-26.97,80.6,0,0,-29.3
11409,2001-04-22 6:00,0,-26.729,80.7,0,0,-29.1
11410,2001-04-22 6:30,0,-26.49,81,0,0,-28.8
11411,2001-04-22 7:00,0,-25.844,81.4,0,0,-28.1
11412,2001-04-22 7:30,0,-25.902,81.4,0,0,-28.2
11413,2001-04-22 8:00,0,-25.96,81.3,0,0,-28.2
11414,2001-04-22 8:30,0,-26.136,81.2,0,0,-28.4
11415,2001-04-22 9:00,0,-26.669,80.9,0,0,-29
11416,2001-04-22 9:30,0,-26.91,80.8,0,0,-29.2
11417,2001-04-22 10:00,0,-27.337,80.6,0,0,-29.7
11418,2001-04-22 10:30,0,-28.086,80.1,0,0,-30.5
11419,2001-04-22 11:00,0,-27.275,80.5,0,0,-29.6
11420,2001-04-22 11:30,0,-26.077,81.1,0,0,-28.4
11421,2001-04-22 12:00,0,-23.568,81.4,0,0,-25.9
11422,2001-04-22 12:30,0,-20.786,82.5,0,0,-23
11423,2001-04-22 13:00,0,-20.547,82,0,0,-22.8
11424,2001-04-22 13:30,0,-22.989,81.7,0,0,-25.3
11425,2001-04-22 14:00,0,-24.488,81.8,0,0,-26.7
11426,2001-04-22 14:30,0,-23.462,82.6,0,0,-25.6
11427,2001-04-22 15:00,0,-23.889,82.2,0,0,-26.1
11428,2001-04-22 15:30,0,-23.568,82.6,0,0,-25.7
11429,2001-04-22 16:00,0,-23.356,82.6,0,0,-25.5
11430,2001-04-22 16:30,0,-23.462,82.7,0,0,-25.6
11431,2001-04-22 17:00,0,-23.515,82.8,0,0,-25.6
11432,2001-04-22 17:30,0,-23.997,82.6,0,0,-26.1
11433,2001-04-22 18:00,0,-24.876,82,0,0,-27.1
11434,2001-04-22 18:30,0,-25.844,81.5,0,0,-28.1
11435,2001-04-22 19:00,0,-26.431,81.1,0,0,-28.7
11436,2001-04-22 19:30,0,-26.91,80.8,0,0,-29.2
11437,2001-04-22 20:00,0,-27.275,80.6,0,0,-29.6
11438,2001-04-22 20:30,0,-27.708,80.4,0,0,-30.1
11439,2001-04-22 21:00,0,-27.959,80.4,0,0,-30.3
11440,2001-04-22 21:30,0,-27.833,80.2,0,0,-30.2
11441,2001-04-22 22:00,0,-28.022,80.1,0,0,-30.4
11442,2001-04-22 22:30,0,-27.337,80.4,0,0,-29.7
11443,2001-04-22 23:00,0,-26.669,80.5,0,0,-29
11444,2001-04-22 23:30,0,-26.55,80.7,0,0,-28.9
11445,2001-05-22 0:00,0,-26.91,80.7,0,0,-29.3
11446,2001-05-22 0:30,0,-26.729,80.6,0,0,-29.1
11447,2001-05-22 1:00,0,-26.49,80.7,0,0,-28.8
11448,2001-05-22 1:30,0,-26.371,80.9,0,0,-28.7
11449,2001-05-22 2:00,0,-26.729,80.6,0,0,-29.1
11450,2001-05-22 2:30,0,-26.849,80.6,0,0,-29.2
11451,2001-05-22 3:00,0,-26.849,80.6,0,0,-29.2
11452,2001-05-22 3:30,0,-26.97,80.6,0,0,-29.3
11453,2001-05-22 4:00,0,-26.91,80.6,0,0,-29.3
11454,2001-05-22 4:30,0,-27.522,80.3,0,0,-29.9
11455,2001-05-22 5:00,0,-28.213,79.8,0,0,-30.6
11456,2001-05-22 5:30,0,-28.213,79.9,0,0,-30.6
11457,2001-05-22 6:00,0,-28.276,79.7,0,0,-30.7
11458,2001-05-22 6:30,0,-28.276,79.8,0,0,-30.7
11459,2001-05-22 7:00,0,-28.276,79.7,0,0,-30.7
11460,2001-05-22 7:30,0,-28.404,79.6,0,0,-30.9
11461,2001-05-22 8:00,0,-28.533,79.6,0,0,-31
11462,2001-05-22 8:30,0,-28.989,79.4,0,0,-31.5
11463,2001-05-22 9:00,0,-29.187,79.3,0,0,-31.7
11464,2001-05-22 9:30,0,-29.655,79,0,0,-32.2
11465,2001-05-22 10:00,0,-29.858,78.9,0,0,-32.4
11466,2001-05-22 10:30,0,-29.995,78.8,0,0,-32.5
11467,2001-05-22 11:00,0,-29.253,79,0,0,-31.8
11468,2001-05-22 11:30,0,-26.97,79.9,0,0,-29.4
11469,2001-05-22 12:00,0,-26.253,80.3,0,0,-28.7
11470,2001-05-22 12:30,0,-24.598,81.3,0,0,-26.9
11471,2001-05-22 13:00,0,-24.16,81.1,0,0,-26.5
11472,2001-05-22 13:30,0,-23.515,81.4,0,0,-25.8
11473,2001-05-22 14:00,0,-23.409,81.6,0,0,-25.7
11474,2001-05-22 14:30,0,-23.409,81.8,0,0,-25.7
11475,2001-05-22 15:00,0,-24.821,81.7,0,0,-27.1
11476,2001-05-22 15:30,0,-25.441,81.5,0,0,-27.7
11477,2001-05-22 16:00,0,-26.019,81.1,0,0,-28.3
11478,2001-05-22 16:30,0,-26.49,80.9,0,0,-28.8
11479,2001-05-22 17:00,0,-27.153,80.6,0,0,-29.5
11480,2001-05-22 17:30,0,-27.959,80.1,0,0,-30.4
11481,2001-05-22 18:00,0,-28.34,80,0,0,-30.7
11482,2001-05-22 18:30,0,-29.187,79.2,0,0,-31.7
11483,2001-05-22 19:00,0,-28.989,79.5,0,0,-31.4
11484,2001-05-22 19:30,0,-28.989,79.6,0,0,-31.4
11485,2001-05-22 20:00,0,-28.469,79.7,0,0,-30.9
11486,2001-05-22 20:30,0,-28.469,79.7,0,0,-30.9
11487,2001-05-22 21:00,0,-28.086,79.8,0,0,-30.5
11488,2001-05-22 21:30,0,-28.086,80,0,0,-30.5
11489,2001-05-22 22:00,0,-28.022,79.8,0,0,-30.5
11490,2001-05-22 22:30,0,-27.398,80.4,0,0,-29.8
11491,2001-05-22 23:00,0,-27.46,80.3,0,0,-29.8
11492,2001-05-22 23:30,0,-27.959,80.3,0,0,-30.3
11493,2001-06-22 0:00,0,-27.337,80.5,0,0,-29.7
11494,2001-06-22 0:30,0,-27.031,80.4,0,0,-29.4
11495,2001-06-22 1:00,0,-26.609,81.1,0,0,-28.9
11496,2001-06-22 1:30,0,-26.019,81.3,0,0,-28.3
11497,2001-06-22 2:00,0,-25.214,82,0,0,-27.4
11498,2001-06-22 2:30,0,-24.214,82.6,0,0,-26.4
11499,2001-06-22 3:00,0,-22.218,83.7,0,0,-24.3
11500,2001-06-22 3:30,0,-21.272,84.5,0,0,-23.2
11501,2001-06-22 4:00,0,-20.499,84.9,0,0,-22.4
11502,2001-06-22 4:30,0,-20.404,84.7,0,0,-22.3
11503,2001-06-22 5:00,0,-18.877,85.9,0,0,-20.7
11504,2001-06-22 5:30,0,-17.857,86.4,0,0,-19.6
11505,2001-06-22 6:00,0,-17.813,86.6,0,0,-19.5
11506,2001-06-22 6:30,0,-17.125,87,0,0,-18.8
11507,2001-06-22 7:00,0,-17.125,86.8,0,0,-18.8
11508,2001-06-22 7:30,0,-16.618,87.6,0,0,-18.2
11509,2001-06-22 8:00,0,-15.709,87.9,0,0,-17.3
11510,2001-06-22 8:30,0,-15.184,88.2,0,0,-16.7
11511,2001-06-22 9:00,0,-15.628,87.7,0,0,-17.2
11512,2001-06-22 9:30,0,-15.425,88.2,0,0,-17
11513,2001-06-22 10:00,0,-15.264,88.2,0,0,-16.8
11514,2001-06-22 10:30,0,-14.236,88,0,0,-15.8
11515,2001-06-22 11:00,0,-14.004,88.9,0,0,-15.5
11516,2001-06-22 11:30,0,-13.163,89.4,0,0,-14.6
11517,2001-06-22 12:00,0,-12.676,89.4,0,0,-14.1
11518,2001-06-22 12:30,0,-11.686,89.8,0,0,-13
11519,2001-06-22 13:00,0,-11.613,89.4,0,0,-13
11520,2001-06-22 13:30,0,-10.757,89.4,0,1.51,-12.2
11521,2001-06-22 14:00,0,-10.092,90.1,0,0,-11.4
11522,2001-06-22 14:30,0,-10.406,89.8,0,0,-11.8
11523,2001-06-22 15:00,0,-9.989,89.8,0,0,-11.4
11524,2001-06-22 15:30,0,-9.303,90.7,0,0,-10.6
11525,2001-06-22 16:00,0,-9.371,91.1,0,0,-10.6
11526,2001-06-22 16:30,0,-9.989,90.4,0,0,-11.3
11527,2001-06-22 17:00,0,-9.679,89.7,0,0,-11.1
11528,2001-06-22 17:30,0,-9.473,89.9,0,2.52,-10.8
11529,2001-06-22 18:00,0,-9.508,85.8,0,3.52,-11.5
11530,2001-06-22 18:30,0,-8.932,77.5,0,4.03,-12.2
11531,2001-06-22 19:00,0,-8.463,84.2,0,6.04,-10.7
11532,2001-06-22 19:30,0,-9.1,82.2,0,6.04,-11.6
11533,2001-06-22 20:00,0,-11.29,84.1,0,5.03,-13.5
11534,2001-06-22 20:30,0,-11.183,82.6,0,3.52,-13.6
11535,2001-06-22 21:00,0,-10.934,83.1,0,2.52,-13.3
11536,2001-06-22 21:30,0,-11.794,83.8,0,4.53,-14
11537,2001-06-22 22:00,0,-11.147,84.2,0,0,-13.3
11538,2001-06-22 22:30,0,-9.851,84.7,0,0.5,-12
11539,2001-06-22 23:00,0,-7.381,79.5,0,4.03,-10.3
11540,2001-06-22 23:30,0,-8.663,81.4,0,5.03,-11.3
11541,2001-07-22 0:00,0,-8.331,81.2,0,5.54,-11
11542,2001-07-22 0:30,0,-8.165,83.2,0,5.03,-10.5
11543,2001-07-22 1:00,0,-7.608,83.6,0,3.52,-9.9
11544,2001-07-22 1:30,0,-7.478,83.3,0,4.53,-9.8
11545,2001-07-22 2:00,0,-7.935,83.9,0,4.03,-10.2
11546,2001-07-22 2:30,0,-7.902,85.2,0,0,-10
11547,2001-07-22 3:00,0,-8.53,86.3,0,0,-10.4
11548,2001-07-22 3:30,0,-7.706,87.5,0,0,-9.4
11549,2001-07-22 4:00,0,-7.251,88.8,0,0,-8.8
11550,2001-07-22 4:30,0,-6.579,89,0,0,-8.1
11551,2001-07-22 5:00,0,-6.325,89.9,0,0,-7.7
11552,2001-07-22 5:30,0,-6.01,90.2,0,0,-7.4
11553,2001-07-22 6:00,0,-5.885,88.9,0,0,-7.4
11554,2001-07-22 6:30,0,-5.854,90.7,0,0,-7.1
11555,2001-07-22 7:00,0,-5.636,91.4,0,0,-6.8
11556,2001-07-22 7:30,0,-5.48,91,0,0,-6.7
11557,2001-07-22 8:00,0,-5.141,91.3,0,0,-6.3
11558,2001-07-22 8:30,0,-4.743,91.2,0,0,-6
11559,2001-07-22 9:00,0,-4.59,92.5,0,0,-5.6
11560,2001-07-22 9:30,0,-4.439,93.3,0,0,-5.4
11561,2001-07-22 10:00,0,-4.227,92.7,0,0,-5.2
11562,2001-07-22 10:30,0,-4.318,91.5,0,0,-5.5
11563,2001-07-22 11:00,0,-4.016,89.9,0,0,-5.4
11564,2001-07-22 11:30,0,-2.771,86.1,0,0,-4.8
11565,2001-07-22 12:00,0,-7.219,70.1,0,4.53,-11.7
11566,2001-07-22 12:30,0,-13.428,77.1,0,2.52,-16.6
11567,2001-07-22 13:00,0,-14.984,78.7,0,0,-17.9
11568,2001-07-22 13:30,0,-16.576,81.9,0,0,-19
11569,2001-07-22 14:00,0,-16.786,82.2,0,0,-19.1
11570,2001-07-22 14:30,0,-17.295,83,0,0,-19.5
11571,2001-07-22 15:00,0,-17.125,83.7,0,0,-19.2
11572,2001-07-22 15:30,0,-17.988,84.1,0,0,-20
11573,2001-07-22 16:00,0,-18.474,85.1,0,0,-20.4
11574,2001-07-22 16:30,0,-18.518,85.7,0,0,-20.3
11575,2001-07-22 17:00,0,-18.652,85.8,0,0,-20.5
11576,2001-07-22 17:30,0,-18.967,85.8,0,0,-20.8
11577,2001-07-22 18:00,0,-19.654,85.2,0,0,-21.5
11578,2001-07-22 18:30,0,-19.012,85.8,0,0,-20.8
11579,2001-07-22 19:00,0,-19.654,85.7,0,0,-21.5
11580,2001-07-22 19:30,0,-19.7,85.6,0,0,-21.5
11581,2001-07-22 20:00,0,-20.12,85.3,0,0,-22
11582,2001-07-22 20:30,0,-19.423,85.5,0,0,-21.3
11583,2001-07-22 21:00,0,-19.103,84.9,0,0,-21
11584,2001-07-22 21:30,0,-19.012,85.6,0,0,-20.8
11585,2001-07-22 22:00,0,-19.886,85.1,0,0,-21.8
11586,2001-07-22 22:30,0,-20.931,84.6,0,0,-22.9
11587,2001-07-22 23:00,0,-21.617,84.7,0,0,-23.5
11588,2001-07-22 23:30,0,-21.125,84.8,0,0,-23
11589,2001-08-22 0:00,0,-20.786,84.9,0,0,-22.7
11590,2001-08-22 0:30,0,-20.356,85.2,0,0,-22.2
11591,2001-08-22 1:00,0,-20.738,85.1,0,0,-22.6
11592,2001-08-22 1:30,0,-21.223,84.6,0,0,-23.2
11593,2001-08-22 2:00,0,-21.667,84.3,0,0,-23.6
11594,2001-08-22 2:30,0,-22.269,84,0,0,-24.3
11595,2001-08-22 3:00,0,-22.016,84.3,0,0,-24
11596,2001-08-22 3:30,0,-21.617,84.4,0,0,-23.6
11597,2001-08-22 4:00,0,-20.786,84.7,0,0,-22.7
11598,2001-08-22 4:30,0,-19.886,85.4,0.5,3.52,-21.7
11599,2001-08-22 5:00,0,-18.652,86.4,0,3.02,-20.4
11600,2001-08-22 5:30,0,-18.385,86.6,0,0.5,-20.1
11601,2001-08-22 6:00,0,-19.607,85.9,0,0,-21.4
11602,2001-08-22 6:30,0,-20.404,85.7,0,0,-22.2
11603,2001-08-22 7:00,0,-20.738,85.4,0,0,-22.6
11604,2001-08-22 7:30,0,-21.617,84.9,0,0,-23.5
11605,2001-08-22 8:00,0,-22.067,84.6,0,0,-24
11606,2001-08-22 8:30,0,-22.626,84.4,0,0,-24.6
11607,2001-08-22 9:00,0,-23.25,84.1,0,0,-25.2
11608,2001-08-22 9:30,0,-23.145,84,0,0,-25.1
11609,2001-08-22 10:00,0,-22.626,84.2,0,0,-24.6
11610,2001-08-22 10:30,0,-21.916,84.6,0,0,-23.8
11611,2001-08-22 11:00,0,-21.272,84.8,0,0,-23.2
11612,2001-08-22 11:30,0,-21.125,84.8,0,0,-23
11613,2001-08-22 12:00,0,-20.12,85.4,0,0,-22
11614,2001-08-22 12:30,0,-19.607,85.5,0,0,-21.4
11615,2001-08-22 13:00,0,-17.082,87.6,0,0,-18.7
11616,2001-08-22 13:30,0,-9.405,88.5,0,9.06,-11
11617,2001-08-22 14:00,0,-9.954,88.3,0,4.03,-11.5
11618,2001-08-22 14:30,0,-9.782,84.6,0,5.54,-11.9
11619,2001-08-22 15:00,0,-9.747,83.4,0,2.52,-12
11620,2001-08-22 15:30,0,-8.898,80.7,0,6.04,-11.6
11621,2001-08-22 16:00,0,-8.663,63.9,0,5.54,-14.3
11622,2001-08-22 16:30,0,-9.134,61.2,0,3.02,-15.2
11623,2001-08-22 17:00,0,-9.235,61.5,0,4.03,-15.3
11624,2001-08-22 17:30,0,-9.1,61,0,1.51,-15.2
11625,2001-08-22 18:00,0,-8.864,59.9,0,3.02,-15.2
11626,2001-08-22 18:30,0,-9.303,63.6,0,4.53,-14.9
11627,2001-08-22 19:00,0,-10.898,69.9,0,6.54,-15.3
11628,2001-08-22 19:30,0,-9.782,67.3,0,5.03,-14.7
11629,2001-08-22 20:00,0,-8.932,65.3,0,3.02,-14.3
11630,2001-08-22 20:30,0,-7.869,72.5,0,7.05,-12
11631,2001-08-22 21:00,0,-9.851,71.4,0,2.01,-14.1
11632,2001-08-22 21:30,0,-10.511,73.2,0,1.01,-14.4
11633,2001-08-22 22:00,0,-8.165,72.7,0,8.56,-12.2
11634,2001-08-22 22:30,0,-8.165,70.3,0,3.52,-12.6
11635,2001-08-22 23:00,0,-7.543,62.8,0,7.05,-13.4
11636,2001-08-22 23:30,0,-5.885,59.3,0,9.06,-12.5
11637,2001-09-22 0:00,0,-5.854,58.2,0,8.56,-12.7
11638,2001-09-22 0:30,0,-4.987,61.7,0,10.07,-11.2
11639,2001-09-22 1:00,0,-4.926,66.3,0.5,11.07,-10.2
11640,2001-09-22 1:30,0,-5.511,60.1,0.5,7.05,-12
11641,2001-09-22 2:00,0,-4.682,56.2,1.51,9.56,-12.1
11642,2001-09-22 2:30,0,-4.137,71.7,1.51,9.06,-8.5
11643,2001-09-22 3:00,0,-3.896,58.6,1.51,9.06,-10.8
11644,2001-09-22 3:30,0,-3.777,58.7,2.01,10.07,-10.7
11645,2001-09-22 4:00,0,-3.449,67.8,2.52,13.09,-8.5
11646,2001-09-22 4:30,0,-3.094,63.1,2.52,11.07,-9.1
11647,2001-09-22 5:00,0,-2.8,57.3,2.52,10.07,-10.1
