"TOA5","CR1000","CR1000","63335","CR1000.Std.27","CPU:estefania_test_radiometer.CR1","2458","RAD"
"TIMESTAMP","RECORD","NR_Wm2","NR_Wm2_Avg"
"TS","RN","W/meter^2","W/meter^2"
"","","Smp","Avg"
"2020-08-07 15:00:00",2452,794,850
"2020-08-07 16:00:00",2453,644.6,652.5
"2020-08-07 17:00:00",2454,560.4,588.4
"2020-08-07 18:00:00",2455,-17.8,-14.11
"2020-08-07 19:00:00",2456,61.83,166.5
"2020-08-07 20:00:00",2457,-50.76,-41.34
"2020-08-07 21:00:00",2458,-76.33,-72.62
"2020-08-07 22:00:00",2459,-86.4,-83.7
"2020-08-07 23:00:00",2460,-70.63,-73.16
"2020-08-08 00:00:00",2461,-80.4,-74.33
"2020-08-08 01:00:00",2462,-68.28,-71.31
"2020-08-08 02:00:00",2463,-48.77,-52.98
"2020-08-08 03:00:00",2464,-47.43,-47.09
"2020-08-08 04:00:00",2465,-42.04,-42.38
"2020-08-08 05:00:00",2466,-42.04,-42.72
"2020-08-08 06:00:00",2467,-42.04,-46.25
"2020-08-08 07:00:00",2468,-27.25,-39.36
"2020-08-08 08:00:00",2469,19.51,13.62
"2020-08-08 09:00:00",2470,122.1,81.4
"2020-08-08 10:00:00",2471,145.6,128.1
"2020-08-08 11:00:00",2472,132.1,99.2
"2020-08-08 12:00:00",2473,139.5,109.1
"2020-08-08 13:00:00",2474,166.4,196.5
"2020-08-08 14:00:00",2475,377.1,299.1
"2020-08-08 15:00:00",2476,799.1,852
"2020-08-08 16:00:00",2477,730,750.8
"2020-08-08 17:00:00",2478,514.9,199.2
"2020-08-08 18:00:00",2479,-89.7,184.5
"2020-08-08 19:00:00",2480,-57.47,-41.16
"2020-08-08 20:00:00",2481,-56.81,-88.2
"2020-08-08 21:00:00",2482,-73.64,-67.25
"2020-08-08 22:00:00",2483,-115.4,-91.8
"2020-08-08 23:00:00",2484,-99.2,-110.7
"2020-08-09 00:00:00",2485,-61.57,-86.1
"2020-08-09 01:00:00",2486,-104,-91.5
"2020-08-09 02:00:00",2487,-111.4,-113.4
"2020-08-09 03:00:00",2488,-105.3,-106
