TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1,Table1,,,,,,
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg,,,,,,,
TS,RN,W/meter^2,W/meter^2,,,,,,,
,,Smp,Avg,,,,,,,
2022-04-18 12:00,0,369.4,293.6,,2022-04-18 12:00,0,408.3,408.3,,38.9
2022-04-18 13:00,1,399.1,391,,2022-04-18 13:00,1,423.2,423.8,,24.1
2022-04-18 14:00,2,420.4,425.5,,2022-04-18 14:00,2,429.3,441.5,,8.9
2022-04-18 15:00,3,412.9,405.9,,2022-04-18 15:00,3,400.2,405.5,,12.7
2022-04-18 16:00,4,160.7,216.9,,2022-04-18 16:00,4,164.6,222.1,,3.9
2022-04-18 17:00,5,96.9,124.2,,2022-04-18 17:00,5,100.7,126.8,,3.8
2022-04-18 18:00,6,54.59,67.06,,2022-04-18 18:00,6,51.91,66.44,,2.68
2022-04-18 19:00,7,23.19,31.91,,2022-04-18 19:00,7,23.79,32.44,,0.6
2022-04-18 20:00,8,-11.72,-7.356,,2022-04-18 20:00,8,-11.05,-6.609,,0.67
2022-04-18 21:00,9,-28.68,-24.94,,2022-04-18 21:00,9,-28.12,-24.39,,0.56
2022-04-18 22:00,10,-51.64,-45.27,,2022-04-18 22:00,10,-51.44,-44.95,,0.2
2022-04-18 23:00,11,-35.18,-43.29,,2022-04-18 23:00,11,-33.89,-41.35,,1.29
2022-04-19 0:00,12,-14.22,-16.22,,2022-04-19 0:00,12,-14.9,-16.11,,0.68
2022-04-19 1:00,13,-17.22,-18.22,,2022-04-19 1:00,13,-15.86,-16.59,,1.36
2022-04-19 2:00,14,-20.71,-17.22,,2022-04-19 2:00,14,-19.71,-16.58,,1
2022-04-19 3:00,15,-45.67,-34.44,,2022-04-19 3:00,15,-44.23,-33.41,,1.44
2022-04-19 4:00,16,-13.73,-32.2,,2022-04-19 4:00,16,-12.98,-30.17,,0.75
2022-04-19 5:00,17,-15.23,-16.23,,2022-04-19 5:00,17,-14.43,-15.63,,0.8
2022-04-19 6:00,18,-25.96,-28.58,,2022-04-19 6:00,18,-25.01,-27.89,,0.95
2022-04-19 7:00,19,-6.74,-10.48,,2022-04-19 7:00,19,-5.771,-9.62,,0.969
2022-04-19 8:00,20,-10.98,-10.73,,2022-04-19 8:00,20,-7.694,-8.66,,3.286
2022-04-19 9:00,21,0,0.125,,2022-04-19 9:00,21,0,0.361,,0
2022-04-19 10:00,22,-7.738,-4.118,,2022-04-19 10:00,22,-7.933,-3.967,,0.195
2022-04-19 11:00,23,-27.45,-28.45,,2022-04-19 11:00,23,-27.41,-27.65,,0.04
2022-04-19 12:00,24,0.998,-5.741,,2022-04-19 12:00,24,0.481,-0.962,,0.517
2022-04-19 13:00,25,-30.45,-34.44,,2022-04-19 13:00,25,-42.31,-39.18,,11.86
2022-04-19 14:00,26,-38.43,-61.89,,2022-04-19 14:00,26,-31.97,-49.04,,6.46
2022-04-19 15:00,27,45.92,10.98,,2022-04-19 15:00,27,31.97,4.087,,13.95
2022-04-19 16:00,28,59.9,54.41,,2022-04-19 16:00,28,58.89,54.57,,1.01
2022-04-19 17:00,29,44.67,49.04,,2022-04-19 17:00,29,44.47,48.79,,0.2
2022-04-19 18:00,30,31.2,37.19,,2022-04-19 18:00,30,30.53,35.69,,0.67
2022-04-19 19:00,31,12.48,21.21,,2022-04-19 19:00,31,12.5,20.91,,0.02
2022-04-19 20:00,32,-11.48,-6.114,,2022-04-19 20:00,32,-11.06,-5.769,,0.42
2022-04-19 21:00,33,-23.96,-21.21,,2022-04-19 21:00,33,-23.08,-20.67,,0.88
2022-04-19 22:00,34,-25.71,-24.33,,2022-04-19 22:00,34,-25.48,-24.04,,0.23
2022-04-19 23:00,35,-19.97,-19.34,,2022-04-19 23:00,35,-20.2,-19.48,,0.23
2022-04-20 0:00,36,-16.23,-17.35,,2022-04-20 0:00,36,-14.43,-16.23,,1.8
2022-04-20 1:00,37,-5.991,-6.74,,2022-04-20 1:00,37,-5.771,-6.732,,0.22
2022-04-20 2:00,38,-3.495,-3.495,,2022-04-20 2:00,38,-3.366,-3.366,,0.129
2022-04-20 3:00,39,-3.994,-3.744,,2022-04-20 3:00,39,-3.606,-3.366,,0.388
2022-04-20 4:00,40,-4.244,-4.119,,2022-04-20 4:00,40,-4.087,-3.847,,0.157
2022-04-20 5:00,41,-3.245,-3.869,,2022-04-20 5:00,41,-2.645,-3.366,,0.6
2022-04-20 6:00,42,-3.994,-3.869,,2022-04-20 6:00,42,-3.606,-3.366,,0.388
2022-04-20 7:00,43,-5.742,-4.369,,2022-04-20 7:00,43,-5.049,-3.847,,0.693
2022-04-20 8:00,44,-20.47,-15.35,,2022-04-20 8:00,44,-19.47,-14.31,,1
2022-04-20 9:00,45,-31.96,-28.71,,2022-04-20 9:00,45,-30.05,-26.81,,1.91
2022-04-20 10:00,46,-37.2,-33.58,,2022-04-20 10:00,46,-37.75,-32.7,,0.55
2022-04-20 11:00,47,-417.4,-250.6,,2022-04-20 11:00,47,-358.2,-236.5,,59.2
2022-04-20 12:00,48,-163.2,-127.3,,2022-04-20 12:00,48,-125.5,-103.3,,37.7
2022-04-20 13:00,49,141.8,122.7,,2022-04-20 13:00,49,130,26.56,,11.8
2022-04-20 14:00,50,142.2,125.1,,2022-04-20 14:00,50,153.1,133.6,,10.9
2022-04-20 15:00,51,92.3,132.2,,2022-04-20 15:00,51,98.3,140.9,,6
2022-04-20 16:00,52,136.7,150.4,,2022-04-20 16:00,52,138.7,151.4,,2
2022-04-20 17:00,53,87.3,90.3,,2022-04-20 17:00,53,87.3,91.3,,0
2022-04-20 18:00,54,46.41,58.63,,2022-04-20 18:00,54,49.27,61.05,,2.86
2022-04-20 19:00,55,9.98,27.94,,2022-04-20 19:00,55,9.86,28.73,,0.12
2022-04-20 20:00,56,-11.23,-10.36,,2022-04-20 20:00,56,-9.13,-9.13,,2.1
2022-04-20 21:00,57,-15.97,-15.35,,2022-04-20 21:00,57,-15.39,-14.66,,0.58
2022-04-20 22:00,58,-20.96,-19.34,,2022-04-20 22:00,58,-20.2,-18.99,,0.76
2022-04-20 23:00,59,-23.47,-23.46,,2022-04-20 23:00,59,-22.6,-22.84,,0.87
2022-04-21 0:00,60,-27.71,-30.95,,2022-04-21 0:00,60,-26.69,-29.57,,1.02
2022-04-21 1:00,61,-29.46,-26.96,,2022-04-21 1:00,61,-29.09,-26.57,,0.37
2022-04-21 2:00,62,-40.94,-34.45,,2022-04-21 2:00,62,-39.91,-33.54,,1.03
2022-04-21 3:00,63,-42.94,-35.58,,2022-04-21 3:00,63,-41.35,-34.5,,1.59
2022-04-21 4:00,64,-54.94,-53.06,,2022-04-21 4:00,64,-52.89,-51.57,,2.05
2022-04-21 5:00,65,-52.94,-53.19,,2022-04-21 5:00,65,-50.97,-51.69,,1.97
2022-04-21 6:00,66,-49.95,-53.2,,2022-04-21 6:00,66,-48.58,-51.7,,1.37
2022-04-21 7:00,67,-17.73,-26.48,,2022-04-21 7:00,67,-16.35,-24.77,,1.38
2022-04-21 8:00,68,16.49,3.497,,2022-04-21 8:00,68,17.79,5.05,,1.3
2022-04-21 9:00,69,67.42,40.95,,2022-04-21 9:00,69,68.28,41.59,,0.86
2022-04-21 10:00,70,-5.492,35.95,,2022-04-21 10:00,70,-0.962,40.75,,4.53
2022-04-21 11:00,71,340.9,364.9,,2022-04-21 11:00,71,438.9,429.5,,98
2022-04-21 12:00,72,505.2,416.9,,2022-04-21 12:00,72,560.4,537.1,,55.2
2022-04-21 13:00,73,139.1,144.4,,2022-04-21 13:00,73,149.9,158.7,,10.8
2022-04-21 14:00,74,115.7,159.5,,2022-04-21 14:00,74,119.4,162.1,,3.7
2022-04-21 15:00,75,273.7,184.2,,2022-04-21 15:00,75,277.6,188.8,,3.9
2022-04-21 16:00,76,365,289.7,,2022-04-21 16:00,76,356.6,287.5,,8.4
2022-04-21 17:00,77,157.1,153.6,,2022-04-21 17:00,77,156.4,152.8,,0.7
2022-04-21 18:00,78,60.83,75.53,,2022-04-21 18:00,78,57.91,73.88,,2.92
2022-04-21 19:00,79,-18.95,2.244,,2022-04-21 19:00,79,-11.53,6.488,,7.42
2022-04-21 20:00,80,-6.984,-0.749,,2022-04-21 20:00,80,-6.729,-0.721,,0.255
2022-04-21 21:00,81,-39.91,-37.66,,2022-04-21 21:00,81,-36.53,-35.21,,3.38
2022-04-21 22:00,82,-49.65,-45.03,,2022-04-21 22:00,82,-47.59,-43.27,,2.06
2022-04-21 23:00,83,-53.89,-54.64,,2022-04-21 23:00,83,-50.48,-51.32,,3.41
2022-04-22 0:00,84,-45.67,-51.53,,2022-04-22 0:00,84,-43.75,-47.23,,1.92
2022-04-22 1:00,85,-48.67,-48.54,,2022-04-22 1:00,85,-46.63,-46.27,,2.04
2022-04-22 2:00,86,-17.97,-32.69,,2022-04-22 2:00,86,20.19,-12.26,,38.16
2022-04-22 3:00,87,-40.94,-44.31,,2022-04-22 3:00,87,-38.95,-42.32,,1.99
2022-04-22 4:00,88,-20.47,-21.22,,2022-04-22 4:00,88,-19.72,-20.08,,0.75
2022-04-22 5:00,89,-33.45,-26.71,,2022-04-22 5:00,89,-30.3,-24.53,,3.15
2022-04-22 6:00,90,-25.46,-26.46,,2022-04-22 6:00,90,-23.32,-24.28,,2.14
2022-04-22 7:00,91,-14.48,-16.23,,2022-04-22 7:00,91,-13.22,-15.15,,1.26
2022-04-22 8:00,92,-3.994,-5.992,,2022-04-22 8:00,92,-3.606,-4.809,,0.388
2022-04-22 9:00,93,-6.99,-1.872,,2022-04-22 9:00,93,-6.731,-2.043,,0.259
2022-04-22 10:00,94,-51.42,-34.7,,2022-04-22 10:00,94,-47.36,-32.21,,4.06
2022-04-22 11:00,95,-51.91,-72.25,,2022-04-22 11:00,95,-50.23,-68.27,,1.68
2022-04-22 12:00,96,-58.4,-54.41,,2022-04-22 12:00,96,-54.8,-51.56,,3.6
2022-04-22 13:00,97,-95.3,-84,,2022-04-22 13:00,97,-101,-85.9,,5.7
2022-04-22 14:00,98,248,246.4,,2022-04-22 14:00,98,260.8,251.6,,12.8
2022-04-22 15:00,99,55.88,162.4,,2022-04-22 15:00,99,54.32,159.6,,1.56
2022-04-22 16:00,100,95.3,106.3,,2022-04-22 16:00,100,91.3,101.1,,4
2022-04-22 17:00,101,-2.744,8.61,,2022-04-22 17:00,101,-20.91,-1.563,,18.166
2022-04-22 18:00,102,-8.73,-8.11,,2022-04-22 18:00,102,-9.13,-8.41,,0.4
2022-04-22 19:00,103,-18.97,-15.72,,2022-04-22 19:00,103,-18.51,-15.38,,0.46
2022-04-22 20:00,104,-12.48,-15.85,,2022-04-22 20:00,104,-11.78,-14.3,,0.7
2022-04-22 21:00,105,-8.98,-8.74,,2022-04-22 21:00,105,-8.17,-7.932,,0.81
2022-04-22 22:00,106,-5.74,-6.115,,2022-04-22 22:00,106,-3.846,-4.687,,1.894
2022-04-22 23:00,107,-1.248,-1.248,,2022-04-22 23:00,107,-0.961,-0.961,,0.287
2022-04-23 0:00,108,-0.25,0,,2022-04-23 0:00,108,-0.24,0,,0.01
2022-04-23 1:00,109,19.97,10.86,,2022-04-23 1:00,109,14.66,7.451,,5.31
2022-04-23 2:00,110,-26.96,24.21,,2022-04-23 2:00,110,-24.04,22.72,,2.92
2022-04-23 3:00,111,-26.96,-26.46,,2022-04-23 3:00,111,-24.77,-24.52,,2.19
2022-04-23 4:00,112,-30.95,-33.7,,2022-04-23 4:00,112,-27.17,-29.81,,3.78
2022-04-23 5:00,113,-27.71,-28.33,,2022-04-23 5:00,113,-25.73,-26.09,,1.98
2022-04-23 6:00,114,-20.97,-16.72,,2022-04-23 6:00,114,-18.51,-14.79,,2.46
2022-04-23 7:00,115,-12.48,-14.48,,2022-04-23 7:00,115,-10.34,-12.02,,2.14
2022-04-23 8:00,116,-23.46,-24.71,,2022-04-23 8:00,116,-20.68,-21.52,,2.78
2022-04-23 9:00,117,-22.97,-21.34,,2022-04-23 9:00,117,-20.44,-18.75,,2.53
2022-04-23 10:00,118,-32.2,-32.33,,2022-04-23 10:00,118,-29.57,-28.13,,2.63
2022-04-23 11:00,119,-127.1,-72.76,,2022-04-23 11:00,119,-142.6,-65.87,,15.5
2022-04-23 12:00,120,541.7,484.2,,2022-04-23 12:00,120,551.1,543.1,,9.4
2022-04-23 13:00,121,617.6,617.2,,2022-04-23 13:00,121,640.7,648.7,,23.1
2022-04-23 14:00,122,714.6,639.1,,2022-04-23 14:00,122,750,671.4,,35.4
2022-04-23 15:00,123,527.5,565.1,,2022-04-23 15:00,123,552.6,596.3,,25.1
2022-04-23 16:00,124,486.1,521,,2022-04-23 16:00,124,483.3,516,,2.8
2022-04-23 17:00,125,162.9,324.7,,2022-04-23 17:00,125,155.4,310.7,,7.5
2022-04-23 18:00,126,262.8,298.4,,2022-04-23 18:00,126,227.9,274.7,,34.9
2022-04-23 19:00,127,-35.37,25.15,,2022-04-23 19:00,127,-38.92,19.33,,3.55
2022-04-23 20:00,128,-8.97,-15.95,,2022-04-23 20:00,128,-7.207,-15.62,,1.763
2022-04-23 21:00,129,-50.36,-44.87,,2022-04-23 21:00,129,-46.38,-41.69,,3.98
2022-04-23 22:00,130,-63.83,-60.84,,2022-04-23 22:00,130,-61.28,-58.39,,2.55
2022-04-23 23:00,131,-67.34,-67.34,,2022-04-23 23:00,131,-64.18,-64.65,,3.16
2022-04-24 0:00,132,-63.37,-63.37,,2022-04-24 0:00,132,-62.74,-62.14,,0.63
2022-04-24 1:00,133,-62.88,-63.5,,2022-04-24 1:00,133,-59.85,-60.69,,3.03
2022-04-24 2:00,134,-62.89,-61.14,,2022-04-24 2:00,134,-60.57,-58.53,,2.32
2022-04-24 3:00,135,-61.15,-61.64,,2022-04-24 3:00,135,-58.9,-59.38,,2.25
2022-04-24 4:00,136,-60.91,-61.53,,2022-04-24 4:00,136,-59.63,-59.5,,1.28
2022-04-24 5:00,137,-60.41,-60.79,,2022-04-24 5:00,137,-59.39,-59.27,,1.02
2022-04-24 6:00,138,-60.41,-60.66,,2022-04-24 6:00,138,-59.87,-59.75,,0.54
2022-04-24 7:00,139,-51.42,-54.92,,2022-04-24 7:00,139,-49.29,-53.14,,2.13
2022-04-24 8:00,140,-36.44,-39.94,,2022-04-24 8:00,140,-33.9,-37.51,,2.54
2022-04-24 9:00,141,-18.47,-22.22,,2022-04-24 9:00,141,-16.35,-20.08,,2.12
2022-04-24 10:00,142,-15.48,-14.48,,2022-04-24 10:00,142,-12.02,-11.3,,3.46
2022-04-24 11:00,143,413.2,404.5,,2022-04-24 11:00,143,470.1,443,,56.9
2022-04-24 12:00,144,506,475.7,,2022-04-24 12:00,144,558.8,547,,52.8
2022-04-24 13:00,145,533.7,527.6,,2022-04-24 13:00,145,558.4,560.3,,24.7
2022-04-24 14:00,146,548.9,545.5,,2022-04-24 14:00,146,580.4,581.8,,31.5
2022-04-24 15:00,147,514,528,,2022-04-24 15:00,147,479.4,522.6,,34.6
2022-04-24 16:00,148,376.5,434.8,,2022-04-24 16:00,148,374.9,431.3,,1.6
2022-04-24 17:00,149,313.2,344.2,,2022-04-24 17:00,149,259.1,313,,54.1
2022-04-24 18:00,150,173.3,189.2,,2022-04-24 18:00,150,152.5,172.8,,20.8
2022-04-24 19:00,151,85.2,96.9,,2022-04-24 19:00,151,51.64,65.56,,33.56
2022-04-24 20:00,152,-63.78,-26.16,,2022-04-24 20:00,152,-61.75,-35.92,,2.03
2022-04-24 21:00,153,-74.03,-73.64,,2022-04-24 21:00,153,-71.85,-71,,2.18
2022-04-24 22:00,154,-72.56,-73.05,,2022-04-24 22:00,154,-69.69,-70.17,,2.87
2022-04-24 23:00,155,-68.59,-69.95,,2022-04-24 23:00,155,-65.85,-67.89,,2.74
2022-04-25 0:00,156,-69.59,-68.09,,2022-04-25 0:00,156,-67.29,-65.13,,2.3
2022-04-25 1:00,157,-63.62,-64.36,,2022-04-25 1:00,157,-61.06,-61.77,,2.56
2022-04-25 2:00,158,-62.62,-62.12,,2022-04-25 2:00,158,-59.13,-59.37,,3.49
2022-04-25 3:00,159,-110.3,-86.6,,2022-04-25 3:00,159,-75.48,-68.51,,34.82
2022-04-25 4:00,160,-59.64,-60.01,,2022-04-25 4:00,160,-56.49,-57.33,,3.15
2022-04-25 5:00,161,-52.91,-54.65,,2022-04-25 5:00,161,-51.44,-52.64,,1.47
2022-04-25 6:00,162,-48.92,-51.16,,2022-04-25 6:00,162,-46.15,-49.28,,2.77
2022-04-25 7:00,163,-30.2,-33.82,,2022-04-25 7:00,163,-28.85,-32.21,,1.35
2022-04-25 8:00,164,0.25,-6.489,,2022-04-25 8:00,164,6.731,-2.644,,6.481
2022-04-25 9:00,165,37.43,28.2,,2022-04-25 9:00,165,37.25,29.56,,0.18
2022-04-25 10:00,166,85.3,66.61,,2022-04-25 10:00,166,83.4,65.73,,1.9
2022-04-25 11:00,167,113.7,104.5,,2022-04-25 11:00,167,115.8,105.9,,2.1
2022-04-25 12:00,168,143.1,132.9,,2022-04-25 12:00,168,147.3,135.8,,4.2
2022-04-25 13:00,169,296.7,212.7,,2022-04-25 13:00,169,305.7,210,,9
2022-04-25 14:00,170,539,522.9,,2022-04-25 14:00,170,569.6,559.1,,30.6
2022-04-25 15:00,171,543.7,529.2,,2022-04-25 15:00,171,554.4,539.6,,10.7
2022-04-25 16:00,172,484.1,488.4,,2022-04-25 16:00,172,483.7,493.7,,0.4
2022-04-25 17:00,173,253.5,217.5,,2022-04-25 17:00,173,248.4,226.6,,5.1
2022-04-25 18:00,174,77.7,181.4,,2022-04-25 18:00,174,68.21,154,,9.49
2022-04-25 19:00,175,-3.238,8.09,,2022-04-25 19:00,175,-1.201,10.21,,2.037
2022-04-25 20:00,176,-39.11,-35.63,,2022-04-25 20:00,176,-38.2,-34.35,,0.91
2022-04-25 21:00,177,-33.15,-37.38,,2022-04-25 21:00,177,-30.99,-35.8,,2.16
2022-04-25 22:00,178,-49.86,-50.85,,2022-04-25 22:00,178,-47.58,-48.66,,2.28
2022-04-25 23:00,179,-47.13,-46.38,,2022-04-25 23:00,179,-45.42,-43.62,,1.71
2022-04-26 0:00,180,-38.15,-46.75,,2022-04-26 0:00,180,-37.97,-45.66,,0.18
2022-04-26 1:00,181,-41.39,-40.65,,2022-04-26 1:00,181,-39.41,-39.29,,1.98
2022-04-26 2:00,182,-41.9,-43.65,,2022-04-26 2:00,182,-41.34,-43.02,,0.56
2022-04-26 3:00,183,-47.64,-46.52,,2022-04-26 3:00,183,-43.98,-43.14,,3.66
2022-04-26 4:00,184,-40.41,-41.66,,2022-04-26 4:00,184,-39.41,-40.37,,1
2022-04-26 5:00,185,-54.38,-54.13,,2022-04-26 5:00,185,-51.43,-52.15,,2.95
2022-04-26 6:00,186,-57.64,-57.76,,2022-04-26 6:00,186,-56.25,-56.01,,1.39
2022-04-26 7:00,187,-19.46,-22.95,,2022-04-26 7:00,187,-18.27,-21.87,,1.19
2022-04-26 8:00,188,4.99,-2.744,,2022-04-26 8:00,188,4.808,-2.404,,0.182
2022-04-26 9:00,189,53.64,39.67,,2022-04-26 9:00,189,55.28,40.5,,1.64
2022-04-26 10:00,190,96.8,85.6,,2022-04-26 10:00,190,99.2,86,,2.4
2022-04-26 11:00,191,181.1,161.4,,2022-04-26 11:00,191,194.4,170.9,,13.3
2022-04-26 12:00,192,170.1,167.3,,2022-04-26 12:00,192,174.7,171.6,,4.6
2022-04-26 13:00,193,96.2,136.6,,2022-04-26 13:00,193,96.8,135.3,,0.6
2022-04-26 14:00,194,196.4,199.4,,2022-04-26 14:00,194,200.6,204.3,,4.2
2022-04-26 15:00,195,238.3,198.7,,2022-04-26 15:00,195,234,196,,4.3
2022-04-26 16:00,196,66.29,116.6,,2022-04-26 16:00,196,66.07,119,,0.22
2022-04-26 17:00,197,67.8,43.12,,2022-04-26 17:00,197,69.91,45.16,,2.11
2022-04-26 18:00,198,92.7,96.5,,2022-04-26 18:00,198,86.2,93,,6.5
2022-04-26 19:00,199,3.739,78.28,,2022-04-26 19:00,199,5.045,68.71,,1.306
2022-04-26 20:00,200,-23.69,-8.6,,2022-04-26 20:00,200,-21.87,-8.29,,1.82
2022-04-26 21:00,201,-28.68,-31.17,,2022-04-26 21:00,201,-27.63,-29.92,,1.05
2022-04-26 22:00,202,-33.67,-32.05,,2022-04-26 22:00,202,-32.2,-30.88,,1.47
2022-04-26 23:00,203,-23.94,-28.43,,2022-04-26 23:00,203,-23.07,-27.64,,0.87
2022-04-27 0:00,204,-53.38,-38.04,,2022-04-27 0:00,204,-51.19,-41.21,,2.19
2022-04-27 1:00,205,-56.13,-52.14,,2022-04-27 1:00,205,-44.22,-46.38,,11.91
2022-04-27 2:00,206,-38.67,-45.41,,2022-04-27 2:00,206,-38.94,-42.79,,0.27
2022-04-27 3:00,207,-40.92,-50.77,,2022-04-27 3:00,207,-62.02,-55.89,,21.1
2022-04-27 4:00,208,-163.2,-138.1,,2022-04-27 4:00,208,-154.8,-145.3,,8.4
2022-04-27 5:00,209,-129,-120.7,,2022-04-27 5:00,209,-111.5,-106.7,,17.5
2022-04-27 6:00,210,-66.63,-74.49,,2022-04-27 6:00,210,-64.9,-69.95,,1.73
2022-04-27 7:00,211,-39.93,-48.17,,2022-04-27 7:00,211,-36.78,-46.75,,3.15
2022-04-27 8:00,212,-8.73,-19.34,,2022-04-27 8:00,212,-6.731,-17.79,,1.999
2022-04-27 9:00,213,-27.2,-30.32,,2022-04-27 9:00,213,-24.52,-28.85,,2.68
2022-04-27 10:00,214,-32.44,-19.46,,2022-04-27 10:00,214,-30.05,-16.95,,2.39
2022-04-27 11:00,215,482.5,453.6,,2022-04-27 11:00,215,516,486.6,,33.5
2022-04-27 12:00,216,552.2,536.7,,2022-04-27 12:00,216,592.2,583.2,,40
2022-04-27 13:00,217,509.4,585.9,,2022-04-27 13:00,217,542.2,628.5,,32.8
2022-04-27 14:00,218,420.1,281.6,,2022-04-27 14:00,218,440.4,299.1,,20.3
2022-04-27 15:00,219,223.2,427.3,,2022-04-27 15:00,219,222.2,437.3,,1
2022-04-27 16:00,220,594.5,406.9,,2022-04-27 16:00,220,593.4,405.8,,1.1
2022-04-27 17:00,221,420.7,466.7,,2022-04-27 17:00,221,402.6,445.7,,18.1
2022-04-27 18:00,222,289.4,201.3,,2022-04-27 18:00,222,262.8,186.6,,26.6
2022-04-27 19:00,223,4.485,1.744,,2022-04-27 19:00,223,6.487,3.844,,2.002
2022-04-27 20:00,224,-62.8,-20.19,,2022-04-27 20:00,224,-59.82,-32.43,,2.98
2022-04-27 21:00,225,-72.3,-65.94,,2022-04-27 21:00,225,-69.69,-63.08,,2.61
2022-04-27 22:00,226,-72.06,-72.31,,2022-04-27 22:00,226,-69.93,-70.05,,2.13
2022-04-27 23:00,227,-68.59,-70.96,,2022-04-27 23:00,227,-63.92,-67.77,,4.67
2022-04-28 0:00,228,-61.61,-65.35,,2022-04-28 0:00,228,-60.08,-62.24,,1.53
2022-04-28 1:00,229,-64.11,-65.86,,2022-04-28 1:00,229,-58.16,-60.32,,5.95
2022-04-28 2:00,230,-74.1,-76.1,,2022-04-28 2:00,230,-68.27,-72.71,,5.83
2022-04-28 3:00,231,-78.35,-74.98,,2022-04-28 3:00,231,-77.64,-73.55,,0.71
2022-04-28 4:00,232,-83.6,-80.4,,2022-04-28 4:00,232,-81.7,-77.76,,1.9
2022-04-28 5:00,233,-77.12,-77.74,,2022-04-28 5:00,233,-76.92,-76.08,,0.2
2022-04-28 6:00,234,-73.62,-73.87,,2022-04-28 6:00,234,-72.11,-71.63,,1.51
2022-04-28 7:00,235,-61.66,-65.15,,2022-04-28 7:00,235,-58.42,-62.62,,3.24
2022-04-28 8:00,236,-9.74,-28.46,,2022-04-28 8:00,236,-6.732,-26.09,,3.008
2022-04-28 9:00,237,-45.42,-41.81,,2022-04-28 9:00,237,-43.26,-40.02,,2.16
2022-04-28 10:00,238,-42.68,-41.93,,2022-04-28 10:00,238,-39.9,-38.82,,2.78
2022-04-28 11:00,239,447.6,408.2,,2022-04-28 11:00,239,490.1,443.8,,42.5
2022-04-28 12:00,240,498.1,466.2,,2022-04-28 12:00,240,540.1,505.5,,42
2022-04-28 13:00,241,533,539,,2022-04-28 13:00,241,562.7,567,,29.7
2022-04-28 14:00,242,623.9,570.1,,2022-04-28 14:00,242,645.6,601.5,,21.7
2022-04-28 15:00,243,522.6,532.1,,2022-04-28 15:00,243,520.9,548.3,,1.7
2022-04-28 16:00,244,3.238,185.9,,2022-04-28 16:00,244,3.363,166.6,,0.125
2022-04-28 17:00,245,280.5,355,,2022-04-28 17:00,245,266.2,341.9,,14.3
2022-04-28 18:00,246,212.7,240.3,,2022-04-28 18:00,246,176.5,209.2,,36.2
2022-04-28 19:00,247,103.1,31.27,,2022-04-28 19:00,247,49.25,3.246,,53.85
2022-04-28 20:00,248,-67.53,-18.44,,2022-04-28 20:00,248,-65.35,-34.24,,2.18
2022-04-28 21:00,249,-84.5,-81.5,,2022-04-28 21:00,249,-80.7,-78.57,,3.8
2022-04-28 22:00,250,-84,-84.2,,2022-04-28 22:00,250,-80.5,-80.4,,3.5
2022-04-28 23:00,251,-79.07,-79.19,,2022-04-28 23:00,251,-76.44,-76.07,,2.63
2022-04-29 0:00,252,-75.6,-75.22,,2022-04-29 0:00,252,-70.91,-71.15,,4.69
2022-04-29 1:00,253,-73.86,-73.48,,2022-04-29 1:00,253,-70.91,-69.71,,2.95
2022-04-29 2:00,254,-72.13,-71.25,,2022-04-29 2:00,254,-70.91,-69.95,,1.22
2022-04-29 3:00,255,-71.88,-71.5,,2022-04-29 3:00,255,-68.98,-68.98,,2.9
2022-04-29 4:00,256,-69.39,-70.76,,2022-04-29 4:00,256,-68.03,-68.51,,1.36
2022-04-29 5:00,257,-70.9,-71.02,,2022-04-29 5:00,257,-69.97,-70.21,,0.93
2022-04-29 6:00,258,-69.9,-71.65,,2022-04-29 6:00,258,-68.05,-69.37,,1.85
2022-04-29 7:00,259,-58.91,-62.53,,2022-04-29 7:00,259,-56.02,-59.63,,2.89
2022-04-29 8:00,260,-47.93,-50.8,,2022-04-29 8:00,260,-45.92,-47.61,,2.01
2022-04-29 9:00,261,-38.19,-40.44,,2022-04-29 9:00,261,-34.14,-36.67,,4.05
2022-04-29 10:00,262,-31.21,-28.83,,2022-04-29 10:00,262,-28.61,-25.48,,2.6
2022-04-29 11:00,263,457.1,434.6,,2022-04-29 11:00,263,489.1,460.2,,32
2022-04-29 12:00,264,133.3,359.5,,2022-04-29 12:00,264,132.1,371.7,,1.2
2022-04-29 13:00,265,593,288.4,,2022-04-29 13:00,265,625.1,302.7,,32.1
2022-04-29 14:00,266,604.3,503.2,,2022-04-29 14:00,266,634.6,541.8,,30.3
2022-04-29 15:00,267,456.8,530.3,,2022-04-29 15:00,267,466,560.4,,9.2
2022-04-29 16:00,268,440.3,441.8,,2022-04-29 16:00,268,437.4,438.9,,2.9
2022-04-29 17:00,269,395.5,355.2,,2022-04-29 17:00,269,385.7,351.4,,9.8
2022-04-29 18:00,270,181.8,271.7,,2022-04-29 18:00,270,170.1,249.7,,11.7
2022-04-29 19:00,271,91.4,91.9,,2022-04-29 19:00,271,69.65,76.5,,21.75
2022-04-29 20:00,272,-61.04,6.846,,2022-04-29 20:00,272,-58.61,-0.604,,2.43
2022-04-29 21:00,273,-81.7,-76.63,,2022-04-29 21:00,273,-78.8,-74.48,,2.9
2022-04-29 22:00,274,-79.29,-81.2,,2022-04-29 22:00,274,-76.18,-77.86,,3.11
2022-04-29 23:00,275,-75.32,-76.56,,2022-04-29 23:00,275,-73.78,-74.98,,1.54
