TOA5,CR1000_newrad,63335,CPU:program_2022_newer_sensor.CR1,Table1,,,,,,
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg,,,,,,,
TS,RN,W/meter^2,W/meter^2,,,,,,,
,,Smp,Avg,,,,,,,
2022-07-27 8:00,2396,-38.13,-40.25,,,,,,,38.13
2022-07-27 9:00,2397,-32.89,-34.76,,,,,,,32.89
2022-07-27 10:00,2398,-27.91,-26.42,,,,,,,27.91
2022-07-27 11:00,2399,466.1,472.5,,,,,,,466.1
2022-07-27 12:00,2400,542.7,549.7,,,,,,,542.7
2022-07-27 13:00,2401,666.4,678.6,,,,,,,666.4
2022-07-27 14:00,2402,714.1,703.4,,,,,,,714.1
2022-07-27 15:00,2403,543.1,534.2,,,,,,,543.1
2022-07-27 16:00,2404,424.6,238.3,,,,,,,424.6
2022-07-27 17:00,2405,305.2,335.8,,,,,,,305.2
2022-07-27 18:00,2406,273.9,266.4,,,,,,,273.9
2022-07-27 19:00,2407,173,174.5,,,,,,,173
2022-07-27 20:00,2408,23.37,45.49,,,,,,,23.37
2022-07-27 21:00,2409,-69.89,-45.76,,,,,,,69.89
2022-07-27 22:00,2410,-72.41,-73.15,,,,,,,72.41
2022-07-27 23:00,2411,-69.2,-67.2,,,,,,,69.2
2022-07-28 0:00,2412,-66.23,-66.6,,,,,,,66.23
2022-07-28 1:00,2413,-65.49,-65.24,,,,,,,65.49
2022-07-28 2:00,2414,-64.01,-64.25,,,,,,,64.01
2022-07-28 3:00,2415,-63.26,-63.39,,,,,,,63.26
2022-07-28 4:00,2416,-62.28,-62.15,,,,,,,62.28
2022-07-28 5:00,2417,-62.03,-61.91,,,,,,,62.03
2022-07-28 6:00,2418,-61.04,-60.67,,,,,,,61.04
2022-07-28 7:00,2419,-52.08,-53.94,,,,,,,52.08
2022-07-28 8:00,2420,-43.85,-45.35,,,,,,,43.85
2022-07-28 9:00,2421,-37.38,-38.87,,,,,,,37.38
2022-07-28 10:00,2422,-36.38,-32.14,,,,,,,36.38
2022-07-28 11:00,2423,470.5,466.7,,,,,,,470.5
2022-07-28 12:00,2424,542.3,538.1,,,,,,,542.3
2022-07-28 13:00,2425,607.1,587.5,,,,,,,607.1
2022-07-28 14:00,2426,681.5,649.1,,,,,,,681.5
2022-07-28 15:00,2427,604.4,637.9,,,,,,,604.4
2022-07-28 16:00,2428,150.1,259.3,,,,,,,150.1
2022-07-28 17:00,2429,369.8,441.6,,,,,,,369.8
2022-07-28 18:00,2430,320.1,319.1,,,,,,,320.1
2022-07-28 19:00,2431,193.6,199.7,,,,,,,193.6
2022-07-28 20:00,2432,33.81,78.8,,,,,,,33.81
2022-07-28 21:00,2433,-69.38,-48.61,,,,,,,69.38
2022-07-28 22:00,2434,-82.8,-77.36,,,,,,,82.8
2022-07-28 23:00,2435,-76.65,-77.76,,,,,,,76.65
2022-07-29 0:00,2436,-76.42,-76.67,,,,,,,76.42
2022-07-29 1:00,2437,-74.45,-74.81,,,,,,,74.45
2022-07-29 2:00,2438,-71.47,-71.71,,,,,,,71.47
2022-07-29 3:00,2439,-71.73,-71.48,,,,,,,71.73
2022-07-29 4:00,2440,-70.73,-72.73,,,,,,,70.73
2022-07-29 5:00,2441,-70,-70.37,,,,,,,70
2022-07-29 6:00,2442,-68.76,-70.88,,,,,,,68.76
2022-07-29 7:00,2443,-60.04,-61.66,,,,,,,60.04
2022-07-29 8:00,2444,-47.84,-49.7,,,,,,,47.84
2022-07-29 9:00,2445,-32.14,-37.12,,,,,,,32.14
2022-07-29 10:00,2446,-35.63,-33.13,,,,,,,35.63
2022-07-29 11:00,2447,429.9,409.6,,,,,,,429.9
2022-07-29 12:00,2448,509.5,495.3,,,,,,,509.5
2022-07-29 13:00,2449,513.6,496.5,,,,,,,513.6
2022-07-29 14:00,2450,612.4,587.4,,,,,,,612.4
2022-07-29 15:00,2451,574.5,584,,,,,,,574.5
2022-07-29 16:00,2452,56.17,41.88,,,,,,,56.17
2022-07-29 17:00,2453,192.4,129.9,,,,,,,192.4
2022-07-29 18:00,2454,3.232,82.8,,,,,,,3.232
2022-07-29 19:00,2455,-46.02,-34.82,,,,,,,46.02
2022-07-29 20:00,2456,-226.3,-148.2,,,,,,,226.3
2022-07-29 21:00,2457,-46.06,-38.96,,,,,,,46.06
2022-07-29 22:00,2458,-73.97,-63.26,,,,,,,73.97
2022-07-29 23:00,2459,-62.02,-58.91,,,,,,,62.02
2022-07-30 0:00,2460,-64.28,-66.64,,,,,,,64.28
2022-07-30 1:00,2461,-65.77,-67.52,,,,,,,65.77
2022-07-30 2:00,2462,-64.78,-65.03,,,,,,,64.78
2022-07-30 3:00,2463,-62.8,-63.79,,,,,,,62.8
2022-07-30 4:00,2464,-61.8,-54.82,,,,,,,61.8
2022-07-30 5:00,2465,-64.79,-64.79,,,,,,,64.79
2022-07-30 6:00,2466,-56.82,-61.8,,,,,,,56.82
2022-07-30 7:00,2467,-18.94,-36.63,,,,,,,18.94
2022-07-30 8:00,2468,1.495,-8.35,,,,,,,1.495
2022-07-30 9:00,2469,-36.13,-2.866,,,,,,,36.13
2022-07-30 10:00,2470,-41.61,-39.99,,,,,,,41.61
2022-07-30 11:00,2471,476.3,333.8,,,,,,,476.3
2022-07-30 12:00,2472,561.1,535.2,,,,,,,561.1
2022-07-30 13:00,2473,112.5,111.9,,,,,,,112.5
2022-07-30 14:00,2474,94.5,153.9,,,,,,,94.5
2022-07-30 15:00,2475,220.7,68.08,,,,,,,220.7
2022-07-30 16:00,2476,550,498.5,,,,,,,550
2022-07-30 17:00,2477,378.3,417.7,,,,,,,378.3
2022-07-30 18:00,2478,293.5,281,,,,,,,293.5
2022-07-30 19:00,2479,11.44,-0.994,,,,,,,11.44
2022-07-30 20:00,2480,1.244,3.359,,,,,,,1.244
2022-07-30 21:00,2481,-50.28,-24.52,,,,,,,50.28
2022-07-30 22:00,2482,-69.22,-65.97,,,,,,,69.22
2022-07-30 23:00,2483,-65.75,-66.36,,,,,,,65.75
2022-07-31 0:00,2484,-66,-65.38,,,,,,,66
2022-07-31 1:00,2485,-64.03,-64.27,,,,,,,64.03
2022-07-31 2:00,2486,-63.78,-63.53,,,,,,,63.78
2022-07-31 3:00,2487,-62.04,-62.17,,,,,,,62.04
2022-07-31 4:00,2488,-60.8,-61.05,,,,,,,60.8
2022-07-31 5:00,2489,-61.05,-60.68,,,,,,,61.05
2022-07-31 6:00,2490,-55.32,-58.06,,,,,,,55.32
2022-07-31 7:00,2491,-46.35,-48.84,,,,,,,46.35
2022-07-31 8:00,2492,-32.89,-31.4,,,,,,,32.89
2022-07-31 9:00,2493,-33.89,-33.52,,,,,,,33.89
2022-07-31 10:00,2494,-25.17,-23.8,,,,,,,25.17
2022-07-31 11:00,2495,428.2,263.2,,,,,,,428.2
2022-07-31 12:00,2496,531.5,499.1,,,,,,,531.5
2022-07-31 13:00,2497,566.4,628.7,,,,,,,566.4
2022-07-31 14:00,2498,709.1,683.5,,,,,,,709.1
2022-07-31 15:00,2499,539.9,534.2,,,,,,,539.9
2022-07-31 16:00,2500,527.2,315.7,,,,,,,527.2
2022-07-31 17:00,2501,355.4,420.7,,,,,,,355.4
2022-07-31 18:00,2502,205.8,228.4,,,,,,,205.8
2022-07-31 19:00,2503,134.2,142.9,,,,,,,134.2
2022-07-31 20:00,2504,10.69,-13.3,,,,,,,10.69
2022-07-31 21:00,2505,-65.42,-49.38,,,,,,,65.42
2022-07-31 22:00,2506,-75.9,-76.39,,,,,,,75.9
2022-07-31 23:00,2507,-55.01,-63.72,,,,,,,55.01
2022-08-01 0:00,2508,-62.98,-53.52,,,,,,,62.98
2022-08-01 1:00,2509,-61.5,-63.24,,,,,,,61.5
2022-08-01 2:00,2510,-48.57,-57.15,,,,,,,48.57
2022-08-01 3:00,2511,-37.61,-49.56,,,,,,,37.61
2022-08-01 4:00,2512,-41.1,-39.23,,,,,,,41.1
2022-08-01 5:00,2513,-31.88,-37.24,,,,,,,31.88
2022-08-01 6:00,2514,-38.86,-27.15,,,,,,,38.86
2022-08-01 7:00,2515,-50.32,-54.31,,,,,,,50.32
2022-08-01 8:00,2516,-33.88,-39.86,,,,,,,33.88
2022-08-01 9:00,2517,-12.46,-19.43,,,,,,,12.46
2022-08-01 10:00,2518,-24.91,-3.736,,,,,,,24.91
2022-08-01 11:00,2519,410.7,213.3,,,,,,,410.7
2022-08-01 12:00,2520,498.1,474.9,,,,,,,498.1
2022-08-01 13:00,2521,560.5,541.5,,,,,,,560.5
2022-08-01 14:00,2522,611.5,590,,,,,,,611.5
2022-08-01 15:00,2523,606.6,587.9,,,,,,,606.6
2022-08-01 16:00,2524,453.4,474.7,,,,,,,453.4
2022-08-01 17:00,2525,377.3,407.4,,,,,,,377.3
2022-08-01 18:00,2526,45.24,181.5,,,,,,,45.24
2022-08-01 19:00,2527,124.8,189.8,,,,,,,124.8
2022-08-01 20:00,2528,11.94,41.28,,,,,,,11.94
2022-08-01 21:00,2529,-92.8,-73.88,,,,,,,92.8
2022-08-01 22:00,2530,-85.8,-88.1,,,,,,,85.8
2022-08-01 23:00,2531,-58.49,-64.21,,,,,,,58.49
2022-08-02 0:00,2532,-135.9,-95.7,,,,,,,135.9
2022-08-02 1:00,2533,-49.55,-61.88,,,,,,,49.55
2022-08-02 2:00,2534,-62.01,-55.16,,,,,,,62.01
2022-08-02 3:00,2535,-68.74,-59.28,,,,,,,68.74
2022-08-02 4:00,2536,-54.31,-61.65,,,,,,,54.31
2022-08-02 5:00,2537,-43.1,-80.8,,,,,,,43.1
2022-08-02 6:00,2538,-74.74,-74.86,,,,,,,74.74
2022-08-02 7:00,2539,-63.54,-65.9,,,,,,,63.54
2022-08-02 8:00,2540,-36.88,-45.73,,,,,,,36.88
2022-08-02 9:00,2541,-27.66,-21.93,,,,,,,27.66
2022-08-02 10:00,2542,40.61,29.4,,,,,,,40.61
2022-08-02 11:00,2543,334.5,176.2,,,,,,,334.5
2022-08-02 12:00,2544,56.76,29.25,,,,,,,56.76
2022-08-02 13:00,2545,669,397.8,,,,,,,669
2022-08-02 14:00,2546,84.6,323.5,,,,,,,84.6
2022-08-02 15:00,2547,10.95,62.34,,,,,,,10.95
2022-08-02 16:00,2548,19.91,49.27,,,,,,,19.91
2022-08-02 17:00,2549,60.21,232.4,,,,,,,60.21
2022-08-02 18:00,2550,183.1,119.7,,,,,,,183.1
2022-08-02 19:00,2551,108.7,184.4,,,,,,,108.7
2022-08-02 20:00,2552,26.62,73.77,,,,,,,26.62
2022-08-02 21:00,2553,-80.4,-56.5,,,,,,,80.4
2022-08-02 22:00,2554,-77.92,-79.29,,,,,,,77.92
2022-08-02 23:00,2555,-76.95,-77.94,,,,,,,76.95
2022-08-03 0:00,2556,-77.21,-76.21,,,,,,,77.21
2022-08-03 1:00,2557,-71.5,-69.13,,,,,,,71.5
2022-08-03 2:00,2558,-58.3,-62.41,,,,,,,58.3
2022-08-03 3:00,2559,-54.07,-57.81,,,,,,,54.07
2022-08-03 4:00,2560,-44.1,-44.48,,,,,,,44.1
2022-08-03 5:00,2561,-49.09,-47.35,,,,,,,49.09
2022-08-03 6:00,2562,-57.57,-59.56,,,,,,,57.57
2022-08-03 7:00,2563,-60.56,-57.81,,,,,,,60.56
2022-08-03 8:00,2564,-50.09,-50.71,,,,,,,50.09
2022-08-03 9:00,2565,-23.18,-33.64,,,,,,,23.18
2022-08-03 10:00,2566,82,46.6,,,,,,,82
2022-08-03 11:00,2567,251.1,133.3,,,,,,,251.1
2022-08-03 12:00,2568,475,413.2,,,,,,,475
2022-08-03 13:00,2569,33.84,111.6,,,,,,,33.84
2022-08-03 14:00,2570,29.12,26.26,,,,,,,29.12
2022-08-03 15:00,2571,99.1,79.28,,,,,,,99.1
2022-08-03 16:00,2572,212,165.1,,,,,,,212
2022-08-03 17:00,2573,499.6,354.3,,,,,,,499.6
2022-08-03 18:00,2574,320.9,354.5,,,,,,,320.9
2022-08-03 19:00,2575,23.88,39.06,,,,,,,23.88
2022-08-03 20:00,2576,-20.16,24.63,,,,,,,20.16
2022-08-03 21:00,2577,-66.95,-58.49,,,,,,,66.95
2022-08-03 22:00,2578,-68.96,-70.7,,,,,,,68.96
2022-08-03 23:00,2579,-72.46,-71.46,,,,,,,72.46
2022-08-04 0:00,2580,-69.49,-71.47,,,,,,,69.49
2022-08-04 1:00,2581,-74.72,-75.47,,,,,,,74.72
2022-08-04 2:00,2582,-74.49,-74.49,,,,,,,74.49
2022-08-04 3:00,2583,-76.24,-74,,,,,,,76.24
2022-08-04 4:00,2584,-72.77,-73.01,,,,,,,72.77
2022-08-04 5:00,2585,-70.52,-70.4,,,,,,,70.52
2022-08-04 6:00,2586,-65.29,-66.16,,,,,,,65.29
2022-08-04 7:00,2587,-52.58,-57.32,,,,,,,52.58
2022-08-04 8:00,2588,9.72,-13.21,,,,,,,9.72
2022-08-04 9:00,2589,47.83,46.72,,,,,,,47.83
2022-08-04 10:00,2590,47.58,71.25,,,,,,,47.58
2022-08-04 11:00,2591,199.3,148.6,,,,,,,199.3
2022-08-04 12:00,2592,474.5,361.8,,,,,,,474.5
2022-08-04 13:00,2593,68.45,73.17,,,,,,,68.45
2022-08-04 14:00,2594,-14.69,266.9,,,,,,,14.69
2022-08-04 15:00,2595,-23.16,77.92,,,,,,,23.16
2022-08-04 16:00,2596,115.5,71.96,,,,,,,115.5
2022-08-04 17:00,2597,77.68,73.7,,,,,,,77.68
2022-08-04 18:00,2598,49.05,93.2,,,,,,,49.05
2022-08-04 19:00,2599,17.18,21.04,,,,,,,17.18
2022-08-04 20:00,2600,-83.2,-131,,,,,,,83.2
2022-08-04 21:00,2601,-94.2,-94.6,,,,,,,94.2
2022-08-04 22:00,2602,-90.5,-91.8,,,,,,,90.5
2022-08-04 23:00,2603,-70.03,-79.99,,,,,,,70.03
2022-08-05 0:00,2604,-79.99,-77.5,,,,,,,79.99
2022-08-05 1:00,2605,-71.53,-71.91,,,,,,,71.53
2022-08-05 2:00,2606,-74.54,-73.29,,,,,,,74.54
2022-08-05 3:00,2607,-68.06,-69.8,,,,,,,68.06
2022-08-05 4:00,2608,-69.56,-69.56,,,,,,,69.56
2022-08-05 5:00,2609,-70.07,-69.57,,,,,,,70.07
2022-08-05 6:00,2610,-40.64,-52.86,,,,,,,40.64
2022-08-05 7:00,2611,-11.72,-28.92,,,,,,,11.72
2022-08-05 8:00,2612,-19.45,-35.91,,,,,,,19.45
2022-08-05 9:00,2613,-40.89,-40.02,,,,,,,40.89
2022-08-05 10:00,2614,-41.63,-43.26,,,,,,,41.63
2022-08-05 11:00,2615,84,27.54,,,,,,,84
2022-08-05 12:00,2616,473.8,346.3,,,,,,,473.8
2022-08-05 13:00,2617,580.5,357.7,,,,,,,580.5
2022-08-05 14:00,2618,649.4,367.6,,,,,,,649.4
2022-08-05 15:00,2619,315.4,357.9,,,,,,,315.4
2022-08-05 16:00,2620,362.9,253.9,,,,,,,362.9
2022-08-05 17:00,2621,266.3,140.7,,,,,,,266.3
2022-08-05 18:00,2622,76.65,77.52,,,,,,,76.65
2022-08-05 19:00,2623,-74.94,-41.82,,,,,,,74.94
2022-08-05 20:00,2624,-49.81,8.71,,,,,,,49.81
2022-08-05 21:00,2625,-31.13,-43.21,,,,,,,31.13
2022-08-05 22:00,2626,-37.12,-34.62,,,,,,,37.12
2022-08-05 23:00,2627,-31.14,-31.27,,,,,,,31.14
2022-08-06 0:00,2628,-69.77,-59.31,,,,,,,69.77
2022-08-06 1:00,2629,-68.03,-68.78,,,,,,,68.03
2022-08-06 2:00,2630,-67.56,-68.05,,,,,,,67.56
2022-08-06 3:00,2631,-67.06,-67.56,,,,,,,67.06
2022-08-06 4:00,2632,-66.58,-66.2,,,,,,,66.58
2022-08-06 5:00,2633,-65.08,-64.83,,,,,,,65.08
2022-08-06 6:00,2634,-63.83,-64.58,,,,,,,63.83
2022-08-06 7:00,2635,-54.86,-57.85,,,,,,,54.86
2022-08-06 8:00,2636,-47.63,-49.62,,,,,,,47.63
2022-08-06 9:00,2637,-43.39,-44.01,,,,,,,43.39
2022-08-06 10:00,2638,-41.89,-41.14,,,,,,,41.89
2022-08-06 11:00,2639,219.6,101.8,,,,,,,219.6
2022-08-06 12:00,2640,512.6,374.3,,,,,,,512.6
2022-08-06 13:00,2641,573.4,564.6,,,,,,,573.4
2022-08-06 14:00,2642,505.5,572.7,,,,,,,505.5
2022-08-06 15:00,2643,493.3,561.2,,,,,,,493.3
2022-08-06 16:00,2644,484.9,499.8,,,,,,,484.9
2022-08-06 17:00,2645,358.1,392,,,,,,,358.1
2022-08-06 18:00,2646,237,332.3,,,,,,,237
2022-08-06 19:00,2647,86,134,,,,,,,86
2022-08-06 20:00,2648,-1.99,27.23,,,,,,,1.99
2022-08-06 21:00,2649,-86.8,-80.2,,,,,,,86.8
2022-08-06 22:00,2650,-78.91,-81.9,,,,,,,78.91
2022-08-06 23:00,2651,-81.7,-79.55,,,,,,,81.7
2022-08-07 0:00,2652,-76.45,-74.21,,,,,,,76.45
2022-08-07 1:00,2653,-73.47,-73.72,,,,,,,73.47
2022-08-07 2:00,2654,-68.25,-69.12,,,,,,,68.25
2022-08-07 3:00,2655,-67.02,-62.41,,,,,,,67.02
2022-08-07 4:00,2656,-66.53,-67.27,,,,,,,66.53
2022-08-07 5:00,2657,-62.3,-63.42,,,,,,,62.3
2022-08-07 6:00,2658,-62.8,-62.92,,,,,,,62.8
2022-08-07 7:00,2659,-52.08,-55.95,,,,,,,52.08
2022-08-07 8:00,2660,-47.1,-46.35,,,,,,,47.1
2022-08-07 9:00,2661,-40.12,-41.37,,,,,,,40.12
2022-08-07 10:00,2662,-48.34,-44.48,,,,,,,48.34
2022-08-07 11:00,2663,367.7,188.5,,,,,,,367.7
2022-08-07 12:00,2664,547.3,434.3,,,,,,,547.3
2022-08-07 13:00,2665,531.6,533.1,,,,,,,531.6
2022-08-07 14:00,2666,553.5,573.7,,,,,,,553.5
2022-08-07 15:00,2667,555.5,546.9,,,,,,,555.5
2022-08-07 16:00,2668,459.9,442.3,,,,,,,459.9
2022-08-07 17:00,2669,407.2,379.7,,,,,,,407.2
2022-08-07 18:00,2670,231.2,265.7,,,,,,,231.2
2022-08-07 19:00,2671,107.9,137,,,,,,,107.9
2022-08-07 20:00,2672,8.7,36.05,,,,,,,8.7
2022-08-07 21:00,2673,-83.8,-81.3,,,,,,,83.8
2022-08-07 22:00,2674,-86.6,-91.2,,,,,,,86.6
2022-08-07 23:00,2675,-82.9,-84.4,,,,,,,82.9
2022-08-08 0:00,2676,-87.9,-85.9,,,,,,,87.9
2022-08-08 1:00,2677,-78.17,-78.92,,,,,,,78.17
2022-08-08 2:00,2678,-91.4,-85,,,,,,,91.4
2022-08-08 3:00,2679,-80.4,-77.06,,,,,,,80.4
2022-08-08 4:00,2680,-74.21,-74.46,,,,,,,74.21
2022-08-08 5:00,2681,-76.21,-74.84,,,,,,,76.21
2022-08-08 6:00,2682,-69.75,-71.11,,,,,,,69.75
2022-08-08 7:00,2683,-58.8,-61.29,,,,,,,58.8
2022-08-08 8:00,2684,-59.04,-56.3,,,,,,,
2022-08-08 9:00,2685,-45.09,-41.6,,,,,,,
2022-08-08 10:00,2686,-47.57,-46.2,,2022-08-08 10:00,0,-46.84,-46.36,,0.73
2022-08-08 11:00,2687,344.6,252.9,,2022-08-08 11:00,1,475.3,351.9,,130.7
2022-08-08 12:00,2688,514.5,431,,2022-08-08 12:00,2,563.1,540.3,,48.6
2022-08-08 13:00,2689,570.2,534.3,,2022-08-08 13:00,3,597.3,564.6,,27.1
2022-08-08 14:00,2690,552.5,557.7,,2022-08-08 14:00,4,581.1,587.4,,28.6
2022-08-08 15:00,2691,535.4,547.1,,2022-08-08 15:00,5,545.2,545.7,,9.8
2022-08-08 16:00,2692,301.8,396.5,,2022-08-08 16:00,6,320.3,402,,18.5
2022-08-08 17:00,2693,234.4,302.5,,2022-08-08 17:00,7,239.6,305.9,,5.2
2022-08-08 18:00,2694,205.6,190,,2022-08-08 18:00,8,184.7,184.9,,20.9
2022-08-08 19:00,2695,87.3,107.4,,2022-08-08 19:00,9,59.8,79.97,,27.5
2022-08-08 20:00,2696,-7.71,6.961,,2022-08-08 20:00,10,-30.02,-15.85,,22.31
2022-08-08 21:00,2697,-76.13,-74.38,,2022-08-08 21:00,11,-71.81,-69.77,,4.32
2022-08-08 22:00,2698,-84.4,-80.4,,2022-08-08 22:00,12,-80.7,-76.62,,3.7
2022-08-08 23:00,2699,-78.17,-79.91,,2022-08-08 23:00,13,-74.22,-76.38,,3.95
2022-08-09 0:00,2700,-77.19,-76.69,,2022-08-09 0:00,14,-73.26,-73.38,,3.93
2022-08-09 1:00,2701,-74.22,-74.71,,2022-08-09 1:00,15,-70.86,-70.86,,3.36
2022-08-09 2:00,2702,-70.25,-71.74,,2022-08-09 2:00,16,-66.08,-68.23,,4.17
2022-08-09 3:00,2703,-70.76,-71.25,,2022-08-09 3:00,17,-67.03,-67.51,,3.73
2022-08-09 4:00,2704,-67.28,-68.27,,2022-08-09 4:00,18,-63.19,-64.39,,4.09
2022-08-09 5:00,2705,-70.27,-70.03,,2022-08-09 5:00,19,-66.55,-66.55,,3.72
2022-08-09 6:00,2706,-68.28,-68.78,,2022-08-09 6:00,20,-64.87,-65.47,,3.41
2022-08-09 7:00,2707,-58.32,-61.06,,2022-08-09 7:00,21,-55.26,-58.02,,3.06
2022-08-09 8:00,2708,-47.36,-50.1,,2022-08-09 8:00,22,-43.73,-46.37,,3.63
2022-08-09 9:00,2709,-38.63,-40.5,,2022-08-09 9:00,23,-35.56,-37.36,,3.07
2022-08-09 10:00,2710,-32.4,-34.52,,2022-08-09 10:00,24,-30.03,-32.08,,2.37
2022-08-09 11:00,2711,315.9,323.8,,2022-08-09 11:00,25,461.7,414.1,,145.8
2022-08-09 12:00,2712,489,383.2,,2022-08-09 12:00,26,525.4,519.1,,36.4
2022-08-09 13:00,2713,515.8,523.1,,2022-08-09 13:00,27,517.8,539.2,,2
2022-08-09 14:00,2714,483.7,535,,2022-08-09 14:00,28,511.9,571.7,,28.2
2022-08-09 15:00,2715,450.4,450.9,,2022-08-09 15:00,29,459.3,473.5,,8.9
2022-08-09 16:00,2716,234.2,329.7,,2022-08-09 16:00,30,227.1,329.9,,7.1
2022-08-09 17:00,2717,116.6,108.1,,2022-08-09 17:00,31,124.9,116,,8.3
2022-08-09 18:00,2718,66.14,84.9,,2022-08-09 18:00,32,65.8,85.5,,0.34
2022-08-09 19:00,2719,3.73,2.86,,2022-08-09 19:00,33,4.322,3.722,,0.592
2022-08-09 20:00,2720,-39.56,-29.35,,2022-08-09 20:00,34,-37.71,-27.38,,1.85
2022-08-09 21:00,2721,-45.29,-42.68,,2022-08-09 21:00,35,-42.99,-40.47,,2.3
2022-08-09 22:00,2722,-45.55,-45.92,,2022-08-09 22:00,36,-43.95,-44.07,,1.6
2022-08-09 23:00,2723,-83.4,-66.71,,2022-08-09 23:00,37,-86,-67.25,,2.6
2022-08-10 0:00,2724,-49.05,-43.07,,2022-08-10 0:00,38,-46.6,-42.27,,2.45
2022-08-10 1:00,2725,-54.78,-59.14,,2022-08-10 1:00,39,-51.88,-56.44,,2.9
2022-08-10 2:00,2726,-58.53,-57.78,,2022-08-10 2:00,40,-55.73,-55.25,,2.8
2022-08-10 3:00,2727,-54.05,-54.67,,2022-08-10 3:00,41,-51.88,-52.36,,2.17
2022-08-10 4:00,2728,-56.04,-52.55,,2022-08-10 4:00,42,-53.8,-49.96,,2.24
2022-08-10 5:00,2729,-63.02,-54.43,,2022-08-10 5:00,43,-60.78,-52.49,,2.24
2022-08-10 6:00,2730,-28.15,-42.1,,2022-08-10 6:00,44,-26.67,-40.24,,1.48
2022-08-10 7:00,2731,-26.91,-26.91,,2022-08-10 7:00,45,-24.99,-24.99,,1.92
2022-08-10 8:00,2732,-5.481,-11.21,,2022-08-10 8:00,46,-4.324,-9.97,,1.157
2022-08-10 9:00,2733,54.56,36.25,,2022-08-10 9:00,47,57.41,38.55,,2.85
2022-08-10 10:00,2734,8.97,42.35,,2022-08-10 10:00,48,19.94,49.96,,10.97
2022-08-10 11:00,2735,205.7,254.6,,2022-08-10 11:00,49,273.3,295.3,,67.6
2022-08-10 12:00,2736,241.9,195.2,,2022-08-10 12:00,50,270.9,217.7,,29
2022-08-10 13:00,2737,579.2,582.2,,2022-08-10 13:00,51,630.6,632.6,,51.4
2022-08-10 14:00,2738,285.4,292.9,,2022-08-10 14:00,52,294.2,303.9,,8.8
2022-08-10 15:00,2739,179.1,184.5,,2022-08-10 15:00,53,182.3,188.4,,3.2
2022-08-10 16:00,2740,-80.3,21.01,,2022-08-10 16:00,54,-80.2,22.57,,0.1
2022-08-10 17:00,2741,117.9,130,,2022-08-10 17:00,55,122.2,132.4,,4.3
2022-08-10 18:00,2742,38.56,66.3,,2022-08-10 18:00,56,38.18,66.16,,0.38
2022-08-10 19:00,2743,14.43,22.27,,2022-08-10 19:00,57,14.65,22.69,,0.22
2022-08-10 20:00,2744,-16.67,-14.31,,2022-08-10 20:00,58,-16.09,-13.45,,0.58
2022-08-10 21:00,2745,-36.59,-31.61,,2022-08-10 21:00,59,-35.3,-30.5,,1.29
2022-08-10 22:00,2746,-37.09,-34.35,,2022-08-10 22:00,60,-35.79,-32.9,,1.3
2022-08-10 23:00,2747,-70.95,-56.01,,2022-08-10 23:00,61,-68.93,-53.8,,2.02
2022-08-11 0:00,2748,-57.52,-58.51,,2022-08-11 0:00,62,-55.48,-56.92,,2.04
2022-08-11 1:00,2749,-66.99,-67.48,,2022-08-11 1:00,63,-66.77,-64.97,,0.22
2022-08-11 2:00,2750,-60.01,-59.27,,2022-08-11 2:00,64,-59.09,-56.81,,0.92
2022-08-11 3:00,2751,-61.02,-59.02,,2022-08-11 3:00,65,-60.05,-57.41,,0.97
2022-08-11 4:00,2752,-50.06,-57.53,,2022-08-11 4:00,66,-48.04,-56.33,,2.02
2022-08-11 5:00,2753,-58.03,-59.03,,2022-08-11 5:00,67,-56.45,-58.37,,1.58
2022-08-11 6:00,2754,-61.52,-60.27,,2022-08-11 6:00,68,-57.17,-57.65,,4.35
2022-08-11 7:00,2755,-45.58,-49.81,,2022-08-11 7:00,69,-45.16,-49.36,,0.42
2022-08-11 8:00,2756,-17.19,-19.68,,2022-08-11 8:00,70,-12.01,-16.21,,5.18
2022-08-11 9:00,2757,-3.238,-3.736,,2022-08-11 9:00,71,-3.603,-3.963,,0.365
2022-08-11 10:00,2758,5.728,6.351,,2022-08-11 10:00,72,11.05,10.81,,5.322
2022-08-11 11:00,2759,308.3,209.8,,2022-08-11 11:00,73,390.3,254.8,,82
2022-08-11 12:00,2760,568.9,451.4,,2022-08-11 12:00,74,606.2,566.5,,37.3
2022-08-11 13:00,2761,537.3,533.6,,2022-08-11 13:00,75,566,564.2,,28.7
2022-08-11 14:00,2762,607.7,610.4,,2022-08-11 14:00,76,615.5,629.3,,7.8
2022-08-11 15:00,2763,605.8,361,,2022-08-11 15:00,77,618.3,381.3,,12.5
2022-08-11 16:00,2764,48.22,27.34,,2022-08-11 16:00,78,48.98,34.7,,0.76
2022-08-11 17:00,2765,344,359.2,,2022-08-11 17:00,79,339.5,347.8,,4.5
2022-08-11 18:00,2766,209.8,236.1,,2022-08-11 18:00,80,191.1,222.8,,18.7
2022-08-11 19:00,2767,-32.57,36.78,,2022-08-11 19:00,81,-33.14,24.61,,0.57
2022-08-11 20:00,2768,-28.11,-27.61,,2022-08-11 20:00,82,-24.97,-24.49,,3.14
2022-08-11 21:00,2769,-80.4,-74.64,,2022-08-11 21:00,83,-77.57,-71.45,,2.83
