Date,air_temp,dni,ghi
2021-03-01T00:30:00Z,-4,0,55
2021-03-01T01:00:00Z,-4,0,19
2021-03-01T01:30:00Z,-4,0,2
2021-03-01T02:00:00Z,-5,0,0
2021-03-01T02:30:00Z,-5,0,0
2021-03-01T03:00:00Z,-5,0,0
2021-03-01T03:30:00Z,-5,0,0
2021-03-01T04:00:00Z,-4,0,0
2021-03-01T04:30:00Z,-4,0,0
2021-03-01T05:00:00Z,-4,0,0
2021-03-01T05:30:00Z,-4,0,0
2021-03-01T06:00:00Z,-5,0,0
2021-03-01T06:30:00Z,-5,0,0
2021-03-01T07:00:00Z,-5,0,0
2021-03-01T07:30:00Z,-5,0,0
2021-03-01T08:00:00Z,-5,0,0
2021-03-01T08:30:00Z,-5,0,0
2021-03-01T09:00:00Z,-6,0,0
2021-03-01T09:30:00Z,-6,0,0
2021-03-01T10:00:00Z,-6,0,0
2021-03-01T10:30:00Z,-5,0,0
2021-03-01T11:00:00Z,-6,0,0
2021-03-01T11:30:00Z,-6,0,0
2021-03-01T12:00:00Z,-6,0,0
2021-03-01T12:30:00Z,-6,0,0
2021-03-01T13:00:00Z,-6,0,0
2021-03-01T13:30:00Z,-5,0,0
2021-03-01T14:00:00Z,-5,0,0
2021-03-01T14:30:00Z,-5,0,0
2021-03-01T15:00:00Z,-5,0,8
2021-03-01T15:30:00Z,-5,237,73
2021-03-01T16:00:00Z,-4,704,167
2021-03-01T16:30:00Z,-3,680,233
2021-03-01T17:00:00Z,-1,477,268
2021-03-01T17:30:00Z,0,731,363
2021-03-01T18:00:00Z,0,932,447
2021-03-01T18:30:00Z,0,953,495
2021-03-01T19:00:00Z,0,967,531
2021-03-01T19:30:00Z,1,975,555
2021-03-01T20:00:00Z,2,978,565
2021-03-01T20:30:00Z,2,976,562
2021-03-01T21:00:00Z,2,897,532
2021-03-01T21:30:00Z,2,497,428
2021-03-01T22:00:00Z,1,203,326
2021-03-01T22:30:00Z,0,0,161
2021-03-01T23:00:00Z,0,0,116
2021-03-01T23:30:00Z,0,0,75
2021-03-02T00:00:00Z,0,0,58
2021-03-02T00:30:00Z,0,0,30
2021-03-02T01:00:00Z,0,0,15
2021-03-02T01:30:00Z,0,0,1
2021-03-02T02:00:00Z,-2,0,0
2021-03-02T02:30:00Z,-2,0,0
2021-03-02T03:00:00Z,-2,0,0
2021-03-02T03:30:00Z,-2,0,0
2021-03-02T04:00:00Z,-2,0,0
2021-03-02T04:30:00Z,-2,0,0
2021-03-02T05:00:00Z,-3,0,0
2021-03-02T05:30:00Z,-4,0,0
2021-03-02T06:00:00Z,-4,0,0
2021-03-02T06:30:00Z,-4,0,0
2021-03-02T07:00:00Z,-4,0,0
2021-03-02T07:30:00Z,-5,0,0
2021-03-02T08:00:00Z,-6,0,0
2021-03-02T08:30:00Z,-6,0,0
2021-03-02T09:00:00Z,-6,0,0
2021-03-02T09:30:00Z,-6,0,0
2021-03-02T10:00:00Z,-7,0,0
2021-03-02T10:30:00Z,-7,0,0
2021-03-02T11:00:00Z,-7,0,0
2021-03-02T11:30:00Z,-7,0,0
2021-03-02T12:00:00Z,-7,0,0
2021-03-02T12:30:00Z,-7,0,0
2021-03-02T13:00:00Z,-7,0,0
2021-03-02T13:30:00Z,-7,0,0
2021-03-02T14:00:00Z,-7,0,0
2021-03-02T14:30:00Z,-6,0,0
2021-03-02T15:00:00Z,-6,8,16
2021-03-02T15:30:00Z,-6,355,84
2021-03-02T16:00:00Z,-6,181,130
2021-03-02T16:30:00Z,-5,114,160
2021-03-02T17:00:00Z,-2,54,209
2021-03-02T17:30:00Z,-1,0,142
2021-03-02T18:00:00Z,-1,0,102
2021-03-02T18:30:00Z,-2,0,112
2021-03-02T19:00:00Z,-2,0,174
2021-03-02T19:30:00Z,-2,0,183
2021-03-02T20:00:00Z,-1,0,191
2021-03-02T20:30:00Z,0,46,346
2021-03-02T21:00:00Z,-1,474,450
2021-03-02T21:30:00Z,-1,572,451
2021-03-02T22:00:00Z,-1,248,344
2021-03-02T22:30:00Z,-1,211,307
2021-03-02T23:00:00Z,-1,107,231
2021-03-02T23:30:00Z,-1,0,133
2021-03-03T00:00:00Z,-1,0,64
2021-03-03T00:30:00Z,-1,21,64
2021-03-03T01:00:00Z,0,0,24
2021-03-03T01:30:00Z,-1,0,2
2021-03-03T02:00:00Z,-2,0,0
2021-03-03T02:30:00Z,-3,0,0
2021-03-03T03:00:00Z,-3,0,0
2021-03-03T03:30:00Z,-3,0,0
2021-03-03T04:00:00Z,-4,0,0
2021-03-03T04:30:00Z,-4,0,0
2021-03-03T05:00:00Z,-4,0,0
2021-03-03T05:30:00Z,-4,0,0
2021-03-03T06:00:00Z,-4,0,0
2021-03-03T06:30:00Z,-4,0,0
2021-03-03T07:00:00Z,-4,0,0
2021-03-03T07:30:00Z,-4,0,0
2021-03-03T08:00:00Z,-5,0,0
2021-03-03T08:30:00Z,-5,0,0
2021-03-03T09:00:00Z,-6,0,0
2021-03-03T09:30:00Z,-6,0,0
2021-03-03T10:00:00Z,-7,0,0
2021-03-03T10:30:00Z,-8,0,0
2021-03-03T11:00:00Z,-8,0,0
2021-03-03T11:30:00Z,-8,0,0
2021-03-03T12:00:00Z,-8,0,0
2021-03-03T12:30:00Z,-8,0,0
2021-03-03T13:00:00Z,-7,0,0
2021-03-03T13:30:00Z,-7,0,0
2021-03-03T14:00:00Z,-7,0,0
2021-03-03T14:30:00Z,-7,0,0
2021-03-03T15:00:00Z,-7,13,20
2021-03-03T15:30:00Z,-7,122,63
2021-03-03T16:00:00Z,-7,211,135
2021-03-03T16:30:00Z,-5,314,201
2021-03-03T17:00:00Z,-3,498,283
2021-03-03T17:30:00Z,-1,414,322
2021-03-03T18:00:00Z,-1,331,353
2021-03-03T18:30:00Z,-1,380,398
2021-03-03T19:00:00Z,-1,406,430
2021-03-03T19:30:00Z,0,240,403
2021-03-03T20:00:00Z,1,697,522
2021-03-03T20:30:00Z,2,958,574
2021-03-03T21:00:00Z,2,953,558
2021-03-03T21:30:00Z,1,882,518
2021-03-03T22:00:00Z,1,923,487
2021-03-03T22:30:00Z,1,741,409
2021-03-03T23:00:00Z,1,476,313
2021-03-03T23:30:00Z,1,11,146
2021-03-04T00:00:00Z,1,0,131
2021-03-04T00:30:00Z,0,0,76
2021-03-04T01:00:00Z,0,0,37
2021-03-04T01:30:00Z,0,0,6
2021-03-04T02:00:00Z,-2,0,0
2021-03-04T02:30:00Z,-4,0,0
2021-03-04T03:00:00Z,-4,0,0
2021-03-04T03:30:00Z,-4,0,0
2021-03-04T04:00:00Z,-4,0,0
2021-03-04T04:30:00Z,-4,0,0
2021-03-04T05:00:00Z,-6,0,0
2021-03-04T05:30:00Z,-6,0,0
2021-03-04T06:00:00Z,-6,0,0
2021-03-04T06:30:00Z,-6,0,0
2021-03-04T07:00:00Z,-5,0,0
2021-03-04T07:30:00Z,-6,0,0
2021-03-04T08:00:00Z,-6,0,0
2021-03-04T08:30:00Z,-7,0,0
2021-03-04T09:00:00Z,-7,0,0
2021-03-04T09:30:00Z,-7,0,0
2021-03-04T10:00:00Z,-8,0,0
2021-03-04T10:30:00Z,-8,0,0
2021-03-04T11:00:00Z,-8,0,0
2021-03-04T11:30:00Z,-8,0,0
2021-03-04T12:00:00Z,-8,0,0
2021-03-04T12:30:00Z,-8,0,0
2021-03-04T13:00:00Z,-8,0,0
2021-03-04T13:30:00Z,-8,0,0
2021-03-04T14:00:00Z,-8,0,0
2021-03-04T14:30:00Z,-8,0,0
2021-03-04T15:00:00Z,-8,59,28
2021-03-04T15:30:00Z,-7,276,90
2021-03-04T16:00:00Z,-7,677,185
2021-03-04T16:30:00Z,-5,808,269
2021-03-04T17:00:00Z,-1,867,346
2021-03-04T17:30:00Z,0,768,393
2021-03-04T18:00:00Z,1,909,470
2021-03-04T18:30:00Z,1,953,523
2021-03-04T19:00:00Z,2,965,559
2021-03-04T19:30:00Z,3,974,583
2021-03-04T20:00:00Z,4,976,593
2021-03-04T20:30:00Z,5,971,589
2021-03-04T21:00:00Z,5,939,568
2021-03-04T21:30:00Z,4,161,366
2021-03-04T22:00:00Z,4,472,402
2021-03-04T22:30:00Z,3,555,385
2021-03-04T23:00:00Z,3,457,318
2021-03-04T23:30:00Z,2,794,304
2021-03-05T00:00:00Z,2,746,229
2021-03-05T00:30:00Z,1,420,133
2021-03-05T01:00:00Z,1,49,44
2021-03-05T01:30:00Z,0,2,7
2021-03-05T02:00:00Z,-2,0,0
2021-03-05T02:30:00Z,-2,0,0
2021-03-05T03:00:00Z,-3,0,0
2021-03-05T03:30:00Z,-3,0,0
2021-03-05T04:00:00Z,-2,0,0
2021-03-05T04:30:00Z,-2,0,0
2021-03-05T05:00:00Z,-3,0,0
2021-03-05T05:30:00Z,-4,0,0
2021-03-05T06:00:00Z,-4,0,0
2021-03-05T06:30:00Z,-4,0,0
2021-03-05T07:00:00Z,-4,0,0
2021-03-05T07:30:00Z,-4,0,0
2021-03-05T08:00:00Z,-4,0,0
2021-03-05T08:30:00Z,-4,0,0
2021-03-05T09:00:00Z,-4,0,0
2021-03-05T09:30:00Z,-4,0,0
2021-03-05T10:00:00Z,-5,0,0
2021-03-05T10:30:00Z,-5,0,0
2021-03-05T11:00:00Z,-5,0,0
2021-03-05T11:30:00Z,-5,0,0
2021-03-05T12:00:00Z,-5,0,0
2021-03-05T12:30:00Z,-5,0,0
2021-03-05T13:00:00Z,-5,0,0
2021-03-05T13:30:00Z,-5,0,0
2021-03-05T14:00:00Z,-5,0,0
2021-03-05T14:30:00Z,-6,0,0
2021-03-05T15:00:00Z,-6,32,22
2021-03-05T15:30:00Z,-6,78,60
2021-03-05T16:00:00Z,-5,0,75
2021-03-05T16:30:00Z,-4,56,174
2021-03-05T17:00:00Z,-1,0,179
2021-03-05T17:30:00Z,0,0,178
2021-03-05T18:00:00Z,1,7,273
2021-03-05T18:30:00Z,1,27,302
2021-03-05T19:00:00Z,2,194,383
2021-03-05T19:30:00Z,2,972,584
2021-03-05T20:00:00Z,4,975,594
2021-03-05T20:30:00Z,5,973,590
2021-03-05T21:00:00Z,5,936,567
2021-03-05T21:30:00Z,5,845,521
2021-03-05T22:00:00Z,4,522,421
2021-03-05T22:30:00Z,4,832,433
2021-03-05T23:00:00Z,4,797,372
2021-03-05T23:30:00Z,4,269,236
2021-03-06T00:00:00Z,4,31,136
2021-03-06T00:30:00Z,4,0,62
2021-03-06T01:00:00Z,4,0,11
2021-03-06T01:30:00Z,4,0,1
2021-03-06T02:00:00Z,2,0,0
2021-03-06T02:30:00Z,1,0,0
2021-03-06T03:00:00Z,1,0,0
2021-03-06T03:30:00Z,1,0,0
2021-03-06T04:00:00Z,2,0,0
2021-03-06T04:30:00Z,1,0,0
2021-03-06T05:00:00Z,1,0,0
2021-03-06T05:30:00Z,1,0,0
2021-03-06T06:00:00Z,1,0,0
2021-03-06T06:30:00Z,1,0,0
2021-03-06T07:00:00Z,1,0,0
2021-03-06T07:30:00Z,0,0,0
2021-03-06T08:00:00Z,0,0,0
2021-03-06T08:30:00Z,-1,0,0
2021-03-06T09:00:00Z,-1,0,0
2021-03-06T09:30:00Z,-2,0,0
2021-03-06T10:00:00Z,-2,0,0
2021-03-06T10:30:00Z,-2,0,0
2021-03-06T11:00:00Z,-3,0,0
2021-03-06T11:30:00Z,-3,0,0
2021-03-06T12:00:00Z,-2,0,0
2021-03-06T12:30:00Z,-2,0,0
2021-03-06T13:00:00Z,-3,0,0
2021-03-06T13:30:00Z,-3,0,0
2021-03-06T14:00:00Z,-3,0,0
2021-03-06T14:30:00Z,-3,0,0
2021-03-06T15:00:00Z,-3,0,20
2021-03-06T15:30:00Z,-3,40,70
2021-03-06T16:00:00Z,-3,340,163
2021-03-06T16:30:00Z,-2,649,260
2021-03-06T17:00:00Z,0,779,341
2021-03-06T17:30:00Z,1,822,407
2021-03-06T18:00:00Z,1,716,439
2021-03-06T18:30:00Z,1,745,486
2021-03-06T19:00:00Z,1,88,319
2021-03-06T19:30:00Z,0,0,146
2021-03-06T20:00:00Z,0,0,162
2021-03-06T20:30:00Z,-1,0,224
2021-03-06T21:00:00Z,-1,176,345
2021-03-06T21:30:00Z,-1,237,383
2021-03-06T22:00:00Z,-1,256,364
2021-03-06T22:30:00Z,0,166,308
2021-03-06T23:00:00Z,0,71,245
2021-03-06T23:30:00Z,0,222,230
2021-03-07T00:00:00Z,0,458,203
2021-03-07T00:30:00Z,0,126,105
2021-03-07T01:00:00Z,0,45,52
2021-03-07T01:30:00Z,-1,0,7
2021-03-07T02:00:00Z,-3,0,0
2021-03-07T02:30:00Z,-4,0,0
2021-03-07T03:00:00Z,-4,0,0
2021-03-07T03:30:00Z,-4,0,0
2021-03-07T04:00:00Z,-4,0,0
2021-03-07T04:30:00Z,-4,0,0
2021-03-07T05:00:00Z,-5,0,0
2021-03-07T05:30:00Z,-6,0,0
2021-03-07T06:00:00Z,-6,0,0
2021-03-07T06:30:00Z,-7,0,0
2021-03-07T07:00:00Z,-7,0,0
2021-03-07T07:30:00Z,-7,0,0
2021-03-07T08:00:00Z,-8,0,0
2021-03-07T08:30:00Z,-8,0,0
2021-03-07T09:00:00Z,-9,0,0
2021-03-07T09:30:00Z,-9,0,0
2021-03-07T10:00:00Z,-9,0,0
2021-03-07T10:30:00Z,-9,0,0
2021-03-07T11:00:00Z,-9,0,0
2021-03-07T11:30:00Z,-9,0,0
2021-03-07T12:00:00Z,-10,0,0
2021-03-07T12:30:00Z,-10,0,0
2021-03-07T13:00:00Z,-10,0,0
2021-03-07T13:30:00Z,-9,0,0
2021-03-07T14:00:00Z,-8,0,0
2021-03-07T14:30:00Z,-8,0,2
2021-03-07T15:00:00Z,-8,21,33
2021-03-07T15:30:00Z,-8,0,71
2021-03-07T16:00:00Z,-8,54,125
2021-03-07T16:30:00Z,-6,284,221
2021-03-07T17:00:00Z,-4,17,157
2021-03-07T17:30:00Z,-3,0,162
2021-03-07T18:00:00Z,-3,0,174
2021-03-07T18:30:00Z,-3,0,185
2021-03-07T19:00:00Z,-3,384,443
2021-03-07T19:30:00Z,-3,0,265
2021-03-07T20:00:00Z,-2,27,337
2021-03-07T20:30:00Z,-1,431,475
2021-03-07T21:00:00Z,-1,820,557
2021-03-07T21:30:00Z,-1,978,560
2021-03-07T22:00:00Z,-2,967,519
2021-03-07T22:30:00Z,-2,853,450
2021-03-07T23:00:00Z,-2,639,358
2021-03-07T23:30:00Z,-2,0,139
2021-03-08T00:00:00Z,-2,72,128
2021-03-08T00:30:00Z,-2,242,112
2021-03-08T01:00:00Z,-2,51,27
2021-03-08T01:30:00Z,-3,14,13
2021-03-08T02:00:00Z,-5,0,0
2021-03-08T02:30:00Z,-6,0,0
2021-03-08T03:00:00Z,-6,0,0
2021-03-08T03:30:00Z,-6,0,0
2021-03-08T04:00:00Z,-6,0,0
2021-03-08T04:30:00Z,-6,0,0
2021-03-08T05:00:00Z,-7,0,0
2021-03-08T05:30:00Z,-7,0,0
2021-03-08T06:00:00Z,-7,0,0
2021-03-08T06:30:00Z,-8,0,0
2021-03-08T07:00:00Z,-8,0,0
2021-03-08T07:30:00Z,-8,0,0
2021-03-08T08:00:00Z,-8,0,0
2021-03-08T08:30:00Z,-9,0,0
2021-03-08T09:00:00Z,-9,0,0
2021-03-08T09:30:00Z,-9,0,0
2021-03-08T10:00:00Z,-10,0,0
2021-03-08T10:30:00Z,-10,0,0
2021-03-08T11:00:00Z,-10,0,0
2021-03-08T11:30:00Z,-10,0,0
2021-03-08T12:00:00Z,-10,0,0
2021-03-08T12:30:00Z,-10,0,0
2021-03-08T13:00:00Z,-10,0,0
2021-03-08T13:30:00Z,-10,0,0
2021-03-08T14:00:00Z,-10,0,0
2021-03-08T14:30:00Z,-9,19,4
2021-03-08T15:00:00Z,-9,320,53
2021-03-08T15:30:00Z,-10,389,117
2021-03-08T16:00:00Z,-10,766,220
2021-03-08T16:30:00Z,-8,882,307
2021-03-08T17:00:00Z,-6,931,386
2021-03-08T17:30:00Z,-4,966,456
2021-03-08T18:00:00Z,-4,989,516
2021-03-08T18:30:00Z,-4,1002,565
2021-03-08T19:00:00Z,-4,1013,602
2021-03-08T19:30:00Z,-4,1020,626
2021-03-08T20:00:00Z,-3,1022,635
2021-03-08T20:30:00Z,-2,1019,631
2021-03-08T21:00:00Z,-2,1013,613
2021-03-08T21:30:00Z,-2,1002,582
2021-03-08T22:00:00Z,-3,985,538
2021-03-08T22:30:00Z,-3,963,483
2021-03-08T23:00:00Z,-3,934,418
2021-03-08T23:30:00Z,-4,891,343
2021-03-09T00:00:00Z,-4,788,258
2021-03-09T00:30:00Z,-5,716,176
2021-03-09T01:00:00Z,-5,472,89
2021-03-09T01:30:00Z,-6,0,15
2021-03-09T02:00:00Z,-8,0,0
2021-03-09T02:30:00Z,-8,0,0
2021-03-09T03:00:00Z,-9,0,0
2021-03-09T03:30:00Z,-9,0,0
2021-03-09T04:00:00Z,-9,0,0
2021-03-09T04:30:00Z,-10,0,0
2021-03-09T05:00:00Z,-10,0,0
2021-03-09T05:30:00Z,-11,0,0
2021-03-09T06:00:00Z,-11,0,0
2021-03-09T06:30:00Z,-11,0,0
2021-03-09T07:00:00Z,-11,0,0
2021-03-09T07:30:00Z,-12,0,0
2021-03-09T08:00:00Z,-12,0,0
2021-03-09T08:30:00Z,-12,0,0
2021-03-09T09:00:00Z,-13,0,0
2021-03-09T09:30:00Z,-14,0,0
2021-03-09T10:00:00Z,-14,0,0
2021-03-09T10:30:00Z,-15,0,0
2021-03-09T11:00:00Z,-15,0,0
2021-03-09T11:30:00Z,-15,0,0
2021-03-09T12:00:00Z,-15,0,0
2021-03-09T12:30:00Z,-15,0,0
2021-03-09T13:00:00Z,-15,0,0
2021-03-09T13:30:00Z,-16,0,0
2021-03-09T14:00:00Z,-16,0,0
2021-03-09T14:30:00Z,-16,26,5
2021-03-09T15:00:00Z,-16,186,51
2021-03-09T15:30:00Z,-15,610,140
2021-03-09T16:00:00Z,-14,789,230
2021-03-09T16:30:00Z,-12,894,317
2021-03-09T17:00:00Z,-9,947,397
2021-03-09T17:30:00Z,-7,982,468
2021-03-09T18:00:00Z,-6,1006,530
2021-03-09T18:30:00Z,-6,1023,579
2021-03-09T19:00:00Z,-6,1034,616
2021-03-09T19:30:00Z,-5,1040,639
2021-03-09T20:00:00Z,-3,1043,650
2021-03-09T20:30:00Z,-2,1041,645
2021-03-09T21:00:00Z,-2,1033,626
2021-03-09T21:30:00Z,-2,1021,594
2021-03-09T22:00:00Z,-3,1003,549
2021-03-09T22:30:00Z,-3,977,493
2021-03-09T23:00:00Z,-3,945,427
2021-03-09T23:30:00Z,-3,903,352
2021-03-10T00:00:00Z,-4,769,263
2021-03-10T00:30:00Z,-4,9,94
2021-03-10T01:00:00Z,-4,388,84
2021-03-10T01:30:00Z,-5,114,23
2021-03-10T02:00:00Z,-6,0,0
2021-03-10T02:30:00Z,-7,0,0
2021-03-10T03:00:00Z,-7,0,0
2021-03-10T03:30:00Z,-7,0,0
2021-03-10T04:00:00Z,-7,0,0
2021-03-10T04:30:00Z,-7,0,0
2021-03-10T05:00:00Z,-8,0,0
2021-03-10T05:30:00Z,-8,0,0
2021-03-10T06:00:00Z,-9,0,0
2021-03-10T06:30:00Z,-9,0,0
2021-03-10T07:00:00Z,-9,0,0
2021-03-10T07:30:00Z,-9,0,0
2021-03-10T08:00:00Z,-10,0,0
2021-03-10T08:30:00Z,-11,0,0
2021-03-10T09:00:00Z,-11,0,0
2021-03-10T09:30:00Z,-11,0,0
2021-03-10T10:00:00Z,-11,0,0
2021-03-10T10:30:00Z,-11,0,0
2021-03-10T11:00:00Z,-12,0,0
2021-03-10T11:30:00Z,-12,0,0
2021-03-10T12:00:00Z,-13,0,0
2021-03-10T12:30:00Z,-13,0,0
2021-03-10T13:00:00Z,-13,0,0
2021-03-10T13:30:00Z,-13,0,0
2021-03-10T14:00:00Z,-13,0,0
2021-03-10T14:30:00Z,-13,0,4
2021-03-10T15:00:00Z,-13,0,23
2021-03-10T15:30:00Z,-12,0,38
2021-03-10T16:00:00Z,-12,0,73
2021-03-10T16:30:00Z,-11,0,69
2021-03-10T17:00:00Z,-10,0,172
2021-03-10T17:30:00Z,-10,0,201
2021-03-10T18:00:00Z,-10,20,306
2021-03-10T18:30:00Z,-10,4,303
2021-03-10T19:00:00Z,-10,0,261
2021-03-10T19:30:00Z,-10,0,293
2021-03-10T20:00:00Z,-10,5,359
2021-03-10T20:30:00Z,-10,267,448
2021-03-10T21:00:00Z,-9,351,460
2021-03-10T21:30:00Z,-9,164,387
2021-03-10T22:00:00Z,-10,3,290
2021-03-10T22:30:00Z,-10,5,255
2021-03-10T23:00:00Z,-10,0,159
2021-03-10T23:30:00Z,-10,0,79
2021-03-11T00:00:00Z,-9,0,103
2021-03-11T00:30:00Z,-9,0,59
2021-03-11T01:00:00Z,-9,0,36
2021-03-11T01:30:00Z,-10,11,20
2021-03-11T02:00:00Z,-11,0,0
2021-03-11T02:30:00Z,-12,0,0
2021-03-11T03:00:00Z,-12,0,0
2021-03-11T03:30:00Z,-12,0,0
2021-03-11T04:00:00Z,-12,0,0
2021-03-11T04:30:00Z,-12,0,0
2021-03-11T05:00:00Z,-14,0,0
2021-03-11T05:30:00Z,-14,0,0
2021-03-11T06:00:00Z,-14,0,0
2021-03-11T06:30:00Z,-14,0,0
2021-03-11T07:00:00Z,-14,0,0
2021-03-11T07:30:00Z,-14,0,0
2021-03-11T08:00:00Z,-15,0,0
2021-03-11T08:30:00Z,-15,0,0
2021-03-11T09:00:00Z,-15,0,0
2021-03-11T09:30:00Z,-15,0,0
2021-03-11T10:00:00Z,-16,0,0
2021-03-11T10:30:00Z,-16,0,0
2021-03-11T11:00:00Z,-16,0,0
2021-03-11T11:30:00Z,-16,0,0
2021-03-11T12:00:00Z,-16,0,0
2021-03-11T12:30:00Z,-16,0,0
2021-03-11T13:00:00Z,-16,0,0
2021-03-11T13:30:00Z,-15,0,0
2021-03-11T14:00:00Z,-15,0,0
2021-03-11T14:30:00Z,-15,52,10
2021-03-11T15:00:00Z,-15,56,42
2021-03-11T15:30:00Z,-14,81,90
2021-03-11T16:00:00Z,-14,315,190
2021-03-11T16:30:00Z,-12,111,217
2021-03-11T17:00:00Z,-8,126,269
2021-03-11T17:30:00Z,-6,558,403
2021-03-11T18:00:00Z,-6,968,531
2021-03-11T18:30:00Z,-6,981,578
2021-03-11T19:00:00Z,-6,988,614
2021-03-11T19:30:00Z,-5,990,636
2021-03-11T20:00:00Z,-3,990,645
2021-03-11T20:30:00Z,-2,988,640
2021-03-11T21:00:00Z,-2,980,622
2021-03-11T21:30:00Z,-2,964,590
2021-03-11T22:00:00Z,-2,943,546
2021-03-11T22:30:00Z,-3,886,485
2021-03-11T23:00:00Z,-3,690,393
2021-03-11T23:30:00Z,-3,833,350
2021-03-12T00:00:00Z,-3,758,268
2021-03-12T00:30:00Z,-3,63,64
2021-03-12T01:00:00Z,-3,0,27
2021-03-12T01:30:00Z,-4,0,14
2021-03-12T02:00:00Z,-6,0,0
2021-03-12T02:30:00Z,-7,0,0
2021-03-12T03:00:00Z,-7,0,0
2021-03-12T03:30:00Z,-7,0,0
2021-03-12T04:00:00Z,-7,0,0
2021-03-12T04:30:00Z,-7,0,0
2021-03-12T05:00:00Z,-8,0,0
2021-03-12T05:30:00Z,-8,0,0
2021-03-12T06:00:00Z,-8,0,0
2021-03-12T06:30:00Z,-8,0,0
2021-03-12T07:00:00Z,-8,0,0
2021-03-12T07:30:00Z,-8,0,0
2021-03-12T08:00:00Z,-8,0,0
2021-03-12T08:30:00Z,-8,0,0
2021-03-12T09:00:00Z,-8,0,0
2021-03-12T09:30:00Z,-8,0,0
2021-03-12T10:00:00Z,-8,0,0
2021-03-12T10:30:00Z,-8,0,0
2021-03-12T11:00:00Z,-8,0,0
2021-03-12T11:30:00Z,-8,0,0
2021-03-12T12:00:00Z,-7,0,0
2021-03-12T12:30:00Z,-7,0,0
2021-03-12T13:00:00Z,-7,0,0
2021-03-12T13:30:00Z,-7,0,0
2021-03-12T14:00:00Z,-7,0,0
2021-03-12T14:30:00Z,-6,0,5
2021-03-12T15:00:00Z,-6,0,28
2021-03-12T15:30:00Z,-6,0,61
2021-03-12T16:00:00Z,-6,104,152
2021-03-12T16:30:00Z,-4,19,177
2021-03-12T17:00:00Z,-2,54,245
2021-03-12T17:30:00Z,0,380,351
2021-03-12T18:00:00Z,0,449,411
2021-03-12T18:30:00Z,0,727,519
2021-03-12T19:00:00Z,0,952,598
2021-03-12T19:30:00Z,0,960,621
2021-03-12T20:00:00Z,2,963,630
2021-03-12T20:30:00Z,3,961,626
2021-03-12T21:00:00Z,3,956,609
2021-03-12T21:30:00Z,3,945,579
2021-03-12T22:00:00Z,3,737,498
2021-03-12T22:30:00Z,3,321,368
2021-03-12T23:00:00Z,3,869,417
2021-03-12T23:30:00Z,3,598,312
2021-03-13T00:00:00Z,2,758,266
2021-03-13T00:30:00Z,2,320,147
2021-03-13T01:00:00Z,2,18,64
2021-03-13T01:30:00Z,1,0,20
2021-03-13T02:00:00Z,-2,0,0
2021-03-13T02:30:00Z,-3,0,0
2021-03-13T03:00:00Z,-3,0,0
2021-03-13T03:30:00Z,-3,0,0
2021-03-13T04:00:00Z,-2,0,0
2021-03-13T04:30:00Z,-3,0,0
2021-03-13T05:00:00Z,-4,0,0
2021-03-13T05:30:00Z,-4,0,0
2021-03-13T06:00:00Z,-4,0,0
2021-03-13T06:30:00Z,-4,0,0
2021-03-13T07:00:00Z,-3,0,0
2021-03-13T07:30:00Z,-4,0,0
2021-03-13T08:00:00Z,-4,0,0
2021-03-13T08:30:00Z,-5,0,0
2021-03-13T09:00:00Z,-5,0,0
2021-03-13T09:30:00Z,-5,0,0
2021-03-13T10:00:00Z,-6,0,0
2021-03-13T10:30:00Z,-7,0,0
2021-03-13T11:00:00Z,-7,0,0
2021-03-13T11:30:00Z,-7,0,0
2021-03-13T12:00:00Z,-7,0,0
2021-03-13T12:30:00Z,-7,0,0
2021-03-13T13:00:00Z,-7,0,0
2021-03-13T13:30:00Z,-7,0,0
2021-03-13T14:00:00Z,-6,0,0
2021-03-13T14:30:00Z,-7,0,5
2021-03-13T15:00:00Z,-7,32,50
2021-03-13T15:30:00Z,-7,178,117
2021-03-13T16:00:00Z,-6,323,196
2021-03-13T16:30:00Z,-4,812,323
2021-03-13T17:00:00Z,0,884,402
2021-03-13T17:30:00Z,2,918,471
2021-03-13T18:00:00Z,2,942,529
2021-03-13T18:30:00Z,3,960,577
2021-03-13T19:00:00Z,3,972,613
2021-03-13T19:30:00Z,4,979,636
2021-03-13T20:00:00Z,6,980,645
2021-03-13T20:30:00Z,7,975,640
2021-03-13T21:00:00Z,7,968,623
2021-03-13T21:30:00Z,6,752,547
2021-03-13T22:00:00Z,6,347,421
2021-03-13T22:30:00Z,5,907,492
2021-03-13T23:00:00Z,5,831,421
2021-03-13T23:30:00Z,4,842,357
2021-03-14T00:00:00Z,4,781,277
2021-03-14T00:30:00Z,4,483,173
2021-03-14T01:00:00Z,4,227,90
2021-03-14T01:30:00Z,3,0,11
2021-03-14T02:00:00Z,-1,0,0
2021-03-14T02:30:00Z,-2,0,0
2021-03-14T03:00:00Z,-2,0,0
2021-03-14T03:30:00Z,-2,0,0
2021-03-14T04:00:00Z,-1,0,0
2021-03-14T04:30:00Z,-1,0,0
2021-03-14T05:00:00Z,-2,0,0
2021-03-14T05:30:00Z,-2,0,0
2021-03-14T06:00:00Z,-2,0,0
2021-03-14T06:30:00Z,-2,0,0
2021-03-14T07:00:00Z,-1,0,0
2021-03-14T07:30:00Z,-2,0,0
2021-03-14T08:00:00Z,-2,0,0
