,Corrected Water Potential (MPa)
2021-07-19 17:00:00,-2.6995431579424816
2021-07-19 17:30:00,-2.69160864595527
2021-07-19 18:00:00,-2.671292386308741
2021-07-19 18:30:00,-2.6268458623743243
2021-07-19 19:00:00,-2.5419604695351303
2021-07-19 19:30:00,-2.406901087572606
2021-07-19 20:00:00,-2.228990622936821
2021-07-19 20:30:00,-2.0323273196519764
2021-07-19 21:00:00,-1.8468326481806532
2021-07-19 21:30:00,-1.6954054327683485
2021-07-19 22:00:00,-1.5875056602145141
2021-07-19 22:30:00,-1.5204315268756448
2021-07-19 23:00:00,-1.4840886352167681
2021-07-19 23:30:00,-1.465618090842381
2021-07-20 00:00:00,-1.4530635292327003
2021-07-20 00:30:00,-1.437944738781476
2021-07-20 01:00:00,-1.4161657001078032
2021-07-20 01:30:00,-1.3874432970609334
2021-07-20 02:00:00,-1.3538628261524168
2021-07-20 02:30:00,-1.3178788287016405
2021-07-20 03:00:00,-1.2806504316269305
2021-07-20 03:30:00,-1.2420198288947066
2021-07-20 04:00:00,-1.2019045090744456
2021-07-20 04:30:00,-1.161452339360604
2021-07-20 05:00:00,-1.1230238983435648
2021-07-20 05:30:00,-1.0893560655710148
2021-07-20 06:00:00,-1.0628036166807975
2021-07-20 06:30:00,-1.045632008290836
2021-07-20 07:00:00,-1.0412697369548969
2021-07-20 07:30:00,-1.054529229064133
2021-07-20 08:00:00,-1.0892786725183063
2021-07-20 08:30:00,-1.1451885650750333
2021-07-20 09:00:00,-1.2167797613657079
2021-07-20 09:30:00,-1.2959918932936643
2021-07-20 10:00:00,-1.3765214685536995
2021-07-20 10:30:00,-1.457031058880915
2021-07-20 11:00:00,-1.5421564219396966
2021-07-20 11:30:00,-1.6425391959735962
2021-07-20 12:00:00,-1.7743800317488096
2021-07-20 12:30:00,-1.9553051773716028
2021-07-20 13:00:00,-2.1933670686767375
2021-07-20 13:30:00,-2.475067762741606
2021-07-20 14:00:00,-2.7663430690131507
