Date,Rain,Temp,WS,NR,VPD,PET,Sap velocity (cm/h),Total SF (cm3/h)
2022-09-28 01:30:00,0.0,11.175,0.5,0.2,0.6387981221169358,0.0369146053782283,0.4558173953162547,33.73774519667378
2022-09-28 02:00:00,0.0,10.663,0.5,0.2,0.6007228931667616,0.0348596013636444,0.1776867855314252,13.151651421543429
2022-09-28 02:30:00,0.0,10.32,0.0,0.2,0.5708174216242641,3.113345954710823e-05,0.2636973445765805,19.517802330013236
2022-09-28 03:00:00,0.0,10.051,0.0,0.2,0.5557066523627858,3.070852557616108e-05,0.1776867855314252,13.151651421543429
2022-09-28 03:30:00,0.0,10.051,0.5,0.2,0.5630996455206055,0.0328375331434763,0.2207406209806925,16.338320787505435
2022-09-28 04:00:00,0.0,10.001,0.0,0.2,0.5636726127538288,3.062997880469489e-05,0.1561232550313592,11.555606810198192
2022-09-28 04:30:00,0.0,9.731,0.0,0.2,0.5523490381222225,3.0208193578321032e-05,0.1129225738741778,8.358068523638297
2022-09-28 05:00:00,0.0,8.742,0.0,0.2,0.4704607729301192,2.8697275808784963e-05,0.0912852643562022,6.756563090190451
2022-09-28 05:30:00,0.0,8.543,0.0,0.2,0.4441245773856157,2.8399713350494872e-05,0.4132900537478893,30.590044761217715
2022-09-28 06:00:00,0.0,8.891,0.0,0.2,0.476367012294972,2.8921487481622617e-05,0.0912852643562022,6.756563090190451
2022-09-28 06:30:00,0.0,8.295,0.0,0.2,0.4257660080324981,2.8031900533583182e-05,0.0262244996827324,1.9410305470953304
2022-09-28 07:00:00,0.0,9.213,0.5,0.2,0.4973206042726567,0.0291948876945763,0.0044876973017171,0.3321610575657933
2022-09-28 07:30:00,0.0,9.336,0.5,0.2,0.4944146632736573,0.0289966472693444,0.0262244996827324,1.9410305470953304
2022-09-28 08:00:00,0.0,9.41,0.0,0.2,0.4909837331514921,2.9711932489174568e-05,0.0696232024014283,5.153225582288506
2022-09-28 08:30:00,0.0,9.485,0.0,0.2,0.4697441834568158,2.9827376435069603e-05,0.2636973445765805,19.517802330013236
2022-09-28 09:00:00,0.0,9.139,0.0,0.2,0.407927753116267,2.929735908506126e-05,0.5194328017586238,38.44629821634602
2022-09-28 09:30:00,0.0,8.07,0.0,0.2,0.3255239951124931,2.7701093423267577e-05,0.9382895418146304,69.44836640225722
2022-09-28 10:00:00,0.0,9.657,0.0,0.2,0.4200077117149453,3.0093290408167564e-05,1.020996534364427,75.57000078765017
2022-09-28 10:30:00,0.0,13.93,0.0,0.2,0.7240676689826554,3.721987992815649e-05,1.770235442625676,131.02561006911247
2022-09-28 11:00:00,0.0,17.629,0.0,251.8,1.1714882625993033,0.0667583408867855,3.155025012519228,233.52208813280097
2022-09-28 11:30:00,0.0,19.746,0.0,251.8,1.4754329645908328,0.0732665003155653,4.192749754933669,310.3302426780469
2022-09-28 12:00:00,0.0,21.676,0.0,338.8,1.7160139878095206,0.1069543177085127,5.323126229778019,393.9961007090974
2022-09-28 12:30:00,0.0,23.208,0.0,338.8,2.014243733285945,0.1138509863723651,5.861450685840432,433.84068215419705
2022-09-28 13:00:00,0.0,25.065,0.0,335.4,2.2928256187405855,0.1212583070519386,6.290866735962665,465.62430742004346
2022-09-28 13:30:00,0.0,26.402,0.0,335.4,2.6332463800389037,0.1275864792227181,6.208818670043359,459.5514440973419
2022-09-28 14:00:00,0.0,27.628,0.0,397.6,2.8517939849535026,0.1582647002443364,6.1430002835276944,454.6798354743734
2022-09-28 14:30:00,0.0,27.579,0.0,397.6,2.943227818109616,0.1579818321966145,5.781278463776291,427.9066611456866
2022-09-28 15:00:00,0.0,26.329,0.0,305.4,2.6802042655435483,0.1158566341203503,5.419556644024886,401.13348681699983
2022-09-28 15:30:00,0.0,25.793,0.0,305.4,2.759357185780125,0.1135342506882818,5.057834824273482,374.360312488313
2022-09-28 16:00:00,0.0,27.186,0.0,253.9,2.9304023542521787,0.0994400576129725,4.696113004522077,347.5871381596262
2022-09-28 16:30:00,0.0,24.339,0.5,253.9,2.2747452415279312,0.2548541732618726,4.3343911847706735,320.8139638309394
2022-09-28 17:00:00,0.0,21.581,0.5,67.14,1.8400900855740447,0.1652290592587073,3.9726693650192697,294.04078950225255
2022-09-28 17:30:00,0.0,20.317,1.01,67.14,1.697807720863329,0.2704309204958045,3.610947545267865,267.2676151735658
2022-09-28 18:00:00,0.0,19.436,1.51,0.2,1.560194996145168,0.1391077608143243,3.2492257255164607,240.49444084487897
2022-09-28 18:30:00,0.0,18.343,1.51,0.2,1.4003261788568355,0.1258105890425527,2.8875039057650564,213.72126651619217
2022-09-28 19:00:00,0.0,17.796,1.51,0.2,1.3367069109421044,0.1205469195857813,2.525782086013652,186.94809218750535
2022-09-28 19:30:00,0.0,17.13,1.51,0.2,1.2699380044014494,0.1150443916804042,2.164060266262248,160.17491785881856
2022-09-28 20:00:00,0.0,16.463,1.51,0.2,1.2023128797626064,0.1094059770823418,1.6705936300358537,123.65052934899704
2022-09-28 20:30:00,0.0,16.177,1.01,0.2,1.1585357255785955,0.0911450578036133,1.3687075065182572,101.30614930053105
2022-09-28 21:00:00,0.0,16.034,1.01,0.2,1.1170326310312764,0.0879749298530339,1.2058337847431817,89.25090046416553
2022-09-28 21:30:00,0.0,15.867,0.0,0.2,1.0799355614384507,4.0777784320328945e-05,1.020996534364427,75.57000078765017
2022-09-28 22:00:00,0.0,15.175,0.0,0.2,0.9830532894477634,3.948357461039692e-05,1.000352258314149,74.04199564280302
2022-09-28 22:30:00,0.0,14.864,0.0,0.2,0.9483546818725204,3.891027643412545e-05,0.7509165265906319,55.57977975041669
2022-09-28 23:00:00,0.0,14.074,0.0,0.2,0.8497315417141411,3.74774208217219e-05,0.7090331810300102,52.47974527382964
2022-09-28 23:30:00,0.0,14.768,1.01,0.2,0.9609833515368148,0.0763989912896592,0.6460387329329285,47.81715305917783
2022-09-29 00:00:00,0.0,14.697,0.5,0.2,0.9616084943869472,0.0539181245847947,0.6642574277483478,49.165626570312966
2022-09-29 00:30:00,0.0,13.618,0.0,0.2,0.8249249713637488,3.666573640149513e-05,0.6009931134411075,44.48305995905173
2022-09-29 01:00:00,0.0,13.546,0.5,0.2,0.8288273653360119,0.0469469903767161,0.5163179983860554,38.21575317001548
2022-09-29 01:30:00,0.0,13.882,0.5,0.2,0.8614176883555592,0.0486501921026379,0.4525670698828355,33.497169359933544
2022-09-29 02:00:00,0.0,13.522,0.5,0.2,0.8120358456509441,0.0460058352036758,0.4312697751644576,31.920830435683893
2022-09-29 02:30:00,0.0,13.137,0.0,0.2,0.7631794050396699,3.582180858518088e-05,0.3672358830937258,27.181302816000223
2022-09-29 03:00:00,0.0,13.401,0.0,0.2,0.796432274487539,3.628344353323172e-05,0.4525670698828355,33.497169359933544
2022-09-29 03:30:00,0.0,12.847,0.0,0.2,0.7340090004857684,3.53190922434402e-05,0.3029873839087004,22.425890852687218
2022-09-29 04:00:00,0.0,13.064,0.0,0.2,0.746010196301516,3.56948303480287e-05,0.2385222046304069,17.6544411122929
2022-09-29 04:30:00,0.0,13.281,0.0,0.2,0.7764921843563991,3.6073138475722e-05,0.2385222046304069,17.6544411122929
2022-09-29 05:00:00,0.0,13.81,0.0,0.2,0.8258172854983725,3.700612199468409e-05,0.2385222046304069,17.6544411122929
2022-09-29 05:30:00,0.0,13.233,0.0,0.2,0.7558138907137939,3.598923620581269e-05,0.2600348023452205,19.246715886530865
2022-09-29 06:00:00,0.0,13.522,1.01,0.2,0.7856911712691387,0.0630284515932189,0.3029873839087004,22.425890852687218
2022-09-29 06:30:00,0.0,14.505,0.0,0.2,0.8671702605800223,3.825496551648326e-05,0.195424004844718,14.464488079025978
2022-09-29 07:00:00,0.0,13.57,0.5,0.2,0.7601695425147482,0.0430508670104229,0.3029873839087004,22.425890852687218
2022-09-29 07:30:00,0.0,13.57,0.0,0.2,0.7648331593399921,3.6580953183153445e-05,0.2169852982744346,16.06036711154467
2022-09-29 08:00:00,0.0,12.992,0.0,0.2,0.6856201767520114,3.556987643811817e-05,0.2169852982744346,16.06036711154467
2022-09-29 08:30:00,0.0,12.727,0.0,0.2,0.6458710856984011,3.511241543644672e-05,0.5798590551885097,42.91880313247077
2022-09-29 09:00:00,0.0,13.112,0.0,0.2,0.6593366046034456,3.577829014767662e-05,0.5798590551885097,42.91880313247077
2022-09-29 09:30:00,0.0,13.257,0.0,0.2,0.6366712521739298,3.603117163951886e-05,0.8528264178764631,63.12273440846917
2022-09-29 10:00:00,0.0,13.762,0.0,6.728,0.6563919365929238,0.0014904203793144,1.1836569936496617,87.60946480400621
2022-09-29 10:30:00,0.0,11.516,0.0,6.728,0.4197529765951163,0.0013350029235123,1.5493957915344374,114.67995947657823
2022-09-29 11:00:00,0.0,11.102,0.0,0.2,0.280187902216559,3.239131313461301e-05,1.2246254633038074,90.64178389601943
2022-09-29 11:30:00,1.2,10.345,0.0,0.2,0.1658766886745479,3.117315308598607e-05,0.6642574277483478,49.165626570312966
2022-09-29 12:00:00,2.2,10.026,0.0,0.2,0.1033287107981621,3.066923506111654e-05,0.4312697751644576,31.920830435683893
2022-09-29 12:30:00,1.2,10.663,0.0,0.2,0.0911353107154702,3.168104669226165e-05,0.3672358830937258,27.181302816000223
2022-09-29 13:00:00,0.2,12.485,0.0,140.3,0.1708703490301998,0.0292087867601345,0.4525670698828355,33.497169359933544
2022-09-29 13:30:00,0.0,13.209,0.0,140.3,0.2399026023798586,0.0302604642283682,0.8110792032398727,60.03277578786207
2022-09-29 14:00:00,0.0,14.29,0.0,157.5,0.2427119097816235,0.0357832178784812,1.142604120334846,84.57089849715076
2022-09-29 14:30:00,0.0,13.978,0.0,157.5,0.2522191933228871,0.0352537938271711,1.7497642078777242,129.51041273596
2022-09-29 15:00:00,0.0,14.673,0.0,124.0,0.4308017207555063,0.0286892087094268,1.678747711415045,124.25406120783104
2022-09-29 15:30:00,0.0,15.27,0.0,124.0,0.5101537383206409,0.0295068410087946,1.6077312149523657,118.99770967970208
2022-09-29 16:00:00,0.0,14.17,0.0,42.34,0.4913631775825681,0.0095645397508316,1.5367147184896863,113.74135815157312
2022-09-29 16:30:00,0.0,14.026,0.0,42.34,0.4627768839041943,0.0094989236821844,1.4656982220270072,108.48500662344416
2022-09-29 17:00:00,0.0,13.546,0.0,6.476,0.4345911278915418,0.0014197441749932,1.394681725564328,103.2286550953152
2022-09-29 17:30:00,0.0,12.098,0.0,6.476,0.2526859050171318,0.0013227348510773,1.3236652291016489,97.97230356718624
2022-09-29 18:00:00,0.0,11.929,0.0,0.2,0.201025579755599,3.3758057524395963e-05,1.2526487326389697,92.71595203905729
2022-09-29 18:30:00,0.0,12.171,0.0,0.2,0.175888696276373,3.4165093201904455e-05,1.1816322361762903,87.45960051092834
2022-09-29 19:00:00,0.0,11.783,0.0,0.2,0.1590013503596791,3.351404317298461e-05,1.1106157397136112,82.20324898279938
2022-09-29 19:30:00,0.0,11.589,0.0,0.2,0.1351352150749567,3.3191613558943914e-05,1.0395992432509318,76.94689745467042
2022-09-29 20:00:00,0.0,11.224,0.0,0.2,0.1185825640298402,3.259057729906609e-05,0.7901721627170882,58.48532188807212
2022-09-29 20:30:00,0.0,11.2,0.0,0.2,0.1197241278840171,3.2551313253550324e-05,0.6852998202314465,50.723098670364415
2022-09-29 21:00:00,0.0,11.102,0.0,0.2,0.1308424637709403,3.239131313461301e-05,0.4950911068087312,36.64462519922729
2022-09-29 21:30:00,0.0,10.565,0.0,0.2,0.1211473801320041,3.1523934586024005e-05,0.473840822149925,35.0717657679233
2022-09-29 22:00:00,0.0,10.026,0.0,0.2,0.1180899551978994,3.066923506111654e-05,0.3458436637580319,25.597937958592244
2022-09-29 22:30:00,0.0,9.682,0.5,0.2,0.1310223010065546,0.0076762122435864,0.3458436637580319,25.597937958592244
2022-09-29 23:00:00,0.0,9.336,0.5,0.2,0.1385770315113813,0.0081395483568063,0.3029873839087004,22.425890852687218
2022-09-29 23:30:00,0.0,9.089,1.01,0.2,0.1501475839360998,0.0124220112413954,0.3244275229547847,24.01280253168574
2022-09-30 00:00:00,0.0,8.841,0.5,0.2,0.1487880819010217,0.0087712463689761,0.2562798502669397,18.96878964294189
2022-09-30 00:30:00,0.0,8.693,0.5,0.2,0.141682754832029,0.0083625625181974,0.08311858541734,6.1520988113508785
2022-09-30 01:00:00,0.0,8.344,0.0,0.2,0.1186016493447339,2.8104307908220937e-05,0.1482391829276772,10.972059937087574
2022-09-30 01:30:00,0.0,8.817,0.0,0.2,0.1326714867666204,2.8809982646216876e-05,0.1482391829276772,10.972059937087574
2022-09-30 02:00:00,0.0,9.188,0.0,0.2,0.1488285548037317,2.9372021514339375e-05,0.1482391829276772,10.972059937087574
2022-09-30 02:30:00,0.0,9.064,0.0,0.2,0.1314458342969551,2.9183333930494853e-05,0.1482391829276772,10.972059937087574
