Label,"Probe1 (9 in right)","Probe2 (3 in up) ","Probe3 (7 in down)","resistance","counter","Power"
Units,"m3.m-3","m3.m-3","m3.m-3","ohm","events","V"
8/5/2021 4:00:00 PM,0.040,0.023,0.056,#+INF,0,8.0
8/5/2021 5:00:00 PM,0.040,0.022,0.056,#+INF,0,8.0
8/5/2021 6:00:00 PM,0.040,0.022,0.056,#+INF,0,8.0
8/5/2021 7:00:00 PM,0.040,0.022,0.056,#+INF,0,8.0
8/5/2021 8:00:00 PM,0.040,0.022,0.056,#+INF,0,8.0
8/5/2021 9:00:00 PM,0.040,0.021,0.056,#+INF,0,8.0
8/5/2021 10:00:00 PM,0.040,0.021,0.056,#+INF,0,8.0
8/5/2021 11:00:00 PM,0.040,0.021,0.056,#+INF,0,8.0
8/6/2021 12:00:00 AM,0.040,0.021,0.056,#+INF,0,8.0
8/6/2021 1:00:00 AM,0.040,0.020,0.056,#+INF,0,8.0
8/6/2021 2:00:00 AM,0.040,0.020,0.056,#+INF,0,7.9
8/6/2021 3:00:00 AM,0.040,0.020,0.056,#+INF,0,8.0
8/6/2021 4:00:00 AM,0.040,0.020,0.056,#+INF,0,8.0
8/6/2021 5:00:00 AM,0.039,0.020,0.056,#+INF,0,7.9
8/6/2021 6:00:00 AM,0.039,0.020,0.056,#+INF,0,7.9
8/6/2021 7:00:00 AM,0.039,0.020,0.056,#+INF,0,7.9
8/6/2021 8:00:00 AM,0.039,0.020,0.056,#+INF,0,8.0
8/6/2021 9:00:00 AM,0.039,0.020,0.056,#+INF,0,8.0
8/6/2021 10:00:00 AM,0.039,0.021,0.056,#+INF,0,8.0
8/6/2021 11:00:00 AM,0.039,0.021,0.056,#+INF,0,8.0
8/6/2021 12:00:00 PM,0.039,0.021,0.056,#+INF,0,8.0
8/6/2021 1:00:00 PM,0.039,0.022,0.056,#+INF,0,8.0
8/6/2021 2:00:00 PM,0.039,0.021,0.055,#+INF,0,8.0
8/6/2021 3:00:00 PM,0.039,0.021,0.055,#+INF,0,8.0
8/6/2021 4:00:00 PM,0.039,0.021,0.055,#+INF,0,8.0
8/6/2021 5:00:00 PM,0.039,0.021,0.055,#+INF,0,8.0
8/6/2021 6:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/6/2021 7:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/6/2021 8:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/6/2021 9:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/6/2021 10:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/6/2021 11:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/7/2021 12:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 1:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 2:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 3:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 4:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 5:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 6:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 7:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 8:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 9:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 10:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 11:00:00 AM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 12:00:00 PM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 1:00:00 PM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 2:00:00 PM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 3:00:00 PM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 4:00:00 PM,0.039,0.019,0.055,#+INF,0,8.0
8/7/2021 5:00:00 PM,0.039,0.020,0.055,#+INF,0,8.0
8/7/2021 6:00:00 PM,0.039,0.020,0.054,#+INF,0,8.0
8/7/2021 7:00:00 PM,0.039,0.019,0.054,#+INF,0,8.0
8/7/2021 8:00:00 PM,0.039,0.019,0.054,#+INF,0,8.0
8/7/2021 9:00:00 PM,0.039,0.019,0.054,#+INF,0,8.0
8/7/2021 10:00:00 PM,0.039,0.019,0.054,#+INF,0,8.0
8/7/2021 11:00:00 PM,0.039,0.018,0.055,#+INF,0,8.0
8/8/2021 12:00:00 AM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 1:00:00 AM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 2:00:00 AM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 3:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 4:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 5:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 6:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 7:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 8:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 9:00:00 AM,0.039,0.018,0.054,#+INF,0,7.9
8/8/2021 10:00:00 AM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 11:00:00 AM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 12:00:00 PM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 1:00:00 PM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 2:00:00 PM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 3:00:00 PM,0.039,0.018,0.054,#+INF,0,8.0
8/8/2021 4:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 5:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 6:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 7:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 8:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 9:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/8/2021 10:00:00 PM,0.038,0.017,0.054,#+INF,0,7.9
8/8/2021 11:00:00 PM,0.038,0.017,0.054,#+INF,0,7.9
8/9/2021 12:00:00 AM,0.038,0.017,0.054,#+INF,0,7.9
8/9/2021 1:00:00 AM,0.038,0.017,0.054,#+INF,0,7.9
8/9/2021 2:00:00 AM,0.038,0.017,0.054,#+INF,0,7.9
8/9/2021 3:00:00 AM,0.038,0.017,0.054,#+INF,0,7.9
8/9/2021 4:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 5:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 6:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 7:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 8:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 9:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/9/2021 10:00:00 AM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 11:00:00 AM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 12:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 1:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 2:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 3:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 4:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 5:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 6:00:00 PM,0.038,0.019,0.054,#+INF,0,8.0
8/9/2021 7:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 8:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 9:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 10:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/9/2021 11:00:00 PM,0.038,0.018,0.054,#+INF,0,8.0
8/10/2021 12:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 1:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 2:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 3:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 4:00:00 AM,0.038,0.018,0.054,#+INF,0,8.0
8/10/2021 5:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 6:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 7:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 8:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 9:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 10:00:00 AM,0.038,0.017,0.054,#+INF,0,8.0
8/10/2021 11:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/10/2021 12:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/10/2021 1:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 2:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 3:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 4:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 5:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 6:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 7:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/10/2021 8:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/10/2021 9:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/10/2021 10:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/10/2021 11:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 12:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 1:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 2:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 3:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 4:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 5:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 6:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 7:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 8:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 9:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 10:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 11:00:00 AM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 12:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/11/2021 1:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/11/2021 2:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/11/2021 3:00:00 PM,0.038,0.018,0.053,#+INF,0,8.0
8/11/2021 4:00:00 PM,0.038,0.017,0.053,#+INF,0,8.0
8/11/2021 5:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/11/2021 6:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/11/2021 7:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/11/2021 8:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/11/2021 9:00:00 PM,0.038,0.016,0.052,#+INF,0,8.0
8/11/2021 10:00:00 PM,0.038,0.016,0.052,#+INF,0,7.9
8/11/2021 11:00:00 PM,0.038,0.016,0.052,#+INF,0,7.9
8/12/2021 12:00:00 AM,0.038,0.016,0.052,#+INF,0,7.9
8/12/2021 1:00:00 AM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 2:00:00 AM,0.038,0.016,0.052,#+INF,0,7.9
8/12/2021 3:00:00 AM,0.038,0.016,0.053,#+INF,0,7.9
8/12/2021 4:00:00 AM,0.038,0.016,0.053,#+INF,0,7.9
8/12/2021 5:00:00 AM,0.038,0.016,0.052,#+INF,0,7.9
8/12/2021 6:00:00 AM,0.038,0.015,0.053,#+INF,0,7.9
8/12/2021 7:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/12/2021 8:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/12/2021 9:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/12/2021 10:00:00 AM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 11:00:00 AM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 12:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 1:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 2:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 3:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 4:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 5:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 6:00:00 PM,0.038,0.017,0.052,#+INF,0,8.0
8/12/2021 7:00:00 PM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 8:00:00 PM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 9:00:00 PM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 10:00:00 PM,0.038,0.016,0.052,#+INF,0,8.0
8/12/2021 11:00:00 PM,0.038,0.015,0.052,#+INF,0,8.0
8/13/2021 12:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/13/2021 1:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/13/2021 2:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/13/2021 3:00:00 AM,0.038,0.015,0.052,#+INF,0,7.9
8/13/2021 4:00:00 AM,0.038,0.014,0.052,#+INF,0,7.9
8/13/2021 5:00:00 AM,0.038,0.014,0.052,#+INF,0,7.9
8/13/2021 6:00:00 AM,0.038,0.014,0.052,#+INF,0,7.9
8/13/2021 7:00:00 AM,0.038,0.014,0.052,#+INF,0,7.9
8/13/2021 8:00:00 AM,0.038,0.014,0.052,#+INF,0,7.9
8/13/2021 9:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/13/2021 10:00:00 AM,0.037,0.015,0.052,#+INF,0,8.0
8/13/2021 11:00:00 AM,0.037,0.015,0.052,#+INF,0,8.0
8/13/2021 12:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 1:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 2:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 3:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 4:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 5:00:00 PM,0.037,0.017,0.052,#+INF,0,8.0
8/13/2021 6:00:00 PM,0.037,0.016,0.052,#+INF,0,8.0
8/13/2021 7:00:00 PM,0.037,0.016,0.052,#+INF,0,8.0
8/13/2021 8:00:00 PM,0.037,0.016,0.052,#+INF,0,8.0
8/13/2021 9:00:00 PM,0.037,0.015,0.052,#+INF,0,8.0
8/13/2021 10:00:00 PM,0.037,0.015,0.052,#+INF,0,8.0
8/13/2021 11:00:00 PM,0.037,0.015,0.052,#+INF,0,7.9
8/14/2021 12:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 1:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 2:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 3:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 4:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 5:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 6:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 7:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 8:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 9:00:00 AM,0.037,0.014,0.052,#+INF,0,7.9
8/14/2021 10:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/14/2021 11:00:00 AM,0.037,0.014,0.052,#+INF,0,8.0
8/14/2021 12:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 1:00:00 PM,0.037,0.015,0.051,#+INF,0,8.0
8/14/2021 2:00:00 PM,0.037,0.016,0.051,#+INF,0,8.0
