z6B00122,Port1,,,Port2,,,Port3,,,Port7,
2020-10-04 22:45,0.193,17.3,0.07,0.066,18,0,0.073,17.4,0,100,9560
2020-10-04 23:45,0.193,16.2,0.073,0.066,17,0,0.073,16.9,0,100,9555
2020-10-05 0:45,0.193,15.7,0.073,0.066,16.4,0,0.073,16.5,0,100,9554
2020-10-05 1:45,0.194,14.6,0.074,0.065,15.6,0,0.073,15.8,0,100,9557
2020-10-05 2:45,0.194,14.1,0.075,0.065,15.1,0,0.073,15.2,0,100,9554
2020-10-05 3:45,0.194,13.6,0.073,0.065,14.8,0,0.073,14.9,0,100,9556
2020-10-05 4:45,0.194,13.5,0.073,0.065,14.6,0,0.073,14.6,0,100,9554
2020-10-05 5:45,0.195,12.6,0.073,0.065,14.2,0,0.073,14.2,0,100,9554
2020-10-05 6:45,0.195,12,0.073,0.065,13.7,0,0.073,13.7,0,100,9550
2020-10-05 7:45,0.195,11.2,0.073,0.065,13.1,0,0.073,13.2,0,100,9550
2020-10-05 8:45,0.196,10.8,0.074,0.065,12.6,0,0.073,12.9,0,100,9547
2020-10-05 9:45,0.197,9.6,0.075,0.064,11.7,0,0.073,12.1,0,100,9550
2020-10-05 10:45,0.197,8.9,0.076,0.064,11.1,0,0.073,11.2,0,100,9550
2020-10-05 11:45,0.198,8.5,0.076,0.064,10.7,0,0.073,10.6,0,100,9550
2020-10-05 12:45,0.198,8.4,0.077,0.064,10.6,0,0.073,10.3,0,100,9549
2020-10-05 13:45,0.197,9,0.073,0.064,11,0,0.073,10.3,0,100,9550
2020-10-05 14:45,0.198,8.6,0.075,0.064,10.7,0,0.073,10.3,0,100,9550
2020-10-05 15:45,0.198,8.7,0.074,0.064,10.8,0,0.073,10.1,0,100,9545
2020-10-05 16:45,0.197,10,0.073,0.064,11.8,0,0.073,10.6,0,100,9544
2020-10-05 17:45,0.196,11.7,0.07,0.064,13,0,0.074,14.2,0,100,9548
2020-10-05 18:45,0.193,15.6,0.065,0.064,18.7,0,0.074,18.9,0,100,9549
2020-10-05 19:45,0.189,20.6,0.061,0.065,26.2,0,0.073,20.8,0,100,9548
2020-10-05 20:45,0.187,22.2,0.061,0.064,26.6,0,0.072,22.7,0,100,9545
2020-10-05 21:45,0.185,24.4,0.06,0.064,30.5,0,0.071,24.7,0,100,9548
2020-10-05 22:45,0.185,23.1,0.062,0.063,32.2,0,0.07,25,0,100,9547
2020-10-05 23:45,0.187,20.3,0.065,0.061,27.4,0,0.07,23.5,0,100,9543
2020-10-06 0:45,0.188,18.2,0.067,0.059,20.6,0,0.071,21,0,100,9542
2020-10-06 1:45,0.189,17,0.067,0.059,18.5,0,0.072,19.5,0,100,9540
2020-10-06 2:45,0.189,16.2,0.066,0.059,17.5,0,0.072,18.6,0,100,9542
2020-10-06 3:45,0.189,15.8,0.065,0.059,16.8,0,0.073,17.9,0,100,9538
2020-10-06 4:45,0.189,15.4,0.064,0.059,16.5,0,0.072,17.4,0,100,9537
2020-10-06 5:45,0.189,15.2,0.063,0.059,16.3,0,0.072,17,0,100,9538
2020-10-06 6:45,0.189,15.2,0.064,0.059,16.2,0,0.073,16.7,0,100,9538
2020-10-06 7:45,0.188,15.2,0.063,0.058,16.2,0,0.072,16.5,0,100,9538
2020-10-06 8:45,0.188,15.2,0.062,0.059,16.1,0,0.073,16.4,0,100,9538
2020-10-06 9:45,0.188,15.1,0.064,0.058,16,0,0.072,16.2,0,100,9538
2020-10-06 10:45,0.188,15.3,0.062,0.059,16,0,0.073,16,0,100,9535
2020-10-06 11:45,0.188,14.8,0.062,0.058,16,0,0.073,15.9,0,100,9536
2020-10-06 12:45,0.188,14.4,0.063,0.058,15.8,0,0.073,15.6,0,100,9538
2020-10-06 13:45,0.188,14.8,0.062,0.058,15.8,0,0.073,15.5,0,100,9535
2020-10-06 14:45,0.188,14.7,0.061,0.058,15.7,0,0.073,15.4,0,100,9533
2020-10-06 15:45,0.188,14.8,0.061,0.058,15.8,0,0.073,15.5,0,100,9530
2020-10-06 16:45,0.187,15.4,0.061,0.058,16,0,0.073,15.7,0,100,9530
2020-10-06 17:45,0.187,15.9,0.059,0.058,16.3,0,0.073,16,0,100,9531
2020-10-06 18:45,0.186,16.5,0.059,0.058,16.6,0,0.073,16.4,0,100,9531
2020-10-06 19:45,0.186,16.8,0.06,0.058,17.1,0,0.073,16.8,0,100,9530
2020-10-06 20:45,0.184,18.5,0.058,0.059,19.1,0,0.073,17.9,0,100,9535
2020-10-06 21:45,0.182,20.8,0.055,0.059,22.8,0,0.072,19.4,0,100,9532
2020-10-06 22:45,0.182,20.2,0.057,0.058,23.3,0,0.072,20.5,0,100,9532
2020-10-06 23:45,0.183,18.6,0.059,0.058,20.6,0,0.072,19.6,0,100,9526
2020-10-07 0:45,0.184,16.4,0.059,0.057,17.7,0,0.072,18.3,0,100,9525
2020-10-07 1:45,0.185,14.2,0.06,0.057,15.7,0,0.072,16.8,0,100,9522
2020-10-07 2:45,0.186,13.3,0.061,0.056,14.7,0,0.072,15.7,0,100,9522
2020-10-07 3:45,0.186,12.8,0.061,0.056,14.3,0,0.072,15.1,0,100,9523
2020-10-07 4:45,0.186,12.2,0.061,0.056,13.9,0,0.073,14.6,0,100,9525
2020-10-07 5:45,0.187,11,0.062,0.056,13,0,0.072,13.9,0,100,9522
2020-10-07 6:45,0.188,10,0.064,0.056,12,0,0.072,12.8,0,100,9520
2020-10-07 7:45,0.188,10.2,0.063,0.056,11.9,0,0.073,12.2,0,100,9519
2020-10-07 8:45,0.188,10.3,0.061,0.056,11.8,0,0.072,12,0,100,9522
2020-10-07 9:45,0.188,10.3,0.06,0.056,11.8,0,0.073,11.8,0,100,9522
2020-10-07 10:45,0.188,10.2,0.061,0.056,11.9,0,0.073,11.7,0,100,9522
2020-10-07 11:45,0.188,10.3,0.061,0.056,11.9,0,0.073,11.6,0,100,9520
2020-10-07 12:45,0.189,10.1,0.062,0.056,11.8,0,0.073,11.4,0,100,9519
2020-10-07 13:45,0.189,9.8,0.062,0.056,11.5,0,0.073,11.2,0,100,9521
2020-10-07 14:45,0.189,10,0.061,0.056,11.5,0,0.073,11,0,100,9520
2020-10-07 15:45,0.189,10.4,0.062,0.056,11.6,0,0.073,11,0,100,9519
2020-10-07 16:45,0.188,10.8,0.06,0.056,11.8,0,0.073,11.2,0,100,9517
2020-10-07 17:45,0.188,11.3,0.06,0.056,12.4,0,0.073,11.8,0,100,9518
2020-10-07 18:45,0.188,11.3,0.06,0.058,12.8,0,0.074,12.4,0,100,9518
2020-10-07 19:45,0.19,13,0.058,0.058,16.8,0,0.074,14,0,100,9519
2020-10-07 20:45,0.19,15.9,0.056,0.058,25,0,0.073,19.4,0,100,9516
2020-10-07 21:45,0.19,15.5,0.059,0.056,19.4,0,0.073,18,0,100,9513
2020-10-07 22:45,0.189,17,0.056,0.057,24,0,0.073,18.4,0,100,9515
2020-10-07 23:45,0.19,15.6,0.059,0.056,20.7,0,0.073,18.4,0,100,9511
2020-10-08 0:45,0.191,14,0.059,0.055,16.2,0,0.073,16.4,0,100,9509
2020-10-08 1:45,0.192,12.7,0.061,0.054,14.4,0,0.073,15.1,0,100,9508
2020-10-08 2:45,0.192,12,0.061,0.054,13.4,0,0.073,14.2,0,100,9510
2020-10-08 3:45,0.193,10.9,0.062,0.054,12.4,0,0.073,13.3,0,100,9511
2020-10-08 4:45,0.194,10.2,0.063,0.054,11.7,0,0.073,12.5,0,100,9509
2020-10-08 5:45,0.194,9.9,0.062,0.054,11.4,0,0.073,11.9,0,100,9509
2020-10-08 6:45,0.194,9.7,0.061,0.054,11.2,0,0.073,11.5,0,100,9508
2020-10-08 7:45,0.194,9.9,0.062,0.054,11.4,0,0.073,11.4,0,100,9510
2020-10-08 8:45,0.195,9.6,0.061,0.054,11.6,0,0.073,11.3,0,100,9506
2020-10-08 9:45,0.195,9.8,0.061,0.054,11.7,0,0.073,11.2,0,100,9508
2020-10-08 10:45,0.194,10.6,0.059,0.054,12.2,0,0.074,11.4,0,100,9507
2020-10-08 11:45,0.194,11.4,0.058,0.054,12.9,0,0.074,11.8,0,100,9509
2020-10-08 12:45,0.194,11.6,0.058,0.055,13.5,0,0.074,12.2,0,100,9505
2020-10-08 13:45,0.193,11.7,0.059,0.054,13.5,0,0.074,12.2,0,100,9504
2020-10-08 14:45,0.193,12.2,0.058,0.054,13.6,0,0.074,12.4,0,100,9504
2020-10-08 15:45,0.192,12.7,0.058,0.054,13.9,0,0.074,12.7,0,100,9504
2020-10-08 16:45,0.192,13,0.057,0.054,14.1,0,0.073,13,0,100,9501
2020-10-08 17:45,0.191,13.7,0.057,0.054,14.4,0,0.074,13.3,0,100,9501
2020-10-08 18:45,0.191,14.4,0.056,0.054,15,0,0.074,13.9,0,100,9502
2020-10-08 19:45,0.19,15.2,0.055,0.054,15.6,0,0.074,14.3,0,100,9500
2020-10-08 20:45,0.189,16.2,0.052,0.054,17,0,0.074,15.1,0,100,9503
2020-10-08 21:45,0.188,17.4,0.054,0.054,18.7,0,0.073,16.3,0,100,9502
2020-10-08 22:45,0.186,18.7,0.053,0.055,23,0,0.074,18.5,0,100,9497
2020-10-08 23:45,0.188,15.3,0.056,0.053,17.4,0,0.073,17.1,0,100,9496
2020-10-09 0:45,0.189,13.8,0.058,0.053,15.1,0,0.073,15.5,0,100,9496
2020-10-09 1:45,0.19,12.4,0.059,0.053,14,0,0.073,14.6,0,100,9500
2020-10-09 2:45,0.19,11.5,0.061,0.053,13.1,0,0.073,13.7,0,100,9494
2020-10-09 3:45,0.191,10.8,0.061,0.053,12.3,0,0.073,13,0,100,9494
2020-10-09 4:45,0.191,10.4,0.06,0.053,11.8,0,0.073,12.3,0,100,9494
2020-10-09 5:45,0.192,10,0.061,0.053,11.2,0,0.073,11.6,0,100,9496
2020-10-09 6:45,0.192,9.8,0.059,0.052,11.1,0,0.073,11.3,0,100,9496
2020-10-09 7:45,0.192,9.6,0.061,0.052,11,0,0.073,11,0,100,9494
2020-10-09 8:45,0.193,9.2,0.061,0.052,10.5,0,0.073,10.6,0,100,9494
2020-10-09 9:45,0.193,8.8,0.059,0.052,10.2,0,0.073,10.2,0,100,9494
2020-10-09 10:45,0.193,8.6,0.059,0.052,9.9,0,0.073,9.9,0,100,9492
2020-10-09 11:45,0.194,8.3,0.06,0.052,9.6,0,0.073,9.5,0,100,9490
2020-10-09 12:45,0.194,8.1,0.06,0.052,9.6,0,0.073,9.3,0,100,9497
2020-10-09 13:45,0.194,7.9,0.061,0.052,9.6,0,0.073,9.2,0,100,9487
2020-10-09 14:45,0.194,7.8,0.061,0.052,9.4,0,0.073,9,0,100,9492
2020-10-09 15:45,0.194,7.8,0.062,0.052,9.4,0,0.073,9,0,100,9492
2020-10-09 16:45,0.194,8.4,0.058,0.052,9.9,0,0.074,9.4,0,100,9491
2020-10-09 17:45,0.192,11.4,0.055,0.052,12.1,0,0.074,11.4,0,100,9490
2020-10-09 18:45,0.19,13.4,0.054,0.053,14.4,0,0.074,13.1,0,100,9490
2020-10-09 19:45,0.189,15.3,0.053,0.053,17.1,0,0.074,14.3,0,100,9490
2020-10-09 20:45,0.188,15.7,0.055,0.053,17,0,0.074,15.4,0,100,9485
2020-10-09 21:45,0.188,15.3,0.054,0.053,15.9,0,0.073,14.9,0,100,9487
2020-10-09 22:45,0.188,13.5,0.057,0.052,14.8,0,0.073,14.4,0,100,9484
2020-10-09 23:45,0.189,13,0.059,0.052,14.2,0,0.073,13.8,0,100,9484
2020-10-10 0:45,0.189,13,0.059,0.052,13.8,0,0.073,13.5,0,100,9484
2020-10-10 1:45,0.189,12.6,0.057,0.052,13.5,0,0.073,13.2,0,100,9481
2020-10-10 2:45,0.189,12.4,0.057,0.052,13.2,0,0.073,12.9,0,100,9481
2020-10-10 3:45,0.189,12.2,0.057,0.052,13.1,0,0.073,12.7,0,100,9481
2020-10-10 4:45,0.189,12,0.057,0.052,13,0,0.073,12.6,0,100,9481
2020-10-10 5:45,0.189,11.9,0.057,0.051,13,0,0.073,12.4,0,100,9480
2020-10-10 6:45,0.189,11.7,0.057,0.051,12.9,0,0.073,12.3,0,100,9479
2020-10-10 7:45,0.189,11.8,0.056,0.051,13,0,0.073,12.3,0,100,9481
2020-10-10 8:45,0.188,12,0.057,0.051,13.1,0,0.073,12.3,0,100,9477
2020-10-10 9:45,0.188,12.1,0.056,0.051,13.1,0,0.073,12.4,0,100,9481
2020-10-10 10:45,0.188,12,0.056,0.051,13,0,0.073,12.3,0,100,9478
2020-10-10 11:45,0.188,12,0.056,0.051,13,0,0.073,12.2,0,100,9483
2020-10-10 12:45,0.187,12,0.054,0.051,13,0,0.073,12.2,0,100,9477
2020-10-10 13:45,0.187,11.8,0.056,0.051,12.8,0,0.073,12.1,0,100,9477
2020-10-10 14:45,0.187,11.8,0.055,0.051,12.7,0,0.073,12.1,0,100,9474
2020-10-10 15:45,0.187,12.2,0.053,0.051,13.1,0,0.073,12.3,0,100,9476
2020-10-10 16:45,0.186,12.9,0.054,0.051,13.6,0,0.073,12.9,0,100,9476
2020-10-10 17:45,0.185,14,0.053,0.051,14.3,0,0.073,14.4,0,100,9476
2020-10-10 18:45,0.185,14.6,0.054,0.051,14.8,0,0.073,14.5,0,100,9474
2020-10-10 19:45,0.183,16.3,0.05,0.052,17.1,0,0.073,15.5,0,100,9476
2020-10-10 20:45,0.181,19.7,0.049,0.053,23,0,0.073,19.2,0,100,9475
2020-10-10 21:45,0.179,20.5,0.049,0.053,25.5,0,0.072,20.4,0,100,9471
2020-10-10 22:45,0.181,17.4,0.053,0.052,22,0,0.072,19.6,0,100,9471
2020-10-10 23:45,0.182,15.2,0.055,0.051,18.4,0,0.072,17.7,0,100,9467
2020-10-11 0:45,0.183,12.4,0.06,0.051,14.7,0,0.072,15.8,0,100,9466
2020-10-11 1:45,0.228,9.7,0.181,0.052,11.6,0,0.078,12,0,100,9469
2020-10-11 2:45,0.24,9,0.207,0.051,10.5,0,0.08,11,0,100,9466
2020-10-11 3:45,0.243,8.5,0.205,0.051,10.1,0,0.081,10.2,0,100,9468
2020-10-11 4:45,0.244,8.2,0.202,0.05,9.9,0,0.081,9.8,0,100,9468
2020-10-11 5:45,0.244,8,0.197,0.049,9.8,0,0.082,9.2,0,100,9468
2020-10-11 6:45,0.244,7.6,0.197,0.049,9.4,0,0.082,8.6,0,100,9470
2020-10-11 7:45,0.244,7.3,0.192,0.049,9.1,0,0.082,8.3,0,100,9469
2020-10-11 8:45,0.244,7.1,0.19,0.049,8.7,0,0.083,7.8,0,100,9468
2020-10-11 9:45,0.243,6.8,0.189,0.049,8.5,0,0.083,7.5,0,100,9466
2020-10-11 10:45,0.243,6,0.187,0.049,7.9,0,0.083,7.1,0,100,9464
2020-10-11 11:45,0.243,5.7,0.187,0.048,7.9,0,0.084,6.7,0,100,9466
2020-10-11 12:45,0.242,5.5,0.182,0.048,7.7,0,0.084,6.4,0,100,9466
2020-10-11 13:45,0.242,5.2,0.179,0.048,7.5,0,0.084,6.1,0,100,9465
2020-10-11 14:45,0.242,5.2,0.176,0.048,7.4,0,0.085,5.8,0,100,9465
2020-10-11 15:45,0.241,5.6,0.173,0.048,7.7,0,0.085,5.9,0,100,9465
2020-10-11 16:45,0.24,6.6,0.166,0.048,8.4,0,0.086,6.4,0,100,9464
2020-10-11 17:45,0.239,6.8,0.164,0.048,8.6,0,0.085,7.1,0,100,9465
2020-10-11 18:45,0.238,8,0.159,0.048,11.2,0,0.085,8.3,0,100,9464
2020-10-11 19:45,0.236,11,0.155,0.049,16.8,0,0.085,10.3,0,100,9464
2020-10-11 20:45,0.233,14.3,0.15,0.051,23.9,0,0.085,14.2,0,100,9462
2020-10-11 21:45,0.23,16.9,0.15,0.051,26.9,0,0.085,15.8,0,100,9459
2020-10-11 22:45,0.229,14.1,0.158,0.051,27,0,0.084,15.8,0,100,9457
