 ,Area,Mean,Min,Max
1,3339532.108,85.273,0,255
2,166218.592,73.441,1,255
3,4133135.518,81.042,0,255
4,306773.372,42.681,1,255
5,3910628.505,100.058,0,255
6,219474.275,71.761,6,255
7,2220359.873,81.491,0,255
8,249644.486,57.080,3,221
9,1633546.313,130.394,8,255
10,110367.487,64.823,9,252
