 ,Area,Mean,Min,Max
1,4523898.511,99.175,0,255
2,626883.158,49.926,1,255
3,3419661.623,78.414,0,255
4,344213.383,60.008,5,255
5,2466924.884,72.885,3,255
6,440311.570,45.285,3,255
7,1694041.153,88.072,4,215
8,221504.023,46.305,10,105
9,1225963.403,135.534,9,243
10,111667.925,82.864,17,178
