 ,Area,Mean,Min,Max
1,4011515.130,115.221,0,255
2,408099.021,108.295,0,255
3,3491584.641,135.027,0,255
4,525953.826,113.404,13,255
5,3872790.469,121.132,5,255
6,534290.152,114.545,0,255
7,2369002.711,138.944,0,255
8,428791.216,127.484,0,255
9,2326220.961,153.135,0,255
10,431978.836,125.399,0,255
