 ,Area,Mean,Min,Max
1,2510282.934,107.101,0,255
2,195835.325,103.529,20,255
3,3200745.950,111.368,0,255
4,281374.911,78.076,0,255
5,2653493.495,116.936,0,255
6,381902.800,122.194,0,255
7,1960867.817,114.261,0,255
8,235224.465,65.150,0,255
9,2089482.975,127.284,4,255
10,198968.281,65.970,4,255
11,1712954.372,126.219,0,255
12,251692.125,69.738,9,255
