TOA5,CR1000,CR1000,70315
TIMESTAMP,RECORD,NR_Wm2,NR_Wm2_Avg
TS,RN,W/meter^2,W/meter^2
,,Smp,Avg
2021-07-26 7:00,8345,-29.65,-29.65
2021-07-26 7:30,8346,-28.15,-28.15
2021-07-26 8:00,8347,-26.16,-26.16
2021-07-26 8:30,8348,-17.19,-17.19
2021-07-26 9:00,8349,-7.724,-7.724
2021-07-26 9:30,8350,1.744,1.744
2021-07-26 10:00,8351,12.71,12.71
2021-07-26 10:30,8352,301.6,301.6
2021-07-26 11:00,8353,343.1,343.1
2021-07-26 11:30,8354,384.6,384.6
2021-07-26 12:00,8355,427.2,427.2
2021-07-26 12:30,8356,421.6,421.6
2021-07-26 13:00,8357,482.7,482.7
2021-07-26 13:30,8358,482.1,482.1
2021-07-26 14:00,8359,379.6,379.6
2021-07-26 14:30,8360,382.6,382.6
2021-07-26 15:00,8361,360.8,360.8
2021-07-26 15:30,8362,381.6,381.6
2021-07-26 16:00,8363,336.4,336.4
2021-07-26 16:30,8364,312.6,312.6
2021-07-26 17:00,8365,283.3,283.3
2021-07-26 17:30,8366,199.3,199.3
2021-07-26 18:00,8367,182,182
2021-07-26 18:30,8368,128.5,128.5
2021-07-26 19:00,8369,99.7,99.7
2021-07-26 19:30,8370,27.6,27.6
2021-07-26 20:00,8371,0.497,0.497
2021-07-26 20:30,8372,-43.04,-43.04
2021-07-26 21:00,8373,-71.91,-71.91
2021-07-26 21:30,8374,-80.4,-80.4
2021-07-26 22:00,8375,-78.9,-78.9
2021-07-26 22:30,8376,-78.91,-78.91
2021-07-26 23:00,8377,-74.45,-74.45
2021-07-26 23:30,8378,-73.21,-73.21
2021-07-27 0:00,8379,-73.46,-73.46
2021-07-27 0:30,8380,-72.23,-72.23
2021-07-27 1:00,8381,-70.24,-70.24
2021-07-27 1:30,8382,-71.49,-71.49
2021-07-27 2:00,8383,-70.26,-70.26
2021-07-27 2:30,8384,-69.27,-69.27
2021-07-27 3:00,8385,-69.52,-69.52
2021-07-27 3:30,8386,-65.03,-65.03
2021-07-27 4:00,8387,-68.52,-68.52
2021-07-27 4:30,8388,-67.27,-67.27
2021-07-27 5:00,8389,-63.04,-63.04
2021-07-27 5:30,8390,-64.03,-64.03
2021-07-27 6:00,8391,-65.53,-65.53
2021-07-27 6:30,8392,-60.05,-60.05
2021-07-27 7:00,8393,-56.07,-56.07
2021-07-27 7:30,8394,-37.13,-37.13
2021-07-27 8:00,8395,-27.66,-27.66
2021-07-27 8:30,8396,-15.2,-15.2
2021-07-27 9:00,8397,-1.495,-1.495
2021-07-27 9:30,8398,10.71,10.71
2021-07-27 10:00,8399,22.17,22.17
2021-07-27 10:30,8400,262.3,262.3
2021-07-27 11:00,8401,360.8,360.8
2021-07-27 11:30,8402,403.8,403.8
2021-07-27 12:00,8403,355.6,355.6
2021-07-27 12:30,8404,184.7,184.7
2021-07-27 13:00,8405,261.5,261.5
2021-07-27 13:30,8406,437,437
2021-07-27 14:00,8407,118.3,118.3
2021-07-27 14:30,8408,412.5,412.5
2021-07-27 15:00,8409,342.5,342.5
2021-07-27 15:30,8410,236.1,236.1
2021-07-27 16:00,8411,213.2,213.2
2021-07-27 16:30,8412,228.7,228.7
2021-07-27 17:00,8413,194.7,194.7
2021-07-27 17:30,8414,49.47,49.47
2021-07-27 18:00,8415,139.3,139.3
2021-07-27 18:30,8416,83.3,83.3
2021-07-27 19:00,8417,11.69,11.69
2021-07-27 19:30,8418,-13.19,-13.19
2021-07-27 20:00,8419,-0.747,-0.747
2021-07-27 20:30,8420,-22.15,-22.15
2021-07-27 21:00,8421,-46.54,-46.54
2021-07-27 21:30,8422,-69.45,-69.45
2021-07-27 22:00,8423,-65.98,-65.98
2021-07-27 22:30,8424,-59.02,-59.02
2021-07-27 23:00,8425,-60.01,-60.01
2021-07-27 23:30,8426,-55.53,-55.53
2021-07-28 0:00,8427,-52.56,-52.56
2021-07-28 0:30,8428,-55.05,-55.05
2021-07-28 1:00,8429,-60.78,-60.78
2021-07-28 1:30,8430,-57.05,-57.05
2021-07-28 2:00,8431,-58.55,-58.55
2021-07-28 2:30,8432,-65.53,-65.53
2021-07-28 3:00,8433,-64.78,-64.78
2021-07-28 3:30,8434,-65.53,-65.53
2021-07-28 4:00,8435,-67.52,-67.52
2021-07-28 4:30,8436,-63.04,-63.04
2021-07-28 5:00,8437,-63.54,-63.54
2021-07-28 5:30,8438,-62.56,-62.56
2021-07-28 6:00,8439,-61.06,-61.06
2021-07-28 6:30,8440,-55.08,-55.08
2021-07-28 7:00,8441,-45.11,-45.11
2021-07-28 7:30,8442,-33.9,-33.9
2021-07-28 8:00,8443,-21.43,-21.43
2021-07-28 8:30,8444,-7.228,-7.228
2021-07-28 9:00,8445,6.977,6.977
2021-07-28 9:30,8446,23.17,23.17
2021-07-28 10:00,8447,38.37,38.37
2021-07-28 10:30,8448,167.6,167.6
2021-07-28 11:00,8449,277.9,277.9
2021-07-28 11:30,8450,313.5,313.5
2021-07-28 12:00,8451,318.4,318.4
2021-07-28 12:30,8452,368,368
2021-07-28 13:00,8453,400.2,400.2
2021-07-28 13:30,8454,366.4,366.4
2021-07-28 14:00,8455,344.4,344.4
2021-07-28 14:30,8456,339.5,339.5
2021-07-28 15:00,8457,324.5,324.5
2021-07-28 15:30,8458,335,335
2021-07-28 16:00,8459,322,322
2021-07-28 16:30,8460,310.6,310.6
2021-07-28 17:00,8461,139.7,139.7
2021-07-28 17:30,8462,202.3,202.3
2021-07-28 18:00,8463,135.7,135.7
2021-07-28 18:30,8464,119.4,119.4
2021-07-28 19:00,8465,6.963,6.963
2021-07-28 19:30,8466,20.4,20.4
2021-07-28 20:00,8467,-21.65,-21.65
2021-07-28 20:30,8468,-53.99,-53.99
2021-07-28 21:00,8469,-66.94,-66.94
2021-07-28 21:30,8470,-65.47,-65.47
2021-07-28 22:00,8471,-65.47,-65.47
2021-07-28 22:30,8472,-65.24,-65.24
2021-07-28 23:00,8473,-64,-64
2021-07-28 23:30,8474,-62,-62
2021-07-29 0:00,8475,-60.52,-60.52
2021-07-29 0:30,8476,-36.37,-36.37
2021-07-29 1:00,8477,-49.57,-49.57
2021-07-29 1:30,8478,-48.82,-48.82
2021-07-29 2:00,8479,-46.58,-46.58
2021-07-29 2:30,8480,-44.59,-44.59
2021-07-29 3:00,8481,-47.08,-47.08
2021-07-29 3:30,8482,-45.83,-45.83
2021-07-29 4:00,8483,-43.84,-43.84
2021-07-29 4:30,8484,-39.36,-39.36
2021-07-29 5:00,8485,-48.09,-48.09
2021-07-29 5:30,8486,-53.57,-53.57
2021-07-29 6:00,8487,-58.3,-58.3
2021-07-29 6:30,8488,-44.35,-44.35
2021-07-29 7:00,8489,-31.14,-31.14
2021-07-29 7:30,8490,-24.67,-24.67
2021-07-29 8:00,8491,5.232,5.232
2021-07-29 8:30,8492,22.42,22.42
2021-07-29 9:00,8493,-5.48,-5.48
2021-07-29 9:30,8494,36.12,36.12
2021-07-29 10:00,8495,86.2,86.2
2021-07-29 10:30,8496,128.7,128.7
2021-07-29 11:00,8497,252.4,252.4
2021-07-29 11:30,8498,297.6,297.6
2021-07-29 12:00,8499,337.5,337.5
2021-07-29 12:30,8500,322.2,322.2
2021-07-29 13:00,8501,336.5,336.5
2021-07-29 13:30,8502,366.1,366.1
2021-07-29 14:00,8503,350.9,350.9
2021-07-29 14:30,8504,336,336
2021-07-29 15:00,8505,307.4,307.4
2021-07-29 15:30,8506,317.1,317.1
2021-07-29 16:00,8507,246.2,246.2
2021-07-29 16:30,8508,155.3,155.3
2021-07-29 17:00,8509,211.3,211.3
2021-07-29 17:30,8510,152.4,152.4
2021-07-29 18:00,8511,112.6,112.6
2021-07-29 18:30,8512,77.57,77.57
2021-07-29 19:00,8513,34.07,34.07
2021-07-29 19:30,8514,-0.249,-0.249
2021-07-29 20:00,8515,-37.07,-37.07
2021-07-29 20:30,8516,-53.74,-53.74
2021-07-29 21:00,8517,-67.94,-67.94
2021-07-29 21:30,8518,-66.94,-66.94
2021-07-29 22:00,8519,-67.71,-67.71
2021-07-29 22:30,8520,-69.45,-69.45
2021-07-29 23:00,8521,-66.48,-66.48
2021-07-29 23:30,8522,-65.49,-65.49
2021-07-30 0:00,8523,-63.25,-63.25
2021-07-30 0:30,8524,-62.52,-62.52
2021-07-30 1:00,8525,-45.83,-45.83
2021-07-30 1:30,8526,-61.27,-61.27
2021-07-30 2:00,8527,-60.03,-60.03
2021-07-30 2:30,8528,-48.57,-48.57
2021-07-30 3:00,8529,-56.54,-56.54
2021-07-30 3:30,8530,-64.02,-64.02
2021-07-30 4:00,8531,-62.79,-62.79
2021-07-30 4:30,8532,-53.57,-53.57
2021-07-30 5:00,8533,-54.07,-54.07
2021-07-30 5:30,8534,-61.04,-61.04
2021-07-30 6:00,8535,-59.05,-59.05
2021-07-30 6:30,8536,-53.57,-53.57
2021-07-30 7:00,8537,-39.62,-39.62
2021-07-30 7:30,8538,-28.4,-28.4
2021-07-30 8:00,8539,-9.22,-9.22
2021-07-30 8:30,8540,7.724,7.724
2021-07-30 9:00,8541,14.95,14.95
2021-07-30 9:30,8542,33.38,33.38
2021-07-30 10:00,8543,45.83,45.83
2021-07-30 10:30,8544,70.22,70.22
2021-07-30 11:00,8545,265.9,265.9
2021-07-30 11:30,8546,282.2,282.2
2021-07-30 12:00,8547,307.6,307.6
2021-07-30 12:30,8548,283.4,283.4
2021-07-30 13:00,8549,380.3,380.3
2021-07-30 13:30,8550,426,426
2021-07-30 14:00,8551,365.8,365.8
2021-07-30 14:30,8552,310.1,310.1
2021-07-30 15:00,8553,305.1,305.1
2021-07-30 15:30,8554,348.4,348.4
2021-07-30 16:00,8555,54.17,54.17
2021-07-30 16:30,8556,324.5,324.5
2021-07-30 17:00,8557,257.5,257.5
2021-07-30 17:30,8558,214.3,214.3
2021-07-30 18:00,8559,186.4,186.4
2021-07-30 18:30,8560,135.7,135.7
2021-07-30 19:00,8561,49.48,49.48
2021-07-30 19:30,8562,-24.37,-24.37
2021-07-30 20:00,8563,-48,-48
2021-07-30 20:30,8564,-43.54,-43.54
2021-07-30 21:00,8565,-62.46,-62.46
2021-07-30 21:30,8566,-55.5,-55.5
2021-07-30 22:00,8567,-64.96,-64.96
2021-07-30 22:30,8568,-66.46,-66.46
2021-07-30 23:00,8569,-63.98,-63.98
2021-07-30 23:30,8570,-62.5,-62.5
2021-07-31 0:00,8571,-63.5,-63.5
2021-07-31 0:30,8572,-62,-62
2021-07-31 1:00,8573,-60.51,-60.51
2021-07-31 1:30,8574,-64.01,-64.01
2021-07-31 2:00,8575,-62.52,-62.52
2021-07-31 2:30,8576,-63.27,-63.27
2021-07-31 3:00,8577,-63.02,-63.02
2021-07-31 3:30,8578,-63.02,-63.02
2021-07-31 4:00,8579,-63.28,-63.28
2021-07-31 4:30,8580,-64.53,-64.53
2021-07-31 5:00,8581,-62.04,-62.04
2021-07-31 5:30,8582,-61.29,-61.29
2021-07-31 6:00,8583,-59.05,-59.05
2021-07-31 6:30,8584,-55.81,-55.81
2021-07-31 7:00,8585,-49.58,-49.58
2021-07-31 7:30,8586,-40.86,-40.86
2021-07-31 8:00,8587,-22.92,-22.92
2021-07-31 8:30,8588,-9.47,-9.47
2021-07-31 9:00,8589,12.21,12.21
2021-07-31 9:30,8590,25.66,25.66
2021-07-31 10:00,8591,41.35,41.35
2021-07-31 10:30,8592,54.79,54.79
2021-07-31 11:00,8593,176.3,176.3
2021-07-31 11:30,8594,221,221
2021-07-31 12:00,8595,220.9,220.9
2021-07-31 12:30,8596,216.6,216.6
2021-07-31 13:00,8597,301.4,301.4
2021-07-31 13:30,8598,256.5,256.5
2021-07-31 14:00,8599,306.2,306.2
2021-07-31 14:30,8600,329.8,329.8
2021-07-31 15:00,8601,236.4,236.4
2021-07-31 15:30,8602,211,211
2021-07-31 16:00,8603,189.4,189.4
2021-07-31 16:30,8604,165.8,165.8
2021-07-31 17:00,8605,171.3,171.3
2021-07-31 17:30,8606,107.4,107.4
2021-07-31 18:00,8607,98.9,98.9
2021-07-31 18:30,8608,63.65,63.65
2021-07-31 19:00,8609,45.75,45.75
2021-07-31 19:30,8610,12.93,12.93
2021-07-31 20:00,8611,-16.17,-16.17
2021-07-31 20:30,8612,-42.05,-42.05
2021-07-31 21:00,8613,-58.23,-58.23
2021-07-31 21:30,8614,-63.21,-63.21
2021-07-31 22:00,8615,-62.97,-62.97
2021-07-31 22:30,8616,-62.23,-62.23
2021-07-31 23:00,8617,-60.99,-60.99
2021-07-31 23:30,8618,-62,-62
2021-08-01 0:00,8619,-61.76,-61.76
2021-08-01 0:30,8620,-61.01,-61.01
2021-08-01 1:00,8621,-60.51,-60.51
2021-08-01 1:30,8622,-61.02,-61.02
2021-08-01 2:00,8623,-60.53,-60.53
2021-08-01 2:30,8624,-61.27,-61.27
2021-08-01 3:00,8625,-61.03,-61.03
2021-08-01 3:30,8626,-60.53,-60.53
2021-08-01 4:00,8627,-60.28,-60.28
2021-08-01 4:30,8628,-60.28,-60.28
2021-08-01 5:00,8629,-59.05,-59.05
2021-08-01 5:30,8630,-59.55,-59.55
2021-08-01 6:00,8631,-59.05,-59.05
2021-08-01 6:30,8632,-52.57,-52.57
2021-08-01 7:00,8633,-41.11,-41.11
2021-08-01 7:30,8634,-7.724,-7.724
2021-08-01 8:00,8635,-18.19,-18.19
2021-08-01 8:30,8636,-2.492,-2.492
2021-08-01 9:00,8637,8.97,8.97
2021-08-01 9:30,8638,23.41,23.41
2021-08-01 10:00,8639,41.84,41.84
2021-08-01 10:30,8640,59.27,59.27
2021-08-01 11:00,8641,322.1,322.1
2021-08-01 11:30,8642,364.6,364.6
2021-08-01 12:00,8643,410.1,410.1
2021-08-01 12:30,8644,234.3,234.3
2021-08-01 13:00,8645,359.3,359.3
2021-08-01 13:30,8646,415.4,415.4
2021-08-01 14:00,8647,347.3,347.3
2021-08-01 14:30,8648,437.7,437.7
2021-08-01 15:00,8649,439.1,439.1
2021-08-01 15:30,8650,461.2,461.2
2021-08-01 16:00,8651,426.9,426.9
2021-08-01 16:30,8652,63.87,63.87
2021-08-01 17:00,8653,380.8,380.8
2021-08-01 17:30,8654,80.5,80.5
2021-08-01 18:00,8655,153.1,153.1
2021-08-01 18:30,8656,48.23,48.23
2021-08-01 19:00,8657,-3.232,-3.232
2021-08-01 19:30,8658,-16.41,-16.41
2021-08-01 20:00,8659,-29.85,-29.85
2021-08-01 20:30,8660,-32.59,-32.59
2021-08-01 21:00,8661,-35.58,-35.58
2021-08-01 21:30,8662,-74.4,-74.4
2021-08-01 22:00,8663,-58.98,-58.98
2021-08-01 22:30,8664,-32.1,-32.1
2021-08-01 23:00,8665,-30.12,-30.12
2021-08-01 23:30,8666,-28.63,-28.63
2021-08-02 0:00,8667,-30.12,-30.12
2021-08-02 0:30,8668,-29.13,-29.13
2021-08-02 1:00,8669,-28.13,-28.13
2021-08-02 1:30,8670,-30.12,-30.12
2021-08-02 2:00,8671,-38.58,-38.58
2021-08-02 2:30,8672,-37.84,-37.84
2021-08-02 3:00,8673,-41.07,-41.07
2021-08-02 3:30,8674,-46.07,-46.07
2021-08-02 4:00,8675,-37.6,-37.6
2021-08-02 4:30,8676,-35.61,-35.61
2021-08-02 5:00,8677,-28.14,-28.14
2021-08-02 5:30,8678,-27.14,-27.14
2021-08-02 6:00,8679,-27.14,-27.14
2021-08-02 6:30,8680,-23.91,-23.91
2021-08-02 7:00,8681,-27.64,-27.64
2021-08-02 7:30,8682,-33.12,-33.12
2021-08-02 8:00,8683,-18.68,-18.68
2021-08-02 8:30,8684,-35.36,-35.36
2021-08-02 9:00,8685,-31.13,-31.13
2021-08-02 9:30,8686,-33.12,-33.12
2021-08-02 10:00,8687,-11.45,-11.45
2021-08-02 10:30,8688,46.07,46.07
2021-08-02 11:00,8689,18.43,18.43
2021-08-02 11:30,8690,41.59,41.59
2021-08-02 12:00,8691,31.62,31.62
2021-08-02 12:30,8692,81.2,81.2
2021-08-02 13:00,8693,53.77,53.77
2021-08-02 13:30,8694,25.89,25.89
2021-08-02 14:00,8695,3.485,3.485
2021-08-02 14:30,8696,11.45,11.45
2021-08-02 15:00,8697,-9.96,-9.96
2021-08-02 15:30,8698,-6.474,-6.474
2021-08-02 16:00,8699,6.474,6.474
2021-08-02 16:30,8700,43.33,43.33
2021-08-02 17:00,8701,63,63
2021-08-02 17:30,8702,5.975,5.975
2021-08-02 18:00,8703,-0.249,-0.249
2021-08-02 18:30,8704,22.9,22.9
2021-08-02 19:00,8705,-13.94,-13.94
2021-08-02 19:30,8706,-80.2,-80.2
2021-08-02 20:00,8707,-22.91,-22.91
2021-08-02 20:30,8708,-13.94,-13.94
2021-08-02 21:00,8709,-35.86,-35.86
2021-08-02 21:30,8710,-39.35,-39.35
2021-08-02 22:00,8711,-45.58,-45.58
2021-08-02 22:30,8712,-37.61,-37.61
2021-08-02 23:00,8713,-39.85,-39.85
2021-08-02 23:30,8714,-65.26,-65.26
2021-08-03 0:00,8715,-49.82,-49.82
2021-08-03 0:30,8716,-75.72,-75.72
2021-08-03 1:00,8717,-45.33,-45.33
2021-08-03 1:30,8718,-39.35,-39.35
2021-08-03 2:00,8719,-47.33,-47.33
2021-08-03 2:30,8720,-79.47,-79.47
2021-08-03 3:00,8721,-67.27,-67.27
2021-08-03 3:30,8722,-69.26,-69.26
2021-08-03 4:00,8723,-67.27,-67.27
2021-08-03 4:30,8724,-68.52,-68.52
2021-08-03 5:00,8725,-69.02,-69.02
2021-08-03 5:30,8726,-75,-75
2021-08-03 6:00,8727,-74.26,-74.26
2021-08-03 6:30,8728,-70.27,-70.27
2021-08-03 7:00,8729,-56.07,-56.07
2021-08-03 7:30,8730,-47.1,-47.1
2021-08-03 8:00,8731,-35.38,-35.38
2021-08-03 8:30,8732,-10.71,-10.71
2021-08-03 9:00,8733,-1.246,-1.246
2021-08-03 9:30,8734,9.22,9.22
2021-08-03 10:00,8735,17.44,17.44
2021-08-03 10:30,8736,68.75,68.75
2021-08-03 11:00,8737,349.3,349.3
2021-08-03 11:30,8738,403.8,403.8
2021-08-03 12:00,8739,494.5,494.5
2021-08-03 12:30,8740,523.2,523.2
2021-08-03 13:00,8741,538.3,538.3
2021-08-03 13:30,8742,525.3,525.3
2021-08-03 14:00,8743,507.6,507.6
2021-08-03 14:30,8744,427.5,427.5
2021-08-03 15:00,8745,229,229
2021-08-03 15:30,8746,432,432
2021-08-03 16:00,8747,386.1,386.1
2021-08-03 16:30,8748,305.4,305.4
2021-08-03 17:00,8749,316.8,316.8
2021-08-03 17:30,8750,219,219
2021-08-03 18:00,8751,209.3,209.3
2021-08-03 18:30,8752,108.1,108.1
2021-08-03 19:00,8753,48.73,48.73
2021-08-03 19:30,8754,21.88,21.88
2021-08-03 20:00,8755,-60.19,-60.19
2021-08-03 20:30,8756,-63.69,-63.69
2021-08-03 21:00,8757,-78.13,-78.13
2021-08-03 21:30,8758,-82.4,-82.4
2021-08-03 22:00,8759,-81.9,-81.9
2021-08-03 22:30,8760,-77.92,-77.92
2021-08-03 23:00,8761,-78.94,-78.94
2021-08-03 23:30,8762,-76.45,-76.45
2021-08-04 0:00,8763,-76.45,-76.45
2021-08-04 0:30,8764,-75.22,-75.22
2021-08-04 1:00,8765,-70.74,-70.74
2021-08-04 1:30,8766,-76.72,-76.72
2021-08-04 2:00,8767,-74.48,-74.48
2021-08-04 2:30,8768,-75.74,-75.74
2021-08-04 3:00,8769,-71.76,-71.76
2021-08-04 3:30,8770,-70.01,-70.01
2021-08-04 4:00,8771,-68.52,-68.52
2021-08-04 4:30,8772,-67.27,-67.27
2021-08-04 5:00,8773,-67.03,-67.03
2021-08-04 5:30,8774,-66.53,-66.53
2021-08-04 6:00,8775,-68.03,-68.03
2021-08-04 6:30,8776,-61.06,-61.06
2021-08-04 7:00,8777,-47.85,-47.85
2021-08-04 7:30,8778,-34.89,-34.89
2021-08-04 8:00,8779,-23.68,-23.68
2021-08-04 8:30,8780,-10.96,-10.96
2021-08-04 9:00,8781,20.43,20.43
2021-08-04 9:30,8782,39.37,39.37
2021-08-04 10:00,8783,37.36,37.36
2021-08-04 10:30,8784,92.2,92.2
2021-08-04 11:00,8785,233,233
2021-08-04 11:30,8786,296.9,296.9
2021-08-04 12:00,8787,150.2,150.2
2021-08-04 12:30,8788,197.5,197.5
2021-08-04 13:00,8789,152.2,152.2
2021-08-04 13:30,8790,162.7,162.7
2021-08-04 14:00,8791,158.2,158.2
2021-08-04 14:30,8792,165.2,165.2
2021-08-04 15:00,8793,21.89,21.89
2021-08-04 15:30,8794,11.2,11.2
2021-08-04 16:00,8795,45.79,45.79
2021-08-04 16:30,8796,58.25,58.25
2021-08-04 17:00,8797,281.2,281.2
2021-08-04 17:30,8798,141.8,141.8
2021-08-04 18:00,8799,18.41,18.41
2021-08-04 18:30,8800,2.737,2.737
2021-08-04 19:00,8801,1.991,1.991
2021-08-04 19:30,8802,-18.42,-18.42
2021-08-04 20:00,8803,-26.14,-26.14
2021-08-04 20:30,8804,-33.86,-33.86
2021-08-04 21:00,8805,-36.85,-36.85
2021-08-04 21:30,8806,-51.55,-51.55
2021-08-04 22:00,8807,-61.26,-61.26
2021-08-04 22:30,8808,-64.5,-64.5
2021-08-04 23:00,8809,-65.51,-65.51
2021-08-04 23:30,8810,-66.01,-66.01
2021-08-05 0:00,8811,-66.02,-66.02
2021-08-05 0:30,8812,-64.53,-64.53
2021-08-05 1:00,8813,-63.53,-63.53
2021-08-05 1:30,8814,-64.03,-64.03
2021-08-05 2:00,8815,-63.04,-63.04
2021-08-05 2:30,8816,-63.04,-63.04
2021-08-05 3:00,8817,-62.56,-62.56
2021-08-05 3:30,8818,-62.06,-62.06
2021-08-05 4:00,8819,-62.06,-62.06
2021-08-05 4:30,8820,-60.56,-60.56
2021-08-05 5:00,8821,-60.31,-60.31
2021-08-05 5:30,8822,-60.56,-60.56
2021-08-05 6:00,8823,-61.06,-61.06
2021-08-05 6:30,8824,-57.58,-57.58
2021-08-05 7:00,8825,-48.61,-48.61
2021-08-05 7:30,8826,-36.39,-36.39
2021-08-05 8:00,8827,-23.43,-23.43
2021-08-05 8:30,8828,-11.46,-11.46
2021-08-05 9:00,8829,3.489,3.489
2021-08-05 9:30,8830,18.44,18.44
2021-08-05 10:00,8831,21.93,21.93
2021-08-05 10:30,8832,76.73,76.73
2021-08-05 11:00,8833,315.2,315.2
2021-08-05 11:30,8834,399.8,399.8
2021-08-05 12:00,8835,423.9,423.9
2021-08-05 12:30,8836,425.8,425.8
2021-08-05 13:00,8837,531.3,531.3
2021-08-05 13:30,8838,536.9,536.9
2021-08-05 14:00,8839,538.3,538.3
2021-08-05 14:30,8840,480.6,480.6
2021-08-05 15:00,8841,444.6,444.6
2021-08-05 15:30,8842,414.8,414.8
2021-08-05 16:00,8843,348.8,348.8
2021-08-05 16:30,8844,175.9,175.9
2021-08-05 17:00,8845,151.1,151.1
2021-08-05 17:30,8846,123.3,123.3
2021-08-05 18:00,8847,68.86,68.86
2021-08-05 18:30,8848,80.1,80.1
2021-08-05 19:00,8849,42.27,42.27
2021-08-05 19:30,8850,39.54,39.54
2021-08-05 20:00,8851,-42.53,-42.53
2021-08-05 20:30,8852,-59.96,-59.96
2021-08-05 21:00,8853,-73.4,-73.4
2021-08-05 21:30,8854,-76.4,-76.4
2021-08-05 22:00,8855,-73.43,-73.43
2021-08-05 22:30,8856,-76.42,-76.42
2021-08-05 23:00,8857,-71.46,-71.46
2021-08-05 23:30,8858,-71.47,-71.47
2021-08-06 0:00,8859,-67.98,-67.98
2021-08-06 0:30,8860,-72.96,-72.96
2021-08-06 1:00,8861,-67.99,-67.99
2021-08-06 1:30,8862,-65.76,-65.76
2021-08-06 2:00,8863,-71.49,-71.49
2021-08-06 2:30,8864,-62.77,-62.77
2021-08-06 3:00,8865,-66.01,-66.01
2021-08-06 3:30,8866,-68.51,-68.51
2021-08-06 4:00,8867,-70.51,-70.51
2021-08-06 4:30,8868,-66.02,-66.02
2021-08-06 5:00,8869,-65.53,-65.53
2021-08-06 5:30,8870,-65.03,-65.03
2021-08-06 6:00,8871,-65.78,-65.78
2021-08-06 6:30,8872,-58.8,-58.8
2021-08-06 7:00,8873,-58.55,-58.55
2021-08-06 7:30,8874,-27.91,-27.91
2021-08-06 8:00,8875,18.69,18.69
2021-08-06 8:30,8876,59.05,59.05
2021-08-06 9:00,8877,44.59,44.59
2021-08-06 9:30,8878,86.7,86.7
2021-08-06 10:00,8879,100.4,100.4
2021-08-06 10:30,8880,63.23,63.23
2021-08-06 11:00,8881,95.1,95.1
2021-08-06 11:30,8882,77.42,77.42
2021-08-06 12:00,8883,125.4,125.4
2021-08-06 12:30,8884,311,311
2021-08-06 13:00,8885,169.6,169.6
2021-08-06 13:30,8886,154.2,154.2
2021-08-06 14:00,8887,188.6,188.6
2021-08-06 14:30,8888,354.7,354.7
2021-08-06 15:00,8889,74.59,74.59
2021-08-06 15:30,8890,159.4,159.4
2021-08-06 16:00,8891,93,93
2021-08-06 16:30,8892,62.69,62.69
2021-08-06 17:00,8893,23.39,23.39
2021-08-06 17:30,8894,-13.69,-13.69
2021-08-06 18:00,8895,-15.93,-15.93
2021-08-06 18:30,8896,4.232,4.232
2021-08-06 19:00,8897,-17.43,-17.43
2021-08-06 19:30,8898,-24.64,-24.64
2021-08-06 20:00,8899,-16.18,-16.18
2021-08-06 20:30,8900,-29.62,-29.62
2021-08-06 21:00,8901,-32.12,-32.12
2021-08-06 21:30,8902,-49.55,-49.55
2021-08-06 22:00,8903,-28.14,-28.14
2021-08-06 22:30,8904,-37.1,-37.1
2021-08-06 23:00,8905,-37.1,-37.1
2021-08-06 23:30,8906,-34.12,-34.12
2021-08-07 0:00,8907,-29.14,-29.14
2021-08-07 0:30,8908,-28.14,-28.14
2021-08-07 1:00,8909,-33.12,-33.12
2021-08-07 1:30,8910,-32.13,-32.13
2021-08-07 2:00,8911,-27.65,-27.65
2021-08-07 2:30,8912,-27.65,-27.65
2021-08-07 3:00,8913,-35.12,-35.12
2021-08-07 3:30,8914,-28.15,-28.15
2021-08-07 4:00,8915,-31.14,-31.14
2021-08-07 4:30,8916,-27.15,-27.15
2021-08-07 5:00,8917,-29.14,-29.14
2021-08-07 5:30,8918,-32.13,-32.13
2021-08-07 6:00,8919,-38.11,-38.11
2021-08-07 6:30,8920,-43.09,-43.09
2021-08-07 7:00,8921,-33.63,-33.63
2021-08-07 7:30,8922,-42.09,-42.09
2021-08-07 8:00,8923,-35.12,-35.12
2021-08-07 8:30,8924,0.498,0.498
2021-08-07 9:00,8925,7.722,7.722
2021-08-07 9:30,8926,20.18,20.18
2021-08-07 10:00,8927,11.71,11.71
2021-08-07 10:30,8928,6.227,6.227
2021-08-07 11:00,8929,92.4,92.4
2021-08-07 11:30,8930,36.11,36.11
2021-08-07 12:00,8931,33.37,33.37
2021-08-07 12:30,8932,54.04,54.04
2021-08-07 13:00,8933,29.63,29.63
2021-08-07 13:30,8934,49.06,49.06
2021-08-07 14:00,8935,86.4,86.4
2021-08-07 14:30,8936,29.63,29.63
2021-08-07 15:00,8937,92.6,92.6
2021-08-07 15:30,8938,238.8,238.8
2021-08-07 16:00,8939,79.17,79.17
2021-08-07 16:30,8940,316.5,316.5
2021-08-07 17:00,8941,232.6,232.6
2021-08-07 17:30,8942,338.6,338.6
2021-08-07 18:00,8943,283.6,283.6
2021-08-07 18:30,8944,220.9,220.9
2021-08-07 19:00,8945,17.17,17.17
2021-08-07 19:30,8946,44.3,44.3
2021-08-07 20:00,8947,-29.12,-29.12
2021-08-07 20:30,8948,-48.79,-48.79
2021-08-07 21:00,8949,-42.08,-42.08
2021-08-07 21:30,8950,-49.55,-49.55
