TOA5,CR1000,CR1000,70315
2021-06-28 4:00,7269,-83.4,-83.9
2021-06-28 5:00,7270,-84.4,-84.6
2021-06-28 6:00,7271,-74.34,-77.03
2021-06-28 7:00,7272,-62.57,-65.26
2021-06-28 8:00,7273,-53.82,-55.84
2021-06-28 9:00,7274,-47.43,-48.1
2021-06-28 10:00,7275,-53.13,-46.24
2021-06-28 11:00,7276,728,679.4
2021-06-28 12:00,7277,861,851
2021-06-28 13:00,7278,977,940
2021-06-28 14:00,7279,847,885
2021-06-28 15:00,7280,818,851
2021-06-28 16:00,7281,705.2,752.2
2021-06-28 17:00,7282,432.6,486.9
2021-06-28 18:00,7283,274.3,320.5
2021-06-28 19:00,7284,196.7,201.4
2021-06-28 20:00,7285,-14.12,23.03
2021-06-28 21:00,7286,-91.1,-103
2021-06-28 22:00,7287,-97.5,-97
2021-06-28 23:00,7288,-91.8,-93.8
2021-06-29 0:00,7289,-95.2,-94.5
2021-06-29 1:00,7290,-89.1,-90.5
2021-06-29 2:00,7291,-89.1,-89.8
2021-06-29 3:00,7292,-87.8,-86.9
2021-06-29 4:00,7293,-87.1,-87.4
2021-06-29 5:00,7294,-87.1,-87.1
2021-06-29 6:00,7295,-77.01,-80.4
2021-06-29 7:00,7296,-66.25,-67.6
2021-06-29 8:00,7297,-52.8,-54.32
2021-06-29 9:00,7298,-31.95,-39.35
2021-06-29 10:00,7299,-37.66,-36.99
2021-06-29 11:00,7300,740.4,686.9
2021-06-29 12:00,7301,805,814
2021-06-29 13:00,7302,928,877
2021-06-29 14:00,7303,890,884
2021-06-29 15:00,7304,631.9,714.6
2021-06-29 16:00,7305,621.8,678.6
2021-06-29 17:00,7306,515.3,565.6
2021-06-29 18:00,7307,377.5,417
2021-06-29 19:00,7308,175.2,224.1
2021-06-29 20:00,7309,-14.79,37.32
2021-06-29 21:00,7310,-92.1,-100.9
2021-06-29 22:00,7311,-106.6,-103
2021-06-29 23:00,7312,-105.9,-105.4
2021-06-30 0:00,7313,-103.2,-103.2
2021-06-30 1:00,7314,-104.6,-102.2
2021-06-30 2:00,7315,-97.9,-98.7
2021-06-30 3:00,7316,-95.8,-95.8
2021-06-30 4:00,7317,-95.5,-95
2021-06-30 5:00,7318,-92.5,-91.8
2021-06-30 6:00,7319,-82.1,-84.4
2021-06-30 7:00,7320,-69.63,-72.49
2021-06-30 8:00,7321,-61.56,-63.24
2021-06-30 9:00,7322,-49.45,-53.65
2021-06-30 10:00,7323,-64.9,-53.8
2021-06-30 11:00,7324,746.2,686.7
2021-06-30 12:00,7325,884,867
2021-06-30 13:00,7326,877,808
2021-06-30 14:00,7327,831,815
2021-06-30 15:00,7328,709,727.6
2021-06-30 16:00,7329,703.2,741.2
2021-06-30 17:00,7330,540.9,597.9
2021-06-30 18:00,7331,378.2,408.3
2021-06-30 19:00,7332,190.6,220.4
2021-06-30 20:00,7333,-8.74,35.14
2021-06-30 21:00,7334,-117.7,-134.1
2021-06-30 22:00,7335,-122,-120.4
2021-06-30 23:00,7336,-124.8,-124.4
2021-07-01 0:00,7337,-120.7,-120.6
2021-07-01 1:00,7338,-116,-117
2021-07-01 2:00,7339,-111,-112.3
2021-07-01 3:00,7340,-106.3,-107.6
2021-07-01 4:00,7341,-103.6,-104.3
2021-07-01 5:00,7342,-100.2,-100.6
2021-07-01 6:00,7343,-89.5,-93.2
2021-07-01 7:00,7344,-76.02,-79.38
2021-07-01 8:00,7345,-63.91,-67.11
2021-07-01 9:00,7346,-55.84,-55.84
2021-07-01 10:00,7347,-56.16,-50.45
2021-07-01 11:00,7348,699.8,662.1
2021-07-01 12:00,7349,851,831
2021-07-01 13:00,7350,832,852
2021-07-01 14:00,7351,817,826
2021-07-01 15:00,7352,867,837
2021-07-01 16:00,7353,83,45.05
2021-07-01 17:00,7354,-49.09,-12.44
2021-07-01 18:00,7355,15.13,-111.5
2021-07-01 19:00,7356,27.23,29.42
2021-07-01 20:00,7357,-3.698,10.76
2021-07-01 21:00,7358,-66.91,-48.92
2021-07-01 22:00,7359,-90.5,-74.66
2021-07-01 23:00,7360,-81,-86.8
2021-07-02 0:00,7361,-80.4,-75.16
2021-07-02 1:00,7362,-83.1,-81.5
2021-07-02 2:00,7363,-92.8,-90.1
2021-07-02 3:00,7364,-87.4,-91.5
2021-07-02 4:00,7365,-84.1,-83.2
2021-07-02 5:00,7366,-82.1,-82.6
2021-07-02 6:00,7367,-57.18,-68.62
2021-07-02 7:00,7368,-57.18,-57.52
2021-07-02 8:00,7369,-46.42,-53.48
2021-07-02 9:00,7370,20.51,-0.843
2021-07-02 10:00,7371,97.5,81.2
2021-07-02 11:00,7372,198.7,309.7
2021-07-02 12:00,7373,725.9,717.6
2021-07-02 13:00,7374,902,549.1
2021-07-02 14:00,7375,240.4,545.5
2021-07-02 15:00,7376,394.7,231.7
2021-07-02 16:00,7377,157.7,106.6
2021-07-02 17:00,7378,-83.7,15.13
2021-07-02 18:00,7379,-41.03,-27.07
2021-07-02 19:00,7380,40.69,50.44
2021-07-02 20:00,7381,48.76,129.1
2021-07-02 21:00,7382,-64.23,-70.96
2021-07-02 22:00,7383,-88.1,-87.3
2021-07-02 23:00,7384,-76.67,-81
2021-07-03 0:00,7385,-84.1,-78.52
2021-07-03 1:00,7386,-72.66,-73.33
2021-07-03 2:00,7387,-76.35,-75.18
2021-07-03 3:00,7388,-80.7,-81.7
2021-07-03 4:00,7389,-84.8,-84.8
2021-07-03 5:00,7390,-88.1,-88.8
2021-07-03 6:00,7391,-85.1,-82.6
2021-07-03 7:00,7392,-43.72,-45.07
2021-07-03 8:00,7393,-31.28,-32.96
2021-07-03 9:00,7394,-5.382,-12.45
2021-07-03 10:00,7395,-12.45,-3.7
2021-07-03 11:00,7396,534.7,530.6
2021-07-03 12:00,7397,720.8,597.3
2021-07-03 13:00,7398,718.9,745.9
2021-07-03 14:00,7399,624.3,630.6
2021-07-03 15:00,7400,216.5,404.2
2021-07-03 16:00,7401,262.9,198.4
2021-07-03 17:00,7402,493.6,516.5
2021-07-03 18:00,7403,313.4,332.9
2021-07-03 19:00,7404,128.4,166.4
2021-07-03 20:00,7405,8.4,-2.017
2021-07-03 21:00,7406,-86.8,-84.2
2021-07-03 22:00,7407,-86.8,-87.4
2021-07-03 23:00,7408,-68.61,-80.4
2021-07-04 0:00,7409,-47.75,-50.1
2021-07-04 1:00,7410,-53.47,-54.31
2021-07-04 2:00,7411,-95.5,-75
2021-07-04 3:00,7412,-76.02,-85.8
2021-07-04 4:00,7413,-65.93,-66.6
2021-07-04 5:00,7414,-75.68,-70.47
2021-07-04 6:00,7415,-41.04,-62.57
2021-07-04 7:00,7416,-10.76,-17.49
2021-07-04 8:00,7417,-11.1,-13.46
2021-07-04 9:00,7418,2.355,-5.382
2021-07-04 10:00,7419,-19.51,-14.3
2021-07-04 11:00,7420,-6.392,-21.02
2021-07-04 12:00,7421,-8.07,-26.41
2021-07-04 13:00,7422,24.22,26.91
2021-07-04 14:00,7423,528.1,330.2
2021-07-04 15:00,7424,-50.44,-33.12
2021-07-04 16:00,7425,-24.89,-12.61
2021-07-04 17:00,7426,46.41,310.5
2021-07-04 18:00,7427,15.81,55.32
2021-07-04 19:00,7428,40.35,20.34
2021-07-04 20:00,7429,-24.88,-12.27
2021-07-04 21:00,7430,1.345,-9.25
2021-07-04 22:00,7431,-26.24,-26.57
2021-07-04 23:00,7432,-29.26,-29.94
2021-07-05 0:00,7433,-27.58,-28.42
2021-07-05 1:00,7434,-28.25,-26.91
2021-07-05 2:00,7435,-27.58,-27.41
2021-07-05 3:00,7436,-23.54,-24.22
2021-07-05 4:00,7437,-24.89,-24.89
2021-07-05 5:00,7438,-21.53,-22.87
2021-07-05 6:00,7439,-18.16,-20.18
2021-07-05 7:00,7440,-5.382,-9.08
2021-07-05 8:00,7441,12.78,6.559
2021-07-05 9:00,7442,53.81,32.96
2021-07-05 10:00,7443,69.97,89.1
2021-07-05 11:00,7444,187,157.4
2021-07-05 12:00,7445,481.3,347.6
2021-07-05 13:00,7446,185.6,194
2021-07-05 14:00,7447,117.7,153
2021-07-05 15:00,7448,-35.65,-16.65
2021-07-05 16:00,7449,193.1,84.4
2021-07-05 17:00,7450,62.9,84.9
2021-07-05 18:00,7451,-19.17,-30.11
2021-07-05 19:00,7452,-19.85,-22.03
2021-07-05 20:00,7453,-2.018,-10.43
2021-07-05 21:00,7454,-28.59,-10.59
2021-07-05 22:00,7455,-39.35,-41.37
2021-07-05 23:00,7456,-26.57,-24.72
2021-07-06 0:00,7457,-27.92,-27.92
2021-07-06 1:00,7458,-34.31,-31.45
2021-07-06 2:00,7459,-24.22,-23.54
2021-07-06 3:00,7460,-26.91,-24.89
2021-07-06 4:00,7461,-24.55,-27.24
2021-07-06 5:00,7462,-35.32,-30.27
2021-07-06 6:00,7463,-63.59,-66.28
2021-07-06 7:00,7464,-51.14,-54.17
2021-07-06 8:00,7465,-42.06,-42.9
2021-07-06 9:00,7466,-45.42,-44.24
2021-07-06 10:00,7467,-69.63,-57.53
2021-07-06 11:00,7468,694.3,610
2021-07-06 12:00,7469,874,838
2021-07-06 13:00,7470,978,950
2021-07-06 14:00,7471,508.3,409.5
2021-07-06 15:00,7472,959,617.3
2021-07-06 16:00,7473,96.8,569.6
2021-07-06 17:00,7474,523.2,660.3
2021-07-06 18:00,7475,453.9,491.7
2021-07-06 19:00,7476,-9.75,154.3
2021-07-06 20:00,7477,-31.27,61.85
2021-07-06 21:00,7478,-71.96,-35.14
2021-07-06 22:00,7479,-86.8,-85.4
2021-07-06 23:00,7480,-89.8,-90
2021-07-07 0:00,7481,-76.69,-82.2
2021-07-07 1:00,7482,-85.1,-82.9
2021-07-07 2:00,7483,-86.4,-86.4
2021-07-07 3:00,7484,-82.7,-82.9
2021-07-07 4:00,7485,-71.98,-76.69
2021-07-07 5:00,7486,-80.7,-77.7
2021-07-07 6:00,7487,-76.35,-78.54
2021-07-07 7:00,7488,-54.83,-61.22
2021-07-07 8:00,7489,-26.57,-32.63
2021-07-07 9:00,7490,-10.09,-12.11
2021-07-07 10:00,7491,-9.08,-8.75
2021-07-07 11:00,7492,259.3,420.8
2021-07-07 12:00,7493,341.6,361.9
2021-07-07 13:00,7494,724.5,546.6
2021-07-07 14:00,7495,135.1,187.9
2021-07-07 15:00,7496,281.8,233.7
2021-07-07 16:00,7497,224.6,220.6
2021-07-07 17:00,7498,178.5,201
2021-07-07 18:00,7499,-6.389,15.3
2021-07-07 19:00,7500,-20.51,-15.47
2021-07-07 20:00,7501,-111,-107.4
2021-07-07 21:00,7502,-118.4,-87.1
2021-07-07 22:00,7503,-62.56,-79.21
2021-07-07 23:00,7504,-34.31,-32.12
2021-07-08 0:00,7505,-31.28,-43.89
2021-07-08 1:00,7506,-30.27,-30.94
2021-07-08 2:00,7507,-39.36,-35.99
2021-07-08 3:00,7508,-32.97,-32.63
2021-07-08 4:00,7509,-63.59,-48.62
2021-07-08 5:00,7510,-67.63,-60.9
2021-07-08 6:00,7511,-15.48,-16.99
2021-07-08 7:00,7512,-12.45,-18.67
2021-07-08 8:00,7513,14.8,0.505
2021-07-08 9:00,7514,89.8,53.65
2021-07-08 10:00,7515,72.99,87.8
2021-07-08 11:00,7516,35.99,89.6
2021-07-08 12:00,7517,836,778.8
2021-07-08 13:00,7518,849,864
2021-07-08 14:00,7519,918,938
2021-07-08 15:00,7520,914,896
2021-07-08 16:00,7521,704.6,769.4
2021-07-08 17:00,7522,624,582.3
2021-07-08 18:00,7523,363.1,448.8
2021-07-08 19:00,7524,175.5,212.3
2021-07-08 20:00,7525,14.79,40.01
2021-07-08 21:00,7526,-84.7,-85.4
2021-07-08 22:00,7527,-95.8,-93.3
2021-07-08 23:00,7528,-93.8,-94.2
2021-07-09 0:00,7529,-91.2,-91.5
2021-07-09 1:00,7530,-88.8,-89.5
2021-07-09 2:00,7531,-63.23,-74
2021-07-09 3:00,7532,-84.4,-80.7
2021-07-09 4:00,7533,-80.4,-82.7
2021-07-09 5:00,7534,-72.32,-74.33
2021-07-09 6:00,7535,-74,-74.5
2021-07-09 7:00,7536,-61.22,-64.24
2021-07-09 8:00,7537,-20.85,-39.69
2021-07-09 9:00,7538,-16.48,-21.86
2021-07-09 10:00,7539,-20.85,-21.36
2021-07-09 11:00,7540,687.8,650.3
2021-07-09 12:00,7541,835,818
