Date,Rain,PET,SV,SF_complete,Soil_moisture,PSY
2022-05-26 00:00:00,0.0,2.929735908506126e-05,5.745899827754595,3025.1616949140493,0.26,-0.2226283467266445
2022-05-26 00:30:00,0.0,2.8031900533583182e-05,4.789636669809942,2519.631108845724,0.26,-0.2074100676991171
2022-05-26 01:00:00,0.0,2.608118062092133e-05,4.492068941017423,2364.582510161702,0.26,-0.1952605312911929
2022-05-26 01:30:00,0.0,2.711977650685282e-05,3.9222089373992257,2066.48749719731,0.26,-0.1835396130404909
2022-05-26 02:00:00,0.0,2.6507359011527425e-05,2.806169252458661,1474.1529496382584,0.25966666666666666,-0.1706336384533275
2022-05-26 02:30:00,0.0,0.0296213798608195,3.003935209376906,1580.382378349885,0.25966666666666666,-0.1568055371581857
2022-05-26 03:00:00,0.0,2.6044719324839073e-05,3.058899912989424,1604.6418877021233,0.25966666666666666,-0.1436370900290407
2022-05-26 03:30:00,0.0,0.0310193826805138,2.6255959725749607,1376.7787708304363,0.25966666666666666,-0.1323071460821761
2022-05-26 04:00:00,0.0,0.0273643770258369,3.023211573126409,1593.5468761756938,0.25933333333333336,-0.1227329289244613
2022-05-26 04:30:00,0.0,2.5586480963000708e-05,2.0773408826163515,1087.5214816074606,0.25933333333333336,-0.1148334652431377
2022-05-26 05:00:00,0.0,0.0380328398760419,2.5309096350529927,1328.756924976366,0.25933333333333336,-0.1103326214860536
2022-05-26 05:30:00,0.0,0.056548023385088,2.853327730944104,1499.13296838738,0.25933333333333336,-0.1125922177680557
2022-05-26 06:00:00,0.0,0.0639758496537316,3.430431117920193,1804.5384199735888,0.25933333333333336,-0.1243106792345492
2022-05-26 06:30:00,0.0,0.0353134399529415,4.208548189700883,2213.7574439746227,0.25933333333333336,-0.1449561606850265
2022-05-26 07:00:00,0.0,0.0274786826179446,5.340569866802839,2808.7173956105703,0.25933333333333336,-0.1696236329707869
2022-05-26 07:30:00,0.0,2.5376732589395176e-05,6.586851666025452,3466.67094125702,0.25933333333333336,-0.190837329216926
2022-05-26 08:00:00,0.0,2.4613281801622063e-05,6.675977993819476,3513.219299211564,0.25933333333333336,-0.2035928991841077
2022-05-26 08:30:00,0.0,0.0213071180909459,7.628544075698814,4014.6877441902775,0.25933333333333336,-0.2101655004242041
2022-05-26 09:00:00,0.0,0.0386786787715378,8.911637655251567,4698.623380113172,0.25933333333333336,-0.2195724793147931
2022-05-26 09:30:00,0.0,0.0436151066751185,10.52912990075558,5547.29110699911,0.25933333333333336,-0.2411912197574793
2022-05-26 10:00:00,0.0,0.0092628505063974,13.134719232312726,6910.989687020955,0.25933333333333336,-0.2780558643628322
2022-05-26 10:30:00,0.0,0.0518171219556274,15.665002226008824,8244.805966056196,0.25933333333333336,-0.3256878985075208
2022-05-26 11:00:00,0.0,0.0564533248929076,19.460200480230863,10241.057934881954,0.25933333333333336,-0.3771535403553122
2022-05-26 11:30:00,0.0,0.0115987568063164,23.604942145487406,12425.218946589906,0.25933333333333336,-0.4294437605764999
2022-05-26 12:00:00,0.0,0.0145299026483265,26.364360807742244,13864.182488899758,0.25933333333333336,-0.4855664459595994
2022-05-26 12:30:00,0.0,0.0158161091866496,29.11614429304415,15288.666090787458,0.25933333333333336,-0.5503669852781061
2022-05-26 13:00:00,0.0,0.1240531105550832,32.36915405066499,16955.437830562045,0.25966666666666666,-0.6240272122451874
2022-05-26 13:30:00,0.0,0.216406793393019,34.64621037372849,18128.931608514227,0.25966666666666666,-0.6992903090234389
2022-05-26 14:00:00,0.0,0.4796583260835476,34.98262206304988,18258.577347308365,0.25966666666666666,-0.7647728233492397
2022-05-26 14:30:00,0.0,0.3667651198219135,34.123247439274,17724.482293246823,0.25966666666666666,-0.8104185377733676
2022-05-26 15:00:00,0.0,0.3377221603863259,36.416728273481986,19094.66534574628,0.25966666666666666,-0.8303901475325938
2022-05-26 15:30:00,0.0,0.341523248640125,34.612481576586674,18086.75586033644,0.25966666666666666,-0.8234492274317636
2022-05-26 16:00:00,0.0,0.3379718284146217,33.806243976092176,17682.916908551677,0.25966666666666666,-0.7928905362742267
2022-05-26 16:30:00,0.0,0.3340798385987484,32.916524253934426,17211.103722086667,0.25966666666666666,-0.7457038571277698
2022-05-26 17:00:00,0.0,0.2824463797263982,32.615814796415115,17165.725663214198,0.25933333333333336,-0.690056736699999
2022-05-26 17:30:00,0.0,0.2711360073077685,31.56404878059022,16585.662533107035,0.25933333333333336,-0.632604083202515
2022-05-26 18:00:00,0.0,0.1145041673585993,28.29017157843854,14848.322944315838,0.25933333333333336,-0.5778903351374844
2022-05-26 18:30:00,0.0,0.1143914455008043,25.69829583215012,13523.085182678082,0.25933333333333336,-0.5296496658886946
2022-05-26 19:00:00,0.0,0.1056443265368425,22.93666528202394,12068.796819067804,0.25933333333333336,-0.4916014712957945
2022-05-26 19:30:00,0.0,0.1092699070925446,21.858335614215264,11509.606942193826,0.25933333333333336,-0.4660581468505472
2022-05-26 20:00:00,0.0,0.0970213559278305,23.379353155980095,12304.358488788836,0.259,-0.451373544446331
2022-05-26 20:30:00,0.0,0.0072882045240159,22.942870827811777,12084.114934906223,0.259,-0.4410284590524679
2022-05-26 21:00:00,0.0,3.367603199451579e-05,21.19606204542974,11168.30799524333,0.25833333333333336,-0.4265160422745095
2022-05-26 21:30:00,0.0,0.053323695264884,18.061968420550706,9505.731992081006,0.25833333333333336,-0.4019900465019138
2022-05-26 22:00:00,0.0,0.0513710288655096,14.150409320178028,7455.310716753485,0.258,-0.3668221889202155
2022-05-26 22:30:00,0.0,0.0466023315612096,10.562866869249298,5567.489068399572,0.258,-0.3247532375150254
2022-05-26 23:00:00,0.0,0.0442871898105668,8.71169637637069,4589.880622499214,0.25766666666666665,-0.281555237953281
2022-05-26 23:30:00,0.0,2.9333912043817993e-05,7.495060672729452,3947.034508009189,0.25766666666666665,-0.2425978154851792
2022-05-27 00:00:00,0.0,2.9146910777830966e-05,6.157043593070117,3243.2307691840683,0.25733333333333336,-0.2107596495470154
2022-05-27 00:30:00,0.0,2.9221308170873098e-05,5.121480334282053,2695.8929001796314,0.25733333333333336,-0.1860172946722587
2022-05-27 01:00:00,0.0,2.8697275808784963e-05,4.504964160746102,2370.0416266669777,0.25733333333333336,-0.1673132826968084
2022-05-27 01:30:00,0.0,2.8363972230347037e-05,4.217272136668949,2220.627163467529,0.25733333333333336,-0.1544310614158073
2022-05-27 02:00:00,0.0,2.8252483396265985e-05,3.9882293285775328,2100.058619372423,0.25733333333333336,-0.1476503991300764
2022-05-27 02:30:00,0.0,2.9448342935363005e-05,3.96174485892297,2088.858139324601,0.25733333333333336,-0.1462962416330482
2022-05-27 03:00:00,0.0,2.877237961025713e-05,3.8371552162560354,2018.312463151632,0.257,-0.1485255123839186
2022-05-27 03:30:00,0.0,2.7518499793196832e-05,3.748079461300088,1973.19712234188,0.257,-0.1523845524467075
2022-05-27 04:00:00,0.0,2.7554950680070244e-05,3.730278103475081,1964.992981326226,0.25666666666666665,-0.1564591169287357
2022-05-27 04:30:00,0.0,2.668662221553466e-05,3.837304125962103,2020.40823174411,0.25666666666666665,-0.1594325045190999
2022-05-27 05:00:00,0.0,2.5833681681635627e-05,3.496882650652257,1852.3328987322343,0.25666666666666665,-0.1596364742043707
2022-05-27 05:30:00,0.0,2.5833681681635627e-05,3.3335479570283755,1755.4589739310247,0.25666666666666665,-0.1560339519632426
2022-05-27 06:00:00,0.0,2.5481452105946365e-05,3.2973065115359264,1737.7196874749495,0.25666666666666665,-0.150261167859652
2022-05-27 06:30:00,0.0,2.5586480963000708e-05,3.2329830755146265,1699.754552079853,0.25666666666666665,-0.1473553477292878
2022-05-27 07:00:00,0.0,2.6795163676127593e-05,4.243530386167681,2238.689398662195,0.25666666666666665,-0.1539878759028848
2022-05-27 07:30:00,0.0,2.7884535497595156e-05,4.780874284463899,2513.834845956104,0.25666666666666665,-0.1762063854149957
2022-05-27 08:00:00,0.0,2.814130076513904e-05,6.798822355605887,3580.438868275534,0.257,-0.218657173072703
2022-05-27 08:30:00,0.0,2.9183333930494853e-05,8.149656493440187,4292.786155822737,0.257,-0.2840437140098026
2022-05-27 09:00:00,0.0,3.125105186669438e-05,15.819957159726354,8337.900641064689,0.25733333333333336,-0.3705197805292047
2022-05-27 09:30:00,0.0,0.030396569925515,24.666690686072272,12973.125243100216,0.25733333333333336,-0.4684189953680894
2022-05-27 10:00:00,0.0,0.061527930498861,30.63370758503931,16025.185377839647,0.25733333333333336,-0.5616311837531219
2022-05-27 10:30:00,0.0,0.1721578487832274,33.528929527778814,17515.999102041264,0.25733333333333336,-0.6355267269615128
2022-05-27 11:00:00,0.0,0.2999075579591707,34.44283791535862,18012.837355396958,0.25733333333333336,-0.684536770812997
2022-05-27 11:30:00,0.0,0.3481372790003695,33.8501434107345,17615.611946997196,0.25733333333333336,-0.7116372715072449
2022-05-27 12:00:00,0.0,0.3546538461806997,34.96746019849869,18267.516303345776,0.25733333333333336,-0.7222028262753433
2022-05-27 12:30:00,0.0,0.3051991316222033,34.4950078953692,18027.17369026451,0.25733333333333336,-0.7203505861967795
2022-05-27 13:00:00,0.0,0.294788427837132,32.79361674381141,17065.717447268315,0.25733333333333336,-0.7093207607090519
2022-05-27 13:30:00,0.0,0.3102469710389374,33.31968163447246,17404.20250980722,0.25733333333333336,-0.6920632920150772
2022-05-27 14:00:00,0.0,0.1615174238256921,32.54687810959841,16978.549328487705,0.25733333333333336,-0.6714522558742703
2022-05-27 14:30:00,0.0,0.1585102800985783,30.197086530962835,15829.634884080606,0.25733333333333336,-0.65136066105335
2022-05-27 15:00:00,0.0,0.1283965113480917,30.527294701903003,16025.532225226249,0.25733333333333336,-0.636461158404523
2022-05-27 15:30:00,0.0,0.1941782428524293,30.11482673692467,15809.983315941028,0.25733333333333336,-0.6288269284342611
2022-05-27 16:00:00,0.0,0.1611460527310565,31.071976081401743,16300.513138226754,0.25666666666666665,-0.6249052865536282
2022-05-27 16:30:00,0.0,0.0963178397500886,31.013902493097948,16284.802444068911,0.25666666666666665,-0.617796886581902
2022-05-27 17:00:00,0.0,0.1845573970644239,31.230650250016012,16418.865745272313,0.25633333333333336,-0.603064876957548
2022-05-27 17:30:00,0.0,0.1802083622636783,30.40952503802612,16000.740392026495,0.25633333333333336,-0.5810786844867325
2022-05-27 18:00:00,0.0,0.0678141416932228,27.031714258342276,14206.379503961343,0.25633333333333336,-0.5534460381546448
2022-05-27 18:30:00,0.0,0.0370929679963419,24.981041100251517,13159.759953776778,0.25633333333333336,-0.5188395337694011
2022-05-27 19:00:00,0.8,0.0202011222706979,17.766606159088397,9367.758446673795,0.25566666666666665,-0.4742585015228315
2022-05-27 19:30:00,0.2,0.0129653391793066,11.360431194006829,5989.982937297602,0.25566666666666665,-0.4207527151048822
2022-05-27 20:00:00,0.0,0.0337867705944531,8.166938244800491,4314.122804933129,0.25566666666666665,-0.3661740952839712
2022-05-27 20:30:00,0.0,8.6643029316485e-05,7.735274152363317,4086.630580758544,0.25566666666666665,-0.3204321051131121
2022-05-27 21:00:00,0.0,0.0201323359311413,9.606488687308785,5062.689526845855,0.255,-0.2881053057889761
2022-05-27 21:30:00,0.0,0.018645240760313,11.563411391428932,6093.081465668126,0.255,-0.2662165020631548
2022-05-27 22:00:00,0.0,0.0190637821624029,11.660546990236885,6148.075990341749,0.25466666666666665,-0.2483308059695877
2022-05-27 22:30:00,0.0,2.5691819406944564e-05,11.126840492556155,5863.812405175054,0.25466666666666665,-0.2300833291894249
2022-05-27 23:00:00,0.0,2.7701093423267577e-05,8.991072544321664,4743.123519257089,0.25433333333333336,-0.2116481478282166
2022-05-27 23:30:00,0.0,0.0503725852016306,7.671129473044353,4040.887412854906,0.25433333333333336,-0.1960676636790872
2022-05-28 00:00:00,0.0,0.0473836632979263,6.716555914793684,3540.0839541312766,0.254,-0.1855195679789221
2022-05-28 00:30:00,0.0,0.0317773609305613,5.515116361745783,2908.317811189745,0.254,-0.1792583787969109
2022-05-28 01:00:00,0.0,0.0175451622057724,5.059616135642129,2671.448109350683,0.25366666666666665,-0.1752652698236566
2022-05-28 01:30:00,0.0,0.0315522640460218,5.260136853919007,2771.3435818773596,0.25366666666666665,-0.173208205770134
2022-05-28 02:00:00,0.0,0.0382787914490612,5.026508864120252,2652.4351616010663,0.25366666666666665,-0.1747770670172985
2022-05-28 02:30:00,0.0,0.0235679719353888,5.2264635456518835,2756.7570161336535,0.25366666666666665,-0.1810165510742731
2022-05-28 03:00:00,0.0,0.0186810833325126,5.267294117820707,2781.157498585667,0.25366666666666665,-0.1899597743340103
2022-05-28 03:30:00,0.0,0.0277323727987677,4.926451697064477,2596.892988150056,0.25366666666666665,-0.1973314387285776
2022-05-28 04:00:00,0.0,2.3123601439819645e-05,4.417906733130167,2327.0993294870964,0.25366666666666665,-0.1997592910290246
2022-05-28 04:30:00,0.0,0.0293091222680695,3.5372233873879937,1867.929609755764,0.25366666666666665,-0.1973042346799599
