Date,Rain,PET,SV,SF_complete,Soil_moisture,PSY
2021-07-19 17:00:00,0.0,0.1499246959020005,6.485508464271888,207.82322261073975,0.09599999999999999,-2.6995431579424816
2021-07-19 17:30:00,0.0,0.1083957975293829,4.647214819131228,148.91649054144992,0.09599999999999999,-2.69160864595527
2021-07-19 18:00:00,0.0,0.0233939897339105,5.7682884596445305,184.8404490157814,0.09433333333333332,-2.671292386308741
2021-07-19 18:30:00,0.0,0.009367785992679,5.187391166224452,166.22603378689453,0.09433333333333332,-2.6268458623743243
2021-07-19 19:00:00,0.0,0.005727338946752,4.828338586975941,154.72046494565475,0.09366666666666668,-2.5419604695351303
2021-07-19 19:30:00,0.0,0.0806333672106573,4.255415664103707,136.36158240085504,0.09366666666666668,-2.406901087572606
2021-07-19 20:00:00,0.0,0.0704747368412301,4.0972643458337705,131.29374280060483,0.09333333333333334,-2.228990622936821
2021-07-19 20:30:00,0.0,0.04169042331634,3.483198435187111,111.61646427278863,0.09333333333333334,-2.0323273196519764
2021-07-19 21:00:00,0.0,0.0519625544568736,2.9112991151937657,93.29038230949092,0.09266666666666667,-1.8468326481806532
2021-07-19 21:30:00,0.0,0.0457210951407423,2.2157625458606613,71.00243802898767,0.09266666666666667,-1.6954054327683483
2021-07-19 22:00:00,0.0,0.0267580860523002,1.9328814215155092,61.93772595575179,0.09233333333333334,-1.587505660214514
2021-07-19 22:30:00,0.0,0.0248085182793287,1.3587764455412037,43.540965411667536,0.09233333333333334,-1.5204315268756448
2021-07-19 23:00:00,0.0,0.023765504081198,1.416698457351267,45.39703255286063,0.09266666666666667,-1.484088635216768
2021-07-19 23:30:00,0.0,0.024035649776285,1.067420881463263,34.204696314831914,0.09266666666666667,-1.465618090842381
2021-07-20 00:00:00,0.0,4.609456319267253e-05,0.8638804616916929,27.682397222709852,0.09266666666666667,-1.4530635292327003
2021-07-20 00:30:00,0.0,4.5230527271971506e-05,0.834374109603137,26.736888445362315,0.09266666666666667,-1.437944738781476
