Date,Rain,Temp,WS,NR,VPD,PET,Sap velocity (cm/h),Total SF (cm3/h)
2021-06-08 20:00:00,0.0,10.418,0.0,6.727,0.4735443032757109,0.0012628968870363,3.6499402311682214,222.3378668216674
2021-06-08 20:30:00,0.0,10.149,0.0,6.727,0.4477400759094634,0.0012456873525514,3.5936066965016025,218.90628242986173
2021-06-08 21:00:00,0.0,9.829,0.0,0.2,0.4212449406925445,3.036082423802096e-05,3.022232682190421,184.1007592011648
2021-06-08 21:30:00,0.0,8.792,0.0,0.2,0.3328161738275734,2.877237961025713e-05,2.632897829487615,160.38423916336575
2021-06-08 22:00:00,0.0,8.195,0.0,0.2,0.2837330455713233,2.7884535497595156e-05,2.691741459605261,163.96872722831503
2021-06-08 22:30:00,0.0,7.368,0.5,0.2,0.2537821444761786,0.0185938851010055,2.534471238775976,154.3885359925358
2021-06-08 23:00:00,0.0,6.204,0.5,0.2,0.2095961149509209,0.0155065662587969,2.0153482757325305,122.76591071346904
2021-06-08 23:30:00,0.0,5.385,1.01,0.2,0.1836869139368137,0.0211271290813836,1.9748961391932405,120.30174933632618
2021-06-09 00:00:00,0.0,5.179,1.01,0.2,0.1793039558141171,0.0206525702140366,1.8796344392240292,114.49883700913418
2021-06-09 00:30:00,0.0,5.05,1.01,0.2,0.1776981225515417,0.0204858280673494,1.552324831998111,94.5606146680094
2021-06-09 01:00:00,0.0,4.454,1.01,0.2,0.1536500355221373,0.0177870544625643,1.0306968420068552,62.785394466113246
2021-06-09 01:30:00,0.0,4.688,0.5,0.2,0.1450940349178622,0.0108688876271841,0.3874099065767855,23.599261017568715
2021-06-09 02:00:00,0.0,3.932,0.5,0.2,0.0938877240763569,0.0070793442500462,0.7757155084449389,47.25308374513595
2021-06-09 02:30:00,0.0,3.591,1.01,0.2,0.0861257795845089,0.0100330238486146,0.5392643102478966,32.8495451431542
2021-06-09 03:00:00,0.0,3.38,0.5,0.2,0.0887430162789101,0.0067199664958031,0.6470689359908555,39.41651583393892
2021-06-09 03:30:00,0.0,3.089,0.5,0.2,0.0861699673251656,0.0065396339181426,0.4743172391641005,28.89326303262096
