 ,Area,Mean,Min,Max
1,145259.338,139.693,35,221
2,26594.815,93.655,35,200
3,51081.064,162.073,67,217
4,15930.696,131.125,67,217
5,32959.987,129.337,27,241
6,10220.048,74.392,26,211
7,29455.463,163.344,61,246
8,14871.437,110.914,45,241
9,13568.914,182.785,82,246
10,5138.376,126.866,70,235
11,129928.694,150.623,26,247
12,29600.002,107.865,40,235
