Filename,Tree,Start_date,Soil,Reading,Output,FW,DW,Vol,Bark_depth,SW_depth,Diameter
SFM1J20P.CSV,DF49GT,2022-04-25 14:30,z1544,1,1,0.0008261,0.0004113,0.8227,0.6,4,48.9
SFM1I60R.CSV,ES48GT,2022-04-25 13:30,z1547,1,2,0.000588,0.0002403,0.5733,0.7,4.2,34
SFM1I60Q.CSV,DF21LS,2022-04-18 15:30,z1573,1,1,0.0001153,5.77E-05,0.1111,1.2,0.9,26.5
SFM1K308.CSV,ES50LS,2022-04-15 13:00,z129,1,1,0.000308,0.0001365,0.3039,0.5,2.05,17.1
SFM1I60T.CSV,DF03US,2022-05-03 12:00,z1549,1,1,0.0002549,0.0001121,0.2358,0.9,1.1,24.9
SFM1J406.CSV,ES01US,2022-05-12 14:00,z123,1,1,0.0000339,0.0000213,0.1571,0.4,0.6,22.9
SFM1J20O.CSV,DF27US,2022-04-18 19:30,z122,1,1,0.0001244,7.55E-05,0.1112,1.8,0.7,32
SFM1J20N.CSV,ES42US,2022-04-28 22:00,z1558,1,1,0.0001185,4.22E-05,0.2629,0.35,1.9,15
