"TOA5","CR1000_newrad","CR1000","63335","CR1000.Std.27","CPU:NR_second.CR1","20198","Table1"
"TIMESTAMP","RECORD","NR_Wm2","NR_Wm2_Avg","PTemp_C_Avg"
"TS","RN","W/meter^2","W/meter^2","Deg C"
"","","Smp","Avg","Avg"
"2021-08-19 00:30:00",1943,-65.31,-65.31,10.81
"2021-08-19 01:00:00",1944,-64.32,-64.32,10.29
"2021-08-19 01:30:00",1945,-62.33,-62.33,9.86
"2021-08-19 02:00:00",1946,-61.33,-61.33,9.48
"2021-08-19 02:30:00",1947,-60.83,-60.83,9.06
"2021-08-19 03:00:00",1948,-60.59,-60.59,8.7
"2021-08-19 03:30:00",1949,-59.85,-59.85,8.44
"2021-08-19 04:00:00",1950,-57.35,-57.35,8.13
"2021-08-19 04:30:00",1951,-41.4,-41.4,7.993
"2021-08-19 05:00:00",1952,-34.42,-34.42,8.15
"2021-08-19 05:30:00",1953,-39.9,-39.9,8.23
"2021-08-19 06:00:00",1954,-41.4,-41.4,8.21
"2021-08-19 06:30:00",1955,-41.9,-41.9,8.1
"2021-08-19 07:00:00",1956,-14.22,-14.22,8.26
"2021-08-19 07:30:00",1957,-9.48,-9.48,8.83
"2021-08-19 08:00:00",1958,5.486,5.486,9.5
"2021-08-19 08:30:00",1959,23.19,23.19,10.54
"2021-08-19 09:00:00",1960,12.47,12.47,11.11
"2021-08-19 09:30:00",1961,9.72,9.72,11.33
"2021-08-19 10:00:00",1962,-11.97,-11.97,11.7
"2021-08-19 10:30:00",1963,-7.977,-7.977,11.56
"2021-08-19 11:00:00",1964,-8.97,-8.97,11.75
"2021-08-19 11:30:00",1965,18.94,18.94,12.07
"2021-08-19 12:00:00",1966,30.9,30.9,12.3
"2021-08-19 12:30:00",1967,114.4,114.4,13.14
"2021-08-19 13:00:00",1968,80.8,80.8,14.21
"2021-08-19 13:30:00",1969,61.3,61.3,14.59
"2021-08-19 14:00:00",1970,57.81,57.81,14.85
"2021-08-19 14:30:00",1971,51.83,51.83,15.87
"2021-08-19 15:00:00",1972,83.7,83.7,16.84
"2021-08-19 15:30:00",1973,26.41,26.41,18.23
"2021-08-19 16:00:00",1974,15.94,15.94,18.15
"2021-08-19 16:30:00",1975,-17.69,-17.69,16.71
"2021-08-19 17:00:00",1976,-25.41,-25.41,15
"2021-08-19 17:30:00",1977,-16.2,-16.2,13.28
"2021-08-19 18:00:00",1978,-9.47,-9.47,12.21
"2021-08-19 18:30:00",1979,28.16,28.16,12.09
"2021-08-19 19:00:00",1980,60.06,60.06,13.35
"2021-08-19 19:30:00",1981,3.489,3.489,13.85
"2021-08-19 20:00:00",1982,-6.48,-6.48,13.09
"2021-08-19 20:30:00",1983,-23.93,-23.93,12.49
"2021-08-19 21:00:00",1984,-29.41,-29.41,11.89
"2021-08-19 21:30:00",1985,-21.93,-21.93,11.36
"2021-08-19 22:00:00",1986,-29.66,-29.66,11.06
"2021-08-19 22:30:00",1987,-22.19,-22.19,10.56
"2021-08-19 23:00:00",1988,-22.19,-22.19,10.2
"2021-08-19 23:30:00",1989,-23.44,-23.44,9.88
"2021-08-20 00:00:00",1990,-22.69,-22.69,9.68
"2021-08-20 00:30:00",1991,-26.93,-26.93,9.48
"2021-08-20 01:00:00",1992,-20.94,-20.94,9.35
"2021-08-20 01:30:00",1993,-29.17,-29.17,9.28
"2021-08-20 02:00:00",1994,-25.68,-25.68,9.1
"2021-08-20 02:30:00",1995,-30.17,-30.17,8.86
"2021-08-20 03:00:00",1996,-19.45,-19.45,8.81
"2021-08-20 03:30:00",1997,-19.45,-19.45,8.9
"2021-08-20 04:00:00",1998,-20.95,-20.95,8.92
"2021-08-20 04:30:00",1999,-17.7,-17.7,8.92
"2021-08-20 05:00:00",2000,-17.46,-17.46,9.03
"2021-08-20 05:30:00",2001,-20.2,-20.2,8.97
"2021-08-20 06:00:00",2002,-23.19,-23.19,8.83
"2021-08-20 06:30:00",2003,-24.94,-24.94,8.72
"2021-08-20 07:00:00",2004,-19.95,-19.95,8.63
"2021-08-20 07:30:00",2005,-20.95,-20.95,8.61
"2021-08-20 08:00:00",2006,-12.97,-12.97,8.72
"2021-08-20 08:30:00",2007,-5.985,-5.985,8.81
"2021-08-20 09:00:00",2008,61.34,61.34,8.99
"2021-08-20 09:30:00",2009,73.55,73.55,9.93
"2021-08-20 10:00:00",2010,79.03,79.03,12.21
"2021-08-20 10:30:00",2011,108.9,108.9,14.28
"2021-08-20 11:00:00",2012,205.3,205.3,16.69
"2021-08-20 11:30:00",2013,229.2,229.2,18.51
"2021-08-20 12:00:00",2014,352.9,352.9,22.61
"2021-08-20 12:30:00",2015,158.8,158.8,28.36
"2021-08-20 13:00:00",2016,88.3,88.3,27.34
"2021-08-20 13:30:00",2017,118,118,23.01
"2021-08-20 14:00:00",2018,165.8,165.8,22.47
"2021-08-20 14:30:00",2019,391.4,391.4,24.87
"2021-08-20 15:00:00",2020,583.9,583.9,29.95
"2021-08-20 15:30:00",2021,178.9,178.9,28.27
"2021-08-20 16:00:00",2022,70.93,70.93,24.81
"2021-08-20 16:30:00",2023,81.2,81.2,20
"2021-08-20 17:00:00",2024,266.5,266.5,21.21
"2021-08-20 17:30:00",2025,201.2,201.2,23.99
"2021-08-20 18:00:00",2026,84.7,84.7,21.97
"2021-08-20 18:30:00",2027,1.245,1.245,20.1
"2021-08-20 19:00:00",2028,16.19,16.19,18.25
"2021-08-20 19:30:00",2029,-0.249,-0.249,16.84
"2021-08-20 20:00:00",2030,-10.96,-10.96,15.73
"2021-08-20 20:30:00",2031,-31.4,-31.4,14.85
"2021-08-20 21:00:00",2032,-26.17,-26.17,13.78
"2021-08-20 21:30:00",2033,-25.42,-25.42,13.07
"2021-08-20 22:00:00",2034,-42.87,-42.87,12.37
"2021-08-20 22:30:00",2035,-35.39,-35.39,11.59
"2021-08-20 23:00:00",2036,-30.41,-30.41,11.18
"2021-08-20 23:30:00",2037,-26.92,-26.92,10.97
"2021-08-21 00:00:00",2038,-25.68,-25.68,10.74
"2021-08-21 00:30:00",2039,-26.43,-26.43,10.4
"2021-08-21 01:00:00",2040,-22.44,-22.44,10.25
"2021-08-21 01:30:00",2041,-22.94,-22.94,10.06
"2021-08-21 02:00:00",2042,-22.94,-22.94,9.97
"2021-08-21 02:30:00",2043,-25.68,-25.68,9.79
"2021-08-21 03:00:00",2044,-21.69,-21.69,9.73
"2021-08-21 03:30:00",2045,-17.7,-17.7,9.71
"2021-08-21 04:00:00",2046,-25.43,-25.43,9.66
"2021-08-21 04:30:00",2047,-24.43,-24.43,9.24
"2021-08-21 05:00:00",2048,-23.44,-23.44,9.15
"2021-08-21 05:30:00",2049,-18.95,-18.95,9.21
"2021-08-21 06:00:00",2050,-22.19,-22.19,9.21
"2021-08-21 06:30:00",2051,-20.2,-20.2,9.15
"2021-08-21 07:00:00",2052,-22.44,-22.44,9.17
"2021-08-21 07:30:00",2053,-25.93,-25.93,9.1
"2021-08-21 08:00:00",2054,-20.45,-20.45,9.21
"2021-08-21 08:30:00",2055,-27.92,-27.92,9.24
"2021-08-21 09:00:00",2056,-13.96,-13.96,9.46
"2021-08-21 09:30:00",2057,-14.96,-14.96,9.82
"2021-08-21 10:00:00",2058,2.244,2.244,10.74
"2021-08-21 10:30:00",2059,4.986,4.986,12.21
"2021-08-21 11:00:00",2060,-5.982,-5.982,14.75
"2021-08-21 11:30:00",2061,53.83,53.83,16.22
"2021-08-21 12:00:00",2062,20.18,20.18,16.64
"2021-08-21 12:30:00",2063,26.66,26.66,16.96
"2021-08-21 13:00:00",2064,8.47,8.47,16.29
"2021-08-21 13:30:00",2065,40.86,40.86,15.6
"2021-08-21 14:00:00",2066,64.28,64.28,15.8
"2021-08-21 14:30:00",2067,36.88,36.88,16.69
"2021-08-21 15:00:00",2068,47.34,47.34,16.76
"2021-08-21 15:30:00",2069,109.4,109.4,18.15
"2021-08-21 16:00:00",2070,116.6,116.6,18.92
"2021-08-21 16:30:00",2071,110.1,110.1,19.18
"2021-08-21 17:00:00",2072,115.1,115.1,19.42
"2021-08-21 17:30:00",2073,99.1,99.1,19.26
"2021-08-21 18:00:00",2074,67.25,67.25,19.08
"2021-08-21 18:30:00",2075,45.33,45.33,18.38
"2021-08-21 19:00:00",2076,46.33,46.33,18.07
"2021-08-21 19:30:00",2077,-3.487,-3.487,17.36
"2021-08-21 20:00:00",2078,-33.39,-33.39,15.97
"2021-08-21 20:30:00",2079,-51.58,-51.58,14.32
"2021-08-21 21:00:00",2080,-58.57,-58.57,12.81
"2021-08-21 21:30:00",2081,-57.82,-57.82,11.7
"2021-08-21 22:00:00",2082,-60.07,-60.07,10.72
"2021-08-21 22:30:00",2083,-55.35,-55.35,9.84
"2021-08-21 23:00:00",2084,-39.39,-39.39,9.37
"2021-08-21 23:30:00",2085,-46.37,-46.37,9.06
"2021-08-22 00:00:00",2086,-50.37,-50.37,8.55
"2021-08-22 00:30:00",2087,-46.38,-46.38,8.15
"2021-08-22 01:00:00",2088,-37.66,-37.66,7.95
"2021-08-22 01:30:00",2089,-34.92,-34.92,7.905
"2021-08-22 02:00:00",2090,-27.93,-27.93,7.862
"2021-08-22 02:30:00",2091,-31.42,-31.42,7.993
"2021-08-22 03:00:00",2092,-35.41,-35.41,8.04
"2021-08-22 03:30:00",2093,-52.37,-52.37,7.751
"2021-08-22 04:00:00",2094,-61.35,-61.35,7.399
"2021-08-22 04:30:00",2095,-53.12,-53.12,7.202
"2021-08-22 05:00:00",2096,-51.37,-51.37,7.202
"2021-08-22 05:30:00",2097,-42.4,-42.4,7.094
"2021-08-22 06:00:00",2098,-54.61,-54.61,7.464
"2021-08-22 06:30:00",2099,-55.87,-55.87,8.23
"2021-08-22 07:00:00",2100,-57.86,-57.86,8.37
"2021-08-22 07:30:00",2101,-32.67,-32.67,8.15
"2021-08-22 08:00:00",2102,-38.9,-38.9,8.77
"2021-08-22 08:30:00",2103,-31.92,-31.92,9.3
"2021-08-22 09:00:00",2104,-22.94,-22.94,10.09
"2021-08-22 09:30:00",2105,-26.43,-26.43,11.36
"2021-08-22 10:00:00",2106,-18.94,-18.94,11.77
"2021-08-22 10:30:00",2107,479.5,479.5,12.95
"2021-08-22 11:00:00",2108,400.9,400.9,21.72
"2021-08-22 11:30:00",2109,126.7,126.7,28.53
"2021-08-22 12:00:00",2110,127.7,127.7,31.58
"2021-08-22 12:30:00",2111,176.4,176.4,34.08
"2021-08-22 13:00:00",2112,77.38,77.38,30.6
"2021-08-22 13:30:00",2113,357.9,357.9,28.01
"2021-08-22 14:00:00",2114,577.9,577.9,29.15
"2021-08-22 14:30:00",2115,406.8,406.8,32.22
"2021-08-22 15:00:00",2116,431.8,431.8,35.87
"2021-08-22 15:30:00",2117,335.2,335.2,34.58
"2021-08-22 16:00:00",2118,77.11,77.11,32.08
"2021-08-22 16:30:00",2119,306.5,306.5,30.33
"2021-08-22 17:00:00",2120,31.85,31.85,27.06
"2021-08-22 17:30:00",2121,-19.91,-19.91,22.59
"2021-08-22 18:00:00",2122,3.735,3.735,20.1
"2021-08-22 18:30:00",2123,14.94,14.94,18.46
"2021-08-22 19:00:00",2124,-10.21,-10.21,17.16
"2021-08-22 19:30:00",2125,-28.4,-28.4,15.68
"2021-08-22 20:00:00",2126,-27.41,-27.41,14.44
"2021-08-22 20:30:00",2127,-67.78,-67.78,13.21
"2021-08-22 21:00:00",2128,-74.27,-74.27,11.75
"2021-08-22 21:30:00",2129,-32.65,-32.65,10.93
"2021-08-22 22:00:00",2130,-31.91,-31.91,10.63
"2021-08-22 22:30:00",2131,-78.28,-78.28,10.29
"2021-08-22 23:00:00",2132,-80.3,-80.3,9.5
"2021-08-22 23:30:00",2133,-58.84,-58.84,8.88
"2021-08-23 00:00:00",2134,-43.89,-43.89,8.66
"2021-08-23 00:30:00",2135,-73.56,-73.56,8.57
"2021-08-23 01:00:00",2136,-42.39,-42.39,8.28
"2021-08-23 01:30:00",2137,-44.14,-44.14,8.02
"2021-08-23 02:00:00",2138,-72.82,-72.82,7.751
"2021-08-23 02:30:00",2139,-34.42,-34.42,7.487
"2021-08-23 03:00:00",2140,-28.18,-28.18,7.421
"2021-08-23 03:30:00",2141,-34.67,-34.67,7.487
"2021-08-23 04:00:00",2142,-27.93,-27.93,7.444
"2021-08-23 04:30:00",2143,-33.92,-33.92,7.333
"2021-08-23 05:00:00",2144,-30.67,-30.67,7.268
"2021-08-23 05:30:00",2145,-58.36,-58.36,6.809
"2021-08-23 06:00:00",2146,-60.85,-60.85,6.222
"2021-08-23 06:30:00",2147,-43.65,-43.65,5.7
"2021-08-23 07:00:00",2148,-35.92,-35.92,5.463
"2021-08-23 07:30:00",2149,-39.41,-39.41,5.657
"2021-08-23 08:00:00",2150,-62.36,-62.36,5.657
"2021-08-23 08:30:00",2151,-43.4,-43.4,5.657
"2021-08-23 09:00:00",2152,-12.97,-12.97,6.547
"2021-08-23 09:30:00",2153,-73.82,-73.82,7.751
"2021-08-23 10:00:00",2154,-81.3,-81.3,8.26
"2021-08-23 10:30:00",2155,431.2,431.2,8.68
"2021-08-23 11:00:00",2156,254.8,254.8,15.9
"2021-08-23 11:30:00",2157,265.6,265.6,20.72
"2021-08-23 12:00:00",2158,709.2,709.2,20.02
"2021-08-23 12:30:00",2159,206.9,206.9,19.97
"2021-08-23 13:00:00",2160,236.6,236.6,19.18
"2021-08-23 13:30:00",2161,174.6,174.6,19.23
"2021-08-23 14:00:00",2162,403.5,403.5,21.53
"2021-08-23 14:30:00",2163,126,126,21.67
"2021-08-23 15:00:00",2164,51.3,51.3,19.36
"2021-08-23 15:30:00",2165,31.88,31.88,17.21
"2021-08-23 16:00:00",2166,23.17,23.17,15.87
"2021-08-23 16:30:00",2167,54.81,54.81,15.41
"2021-08-23 17:00:00",2168,-0.249,-0.249,14.49
"2021-08-23 17:30:00",2169,58.32,58.32,13.42
"2021-08-23 18:00:00",2170,14.46,14.46,12.98
"2021-08-23 18:30:00",2171,7.975,7.975,12.44
"2021-08-23 19:00:00",2172,-0.748,-0.748,11.86
"2021-08-23 19:30:00",2173,-13.96,-13.96,11.24
"2021-08-23 20:00:00",2174,-23.93,-23.93,10.54
"2021-08-23 20:30:00",2175,-31.41,-31.41,9.91
"2021-08-23 21:00:00",2176,-62.83,-62.83,9.12
"2021-08-23 21:30:00",2177,-55.36,-55.36,8.39
"2021-08-23 22:00:00",2178,-59.35,-59.35,8.02
"2021-08-23 22:30:00",2179,-54.62,-54.62,7.751
"2021-08-23 23:00:00",2180,-45.89,-45.89,7.598
"2021-08-23 23:30:00",2181,-39.4,-39.4,7.575
"2021-08-24 00:00:00",2182,-32.42,-32.42,7.598
"2021-08-24 00:30:00",2183,-31.42,-31.42,7.552
"2021-08-24 01:00:00",2184,-36.41,-36.41,7.464
"2021-08-24 01:30:00",2185,-28.43,-28.43,7.399
"2021-08-24 02:00:00",2186,-33.42,-33.42,7.311
"2021-08-24 02:30:00",2187,-38.41,-38.41,7.094
"2021-08-24 03:00:00",2188,-31.42,-31.42,6.963
"2021-08-24 03:30:00",2189,-32.42,-32.42,6.787
"2021-08-24 04:00:00",2190,-25.94,-25.94,6.809
"2021-08-24 04:30:00",2191,-27.43,-27.43,6.787
"2021-08-24 05:00:00",2192,-23.94,-23.94,6.852
"2021-08-24 05:30:00",2193,-21.95,-21.95,6.787
"2021-08-24 06:00:00",2194,-40.9,-40.9,6.59
"2021-08-24 06:30:00",2195,-47.14,-47.14,6.199
"2021-08-24 07:00:00",2196,-28.93,-28.93,6.025
"2021-08-24 07:30:00",2197,-56.37,-56.37,5.7
"2021-08-24 08:00:00",2198,-48.39,-48.39,5.291
"2021-08-24 08:30:00",2199,-42.9,-42.9,4.988
"2021-08-24 09:00:00",2200,-41.66,-41.66,4.88
"2021-08-24 09:30:00",2201,-34.67,-34.67,5.051
"2021-08-24 10:00:00",2202,-45.9,-45.9,5.614
"2021-08-24 10:30:00",2203,91.5,91.5,6.396
"2021-08-24 11:00:00",2204,287.2,287.2,16.94
"2021-08-24 11:30:00",2205,211.4,211.4,26.62
"2021-08-24 12:00:00",2206,507.3,507.3,28.17
"2021-08-24 12:30:00",2207,517.8,517.8,33.7
"2021-08-24 13:00:00",2208,476.8,476.8,37.74
"2021-08-24 13:30:00",2209,603.2,603.2,40.96
"2021-08-24 14:00:00",2210,672,672,35.24
"2021-08-24 14:30:00",2211,104.7,104.7,32.12
"2021-08-24 15:00:00",2212,119.9,119.9,28.85
"2021-08-24 15:30:00",2213,172,172,27.44
"2021-08-24 16:00:00",2214,156.8,156.8,26.87
"2021-08-24 16:30:00",2215,34.1,34.1,28.72
"2021-08-24 17:00:00",2216,111,111,25.49
"2021-08-24 17:30:00",2217,284.5,284.5,28.76
"2021-08-24 18:00:00",2218,3.982,3.982,27.18
"2021-08-24 18:30:00",2219,-20.41,-20.41,22.33
"2021-08-24 19:00:00",2220,-49.3,-49.3,18.87
"2021-08-24 19:30:00",2221,19.93,19.93,16.36
"2021-08-24 20:00:00",2222,-35.88,-35.88,15.19
"2021-08-24 20:30:00",2223,-46.35,-46.35,13.75
"2021-08-24 21:00:00",2224,-63.06,-63.06,12.58
"2021-08-24 21:30:00",2225,-68.29,-68.29,11.43
"2021-08-24 22:00:00",2226,-67.8,-67.8,10.4
"2021-08-24 22:30:00",2227,-69.31,-69.31,9.57
"2021-08-24 23:00:00",2228,-66.32,-66.32,8.88
"2021-08-24 23:30:00",2229,-66.33,-66.33,8.26
"2021-08-25 00:00:00",2230,-65.34,-65.34,7.729
"2021-08-25 00:30:00",2231,-65.34,-65.34,7.245
"2021-08-25 01:00:00",2232,-66.34,-66.34,6.787
"2021-08-25 01:30:00",2233,-63.34,-63.34,6.351
"2021-08-25 02:00:00",2234,-62.85,-62.85,5.982
"2021-08-25 02:30:00",2235,-62.85,-62.85,5.68
"2021-08-25 03:00:00",2236,-62.36,-62.36,5.377
"2021-08-25 03:30:00",2237,-61.36,-61.36,5.14
"2021-08-25 04:00:00",2238,-61.36,-61.36,4.859
"2021-08-25 04:30:00",2239,-60.86,-60.86,4.643
"2021-08-25 05:00:00",2240,-60.86,-60.86,4.451
"2021-08-25 05:30:00",2241,-61.36,-61.36,4.236
"2021-08-25 06:00:00",2242,-61.36,-61.36,3.999
"2021-08-25 06:30:00",2243,-60.86,-60.86,3.741
"2021-08-25 07:00:00",2244,-57.87,-57.87,3.592
"2021-08-25 07:30:00",2245,-51.88,-51.88,3.569
"2021-08-25 08:00:00",2246,-47.14,-47.14,3.655
"2021-08-25 08:30:00",2247,-42.9,-42.9,3.807
"2021-08-25 09:00:00",2248,-39.41,-39.41,4.021
"2021-08-25 09:30:00",2249,-34.92,-34.92,4.428
"2021-08-25 10:00:00",2250,-28.93,-28.93,5.117
"2021-08-25 10:30:00",2251,-31.18,-31.18,6.287
"2021-08-25 11:00:00",2252,360.5,360.5,17.39
"2021-08-25 11:30:00",2253,206.9,206.9,27.75
"2021-08-25 12:00:00",2254,440,440,32.55
"2021-08-25 12:30:00",2255,449.7,449.7,36.65
"2021-08-25 13:00:00",2256,484.7,484.7,39.35
"2021-08-25 13:30:00",2257,505.9,505.9,41.72
"2021-08-25 14:00:00",2258,543.1,543.1,43.4
"2021-08-25 14:30:00",2259,496.6,496.6,44.87
"2021-08-25 15:00:00",2260,508.8,508.8,45.19
"2021-08-25 15:30:00",2261,468.5,468.5,45.19
"2021-08-25 16:00:00",2262,255.5,255.5,44.34
"2021-08-25 16:30:00",2263,302.7,302.7,42.01
"2021-08-25 17:00:00",2264,111.6,111.6,38.99
"2021-08-25 17:30:00",2265,88.5,88.5,36.44
"2021-08-25 18:00:00",2266,108.4,108.4,33.66
"2021-08-25 18:30:00",2267,46.27,46.27,31.02
"2021-08-25 19:00:00",2268,-8.46,-8.46,28.76
"2021-08-25 19:30:00",2269,-44.3,-44.3,25.16
"2021-08-25 20:00:00",2270,-52.77,-52.77,21.59
"2021-08-25 20:30:00",2271,-68.23,-68.23,18.92
"2021-08-25 21:00:00",2272,-69.74,-69.74,17.06
"2021-08-25 21:30:00",2273,-70.76,-70.76,15.48
"2021-08-25 22:00:00",2274,-70.76,-70.76,14.23
"2021-08-25 22:30:00",2275,-71.27,-71.27,13.12
"2021-08-25 23:00:00",2276,-73.27,-73.27,12.16
"2021-08-25 23:30:00",2277,-75.27,-75.27,11.43
"2021-08-26 00:00:00",2278,-70.79,-70.79,10.72
"2021-08-26 00:30:00",2279,-71.05,-71.05,10.06
"2021-08-26 01:00:00",2280,-64.82,-64.82,9.52
"2021-08-26 01:30:00",2281,-62.83,-62.83,9.15
"2021-08-26 02:00:00",2282,-61.08,-61.08,8.77
"2021-08-26 02:30:00",2283,-63.34,-63.34,8.39
"2021-08-26 03:00:00",2284,-64.08,-64.08,8.04
"2021-08-26 03:30:00",2285,-61.85,-61.85,7.729
"2021-08-26 04:00:00",2286,-64.84,-64.84,7.532
"2021-08-26 04:30:00",2287,-65.34,-65.34,7.245
"2021-08-26 05:00:00",2288,-65.84,-65.84,6.897
"2021-08-26 05:30:00",2289,-63.34,-63.34,6.59
"2021-08-26 06:00:00",2290,-62.85,-62.85,6.396
"2021-08-26 06:30:00",2291,-61.85,-61.85,6.091
"2021-08-26 07:00:00",2292,-63.85,-63.85,5.874
"2021-08-26 07:30:00",2293,-50.88,-50.88,5.831
"2021-08-26 08:00:00",2294,-46.39,-46.39,5.96
"2021-08-26 08:30:00",2295,-38.16,-38.16,6.156
"2021-08-26 09:00:00",2296,-33.42,-33.42,6.57
"2021-08-26 09:30:00",2297,-27.43,-27.43,7.006
"2021-08-26 10:00:00",2298,-24.44,-24.44,7.882
"2021-08-26 10:30:00",2299,11.22,11.22,9.15
"2021-08-26 11:00:00",2300,285.9,285.9,18.58
"2021-08-26 11:30:00",2301,134,134,27.78
"2021-08-26 12:00:00",2302,283.2,283.2,32.15
"2021-08-26 12:30:00",2303,150.8,150.8,29.58
"2021-08-26 13:00:00",2304,553.2,553.2,28.36
"2021-08-26 13:30:00",2305,171.7,171.7,28.62
"2021-08-26 14:00:00",2306,380.3,380.3,28.33
"2021-08-26 14:30:00",2307,110.7,110.7,28.2
"2021-08-26 15:00:00",2308,63.21,63.21,26.5
"2021-08-26 15:30:00",2309,65.21,65.21,28.04
"2021-08-26 16:00:00",2310,35.59,35.59,24.3
"2021-08-26 16:30:00",2311,75.92,75.92,25.13
"2021-08-26 17:00:00",2312,52.28,52.28,24.3
"2021-08-26 17:30:00",2313,69.7,69.7,22.87
"2021-08-26 18:00:00",2314,137.9,137.9,23.24
"2021-08-26 18:30:00",2315,-19.67,-19.67,21.89
"2021-08-26 19:00:00",2316,-31.38,-31.38,19.08
"2021-08-26 19:30:00",2317,-16.44,-16.44,18.17
"2021-08-26 20:00:00",2318,-30.89,-30.89,17.16
"2021-08-26 20:30:00",2319,-36.87,-36.87,16.24
"2021-08-26 21:00:00",2320,-35.63,-35.63,15.6
"2021-08-26 21:30:00",2321,-38.37,-38.37,15.02
"2021-08-26 22:00:00",2322,-27.91,-27.91,14.64
"2021-08-26 22:30:00",2323,-38.37,-38.37,14.47
"2021-08-26 23:00:00",2324,-30.9,-30.9,14.06
"2021-08-26 23:30:00",2325,-29.41,-29.41,13.49
"2021-08-27 00:00:00",2326,-31.9,-31.9,13.16
"2021-08-27 00:30:00",2327,-28.41,-28.41,13
"2021-08-27 01:00:00",2328,-31.41,-31.41,12.93
"2021-08-27 01:30:00",2329,-33.4,-33.4,12.7
"2021-08-27 02:00:00",2330,-36.89,-36.89,12.7
"2021-08-27 02:30:00",2331,-61.31,-61.31,12.05
"2021-08-27 03:00:00",2332,-54.83,-54.83,11.43
"2021-08-27 03:30:00",2333,-52.1,-52.1,10.77
"2021-08-27 04:00:00",2334,-55.35,-55.35,10.43
"2021-08-27 04:30:00",2335,-45.87,-45.87,9.75
"2021-08-27 05:00:00",2336,-46.37,-46.37,9.44
"2021-08-27 05:30:00",2337,-31.91,-31.91,9.35
"2021-08-27 06:00:00",2338,-23.93,-23.93,9.44
"2021-08-27 06:30:00",2339,-22.94,-22.94,9.55
"2021-08-27 07:00:00",2340,-21.94,-21.94,9.39
"2021-08-27 07:30:00",2341,-24.43,-24.43,9.26
"2021-08-27 08:00:00",2342,2.493,2.493,9.48
"2021-08-27 08:30:00",2343,36.4,36.4,10.31
"2021-08-27 09:00:00",2344,49.36,49.36,11.52
"2021-08-27 09:30:00",2345,52.34,52.34,12.93
"2021-08-27 10:00:00",2346,97.2,97.2,14.32
"2021-08-27 10:30:00",2347,140.8,140.8,16.22
"2021-08-27 11:00:00",2348,127.1,127.1,18.92
"2021-08-27 11:30:00",2349,178.3,178.3,23.15
"2021-08-27 12:00:00",2350,80.4,80.4,21.95
"2021-08-27 12:30:00",2351,89.1,89.1,20.26
"2021-08-27 13:00:00",2352,159.9,159.9,20.26
"2021-08-27 13:30:00",2353,125.3,125.3,22.95
"2021-08-27 14:00:00",2354,108.1,108.1,21.72
"2021-08-27 14:30:00",2355,66.24,66.24,21.02
"2021-08-27 15:00:00",2356,422.3,422.3,21.62
"2021-08-27 15:30:00",2357,14.94,14.94,19.42
"2021-08-27 16:00:00",2358,346.2,346.2,24.28
"2021-08-27 16:30:00",2359,13.19,13.19,28.85
"2021-08-27 17:00:00",2360,-43.56,-43.56,22.36
"2021-08-27 17:30:00",2361,-41.84,-41.84,17.41
"2021-08-27 18:00:00",2362,192.4,192.4,15.12
"2021-08-27 18:30:00",2363,53.81,53.81,18.46
"2021-08-27 19:00:00",2364,-65.26,-65.26,17.64
"2021-08-27 19:30:00",2365,-40.86,-40.86,14.68
"2021-08-27 20:00:00",2366,-43.11,-43.11,13.49
"2021-08-27 20:30:00",2367,-42.12,-42.12,12.7
"2021-08-27 21:00:00",2368,-36.39,-36.39,12.02
"2021-08-27 21:30:00",2369,-41.37,-41.37,11.61
"2021-08-27 22:00:00",2370,-31.91,-31.91,11.06
"2021-08-27 22:30:00",2371,-35.9,-35.9,10.88
"2021-08-27 23:00:00",2372,-29.92,-29.92,10.4
"2021-08-27 23:30:00",2373,-27.67,-27.67,9.93
"2021-08-28 00:00:00",2374,-34.41,-34.41,9.57
"2021-08-28 00:30:00",2375,-34.9,-34.9,9.1
"2021-08-28 01:00:00",2376,-28.92,-28.92,8.79
"2021-08-28 01:30:00",2377,-28.43,-28.43,8.63
"2021-08-28 02:00:00",2378,-51.37,-51.37,8.33
"2021-08-28 02:30:00",2379,-35.91,-35.91,7.817
"2021-08-28 03:00:00",2380,-27.43,-27.43,7.817
"2021-08-28 03:30:00",2381,-28.43,-28.43,7.862
"2021-08-28 04:00:00",2382,-48.88,-48.88,7.817
"2021-08-28 04:30:00",2383,-29.93,-29.93,7.552
"2021-08-28 05:00:00",2384,-34.67,-34.67,7.378
"2021-08-28 05:30:00",2385,-31.67,-31.67,7.225
"2021-08-28 06:00:00",2386,-31.42,-31.42,7.18
"2021-08-28 06:30:00",2387,-47.88,-47.88,7.071
"2021-08-28 07:00:00",2388,-41.15,-41.15,6.809
"2021-08-28 07:30:00",2389,-42.14,-42.14,6.635
"2021-08-28 08:00:00",2390,-42.89,-42.89,6.416
"2021-08-28 08:30:00",2391,-45.39,-45.39,6.265
"2021-08-28 09:00:00",2392,-36.91,-36.91,6.222
"2021-08-28 09:30:00",2393,-34.92,-34.92,6.351
"2021-08-28 10:00:00",2394,-40.15,-40.15,6.766
"2021-08-28 10:30:00",2395,157.1,157.1,7.421
"2021-08-28 11:00:00",2396,189.2,189.2,17.06
"2021-08-28 11:30:00",2397,-61.51,-61.51,26.78
"2021-08-28 12:00:00",2398,219.8,219.8,32.01
"2021-08-28 12:30:00",2399,422.9,422.9,36.04
"2021-08-28 13:00:00",2400,441.9,441.9,39.17
