DateTime,Rain(mm),Temp(C),RH(%),NetRad(W/m2),NetRad(MJ/m2h),VPD(kPa),PET(mm/h)
2019-06-12 15:00:00,0.0,26.475,23.1,825.0,2.9699999999999998,1.9108582678875612,0.3685393166594633
2019-06-12 15:30:00,0.0,26.549,21.5,825.0,2.9699999999999998,1.9600286872569348,0.3713060196948151
2019-06-12 16:00:00,0.0,26.598,21.4,535.0,1.926,1.9600286872569348,0.26959207596117263
2019-06-12 16:30:00,0.0,24.968,22.4,535.0,1.926,2.0014647995632933,0.3215581853938882
2019-06-12 17:00:00,0.0,27.087,21.9,474.3,1.7074799999999999,1.9220251410423728,0.24915705428246032
2019-06-12 17:30:00,0.0,26.158,22.2,474.3,1.7074799999999999,1.9547010511024907,0.35261801288457667
2019-06-12 18:00:00,0.0,25.623,22.8,308.8,1.11168,1.9600286872569348,0.2503065246972064
2019-06-12 18:30:00,0.0,25.186,23.2,308.8,1.11168,1.9653229920492503,0.18610645685112814
2019-06-12 19:00:00,0.0,25.137,23.6,109.8,0.39527999999999996,1.9547010511024907,0.11928062568999834
2019-06-12 19:30:00,0.0,25.793,23.0,109.8,0.39527999999999996,1.9439450640060065,0.1189372331287048
2019-06-12 20:00:00,0.0,24.46,23.4,0.672,0.0024192000000000003,1.9913007893760561,0.15888455017745673
2019-06-12 20:30:00,0.0,23.833,24.6,0.672,0.0024192000000000003,1.9810077061351539,0.08575390695384193
2019-06-12 21:00:00,0.0,19.199,30.7,0.2,0.00072,2.026319239870313,0.07408933074074782
2019-06-12 21:30:00,0.0,17.677,38.3,0.2,0.00072,1.9330535813836627,4.428256051936826e-05
2019-06-12 22:00:00,0.0,17.748,38.2,0.2,0.00072,1.9330535813836627,0.07183098702044459
2019-06-12 22:30:00,0.0,16.773,38.6,0.2,0.00072,1.9705841446626233,0.11604273715379543
2019-06-12 23:00:00,0.0,16.249,39.8,0.2,0.00072,1.9705841446626233,0.07441007998873225
2019-06-12 23:30:00,0.0,16.106,40.9,0.2,0.00072,1.9600286872569348,0.1161141173907773
2019-06-13 00:00:00,0.0,15.031,43.7,0.2,0.00072,1.611972339221524,0.06164527878754273
2019-06-13 00:30:00,0.0,14.17,47.3,0.2,0.00072,1.5958887159705957,3.7649739217570726e-05
2019-06-13 01:00:00,0.0,14.361,49.4,0.2,0.00072,1.5514951258028962,3.799406494841691e-05
2019-06-13 01:30:00,0.0,13.978,50.7,0.2,0.00072,1.5514951258028962,3.73056019335144e-05
2019-06-13 02:00:00,0.0,14.505,49.9,0.2,0.00072,1.534269295685701,3.825496551648326e-05
2019-06-13 02:30:00,0.0,14.026,51.1,0.2,0.00072,1.5400469097067608,3.7391448914282844e-05
2019-06-13 03:00:00,0.0,13.546,53.6,0.2,0.00072,1.5284557572543003,3.6538608580226484e-05
2019-06-13 03:30:00,0.0,13.233,54.3,0.2,0.00072,1.534269295685701,3.598923620581269e-05
2019-06-13 04:00:00,0.0,12.847,55.6,0.2,0.00072,1.534269295685701,3.53190922434402e-05
2019-06-13 04:30:00,0.0,12.775,56.2,0.2,0.00072,1.5284557572543003,3.519499171295756e-05
2019-06-13 05:00:00,0.0,12.582,56.8,0.2,0.00072,1.5284557572543003,3.486373135510907e-05
2019-06-13 05:30:00,0.0,12.485,57.1,0.2,0.00072,1.534269295685701,3.469801230712109e-05
2019-06-13 06:00:00,0.0,12.05,58.7,0.2,0.00072,1.534269295685701,3.396117416792823e-05
2019-06-13 06:30:00,0.0,12.413,60.2,0.2,0.00072,1.4928093395053776,3.457533729690223e-05
2019-06-13 07:00:00,0.0,12.364,61.4,0.2,0.00072,1.4744854625899935,3.449201241240149e-05
2019-06-13 07:30:00,0.0,12.485,62.9,0.2,0.00072,1.4495224229203991,3.469801230712109e-05
2019-06-13 08:00:00,0.0,12.896,64.5,9.75,0.0351,1.3977265474266471,0.0020711171247605677
2019-06-13 08:30:00,0.0,14.218,62.8,9.75,0.0351,1.3433491933939807,0.0022075610078583683
2019-06-13 09:00:00,0.0,15.127,61.0,66.26,0.238536,1.3080040284495773,0.0156617777843283
2019-06-13 09:30:00,0.0,16.558,55.1,66.26,0.238536,1.3222699580258364,0.016735491964764728
2019-06-13 10:00:00,0.0,17.13,52.4,97.9,0.35244000000000003,1.336365110604483,0.02537880379402327
2019-06-13 10:30:00,0.0,19.056,49.0,97.9,0.35244000000000003,1.2789527590185061,0.027646788871435207
2019-06-13 11:00:00,0.0,20.984,37.7,324.1,1.16676,1.4239404822781767,0.09940211691347725
2019-06-13 11:30:00,0.0,23.064,33.1,324.1,1.16676,1.4239404822781767,0.1613981870676015
2019-06-13 12:00:00,0.0,22.657,30.5,258.0,0.9288,1.5226061030540192,0.2390224029239904
2019-06-13 12:30:00,0.0,23.761,29.7,258.0,0.9288,1.4867389253221983,0.23572715004494285
2019-06-13 13:00:00,0.0,22.489,29.4,1117.0,4.0212,1.5571661064539923,0.43492353117483523
2019-06-13 13:30:00,0.0,23.256,29.1,1117.0,4.0212,1.5284557572543003,0.44139947033954224
2019-06-13 14:00:00,0.0,24.798,25.9,981.0,3.5316,1.5457887898456577,0.41982866505352695
2019-06-13 14:30:00,0.0,25.428,25.7,981.0,3.5316,1.5226061030540192,0.4245816375552599
2019-06-13 15:00:00,0.0,23.497,25.5,159.8,0.57528,1.6225277966272125,0.22458468119006747
2019-06-13 15:30:00,0.0,25.744,25.2,159.8,0.57528,1.5226061030540192,0.21239691861513627
2019-06-13 16:00:00,0.0,25.137,23.5,559.7,2.01492,1.6066447030670798,0.2987261835982127
2019-06-13 16:30:00,0.0,24.798,22.9,559.7,2.01492,1.6432444413406453,0.33872375843671293
2019-06-13 17:00:00,0.0,25.38,21.1,700.4,2.5214399999999997,1.6733548113337042,0.3850014456767979
2019-06-13 17:30:00,0.0,24.968,20.1,700.4,2.5214399999999997,1.7256628916768717,0.35020709924563725
2019-06-13 18:00:00,0.0,19.722,39.2,465.7,1.67652,1.455820698256638,0.36596259143350174
2019-06-13 18:30:00,0.0,20.126,51.3,465.7,1.67652,1.1474478590733606,0.3241920350461194
2019-06-13 19:00:00,0.0,17.677,56.7,22.5,0.081,1.210989407693799,0.24164081307521157
2019-06-13 19:30:00,0.0,17.058,58.2,22.5,0.081,1.2264091045287828,0.18840695068746918
2019-06-13 20:00:00,0.0,16.249,60.3,0.2,0.00072,1.2416462769005572,4.1503133350895544e-05
2019-06-13 20:30:00,0.2,14.314,74.5,0.2,0.00072,1.1392916838464016,3.7909152495902515e-05
2019-06-13 21:00:00,0.0,13.834,82.1,0.2,0.00072,1.0636857992781652,3.704881103455631e-05
2019-06-13 21:30:00,0.0,13.57,79.3,0.2,0.00072,1.1228343632400706,3.6580953183153445e-05
2019-06-13 22:00:00,0.0,13.281,79.2,0.2,0.00072,1.1474478590733606,3.6073138475722003e-05
2019-06-13 22:30:00,0.0,12.847,83.2,0.2,0.00072,1.1228343632400706,0.04388474087335557
2019-06-13 23:00:00,0.0,12.63,83.0,0.2,0.00072,1.1474478590733606,3.494592704299067e-05
2019-06-13 23:30:00,0.0,12.34,83.3,0.2,0.00072,1.1636164508781346,3.445124818432026e-05
2019-06-14 00:00:00,0.0,12.534,81.1,0.2,0.00072,0.4036780858574738,3.4781661707364674e-05
2019-06-14 00:30:00,0.8,11.565,86.4,0.2,0.00072,0.4036780858574738,3.3151868853285435e-05
2019-06-14 01:00:00,0.0,11.492,91.4,0.2,0.00072,0.33861584783902887,0.01342104041468871
2019-06-14 01:30:00,0.0,11.346,91.2,0.2,0.00072,0.35517038388881184,3.279065826222133e-05
2019-06-14 02:00:00,1.4,11.2,92.4,0.2,0.00072,0.35517038388881184,3.2551313253550324e-05
2019-06-14 02:30:00,1.0,10.712,92.5,0.2,0.00072,0.3876995684344142,0.015472735938727701
2019-06-14 03:00:00,0.6,10.541,92.5,0.2,0.00072,0.4036780858574738,3.148553847931474e-05
2019-06-14 03:30:00,0.6,10.075,93.4,0.2,0.00072,0.4272936481913929,3.074627670305405e-05
2019-06-14 04:00:00,0.2,9.608,93.4,0.2,0.00072,0.4657293944568368,0.01876612969664228
2019-06-14 04:30:00,0.4,9.336,93.7,0.2,0.00072,0.48078589123938276,2.959832938613145e-05
2019-06-14 05:00:00,0.2,9.089,94.8,0.2,0.00072,0.48824695988379996,2.9221308170873094e-05
2019-06-14 05:30:00,0.0,8.841,96.3,0.2,0.00072,0.48824695988379996,2.8846113638478654e-05
2019-06-14 06:00:00,0.0,8.668,96.6,0.2,0.00072,0.49566354605099927,2.85863723630622e-05
2019-06-14 06:30:00,0.0,8.668,96.0,0.2,0.00072,0.5030358765747858,2.85863723630622e-05
2019-06-14 07:00:00,0.0,9.114,94.9,0.2,0.00072,0.48824695988379996,2.925931655439214e-05
2019-06-14 07:30:00,0.0,9.287,94.5,0.2,0.00072,0.47328011233915324,2.9523270520278577e-05
2019-06-14 08:00:00,0.0,9.509,94.8,0.2,0.00072,0.45813350791558305,2.9864383502258776e-05
2019-06-14 08:30:00,0.0,9.854,94.4,0.2,0.00072,0.43507252525007867,3.0399844855890523e-05
2019-06-14 09:00:00,0.0,10.858,93.6,0.2,0.00072,0.3633748014026812,3.1995235324696024e-05
2019-06-14 09:30:00,0.0,11.613,88.3,0.2,0.00072,0.3715309766296402,3.323138986250876e-05
2019-06-14 10:00:00,0.0,11.904,85.8,0.2,0.00072,0.3876995684344142,0.015304595452220984
2019-06-14 10:30:00,0.0,13.233,80.3,0.2,0.00072,0.3633748014026812,0.022081118545310557
2019-06-14 11:00:00,0.0,12.243,78.4,258.3,0.92988,0.4657293944568368,0.11108147958773305
2019-06-14 11:30:00,0.0,11.127,74.7,258.3,0.92988,0.5949504175055594,0.11513957290084322
2019-06-14 12:00:00,0.0,11.127,74.8,31.61,0.113796,0.5949504175055594,0.006151068181608352
2019-06-14 12:30:00,0.2,9.706,80.8,31.61,0.113796,0.6084615465975445,0.0057219172895221545
2019-06-14 13:00:00,0.2,9.485,88.0,10.76,0.038736,0.5392415679538871,0.0019256554226480935
2019-06-14 13:30:00,0.6,10.198,87.7,10.76,0.038736,0.48824695988379996,0.001997502337805897
2019-06-14 14:00:00,0.6,10.492,89.3,146.7,0.5281199999999999,0.45049222208506245,0.02764465665651275
2019-06-14 14:30:00,0.6,11.2,87.3,146.7,0.5281199999999999,0.41946843972916015,0.02865166592577499
2019-06-14 15:00:00,0.0,12.34,80.0,143.3,0.51588,0.43507252525007867,0.02962118318887856
2019-06-14 15:30:00,0.2,11.273,78.6,143.3,0.51588,0.5320871460058569,0.05248154719901928
2019-06-14 16:00:00,0.0,13.978,79.6,333.7,1.20132,0.31341611193400665,0.07469327619128253
2019-06-14 16:30:00,0.0,16.225,64.3,333.7,1.20132,0.395712466649337,0.08300587452382026
2019-06-14 17:00:00,0.0,15.867,68.4,160.0,0.576,0.3469174807963502,0.03914667294751578
2019-06-14 17:30:00,0.0,15.485,69.2,160.0,0.576,0.3633748014026812,0.03845778181972305
2019-06-14 18:00:00,0.0,17.843,64.7,483.9,1.7420399999999998,0.2616675039180598,0.12952802964305005
2019-06-14 18:30:00,0.0,15.557,57.8,483.9,1.7420399999999998,0.5604482281607626,0.14727562184797094
2019-06-14 19:00:00,0.0,14.218,65.9,0.2,0.00072,0.5176486733207184,0.019976923094622616
2019-06-14 19:30:00,0.0,15.724,66.3,0.2,0.00072,0.395712466649337,0.015047505037267905
2019-06-14 20:00:00,0.0,13.449,69.3,112.6,0.40535999999999994,0.510364177347064,0.02457007568831341
2019-06-14 20:30:00,0.0,13.257,71.4,112.6,0.40535999999999994,0.49566354605099927,0.02434265955965894
2019-06-14 21:00:00,0.0,12.195,74.8,0.2,0.00072,0.5176486733207184,3.4205635288323394e-05
2019-06-14 21:30:00,0.0,11.904,79.1,0.2,0.00072,0.48078589123938276,3.3716191316882116e-05
2019-06-14 22:00:00,0.0,11.053,82.6,0.2,0.00072,0.49566354605099927,3.2311510725841314e-05
2019-06-14 22:30:00,0.0,11.029,84.7,0.2,0.00072,0.4657293944568368,3.227247190730846e-05
2019-06-14 23:00:00,0.0,11.2,83.7,0.2,0.00072,0.4657293944568368,3.2551313253550324e-05
2019-06-14 23:30:00,0.0,10.565,86.7,0.2,0.00072,0.47328011233915324,3.1523934586024005e-05
2019-06-15 00:00:00,0.0,9.879,89.0,0.2,0.00072,0.6790948932549052,3.0438899716606226e-05
2019-06-15 00:30:00,0.0,9.312,89.4,0.2,0.00072,0.7155184932097629,0.02889481528897904
2019-06-15 01:00:00,0.0,9.485,88.0,0.2,0.00072,0.7226729151577931,2.9827376435069603e-05
2019-06-15 01:30:00,0.0,9.805,87.5,0.2,0.00072,0.7083209357163975,3.0323396658217114e-05
2019-06-15 02:00:00,0.0,9.312,87.9,0.2,0.00072,0.7368532363953042,2.9561549455001053e-05
2019-06-15 02:30:00,0.0,9.04,89.5,0.2,0.00072,0.7368532363953042,2.9146910777830966e-05
2019-06-15 03:00:00,0.0,9.114,90.1,0.2,0.00072,0.7226729151577931,2.925931655439214e-05
2019-06-15 03:30:00,0.0,8.965,89.6,0.2,0.00072,0.7368532363953042,2.9033291171632532e-05
2019-06-15 04:00:00,0.0,9.089,89.0,0.2,0.00072,0.7368532363953042,2.9221308170873094e-05
2019-06-15 04:30:00,0.0,8.866,88.2,0.2,0.00072,0.7647059244559442,2.8883783507465197e-05
2019-06-15 05:00:00,0.0,8.841,88.3,0.2,0.00072,0.7647059244559442,2.8846113638478654e-05
2019-06-15 05:30:00,0.0,8.767,87.6,0.2,0.00072,0.7783817647094654,0.03158084942862117
2019-06-15 06:00:00,0.0,8.841,86.6,0.2,0.00072,0.785157811535028,2.8846113638478654e-05
2019-06-15 06:30:00,0.0,8.742,87.7,0.2,0.00072,0.7783817647094654,2.8697275808784963e-05
2019-06-15 07:00:00,0.0,9.238,86.2,0.2,0.00072,0.7578057023077167,2.9448342935363005e-05
2019-06-15 07:30:00,0.0,8.593,88.9,0.2,0.00072,0.7715645403190149,2.847427479058182e-05
2019-06-15 08:00:00,0.0,9.089,89.3,13.46,0.048456,0.7368532363953042,0.002359912847879711
2019-06-15 08:30:00,0.0,9.879,85.6,13.46,0.048456,0.7226729151577931,0.0024582455411131187
2019-06-15 09:00:00,0.0,11.029,81.4,55.85,0.20106,0.6937955245509699,0.010814505336139067
2019-06-15 09:30:00,0.0,12.389,74.8,55.85,0.20106,0.6864672237786917,0.011572513860274497
2019-06-15 10:00:00,0.0,13.016,63.5,3.364,0.012110399999999999,0.8118544698326811,0.041089963600008314
2019-06-15 10:30:00,0.0,14.912,57.1,3.364,0.012110399999999999,0.7985872236153118,0.07256863964920306
2019-06-15 11:00:00,0.0,13.954,57.7,1015.0,3.654,0.8443240930640216,0.26533297352204893
2019-06-15 11:30:00,0.0,15.891,59.5,1015.0,3.654,0.6937955245509699,0.24861285032818403
2019-06-15 12:00:00,0.0,15.103,53.6,1030.0,3.7079999999999997,0.8443240930640216,0.27821757793877605
2019-06-15 12:30:00,0.0,14.673,55.6,1030.0,3.7079999999999997,0.8379091663750732,0.2988645975399568
2019-06-15 13:00:00,0.0,13.738,61.2,51.75,0.1863,0.8052410121868326,0.11009184395570214
2019-06-15 13:30:00,0.0,14.026,67.5,51.75,0.1863,0.6864672237786917,0.011610044887884823
2019-06-15 14:00:00,0.0,17.034,61.0,1004.0,3.6144,0.579143813853243,0.2634878344860172
2019-06-15 14:30:00,0.0,17.272,53.4,1004.0,3.6144,0.7155184932097629,0.2724631183902583
2019-06-15 15:00:00,0.0,18.747,51.0,496.8,1.78848,0.6642172384432887,0.15708238065349292
2019-06-15 15:30:00,0.0,20.031,45.3,496.8,1.78848,0.7083209357163975,0.18275069088041043
2019-06-15 16:00:00,0.0,20.531,42.8,708.2,2.5495200000000002,0.729784422786022,0.2508488735721356
2019-06-15 16:30:00,0.0,19.46,40.1,708.2,2.5495200000000002,0.8570368876805847,0.2842200499263039
2019-06-15 17:00:00,0.0,17.296,49.7,0.2,0.00072,0.785157811535028,0.06917180549255729
2019-06-15 17:30:00,0.0,16.32,54.2,0.2,0.00072,0.7578057023077167,0.05493155835807245
2019-06-15 18:00:00,0.0,16.01,57.1,31.92,0.114912,0.729784422786022,0.04223387581505084
2019-06-15 18:30:00,0.0,18.152,52.1,31.92,0.114912,0.6790948932549052,0.06610939161679728
2019-06-15 19:00:00,0.0,18.105,48.3,344.4,1.2398399999999998,0.7647059244559442,0.19558778641142632
2019-06-15 19:30:00,0.0,14.673,52.2,344.4,1.2398399999999998,0.8942533900823839,0.23042903567721348
2019-06-15 20:00:00,0.0,13.93,56.6,0.2,0.00072,0.8633351630168236,0.033394661348723396
2019-06-15 20:30:00,0.0,13.449,59.6,0.2,0.00072,0.8443240930640216,3.6367785210647445e-05
2019-06-15 21:00:00,0.0,12.823,65.2,0.2,0.00072,0.7985872236153118,3.5277693922599674e-05
2019-06-15 21:30:00,0.0,12.775,68.9,0.2,0.00072,0.7508636581541663,3.519499171295756e-05
2019-06-15 22:00:00,0.0,12.292,71.6,0.2,0.00072,0.7438795753646685,3.436981434808215e-05
2019-06-15 22:30:00,0.0,11.734,73.6,0.2,0.00072,0.7508636581541663,3.3432409920585494e-05
2019-06-15 23:00:00,0.0,10.712,75.0,0.2,0.00072,0.7985872236153118,3.175980036542559e-05
2019-06-15 23:30:00,0.0,10.051,75.8,0.2,0.00072,0.8314549470383623,0.03335472923884281
2019-06-16 00:00:00,0.0,9.879,74.7,0.2,0.00072,1.045235582260717,0.06519879357976348
2019-06-16 00:30:00,0.0,9.879,74.6,0.2,0.00072,1.045235582260717,3.0438899716606226e-05
2019-06-16 01:00:00,0.0,9.731,77.0,0.2,0.00072,1.0261078609552055,3.0208193578321032e-05
2019-06-16 01:30:00,0.0,9.262,79.4,0.2,0.00072,1.0261078609552055,2.9485025759073216e-05
2019-06-16 02:00:00,0.0,9.509,80.8,0.2,0.00072,0.993439706766965,2.9864383502258776e-05
2019-06-16 02:30:00,0.0,8.02,82.5,0.2,0.00072,1.0701986219303117,2.7627954200229578e-05
2019-06-16 03:00:00,0.0,7.695,86.3,0.2,0.00072,1.045235582260717,2.7155854767812608e-05
2019-06-16 03:30:00,0.0,7.318,84.9,0.2,0.00072,1.0824520846625163,2.661538347478615e-05
2019-06-16 04:00:00,0.0,7.041,85.5,0.2,0.00072,1.094555631519969,2.6223163795089992e-05
2019-06-16 04:30:00,0.0,6.864,86.0,0.2,0.00072,1.1005516790827863,2.597470361453195e-05
2019-06-16 05:00:00,0.0,6.128,87.4,0.2,0.00072,1.1299824550260187,2.495958328613873e-05
2019-06-16 05:30:00,0.0,6.281,88.7,0.2,0.00072,1.1065108370849992,2.5168220573989084e-05
2019-06-16 06:00:00,0.0,6.102,89.3,0.2,0.00072,1.1124333002335804,2.4924252748655878e-05
2019-06-16 06:30:00,0.0,5.847,88.8,0.2,0.00072,1.1357600690470786,2.4579650240962487e-05
2019-06-16 07:00:00,0.0,6.306,89.8,0.2,0.00072,1.094555631519969,2.5202430447118047e-05
2019-06-16 07:30:00,0.0,6.611,88.5,0.2,0.00072,1.0885224988456956,2.562248294754593e-05
2019-06-16 08:00:00,0.0,6.94,88.7,0.2,0.00072,1.0701986219303117,2.608118062092133e-05
2019-06-16 08:30:00,0.0,8.045,88.2,0.2,0.00072,1.006626500558905,2.7664506845837684e-05
2019-06-16 09:00:00,0.0,9.977,81.2,0.2,0.00072,0.9597632348991473,3.0592325027057014e-05
2019-06-16 09:30:00,0.0,11.492,75.1,0.2,0.00072,0.9390623527342987,3.303117294097335e-05
2019-06-16 10:00:00,0.0,13.185,68.1,0.2,0.00072,0.9250519309754366,3.5905459563835916e-05
2019-06-16 10:30:00,0.0,17.272,55.4,0.2,0.00072,0.8598770016678383,4.348347631312602e-05
2019-06-16 11:00:00,0.0,17.867,47.9,774.9,2.78964,0.9733565061151603,0.23495111250467007
2019-06-16 11:30:00,0.0,18.842,42.4,774.9,2.78964,1.032522787644154,0.270260244392401
2019-06-16 12:00:00,0.0,20.079,38.1,984.0,3.5423999999999998,1.0577936551082092,0.3332162211036258
2019-06-16 12:30:00,0.0,20.746,35.4,984.0,3.5423999999999998,1.0885224988456956,0.3423328720767132
2019-06-16 13:00:00,0.0,21.485,31.0,960.0,3.456,1.1585150791924685,0.3491838730169921
2019-06-16 13:30:00,0.0,22.848,28.5,960.0,3.456,1.164115912571258,0.3806191815330928
2019-06-16 14:00:00,0.0,22.058,25.8,745.8,2.6848799999999997,1.2690679706740222,0.2751442548851224
2019-06-16 14:30:00,0.0,22.489,26.9,745.8,2.6848799999999997,1.2234691347945978,0.3054472543027483
2019-06-16 15:00:00,0.0,22.776,29.8,812.0,2.9232,1.1299824550260187,0.3547003038849949
2019-06-16 15:30:00,0.0,23.016,31.0,812.0,2.9232,1.0824520846625163,0.34962986695573905
2019-06-16 16:00:00,0.0,21.032,34.9,486.7,1.75212,1.0824520846625163,0.2837880266691627
2019-06-16 16:30:00,0.0,23.761,34.9,486.7,1.75212,0.9250519309754366,0.25097227503879266
2019-06-16 17:00:00,0.0,24.002,33.2,482.7,1.73772,0.9665804592895978,0.23916533724111902
2019-06-16 17:30:00,0.0,22.585,33.6,482.7,1.73772,1.032522787644154,0.2609571147592724
2019-06-16 18:00:00,0.0,22.729,34.9,490.8,1.76688,0.9867859181954441,0.2569449657637161
2019-06-16 18:30:00,0.0,19.508,38.7,490.8,1.76688,1.0763441917236611,0.21022382068213352
2019-06-16 19:00:00,0.0,16.034,49.7,3.358,0.0120888,1.051533857596956,0.21042008684400257
2019-06-16 19:30:00,0.0,15.103,55.0,3.358,0.0120888,1.0131599237432,0.0499655899383498
2019-06-16 20:00:00,0.0,15.509,57.6,0.2,0.00072,0.9390623527342987,0.03574845553347025
2019-06-16 20:30:00,0.0,15.557,55.8,0.2,0.00072,0.9665804592895978,4.019484801603504e-05
2019-06-16 21:00:00,0.0,14.697,57.3,0.2,0.00072,0.993439706766965,3.860457419765026e-05
2019-06-16 21:30:00,0.0,13.834,59.4,0.2,0.00072,1.0131599237432,3.704881103455631e-05
2019-06-16 22:00:00,0.0,12.34,65.4,0.2,0.00072,1.0196536416184947,3.445124818432026e-05
2019-06-16 22:30:00,0.0,12.001,68.5,0.2,0.00072,0.993439706766965,3.387882363103905e-05
2019-06-16 23:00:00,0.0,11.613,68.6,0.2,0.00072,1.0196536416184947,3.323138986250876e-05
2019-06-16 23:30:00,0.0,11.248,70.3,0.2,0.00072,1.0131599237432,3.262987295419592e-05
2019-06-17 00:00:00,0.0,10.785,71.8,0.2,0.00072,0.9218191199184368,3.187737162449441e-05
2019-06-17 00:30:00,0.0,10.222,73.9,0.2,0.00072,0.9282340466073852,3.0978191427504694e-05
2019-06-17 01:00:00,0.0,9.632,74.7,0.2,0.00072,0.9535049140714404,3.005453953235084e-05
2019-06-17 01:30:00,0.0,9.064,76.5,0.2,0.00072,0.9659098808935428,2.9183333930494853e-05
2019-06-17 02:00:00,0.0,8.792,78.0,0.2,0.00072,0.9659098808935428,0.039175986903562436
2019-06-17 02:30:00,0.0,8.593,78.6,0.2,0.00072,0.9720554506868924,0.03949283053037417
2019-06-17 03:00:00,0.0,8.195,79.7,0.2,0.00072,0.9842337578089269,2.7884535497595156e-05
2019-06-17 03:30:00,0.0,7.945,81.4,0.2,0.00072,0.9781633436257475,2.7518499793196832e-05
2019-06-17 04:00:00,0.0,7.594,81.8,0.2,0.00072,0.9962629380460176,0.04082077993661111
2019-06-17 04:30:00,0.0,7.343,82.8,0.2,0.00072,1.0022220960482304,2.6650985973610524e-05
2019-06-17 05:00:00,0.0,7.015,83.9,0.2,0.00072,1.0081445591968117,2.6186561196741438e-05
2019-06-17 05:30:00,0.0,7.066,84.7,0.2,0.00072,0.9962629380460176,2.6258392924944224e-05
2019-06-17 06:00:00,0.0,6.813,85.2,0.2,0.00072,1.0081445591968117,2.5903426022643787e-05
2019-06-17 06:30:00,0.0,6.94,85.8,0.2,0.00072,0.9962629380460176,2.608118062092133e-05
2019-06-17 07:00:00,0.0,7.167,85.8,0.2,0.00072,0.9781633436257475,2.6401061362963142e-05
2019-06-17 07:30:00,0.0,7.242,86.3,0.2,0.00072,0.9720554506868924,2.6507359011527425e-05
2019-06-17 08:00:00,0.0,7.645,86.8,0.2,0.00072,0.9409468412239483,2.7083732081437783e-05
2019-06-17 08:30:00,0.0,9.163,84.9,0.2,0.00072,0.862291718252829,2.9333912043817993e-05
2019-06-17 09:00:00,0.0,11.346,77.7,0.2,0.00072,0.8065828687011567,3.279065826222133e-05
2019-06-17 09:30:00,0.0,12.944,70.2,0.2,0.00072,0.7994284467531265,3.548673107177264e-05
2019-06-17 10:00:00,0.0,15.605,62.7,0.2,0.00072,0.7406214130864228,4.028477412003767e-05
2019-06-17 10:30:00,0.0,19.199,51.0,0.2,0.00072,0.717833522832332,4.7360545973716264e-05
2019-06-17 11:00:00,0.0,19.984,44.9,791.3,2.84868,0.7994284467531265,0.23261106684400965
2019-06-17 11:30:00,0.0,21.27,38.9,791.3,2.84868,0.8690677650783916,0.26356207302490026
2019-06-17 12:00:00,0.0,22.226,35.3,839.0,3.0204,0.9023377595221362,0.28789003845750477
2019-06-17 12:30:00,0.0,21.437,36.2,839.0,3.0204,0.9282340466073852,0.26224436771720266
2019-06-17 13:00:00,0.0,21.318,35.3,251.9,0.90684,0.9535049140714404,0.1452644614313293
2019-06-17 13:30:00,0.0,21.366,36.9,251.9,0.90684,0.9088711827064314,0.07850327599674572
2019-06-17 14:00:00,0.0,21.772,35.9,98.8,0.35568,0.9153649005817259,0.06939406028045039
2019-06-17 14:30:00,0.0,19.318,35.2,98.8,0.35568,1.0598271715344891,0.1756622261256789
2019-06-17 15:00:00,0.0,17.962,37.5,19.49,0.07016399999999999,1.0764216516518008,0.09790797457813706
2019-06-17 15:30:00,0.0,14.481,61.2,19.49,0.07016399999999999,0.8417156558510803,0.004468441618834319
2019-06-17 16:00:00,0.0,15.748,61.7,54.79,0.197244,0.7481271919866523,0.048206033061505796
2019-06-17 16:30:00,0.0,17.605,49.4,54.79,0.197244,0.8554744938623785,0.014510544533684569
2019-06-17 17:00:00,0.0,22.417,43.5,867.0,3.1212,0.6710193866047434,0.2821674377606953
2019-06-17 17:30:00,0.0,20.913,39.6,867.0,3.1212,0.8690677650783916,0.2955490684856638
2019-06-17 18:00:00,0.0,21.628,41.3,418.2,1.50552,0.784989974067988,0.15553998872948008
2019-06-17 18:30:00,0.0,18.033,46.5,418.2,1.50552,0.8891509657301963,0.17157882093166085
2019-06-17 19:00:00,0.0,18.176,47.9,30.57,0.110052,0.8486158779993078,0.04725591478878034
2019-06-17 19:30:00,0.0,18.961,45.3,30.57,0.110052,0.8554744938623785,0.008597172776664538
2019-06-17 20:00:00,0.0,18.842,45.1,3.025,0.010889999999999999,0.8690677650783916,0.04105704498625641
2019-06-17 20:30:00,0.0,17.986,50.1,3.025,0.010889999999999999,0.8136943763293856,0.0008148972958823123
2019-06-17 21:00:00,0.0,16.01,54.7,0.2,0.00072,0.8554744938623785,4.1048409660363565e-05
2019-06-17 21:30:00,0.0,15.055,58.7,0.2,0.00072,0.8486158779993078,3.926175095070809e-05
2019-06-17 22:00:00,0.0,13.473,64.5,0.2,0.00072,0.8554744938623785,3.641000309885901e-05
2019-06-17 22:30:00,0.0,12.775,67.1,0.2,0.00072,0.862291718252829,3.519499171295756e-05
2019-06-17 23:00:00,0.0,12.268,69.0,0.2,0.00072,0.862291718252829,3.432914474509867e-05
2019-06-17 23:30:00,0.0,11.297,70.7,0.2,0.00072,0.9023377595221362,3.271019973049637e-05
2019-06-18 00:00:00,0.0,11.175,73.2,0.2,0.00072,1.119117573575134,3.2510446819210245e-05
2019-06-18 00:30:00,0.0,10.712,74.2,0.2,0.00072,1.1390791496063646,3.175980036542559e-05
