Date,S1,S2,S3
2022-05-26 00:00:00,0.228,0.252,0.228
2022-05-26 01:00:00,0.228,0.253,0.228
2022-05-26 02:00:00,0.228,0.252,0.228
2022-05-26 03:00:00,0.228,0.252,0.227
2022-05-26 04:00:00,0.227,0.251,0.227
2022-05-26 05:00:00,0.226,0.251,0.226
2022-05-26 06:00:00,0.226,0.25,0.225
2022-05-26 07:00:00,0.225,0.249,0.224
2022-05-26 08:00:00,0.224,0.248,0.223
2022-05-26 09:00:00,0.223,0.247,0.222
2022-05-26 10:00:00,0.222,0.246,0.221
2022-05-26 11:00:00,0.221,0.246,0.22
2022-05-26 12:00:00,0.217,0.242,0.216
2022-05-26 13:00:00,0.214,0.239,0.213
2022-05-26 14:00:00,0.213,0.239,0.213
2022-05-26 15:00:00,0.213,0.24,0.216
2022-05-26 16:00:00,0.212,0.24,0.215
2022-05-26 17:00:00,0.214,0.242,0.216
2022-05-26 18:00:00,0.215,0.243,0.218
2022-05-26 19:00:00,0.216,0.244,0.218
2022-05-26 20:00:00,0.216,0.244,0.218
2022-05-26 21:00:00,0.218,0.245,0.218
2022-05-26 22:00:00,0.217,0.245,0.218
2022-05-26 23:00:00,0.217,0.245,0.218
2022-05-27 00:00:00,0.217,0.245,0.218
2022-05-27 01:00:00,0.217,0.245,0.218
2022-05-27 02:00:00,0.217,0.245,0.217
2022-05-27 03:00:00,0.217,0.245,0.217
2022-05-27 04:00:00,0.216,0.244,0.216
2022-05-27 05:00:00,0.216,0.244,0.216
2022-05-27 06:00:00,0.215,0.243,0.215
2022-05-27 07:00:00,0.215,0.242,0.213
2022-05-27 08:00:00,0.214,0.241,0.212
2022-05-27 09:00:00,0.212,0.24,0.21
2022-05-27 10:00:00,0.212,0.239,0.205
2022-05-27 11:00:00,0.206,0.236,0.198
2022-05-27 12:00:00,0.202,0.231,0.195
2022-05-27 13:00:00,0.202,0.232,0.197
2022-05-27 14:00:00,0.202,0.232,0.199
2022-05-27 15:00:00,0.201,0.232,0.201
2022-05-27 16:00:00,0.2,0.232,0.2
2022-05-27 17:00:00,0.202,0.234,0.201
2022-05-27 18:00:00,0.202,0.235,0.202
2022-05-27 19:00:00,0.202,0.235,0.202
2022-05-27 20:00:00,0.202,0.235,0.201
2022-05-27 21:00:00,0.202,0.235,0.201
2022-05-27 22:00:00,0.202,0.236,0.201
2022-05-27 23:00:00,0.202,0.236,0.201
2022-05-28 00:00:00,0.202,0.236,0.201
2022-05-28 01:00:00,0.202,0.236,0.201
2022-05-28 02:00:00,0.202,0.236,0.2
2022-05-28 03:00:00,0.201,0.235,0.199
2022-05-28 04:00:00,0.201,0.235,0.198
2022-05-28 05:00:00,0.2,0.234,0.197
2022-05-28 06:00:00,0.199,0.233,0.194
2022-05-28 07:00:00,0.198,0.231,0.193
2022-05-28 08:00:00,0.197,0.231,0.191
2022-05-28 09:00:00,0.196,0.23,0.189
2022-05-28 10:00:00,0.195,0.229,0.185
2022-05-28 11:00:00,0.189,0.225,0.177
2022-05-28 12:00:00,0.185,0.221,0.174
2022-05-28 13:00:00,0.185,0.222,0.176
2022-05-28 14:00:00,0.187,0.224,0.18
2022-05-28 15:00:00,0.186,0.224,0.18
2022-05-28 16:00:00,0.186,0.225,0.179
2022-05-28 17:00:00,0.186,0.225,0.179
2022-05-28 18:00:00,0.186,0.226,0.178
2022-05-28 19:00:00,0.186,0.227,0.179
2022-05-28 20:00:00,0.186,0.227,0.179
2022-05-28 21:00:00,0.186,0.227,0.179
2022-05-28 22:00:00,0.186,0.227,0.179
2022-05-28 23:00:00,0.186,0.227,0.178
2022-05-29 00:00:00,0.185,0.227,0.177
2022-05-29 01:00:00,0.185,0.227,0.176
2022-05-29 02:00:00,0.185,0.227,0.176
2022-05-29 03:00:00,0.184,0.226,0.175
2022-05-29 04:00:00,0.184,0.226,0.175
2022-05-29 05:00:00,0.183,0.225,0.174
2022-05-29 06:00:00,0.182,0.224,0.172
2022-05-29 07:00:00,0.181,0.223,0.17
2022-05-29 08:00:00,0.179,0.223,0.168
2022-05-29 09:00:00,0.177,0.221,0.165
2022-05-29 10:00:00,0.175,0.22,0.161
2022-05-29 11:00:00,0.171,0.217,0.157
2022-05-29 12:00:00,0.168,0.215,0.155
2022-05-29 13:00:00,0.167,0.214,0.155
2022-05-29 14:00:00,0.166,0.214,0.156
2022-05-29 15:00:00,0.166,0.216,0.157
2022-05-29 16:00:00,0.166,0.216,0.158
2022-05-29 17:00:00,0.167,0.218,0.16
2022-05-29 18:00:00,0.182,0.223,0.179
2022-05-29 19:00:00,0.185,0.225,0.209
2022-05-29 20:00:00,0.185,0.225,0.214
2022-05-29 21:00:00,0.185,0.226,0.214
2022-05-29 22:00:00,0.184,0.226,0.215
2022-05-29 23:00:00,0.183,0.225,0.214
2022-05-30 00:00:00,0.18,0.225,0.214
2022-05-30 01:00:00,0.177,0.224,0.214
2022-05-30 02:00:00,0.176,0.224,0.213
2022-05-30 03:00:00,0.174,0.224,0.213
