 ,Area,Mean,Min,Max
1,694955.749,109.719,0,255
2,126581.185,83.428,0,255
3,627022.666,127.380,0,255
4,100013.133,72.055,0,255
5,453720.474,122.018,0,255
6,116756.392,88.685,0,255
7,332490.710,140.549,22,255
8,75619.130,122.446,22,255
