z6B01547,Port1,,,Port2,,,Port3,,,Port7,
# Records: 3528,TEROS 12 Moisture/Temp/EC,,,TEROS 12 Moisture/Temp/EC,,,TEROS 12 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,,,,
2022-05-25 21:45:00,0.108,9.3,#N/A,0.289,7.9,0.133,0.259,9.5,0.113,100,10440
2022-05-25 22:45:00,0.108,6.1,#N/A,0.288,6.4,0.142,0.258,7.7,0.118,100,10438
2022-05-25 23:45:00,0.108,5.4,#N/A,0.288,5.8,0.145,0.257,7.7,0.115,100,10435
2022-05-26 00:45:00,0.108,5.1,#N/A,0.288,5.6,0.146,0.256,7.5,0.116,100,10432
2022-05-26 01:45:00,0.108,5,#N/A,0.288,5.5,0.148,0.256,6.9,0.117,100,10425
2022-05-26 02:45:00,0.108,4.9,#N/A,0.288,5.3,0.149,0.256,6.5,0.116,100,10417
2022-05-26 03:45:00,0.108,4.8,#N/A,0.288,5.2,0.147,0.256,6.2,0.119,100,10406
2022-05-26 04:45:00,0.108,4.8,#N/A,0.288,5,0.146,0.256,5.6,0.116,100,10392
2022-05-26 05:45:00,0.108,4.7,#N/A,0.288,4.8,0.146,0.257,5,0.118,100,10385
2022-05-26 06:45:00,0.108,4.6,#N/A,0.288,4.7,0.146,0.257,4.7,0.12,100,10366
2022-05-26 07:45:00,0.108,4.5,#N/A,0.288,4.5,0.145,0.258,4.4,0.118,100,10355
2022-05-26 08:45:00,0.108,4.4,#N/A,0.289,4.4,0.145,0.258,4.1,0.117,100,10340
2022-05-26 09:45:00,0.108,4.3,#N/A,0.289,4.2,0.144,0.258,3.8,0.119,100,10325
2022-05-26 10:45:00,0.108,4.2,#N/A,0.289,4.1,0.145,0.259,3.6,0.118,100,10315
2022-05-26 11:45:00,0.108,4.1,#N/A,0.289,3.9,0.143,0.259,3.5,0.12,100,10307
2022-05-26 12:45:00,0.108,4,#N/A,0.289,3.8,0.145,0.259,3.5,0.12,100,10306
2022-05-26 13:45:00,0.108,3.9,#N/A,0.289,3.8,0.144,0.259,3.7,0.118,100,10306
2022-05-26 14:45:00,0.108,3.9,#N/A,0.289,3.7,0.144,0.259,3.9,0.116,100,10300
2022-05-26 15:45:00,0.108,3.8,#N/A,0.289,3.7,0.144,0.258,4.2,0.115,100,10304
2022-05-26 16:45:00,0.108,3.8,#N/A,0.289,3.8,0.145,0.258,4.6,0.115,100,10315
2022-05-26 17:45:00,0.108,3.8,#N/A,0.289,3.8,0.144,0.257,5.2,0.114,100,10328
2022-05-26 18:45:00,0.108,3.8,#N/A,0.288,4,0.144,0.256,5.8,0.114,100,10346
2022-05-26 19:45:00,0.108,3.9,#N/A,0.288,4.1,0.145,0.256,6.3,0.113,100,10372
