z6B01549,Port1,,,Port2,,,Port3,,,Port7,
# Records: 4002,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,,,,
2022-04-18 23:45,0.146,6.1,#N/A,0.178,4.2,0.062,0.214,5.9,0.064,100,10766
2022-04-19 0:45,0.155,3.2,0.079,0.191,2.3,0.073,0.225,3.8,0.068,100,10737
2022-04-19 1:45,0.158,2.4,0.08,0.197,1.7,0.08,0.232,3.1,0.081,100,10705
2022-04-19 2:45,0.159,1.7,0.082,0.2,1.3,0.084,0.235,2.5,0.085,100,10669
2022-04-19 3:45,0.159,1.2,0.083,0.2,1,0.086,0.236,1.9,0.086,100,10641
2022-04-19 4:45,0.157,0.3,0.082,0.201,0.2,0.09,0.236,1.1,0.087,100,10603
2022-04-19 5:45,0.153,0.2,0.081,0.2,0.1,0.092,0.236,0.9,0.088,100,10571
2022-04-19 6:45,0.15,0.2,0.078,0.2,0,0.093,0.235,0.7,0.088,100,10540
2022-04-19 7:45,0.147,0.2,#N/A,0.198,0,0.092,0.235,0.6,0.087,100,10509
2022-04-19 8:45,0.144,0.1,#N/A,0.197,-0.1,0.091,0.234,0.4,0.085,100,10480
2022-04-19 9:45,0.138,-0.3,#N/A,0.195,-0.4,0.092,0.234,-0.1,0.08,100,10450
2022-04-19 10:45,0.133,-0.1,#N/A,0.192,-0.2,0.089,0.232,0.1,0.076,100,10425
2022-04-19 11:45,0.128,-0.1,#N/A,0.189,-0.3,0.089,0.231,0,0.076,100,10396
2022-04-19 12:45,0.122,-0.2,#N/A,0.186,-0.3,0.087,0.229,0,0.076,100,10373
2022-04-19 13:45,0.118,0,#N/A,0.183,-0.2,0.085,0.227,0.1,0.075,100,10353
2022-04-19 14:45,0.115,0,#N/A,0.182,-0.1,0.086,0.226,0.2,0.076,100,10329
2022-04-19 15:45,0.114,0.2,#N/A,0.181,0,0.086,0.225,0.3,0.076,100,10310
2022-04-19 16:45,0.111,0.3,#N/A,0.182,0.1,0.088,0.225,0.4,0.076,100,10294
2022-04-19 17:45,0.112,0.2,#N/A,0.182,0.1,0.087,0.226,0.2,0.076,100,10281
2022-04-19 18:45,0.111,0.2,#N/A,0.182,0.2,0.089,0.225,0.2,0.076,100,10265
2022-04-19 19:45,0.109,0,#N/A,0.183,0.1,0.09,0.224,0,0.077,100,10251
2022-04-19 20:45,0.108,-0.1,#N/A,0.183,0.1,0.091,0.223,-0.2,0.081,100,10242
2022-04-19 21:45,0.108,-0.1,#N/A,0.184,0.3,0.091,0.222,-0.1,0.081,100,10231
2022-04-19 22:45,0.106,-0.2,#N/A,0.185,0.2,0.091,0.221,-0.2,0.073,100,10224
2022-04-19 23:45,0.104,-0.2,#N/A,0.185,0.2,0.093,0.219,-0.1,0.066,100,10215
2022-04-20 0:45,0.103,-0.2,#N/A,0.184,0.1,0.093,0.217,0.1,0.064,100,10208
2022-04-20 1:45,0.101,-0.2,#N/A,0.183,0.1,0.093,0.215,0.2,0.064,100,10204
2022-04-20 2:45,0.098,-0.3,#N/A,0.181,-0.1,0.092,0.213,0.1,0.063,100,10200
2022-04-20 3:45,0.096,-0.4,#N/A,0.179,-0.2,0.093,0.211,0,0.06,100,10194
2022-04-20 4:45,0.094,-0.6,#N/A,0.176,-0.3,0.089,0.207,0,0.061,100,10187
2022-04-20 5:45,0.091,-1,#N/A,0.171,-0.8,0.086,0.203,-0.4,0.065,100,10178
2022-04-20 6:45,0.088,-1.2,#N/A,0.165,-1,0.08,0.197,-0.5,0.057,100,10166
2022-04-20 7:45,0.087,-1.1,#N/A,0.16,-1,0.078,0.192,-0.2,0.053,100,10157
2022-04-20 8:45,0.086,-1.1,#N/A,0.155,-1.3,0.077,0.188,-0.2,0.049,100,10147
2022-04-20 9:45,0.086,-1.1,#N/A,0.15,-1.2,0.075,0.184,-0.2,0.047,100,10138
2022-04-20 10:45,0.086,-1.1,#N/A,0.146,-1.4,#N/A,0.18,-0.2,0.048,100,10132
2022-04-20 11:45,0.085,-1.2,#N/A,0.142,-2,#N/A,0.175,-0.2,0.049,100,10121
2022-04-20 12:45,0.085,-1.2,#N/A,0.138,-2.2,#N/A,0.17,-0.2,0.049,100,10110
2022-04-20 13:45,0.085,-1,#N/A,0.136,-2.2,#N/A,0.164,-0.2,0.046,100,10101
2022-04-20 14:45,0.085,-1.1,#N/A,0.135,-2.1,#N/A,0.159,-0.2,0.044,100,10096
2022-04-20 15:45,0.085,-1.1,#N/A,0.134,-2,#N/A,0.155,-0.2,0.046,100,10093
2022-04-20 16:45,0.085,-0.8,#N/A,0.134,-1.4,#N/A,0.151,-0.2,0.038,100,10104
2022-04-20 17:45,0.085,-0.3,#N/A,0.137,-0.4,#N/A,0.149,0.2,#N/A,100,10126
2022-04-20 18:45,0.087,0,#N/A,0.139,-0.1,#N/A,0.149,0.2,#N/A,100,10141
2022-04-20 19:45,0.088,0.3,#N/A,0.143,0.1,#N/A,0.15,0.2,0.034,100,10151
2022-04-20 20:45,0.09,0.4,#N/A,0.148,0.4,#N/A,0.157,0.3,0.033,100,10161
2022-04-20 21:45,0.091,0.4,#N/A,0.153,0.5,0.07,0.165,0.4,0.034,100,10168
2022-04-20 22:45,0.092,0.3,#N/A,0.16,0.4,0.072,0.173,0.4,0.039,100,10173
2022-04-20 23:45,0.093,0.3,#N/A,0.163,0.2,0.073,0.178,0.3,0.046,100,10178
2022-04-21 0:45,0.093,0.3,#N/A,0.167,0.3,0.077,0.182,0.4,0.047,100,10182
2022-04-21 1:45,0.093,0.2,#N/A,0.169,0,0.079,0.185,0.3,0.047,100,10183
2022-04-21 2:45,0.093,0,#N/A,0.167,-0.3,0.078,0.186,0.2,0.046,100,10182
2022-04-21 3:45,0.093,-0.1,#N/A,0.164,-0.4,0.076,0.185,0.2,0.047,100,10183
2022-04-21 4:45,0.093,-0.2,#N/A,0.161,-0.6,0.072,0.183,0.1,0.047,100,10185
2022-04-21 5:45,0.093,-0.4,#N/A,0.157,-0.8,0.073,0.181,0,0.048,100,10177
2022-04-21 6:45,0.091,-0.6,#N/A,0.153,-1.2,0.074,0.177,-0.1,0.048,100,10170
2022-04-21 7:45,0.091,-0.9,#N/A,0.148,-1.6,#N/A,0.173,-0.2,0.046,100,10164
2022-04-21 8:45,0.091,-1.1,#N/A,0.143,-2.1,#N/A,0.167,-0.5,0.043,100,10152
2022-04-21 9:45,0.09,-1.5,#N/A,0.137,-2.7,#N/A,0.16,-0.7,0.037,100,10145
2022-04-21 10:45,0.09,-1.9,#N/A,0.133,-3.3,#N/A,0.151,-1,0.031,100,10132
2022-04-21 11:45,0.09,-2.2,#N/A,0.13,-3.6,#N/A,0.144,-1.3,#N/A,100,10117
2022-04-21 12:45,0.089,-2.4,#N/A,0.128,-3.6,#N/A,0.136,-1.5,#N/A,100,10106
2022-04-21 13:45,0.089,-2.2,#N/A,0.127,-3.2,#N/A,0.13,-1.6,#N/A,100,10100
2022-04-21 14:45,0.088,-1.7,#N/A,0.127,-2.1,#N/A,0.126,-1.4,#N/A,100,10113
2022-04-21 15:45,0.088,-1.1,#N/A,0.129,-1.1,#N/A,0.124,-1.1,#N/A,100,10136
2022-04-21 16:45,0.088,-1,#N/A,0.129,-0.8,#N/A,0.124,-1,#N/A,100,10168
2022-04-21 17:45,0.088,-0.6,#N/A,0.131,0,#N/A,0.125,-0.2,#N/A,100,10208
2022-04-21 18:45,0.088,0.1,#N/A,0.135,1.3,#N/A,0.13,0.3,#N/A,100,10254
2022-04-21 19:45,0.106,0.5,#N/A,0.143,2.2,#N/A,0.138,0.5,#N/A,100,10287
2022-04-21 20:45,0.15,0.9,0.067,0.153,2.9,0.065,0.151,1.2,0.027,100,10300
2022-04-21 21:45,0.178,1.9,0.125,0.168,4.2,0.067,0.182,3.3,0.047,100,10318
2022-04-21 22:45,0.191,2.7,0.157,0.178,4.9,0.072,0.226,4.1,0.078,100,10330
2022-04-21 23:45,0.193,3.2,0.167,0.187,4.5,0.076,0.25,4,0.104,100,10341
2022-04-22 0:45,0.192,2.6,0.166,0.194,3.2,0.084,0.265,3,0.126,100,10343
2022-04-22 1:45,0.19,1.6,0.172,0.198,2,0.092,0.273,2.2,0.137,100,10334
2022-04-22 2:45,0.19,1.3,0.173,0.2,1.5,0.096,0.277,1.9,0.141,100,10322
2022-04-22 3:45,0.19,0.8,0.172,0.201,1,0.098,0.277,1.5,0.143,100,10313
2022-04-22 4:45,0.189,0.3,0.169,0.202,0.5,0.099,0.276,1,0.142,100,10297
2022-04-22 5:45,0.187,0.1,0.164,0.203,0.1,0.101,0.274,0.6,0.141,100,10284
2022-04-22 6:45,0.183,0,0.148,0.203,-0.3,0.102,0.272,0.3,0.136,100,10276
2022-04-22 7:45,0.179,-0.2,0.133,0.203,-0.4,0.102,0.269,0.1,0.13,100,10263
2022-04-22 8:45,0.176,-0.2,0.122,0.202,-0.5,0.097,0.266,-0.1,0.126,100,10251
2022-04-22 9:45,0.174,-0.2,0.112,0.201,-0.4,0.095,0.262,-0.1,0.121,100,10238
2022-04-22 10:45,0.171,-0.1,0.107,0.2,-0.2,0.093,0.259,0,0.119,100,10235
2022-04-22 11:45,0.169,-0.1,0.106,0.2,-0.2,0.093,0.256,0,0.114,100,10232
2022-04-22 12:45,0.166,0,0.091,0.199,-0.2,0.092,0.254,0,0.103,100,10230
2022-04-22 13:45,0.163,0.1,0.09,0.198,-0.2,0.093,0.251,0.1,0.102,100,10228
2022-04-22 14:45,0.158,0.2,0.09,0.198,-0.1,0.093,0.25,0.2,0.102,100,10230
2022-04-22 15:45,0.149,0.3,#N/A,0.197,0.1,0.093,0.25,0.2,0.101,100,10233
2022-04-22 16:45,0.131,0.3,#N/A,0.198,0.6,0.095,0.249,0.3,0.101,100,10237
2022-04-22 17:45,0.133,0.3,#N/A,0.202,0.8,0.093,0.25,0.3,0.1,100,10246
2022-04-22 18:45,0.141,0.4,#N/A,0.204,1.2,0.093,0.251,0.3,0.099,100,10253
2022-04-22 19:45,0.155,0.4,0.102,0.206,2.6,0.091,0.259,0.4,0.11,100,10264
2022-04-22 20:45,0.237,0.5,0.2,0.208,3,0.093,0.393,0.8,0.133,100,10275
2022-04-22 21:45,0.284,0.6,0.296,0.211,2.3,0.098,0.448,1.2,0.128,100,10281
2022-04-22 22:45,0.289,0.6,0.325,0.213,1.8,0.099,0.421,1.6,0.131,100,10281
2022-04-22 23:45,0.289,0.4,0.331,0.217,0.8,0.101,0.399,0.7,0.133,100,10277
2022-04-23 0:45,0.291,0.4,0.332,0.219,0.8,0.101,0.386,0.6,0.134,100,10271
2022-04-23 1:45,0.296,0.4,0.325,0.22,0.8,0.103,0.377,0.6,0.137,100,10268
2022-04-23 2:45,0.296,0.4,0.311,0.221,0.6,0.103,0.363,0.5,0.139,100,10265
2022-04-23 3:45,0.288,0.3,0.294,0.223,0.5,0.103,0.349,0.5,0.143,100,10262
2022-04-23 4:45,0.278,0.4,0.28,0.223,0.4,0.105,0.337,0.5,0.145,100,10264
2022-04-23 5:45,0.272,0.3,0.272,0.224,0.2,0.105,0.328,0.5,0.147,100,10256
2022-04-23 6:45,0.266,0.3,0.262,0.224,0.1,0.108,0.321,0.4,0.141,100,10256
2022-04-23 7:45,0.258,0.1,0.248,0.224,-0.3,0.109,0.316,0.3,0.141,100,10251
2022-04-23 8:45,0.248,-0.1,0.229,0.223,-0.6,0.107,0.309,-0.2,0.147,100,10243
2022-04-23 9:45,0.24,-0.2,0.215,0.222,-0.6,0.104,0.299,-0.2,0.133,100,10237
2022-04-23 10:45,0.233,-0.4,0.2,0.22,-0.8,0.104,0.291,-0.4,0.12,100,10229
2022-04-23 11:45,0.225,-0.4,0.188,0.217,-0.9,0.096,0.284,-0.4,0.114,100,10218
2022-04-23 12:45,0.217,-0.3,0.177,0.215,-0.8,0.095,0.278,-0.4,0.113,100,10214
2022-04-23 13:45,0.208,-0.3,0.177,0.213,-0.8,0.089,0.274,-0.4,0.105,100,10213
2022-04-23 14:45,0.202,-0.4,0.166,0.211,-0.9,0.089,0.27,-0.5,0.1,100,10212
2022-04-23 15:45,0.196,-0.2,0.156,0.209,-0.5,0.089,0.266,-0.2,0.1,100,10215
2022-04-23 16:45,0.196,0.1,0.151,0.21,-0.2,0.086,0.264,0.1,0.099,100,10240
2022-04-23 17:45,0.205,0.3,0.147,0.214,0.2,0.088,0.265,0.4,0.098,100,10265
2022-04-23 18:45,0.215,0.6,0.168,0.216,1.1,0.096,0.268,0.5,0.103,100,10315
2022-04-23 19:45,0.286,5.1,0.229,0.219,2,0.098,0.278,1,0.113,100,10355
2022-04-23 20:45,0.317,5.3,0.257,0.22,3.2,0.102,0.336,8.1,0.119,100,10368
