z6B01558,Port1,,,Port2,,,Port7,
# Records: 4405,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,
2022-06-02 0:00,0.143,8.3,#N/A,0.001,9,#N/A,100,10441
2022-06-02 1:00,0.143,7.2,#N/A,0.001,8.3,#N/A,100,10427
2022-06-02 2:00,0.143,7,#N/A,0.001,8,#N/A,100,10414
2022-06-02 3:00,0.143,6.3,#N/A,0.001,7.5,#N/A,100,10405
2022-06-02 4:00,0.143,6.1,#N/A,0.001,7.2,#N/A,100,10395
2022-06-02 5:00,0.143,6.2,#N/A,0.001,7.2,#N/A,100,10385
2022-06-02 6:00,0.143,6.1,#N/A,0.001,7,#N/A,100,10375
2022-06-02 7:00,0.142,6.5,#N/A,0.001,7.1,#N/A,100,10367
2022-06-02 8:00,0.142,7.2,#N/A,0.001,7.3,#N/A,100,10365
2022-06-02 9:00,0.142,8.3,#N/A,0.001,7.8,#N/A,100,10361
2022-06-02 10:00,0.141,9,#N/A,0.001,8.6,#N/A,100,10366
2022-06-02 11:00,0.14,9.9,#N/A,0.001,9.3,#N/A,100,10378
2022-06-02 12:00,0.138,11.3,#N/A,0.001,10.8,#N/A,100,10398
2022-06-02 13:00,0.135,12.6,#N/A,0.001,11.3,#N/A,100,10415
2022-06-02 14:00,0.133,15.7,#N/A,0.001,12,#N/A,100,10438
2022-06-02 15:00,0.133,17.2,#N/A,0.001,12.4,#N/A,100,10449
2022-06-02 16:00,0.129,22,#N/A,0.001,13.4,#N/A,100,10463
2022-06-02 17:00,0.125,21.1,#N/A,0.001,13.8,#N/A,100,10480
2022-06-02 18:00,0.122,19.7,#N/A,0.001,14,#N/A,100,10487
2022-06-02 19:00,0.121,18.9,#N/A,0,14.4,#N/A,100,10493
2022-06-02 20:00,0.119,17.8,#N/A,0,14.6,#N/A,100,10490
2022-06-02 21:00,0.118,15.9,#N/A,0,14.4,#N/A,100,10494
2022-06-02 22:00,0.116,12.9,#N/A,0,12.7,#N/A,100,10491
2022-06-02 23:00,0.115,10.8,#N/A,0,11.4,#N/A,100,10480
2022-06-03 0:00,0.117,9,#N/A,0,10.2,#N/A,100,10468
2022-06-03 1:00,0.119,7.8,#N/A,-0.001,9.4,#N/A,100,10454
2022-06-03 2:00,0.12,7,#N/A,-0.001,8.8,#N/A,100,10443
2022-06-03 3:00,0.12,6.2,#N/A,-0.001,8.2,#N/A,100,10430
2022-06-03 4:00,0.12,5.6,#N/A,-0.001,7.6,#N/A,100,10414
2022-06-03 5:00,0.12,5.4,#N/A,-0.001,7.3,#N/A,100,10403
2022-06-03 6:00,0.121,5,#N/A,-0.001,6.9,#N/A,100,10388
2022-06-03 7:00,0.122,5,#N/A,-0.001,6.8,#N/A,100,10376
2022-06-03 8:00,0.122,5.4,#N/A,-0.001,6.8,#N/A,100,10367
2022-06-03 9:00,0.121,6.2,#N/A,-0.001,7.3,#N/A,100,10358
2022-06-03 10:00,0.121,7.4,#N/A,-0.001,8,#N/A,100,10358
2022-06-03 11:00,0.12,9.6,#N/A,-0.001,9.4,#N/A,100,10374
2022-06-03 12:00,0.11,12.6,#N/A,0,11.4,#N/A,100,10404
2022-06-03 13:00,0.099,16,#N/A,0,12.8,#N/A,100,10441
2022-06-03 14:00,0.098,18.4,#N/A,0,14,#N/A,100,10469
2022-06-03 15:00,0.096,19.6,#N/A,0,14.4,#N/A,100,10481
2022-06-03 16:00,0.094,16.5,#N/A,0,13.9,#N/A,100,10488
2022-06-03 17:00,0.092,15.7,#N/A,0,13.7,#N/A,100,10493
2022-06-03 18:00,0.092,19,#N/A,0,14.2,#N/A,100,10491
2022-06-03 19:00,0.092,18.5,#N/A,0,14.7,#N/A,100,10493
2022-06-03 20:00,0.09,18.3,#N/A,0,15.5,#N/A,100,10499
2022-06-03 21:00,0.09,15,#N/A,0,13.7,#N/A,100,10499
2022-06-03 22:00,0.09,13.2,#N/A,-0.001,12.9,#N/A,100,10492
2022-06-03 23:00,0.09,11.4,#N/A,-0.001,12.1,#N/A,100,10486
2022-06-04 0:00,0.092,10.8,#N/A,-0.001,11.6,#N/A,100,10479
2022-06-04 1:00,0.094,10.1,#N/A,-0.001,11.1,#N/A,100,10465
2022-06-04 2:00,0.094,10,#N/A,-0.001,10.8,#N/A,100,10457
2022-06-04 3:00,0.095,9.8,#N/A,-0.001,10.6,#N/A,100,10449
2022-06-04 4:00,0.095,9.6,#N/A,-0.002,10.4,#N/A,100,10439
2022-06-04 5:00,0.095,9.2,#N/A,-0.002,10.2,#N/A,100,10435
2022-06-04 6:00,0.096,8.8,#N/A,-0.002,9.8,#N/A,100,10426
2022-06-04 7:00,0.095,9,#N/A,-0.002,9.8,#N/A,100,10420
2022-06-04 8:00,0.095,10,#N/A,-0.002,10.2,#N/A,100,10419
2022-06-04 9:00,0.096,11.5,#N/A,-0.002,10.8,#N/A,100,10420
2022-06-04 10:00,0.095,13.4,#N/A,-0.002,11.5,#N/A,100,10422
2022-06-04 11:00,0.093,15.2,#N/A,-0.002,12.4,#N/A,100,10433
2022-06-04 12:00,0.091,16.5,#N/A,-0.002,13.2,#N/A,100,10447
2022-06-04 13:00,0.089,18.4,#N/A,-0.002,14.2,#N/A,100,10463
2022-06-04 14:00,0.088,20,#N/A,-0.002,14.8,#N/A,100,10476
2022-06-04 15:00,0.087,19.1,#N/A,-0.002,14.8,#N/A,100,10487
2022-06-04 16:00,0.086,20,#N/A,-0.002,14.9,#N/A,100,10493
2022-06-04 17:00,0.086,18.8,#N/A,-0.002,15,#N/A,100,10498
2022-06-04 18:00,0.085,19.8,#N/A,-0.002,15.6,#N/A,100,10501
2022-06-04 19:00,0.085,21,#N/A,-0.002,16.4,#N/A,100,10509
2022-06-04 20:00,0.086,16.2,#N/A,-0.001,15.5,#N/A,100,10509
2022-06-04 21:00,0.091,14,#N/A,0.007,14.3,#N/A,100,10502
2022-06-04 22:00,0.092,12.7,#N/A,0.007,13.2,#N/A,100,10495
2022-06-04 23:00,0.095,11.9,#N/A,0.007,12.5,#N/A,100,10487
2022-06-05 0:00,0.12,11.4,#N/A,0.007,11.8,#N/A,100,10477
2022-06-05 1:00,0.347,11.1,0.089,0.013,11.6,#N/A,100,10467
2022-06-05 2:00,0.257,10.8,0.082,0.017,11.3,#N/A,100,10455
2022-06-05 3:00,0.235,10.6,0.072,0.028,11.1,#N/A,100,10446
2022-06-05 4:00,0.282,10.1,0.079,0.039,10.7,#N/A,100,10437
2022-06-05 5:00,0.406,9.8,0.124,0.055,10.4,#N/A,100,10430
2022-06-05 6:00,0.351,9.7,0.11,0.072,10.3,#N/A,100,10423
2022-06-05 7:00,0.356,9.8,0.114,0.087,10.3,#N/A,100,10417
2022-06-05 8:00,0.303,9.9,0.101,0.106,10.1,#N/A,100,10410
2022-06-05 9:00,0.276,10.2,0.094,0.122,10,#N/A,100,10403
2022-06-05 10:00,0.312,10.9,0.1,0.133,10.2,#N/A,100,10402
2022-06-05 11:00,0.273,11.3,0.094,0.139,10.4,#N/A,100,10398
2022-06-05 12:00,0.254,12.2,0.085,0.143,10.8,#N/A,100,10404
2022-06-05 13:00,0.243,13.7,0.08,0.145,11.4,#N/A,100,10408
2022-06-05 14:00,0.236,14.2,0.075,0.145,11.6,#N/A,100,10415
2022-06-05 15:00,0.23,14.2,0.073,0.145,11.8,#N/A,100,10420
2022-06-05 16:00,0.224,13.4,0.071,0.143,11.7,#N/A,100,10424
2022-06-05 17:00,0.219,12.8,0.074,0.141,11.5,#N/A,100,10425
2022-06-05 18:00,0.215,12.7,0.071,0.14,11.4,#N/A,100,10425
2022-06-05 19:00,0.213,12.3,0.071,0.139,11.4,#N/A,100,10428
2022-06-05 20:00,0.212,12.2,0.071,0.139,11.4,#N/A,100,10430
2022-06-05 21:00,0.213,11.6,0.067,0.14,11.1,#N/A,100,10430
2022-06-05 22:00,0.214,11,0.069,0.142,10.9,#N/A,100,10426
2022-06-05 23:00,0.215,10.4,0.069,0.143,10.6,#N/A,100,10426
2022-06-06 0:00,0.216,9.4,0.068,0.144,10,#N/A,100,10420
2022-06-06 1:00,0.216,8.3,0.067,0.145,9.5,#N/A,100,10414
2022-06-06 2:00,0.217,8,0.065,0.147,9.2,#N/A,100,10408
2022-06-06 3:00,0.217,7,0.065,0.148,8.6,#N/A,100,10396
2022-06-06 4:00,0.217,6.4,0.066,0.148,8.2,#N/A,100,10388
2022-06-06 5:00,0.216,6.9,0.067,0.149,8.2,#N/A,100,10382
2022-06-06 6:00,0.216,6.6,0.065,0.149,8.1,#N/A,100,10373
2022-06-06 7:00,0.215,6.2,0.067,0.149,7.8,#N/A,100,10371
2022-06-06 8:00,0.215,7.1,0.067,0.149,8.1,#N/A,100,10365
2022-06-06 9:00,0.214,8.9,0.065,0.149,8.9,#N/A,100,10367
2022-06-06 10:00,0.213,10.8,0.059,0.148,9.6,#N/A,100,10380
2022-06-06 11:00,0.212,12.2,0.057,0.147,10.2,#N/A,100,10398
2022-06-06 12:00,0.21,13.2,0.056,0.144,10.9,#N/A,100,10416
2022-06-06 13:00,0.207,13.9,0.054,0.141,11.4,#N/A,100,10432
2022-06-06 14:00,0.205,12.5,0.051,0.138,10.9,#N/A,100,10440
2022-06-06 15:00,0.204,11.3,0.056,0.137,10.4,#N/A,100,10439
2022-06-06 16:00,0.203,11.4,0.059,0.135,10.5,#N/A,100,10437
2022-06-06 17:00,0.203,11.3,0.058,0.135,10.4,#N/A,100,10432
2022-06-06 18:00,0.206,11.3,0.057,0.135,10.4,#N/A,100,10428
2022-06-06 19:00,0.221,10.8,0.06,0.135,10.2,#N/A,100,10423
2022-06-06 20:00,0.224,10,0.065,0.135,9.9,#N/A,100,10421
2022-06-06 21:00,0.222,9.4,0.066,0.135,9.6,#N/A,100,10415
2022-06-06 22:00,0.221,9,0.063,0.135,9.3,#N/A,100,10415
2022-06-06 23:00,0.22,8.8,0.063,0.135,9.2,#N/A,100,10407
2022-06-07 0:00,0.259,8.4,0.071,0.138,8.9,#N/A,100,10399
2022-06-07 1:00,0.372,8.2,0.109,0.161,8.7,0.091,100,10393
2022-06-07 2:00,0.426,7.6,0.13,0.178,8.4,0.099,100,10387
2022-06-07 3:00,0.461,6.8,0.14,0.188,7.9,0.107,100,10382
2022-06-07 4:00,0.475,6.6,0.149,0.194,7.6,0.11,100,10370
2022-06-07 5:00,0.442,6.6,0.155,0.198,7.4,0.112,100,10366
2022-06-07 6:00,0.459,6.8,0.158,0.204,7.4,0.117,100,10360
2022-06-07 7:00,0.484,6.9,0.148,0.219,7.3,0.134,100,10357
2022-06-07 8:00,0.471,6.9,0.145,0.239,7.4,0.2,100,10354
2022-06-07 9:00,0.433,7.4,0.154,0.238,7.6,0.23,100,10349
2022-06-07 10:00,0.405,8.3,0.147,0.235,7.8,0.23,100,10352
2022-06-07 11:00,0.365,10,0.126,0.231,8.4,0.224,100,10357
2022-06-07 12:00,0.321,11.9,0.11,0.227,9,0.212,100,10364
2022-06-07 13:00,0.284,12.5,0.103,0.224,9.5,0.204,100,10379
2022-06-07 14:00,0.264,13.3,0.101,0.221,9.7,0.197,100,10391
2022-06-07 15:00,0.251,18.2,0.096,0.218,10.3,0.191,100,10411
2022-06-07 16:00,0.24,17.1,0.087,0.213,10.4,0.185,100,10425
2022-06-07 17:00,0.24,16.3,0.09,0.214,10.6,0.179,100,10439
2022-06-07 18:00,0.24,14.7,0.09,0.214,10.6,0.175,100,10449
2022-06-07 19:00,0.238,14.4,0.091,0.213,10.6,0.171,100,10452
2022-06-07 20:00,0.236,14.2,0.092,0.212,11.1,0.17,100,10454
2022-06-07 21:00,0.234,13.7,0.092,0.21,12.6,0.167,100,10462
2022-06-07 22:00,0.233,9.9,0.091,0.208,10.2,0.166,100,10457
2022-06-07 23:00,0.232,8.4,0.097,0.208,9.1,0.166,100,10447
2022-06-08 0:00,0.232,7.4,0.1,0.208,8.6,0.17,100,10433
2022-06-08 1:00,0.231,7,0.098,0.208,8.2,0.169,100,10420
2022-06-08 2:00,0.231,6.5,0.097,0.207,7.8,0.169,100,10407
2022-06-08 3:00,0.23,5.9,0.097,0.207,7.4,0.168,100,10395
2022-06-08 4:00,0.23,5.8,0.096,0.207,7.2,0.164,100,10385
2022-06-08 5:00,0.229,5.9,0.096,0.207,7.1,0.165,100,10380
2022-06-08 6:00,0.229,6,0.096,0.207,7,0.162,100,10367
2022-06-08 7:00,0.229,6.4,0.094,0.207,7.2,0.16,100,10359
2022-06-08 8:00,0.228,7.1,0.092,0.207,7.4,0.159,100,10360
2022-05-25 18:00,0.228,22.8,0.093,0.206,13.5,0.159,100,10446
2022-06-08 9:00,0.227,8.6,0.053,0.202,8.1,0.158,100,10326
2022-06-08 10:00,0.158,9.3,0.033,0.201,8.4,0.156,100,10350
2022-06-08 11:00,0.159,10.6,0.038,0.2,9,0.155,100,10370
2022-06-08 12:00,0.156,12.4,0.037,0.199,9.8,0.15,100,10398
2022-06-08 13:00,0.153,14.1,0.034,0.197,10.6,0.148,100,10420
2022-06-08 14:00,0.151,15.8,0.032,0.196,11.4,0.144,100,10452
2022-06-08 15:00,0.148,19.7,#N/A,0.194,11.6,0.143,100,10471
2022-06-08 16:00,0.147,17,#N/A,0.193,11.3,0.143,100,10477
2022-06-08 17:00,0.145,19.6,#N/A,0.192,11.2,0.14,100,10480
2022-06-08 18:00,0.141,22.9,#N/A,0.188,12.2,0.137,100,10493
2022-06-08 19:00,0.14,19,#N/A,0.185,12.4,0.137,100,10499
2022-06-08 20:00,0.139,16.9,#N/A,0.182,13,0.136,100,10502
2022-06-08 21:00,0.139,14.5,#N/A,0.178,14.2,0.134,100,10496
2022-06-08 22:00,0.14,12.1,#N/A,0.176,11.6,0.135,100,10491
2022-06-08 23:00,0.141,10.9,#N/A,0.176,10.7,0.135,100,10480
2022-06-09 0:00,0.142,9.5,#N/A,0.175,9.8,0.136,100,10474
2022-06-09 1:00,0.142,8.8,#N/A,0.176,9.3,0.138,100,10465
2022-06-09 2:00,0.142,8.6,#N/A,0.176,9,0.139,100,10450
2022-06-09 3:00,0.141,8.1,#N/A,0.176,8.8,0.138,100,10436
2022-06-09 4:00,0.14,8,#N/A,0.176,8.6,0.138,100,10430
2022-06-09 5:00,0.138,7.2,#N/A,0.176,8.4,0.139,100,10417
2022-06-09 6:00,0.137,6.5,#N/A,0.176,8,0.14,100,10407
2022-06-09 7:00,0.135,6.6,#N/A,0.177,7.8,0.139,100,10400
2022-06-09 8:00,0.135,6.9,#N/A,0.177,7.9,0.138,100,10389
2022-06-09 9:00,0.134,8.1,#N/A,0.177,8.4,0.136,100,10385
2022-06-09 10:00,0.133,9.7,#N/A,0.176,9,0.136,100,10394
2022-06-09 11:00,0.135,12.4,#N/A,0.175,9.9,0.132,100,10411
2022-06-09 12:00,0.135,14.4,#N/A,0.173,10.8,0.13,100,10431
2022-06-09 13:00,0.132,15.4,#N/A,0.171,11.2,0.127,100,10450
2022-06-09 14:00,0.13,17,#N/A,0.168,11.8,0.124,100,10466
2022-06-09 15:00,0.127,23.2,#N/A,0.166,12.5,0.123,100,10482
2022-06-09 16:00,0.122,27.4,#N/A,0.163,13.3,0.122,100,10508
2022-06-09 17:00,0.12,23.4,#N/A,0.158,13.3,0.123,100,10521
2022-06-09 18:00,0.118,22.1,#N/A,0.153,13.6,0.118,100,10529
2022-06-09 19:00,0.118,17.8,#N/A,0.15,13,#N/A,100,10526
2022-06-09 20:00,0.118,16.3,#N/A,0.148,12.5,#N/A,100,10524
2022-06-09 21:00,0.12,15,#N/A,0.146,12.1,#N/A,100,10516
2022-06-09 22:00,0.121,13.4,#N/A,0.144,11.6,#N/A,100,10507
2022-06-09 23:00,0.12,12.5,#N/A,0.142,11.1,#N/A,100,10497
2022-06-10 0:00,0.12,12,#N/A,0.14,10.9,#N/A,100,10490
2022-06-10 1:00,0.12,11.9,#N/A,0.139,10.7,#N/A,100,10479
2022-06-10 2:00,0.119,11.7,#N/A,0.138,10.7,#N/A,100,10472
2022-06-10 3:00,0.117,11.4,#N/A,0.137,10.6,#N/A,100,10467
2022-06-10 4:00,0.116,11.3,#N/A,0.134,10.5,#N/A,100,10458
2022-06-10 5:00,0.115,11.3,#N/A,0.133,10.5,#N/A,100,10453
2022-06-10 6:00,0.114,11.3,#N/A,0.13,10.5,#N/A,100,10452
2022-06-10 7:00,0.113,11.7,#N/A,0.126,10.6,#N/A,100,10451
2022-06-10 8:00,0.113,12.4,#N/A,0.124,10.7,#N/A,100,10451
2022-06-10 9:00,0.113,13,#N/A,0.122,10.9,#N/A,100,10451
2022-06-10 10:00,0.112,13.3,#N/A,0.119,11.1,#N/A,100,10452
2022-06-10 11:00,0.11,13.5,#N/A,0.117,11.3,#N/A,100,10458
2022-06-10 12:00,0.109,14.3,#N/A,0.116,11.8,#N/A,100,10465
2022-06-10 13:00,0.107,16.4,#N/A,0.112,12.4,#N/A,100,10474
2022-06-10 14:00,0.105,17.4,#N/A,0.107,12.7,#N/A,100,10481
2022-06-10 15:00,0.103,19.8,#N/A,0.105,12.8,#N/A,100,10491
2022-06-10 16:00,0.101,22.9,#N/A,0.103,13.2,#N/A,100,10498
2022-06-10 17:00,0.098,27.2,#N/A,0.101,13.9,#N/A,100,10509
2022-06-10 18:00,0.094,32.5,#N/A,0.098,15,#N/A,100,10534
2022-06-10 19:00,0.092,32.3,#N/A,0.095,17.8,#N/A,100,10556
2022-06-10 20:00,0.09,26.6,#N/A,0.088,20,#N/A,100,10564
2022-06-10 21:00,0.091,18.9,#N/A,0.082,17.5,#N/A,100,10563
2022-06-10 22:00,0.093,16.2,#N/A,0.079,15,#N/A,100,10553
2022-06-10 23:00,0.093,14.6,#N/A,0.076,13.8,#N/A,100,10544
2022-06-11 0:00,0.093,13,#N/A,0.073,12.8,#N/A,100,10533
2022-06-11 1:00,0.092,12.4,#N/A,0.071,12.2,#N/A,100,10517
2022-06-11 2:00,0.09,12.1,#N/A,0.069,12,#N/A,100,10503
2022-06-11 3:00,0.09,11.6,#N/A,0.068,11.6,#N/A,100,10491
2022-06-11 4:00,0.09,11.6,#N/A,0.067,11.5,#N/A,100,10482
2022-06-11 5:00,0.089,11.9,#N/A,0.066,11.5,#N/A,100,10471
2022-06-11 6:00,0.089,11.4,#N/A,0.065,11.3,#N/A,100,10461
2022-06-11 7:00,0.089,11.1,#N/A,0.064,11.1,#N/A,100,10451
2022-06-11 8:00,0.089,11.8,#N/A,0.063,11.3,#N/A,100,10444
2022-06-11 9:00,0.089,12.6,#N/A,0.063,11.6,#N/A,100,10443
2022-06-11 10:00,0.099,12,#N/A,0.073,11.6,#N/A,100,10439
2022-06-11 11:00,0.135,12,#N/A,0.095,11.6,#N/A,100,10437
2022-06-11 12:00,0.156,12.1,0.041,0.088,12,#N/A,100,10436
2022-06-11 13:00,0.149,13.4,#N/A,0.069,12.6,#N/A,100,10439
2022-06-11 14:00,0.144,15.9,#N/A,0.064,12.9,#N/A,100,10449
2022-06-11 15:00,0.138,22.8,#N/A,0.063,13.6,#N/A,100,10463
2022-06-11 16:00,0.128,29.4,#N/A,0.064,14.2,#N/A,100,10492
2022-06-11 17:00,0.122,27.1,#N/A,0.059,14.6,#N/A,100,10512
2022-06-11 18:00,0.118,28.2,#N/A,0.057,15,#N/A,100,10523
2022-06-11 19:00,0.112,30.1,#N/A,0.055,18,#N/A,100,10537
2022-06-11 20:00,0.109,27.2,#N/A,0.052,21.5,#N/A,100,10548
2022-06-11 21:00,0.109,20.2,#N/A,0.047,21.8,#N/A,100,10550
2022-06-11 22:00,0.112,16,#N/A,0.044,16.6,#N/A,100,10545
2022-06-11 23:00,0.113,13.7,#N/A,0.042,14.5,#N/A,100,10534
2022-06-12 0:00,0.113,12.2,#N/A,0.041,13.2,#N/A,100,10518
2022-06-12 1:00,0.113,11.1,#N/A,0.04,12.2,#N/A,100,10509
2022-06-12 2:00,0.112,10.1,#N/A,0.038,11.4,#N/A,100,10491
2022-06-12 3:00,0.11,9.6,#N/A,0.037,10.8,#N/A,100,10474
2022-06-12 4:00,0.109,9.4,#N/A,0.036,10.5,#N/A,100,10461
2022-06-12 5:00,0.106,9.3,#N/A,0.036,10.3,#N/A,100,10446
2022-06-12 6:00,0.105,9.4,#N/A,0.035,10,#N/A,100,10435
2022-06-12 7:00,0.104,9.8,#N/A,0.035,10.3,#N/A,100,10423
2022-06-12 8:00,0.105,10.6,#N/A,0.035,10.4,#N/A,100,10416
2022-06-12 9:00,0.106,11.8,#N/A,0.035,10.8,#N/A,100,10411
2022-06-12 10:00,0.106,13.3,#N/A,0.036,11.6,#N/A,100,10411
2022-06-12 11:00,0.105,14.3,#N/A,0.035,12.1,#N/A,100,10420
2022-06-12 12:00,0.103,14.8,#N/A,0.038,12.5,#N/A,100,10430
2022-06-12 13:00,0.102,15.7,#N/A,0.035,12.8,#N/A,100,10442
2022-06-12 14:00,0.099,17.3,#N/A,0.035,13.2,#N/A,100,10452
2022-06-12 15:00,0.095,19.1,#N/A,0.034,13.6,#N/A,100,10462
2022-06-12 16:00,0.092,24.9,#N/A,0.035,14.5,#N/A,100,10470
2022-06-12 17:00,0.088,26.2,#N/A,0.034,15.2,#N/A,100,10487
2022-06-12 18:00,0.087,22.7,#N/A,0.031,14.8,#N/A,100,10498
2022-06-12 19:00,0.087,19.3,#N/A,0.03,14.8,#N/A,100,10495
2022-06-12 20:00,0.086,16.7,#N/A,0.027,14,#N/A,100,10493
2022-06-12 21:00,0.088,14.1,#N/A,0.027,12.8,#N/A,100,10487
2022-06-12 22:00,0.092,12.2,#N/A,0.041,12.2,#N/A,100,10478
2022-06-12 23:00,0.095,10.9,#N/A,0.05,11.5,#N/A,100,10468
2022-06-13 0:00,0.108,10.5,#N/A,0.056,11.3,#N/A,100,10457
2022-06-13 1:00,0.12,10.1,#N/A,0.06,10.9,#N/A,100,10442
2022-06-13 2:00,0.316,10,0.066,0.088,10.6,#N/A,100,10433
2022-06-13 3:00,0.423,9.7,0.107,0.104,10.3,#N/A,100,10418
2022-06-13 4:00,0.423,9.1,0.119,0.151,9.8,0.103,100,10410
2022-06-13 5:00,0.426,8.6,0.124,0.172,9.4,0.124,100,10403
2022-06-13 6:00,0.386,8.2,0.109,0.184,9.2,0.132,100,10393
2022-06-13 7:00,0.417,7.4,0.132,0.187,8.8,0.138,100,10384
2022-06-13 8:00,0.414,6.9,0.127,0.194,8.3,0.144,100,10373
2022-06-13 9:00,0.351,7,0.112,0.202,8.2,0.145,100,10362
2022-06-13 10:00,0.389,7.7,0.117,0.206,8.4,0.156,100,10358
2022-06-13 11:00,0.428,7.7,0.129,0.213,8.3,0.167,100,10352
2022-06-13 12:00,0.503,7.4,0.14,0.247,8.3,0.208,100,10349
2022-06-13 13:00,0.537,6.8,0.186,0.268,8,0.207,100,10348
2022-06-13 14:00,0.531,6.9,0.213,0.265,7.8,0.203,100,10344
2022-06-13 15:00,0.544,7.5,0.209,0.291,8.1,0.197,100,10342
2022-06-13 16:00,0.528,8.1,0.207,0.272,8.3,0.196,100,10345
2022-06-13 17:00,0.53,8.2,0.181,0.267,8.3,0.193,100,10346
2022-06-13 18:00,0.545,7.9,0.183,0.291,8.2,0.197,100,10345
2022-06-13 19:00,0.487,8.1,0.226,0.261,8.2,0.189,100,10349
2022-06-13 20:00,0.525,6.9,0.181,0.258,7.5,0.19,100,10348
2022-06-13 21:00,0.53,6.4,0.184,0.263,7,0.193,100,10341
2022-06-13 22:00,0.544,5.9,0.177,0.272,6.7,0.199,100,10335
2022-06-13 23:00,0.555,5.4,0.186,0.315,6.7,0.2,100,10332
2022-06-14 0:00,0.556,4.9,0.195,0.318,6.2,0.197,100,10322
2022-06-14 1:00,0.558,4.9,0.186,0.324,6.1,0.195,100,10316
2022-06-14 2:00,0.559,4.5,0.177,0.318,5.6,0.193,100,10307
2022-06-14 3:00,0.558,4.2,0.178,0.313,5.4,0.193,100,10302
2022-06-14 4:00,0.554,4.1,0.179,0.289,5.2,0.195,100,10294
2022-06-14 5:00,0.556,4,0.164,0.294,5.2,0.197,100,10291
2022-06-14 6:00,0.558,3.9,0.173,0.311,5.1,0.196,100,10287
2022-06-14 7:00,0.556,3.9,0.176,0.29,4.9,0.196,100,10283
2022-06-14 8:00,0.555,4,0.173,0.283,4.9,0.195,100,10284
2022-06-14 9:00,0.555,4.2,0.172,0.281,5,0.196,100,10281
2022-06-14 10:00,0.554,4.9,0.174,0.282,5.4,0.19,100,10284
2022-06-14 11:00,0.545,5.6,0.173,0.276,5.8,0.184,100,10294
2022-06-14 12:00,0.545,6.2,0.162,0.277,6.1,0.183,100,10302
2022-06-14 13:00,0.542,6.6,0.161,0.275,6.4,0.178,100,10316
2022-06-14 14:00,0.537,7.2,0.16,0.274,6.6,0.18,100,10322
2022-06-14 15:00,0.549,7.5,0.161,0.277,6.8,0.185,100,10330
2022-06-14 16:00,0.549,7.9,0.178,0.278,7.1,0.184,100,10335
2022-06-14 17:00,0.547,7.8,0.179,0.275,7.2,0.182,100,10345
2022-06-14 18:00,0.54,7.3,0.183,0.275,7.1,0.179,100,10348
2022-06-14 19:00,0.529,7,0.184,0.273,6.9,0.176,100,10349
2022-06-14 20:00,0.484,6.6,0.203,0.267,6.6,0.176,100,10354
2022-06-14 21:00,0.439,6.6,0.177,0.258,6.6,0.17,100,10353
2022-06-14 22:00,0.388,6.4,0.166,0.252,6.6,0.165,100,10353
2022-06-14 23:00,0.33,6.4,0.15,0.25,6.6,0.164,100,10354
2022-06-15 0:00,0.295,6.4,0.136,0.25,6.6,0.159,100,10355
2022-06-15 1:00,0.275,6.6,0.132,0.247,6.6,0.157,100,10355
2022-06-15 2:00,0.262,6.6,0.126,0.243,6.7,0.156,100,10360
2022-06-15 3:00,0.253,6.6,0.122,0.24,6.8,0.151,100,10361
2022-06-15 4:00,0.247,6.9,0.115,0.236,6.8,0.147,100,10363
2022-06-15 5:00,0.242,7.1,0.114,0.232,7,0.147,100,10370
2022-06-15 6:00,0.238,7,0.106,0.227,7,0.145,100,10376
2022-06-15 7:00,0.236,7.1,0.108,0.224,7,0.146,100,10376
2022-06-15 8:00,0.234,7.5,0.105,0.22,7.1,0.145,100,10381
2022-06-15 9:00,0.231,8.2,0.102,0.216,7.5,0.146,100,10382
2022-06-15 10:00,0.228,9.2,0.099,0.213,8.1,0.145,100,10392
2022-06-15 11:00,0.225,9,0.097,0.211,8.2,0.144,100,10398
2022-06-15 12:00,0.222,9.4,0.092,0.209,8.4,0.142,100,10405
2022-06-15 13:00,0.219,9.9,0.087,0.207,8.6,0.14,100,10410
2022-06-15 14:00,0.217,10.1,0.088,0.206,8.7,0.141,100,10414
2022-06-15 15:00,0.214,11.5,0.083,0.205,9.3,0.139,100,10423
2022-06-15 16:00,0.212,12,0.081,0.203,9.5,0.137,100,10429
2022-06-15 17:00,0.209,13.3,0.08,0.201,9.8,0.136,100,10436
2022-06-15 18:00,0.207,12,0.083,0.199,9.7,0.138,100,10446
2022-06-15 19:00,0.207,10.9,0.086,0.198,9.4,0.139,100,10443
2022-06-15 20:00,0.205,13,0.08,0.196,10.8,0.138,100,10443
2022-06-15 21:00,0.204,11.3,0.083,0.193,10.8,0.139,100,10445
2022-06-15 22:00,0.204,9,0.083,0.192,9.2,0.14,100,10442
2022-06-15 23:00,0.203,7.4,0.084,0.191,8.3,0.141,100,10431
2022-06-16 0:00,0.202,6.5,0.086,0.191,7.6,0.14,100,10422
2022-06-16 1:00,0.202,6.3,0.084,0.19,7.3,0.144,100,10408
2022-06-16 2:00,0.202,6.5,0.084,0.19,7.3,0.142,100,10401
