z6B01558,Port1,,,Port2,,,Port7,
# Records: 4405,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,
2022-07-20 21:00,0.03,29.6,#N/A,-0.033,29.1,#N/A,100,10622
2022-07-20 22:00,0.031,24.2,#N/A,-0.033,24.6,#N/A,100,10616
2022-07-20 23:00,0.034,22.1,#N/A,-0.033,22.5,#N/A,100,10611
2022-07-21 0:00,0.036,20.7,#N/A,-0.033,21.5,#N/A,100,10601
2022-07-21 1:00,0.037,19.8,#N/A,-0.033,20.7,#N/A,100,10594
2022-07-21 2:00,0.038,19,#N/A,-0.033,20.1,#N/A,100,10582
2022-07-21 3:00,0.039,18.4,#N/A,-0.033,19.6,#N/A,100,10573
2022-07-21 4:00,0.039,16.9,#N/A,-0.032,18.6,#N/A,100,10568
2022-07-21 5:00,0.04,15.7,#N/A,-0.031,17.9,#N/A,100,10554
2022-07-21 6:00,0.041,15.2,#N/A,-0.032,17.3,#N/A,100,10546
2022-07-21 7:00,0.041,15,#N/A,-0.032,17,#N/A,100,10532
2022-07-21 8:00,0.042,14.9,#N/A,-0.032,16.7,#N/A,100,10523
2022-07-21 9:00,0.042,15.3,#N/A,-0.032,16.8,#N/A,100,10510
2022-07-21 10:00,0.042,16.2,#N/A,-0.032,17.2,#N/A,100,10503
2022-07-21 11:00,0.041,18.4,#N/A,-0.033,18.5,#N/A,100,10505
2022-07-21 12:00,0.04,19.9,#N/A,-0.034,19.6,#N/A,100,10512
2022-07-21 13:00,0.037,22.9,#N/A,-0.033,20.7,#N/A,100,10527
2022-07-21 14:00,0.034,26.9,#N/A,-0.033,21.8,#N/A,100,10540
2022-07-21 15:00,0.033,36.6,#N/A,-0.034,22.6,#N/A,100,10557
2022-07-21 16:00,0.031,42.2,#N/A,-0.035,23.6,#N/A,100,10570
2022-07-21 17:00,0.029,43.5,#N/A,-0.035,24.7,#N/A,100,10597
2022-07-21 18:00,0.028,42.6,#N/A,-0.035,25.7,#N/A,100,10614
2022-07-21 19:00,0.027,42.1,#N/A,-0.035,28.1,#N/A,100,10629
2022-07-21 20:00,0.026,39.6,#N/A,-0.033,33.1,#N/A,100,10638
2022-07-21 21:00,0.024,32.6,#N/A,-0.032,32.4,#N/A,100,10639
2022-07-21 22:00,0.025,26.1,#N/A,-0.032,26.7,#N/A,100,10635
2022-07-21 23:00,0.026,23.2,#N/A,-0.032,24.2,#N/A,100,10629
2022-07-22 0:00,0.028,21.1,#N/A,-0.031,22.6,#N/A,100,10620
2022-07-22 1:00,0.029,19.9,#N/A,-0.03,21.6,#N/A,100,10607
2022-07-22 2:00,0.03,18.9,#N/A,-0.03,20.6,#N/A,100,10598
2022-07-22 3:00,0.031,18.1,#N/A,-0.029,19.9,#N/A,100,10588
2022-07-22 4:00,0.032,17.5,#N/A,-0.03,19.1,#N/A,100,10574
2022-07-22 5:00,0.032,17.2,#N/A,-0.03,18.4,#N/A,100,10562
2022-07-22 6:00,0.033,16.5,#N/A,-0.03,17.7,#N/A,100,10551
2022-07-22 7:00,0.033,15.7,#N/A,-0.03,17.3,#N/A,100,10540
2022-07-22 8:00,0.034,15.7,#N/A,-0.03,17.3,#N/A,100,10529
2022-07-22 9:00,0.034,15.6,#N/A,-0.03,17.2,#N/A,100,10519
2022-07-22 10:00,0.034,16.4,#N/A,-0.031,17.5,#N/A,100,10510
2022-07-22 11:00,0.034,17.6,#N/A,-0.031,18.1,#N/A,100,10503
2022-07-22 12:00,0.033,18.6,#N/A,-0.031,18.8,#N/A,100,10504
2022-07-22 13:00,0.03,19.8,#N/A,-0.03,19.4,#N/A,100,10508
2022-07-22 14:00,0.031,18.4,#N/A,-0.026,19.2,#N/A,100,10504
2022-07-22 15:00,0.192,18.1,0.054,-0.001,18.6,#N/A,100,10504
2022-07-22 16:00,0.196,17.7,0.048,0,18.2,#N/A,100,10499
2022-07-22 17:00,0.297,16.1,0.074,0.002,17.2,#N/A,100,10494
2022-07-22 18:00,0.354,14.3,0.101,0.021,16,#N/A,100,10487
2022-07-22 19:00,0.24,17,0.085,0.023,16.6,#N/A,100,10477
2022-07-22 20:00,0.224,19.6,0.077,0.026,19.1,#N/A,100,10474
2022-07-22 21:00,0.217,16.8,0.077,0.028,17.7,#N/A,100,10471
2022-07-22 22:00,0.213,15.6,0.076,0.033,16.7,#N/A,100,10465
2022-07-22 23:00,0.211,13.9,0.074,0.038,15.5,#N/A,100,10461
2022-07-23 0:00,0.209,12.9,0.072,0.042,14.8,#N/A,100,10454
2022-07-23 1:00,0.207,12.3,0.07,0.046,14.2,#N/A,100,10444
2022-07-23 2:00,0.206,11.8,0.068,0.049,13.9,#N/A,100,10434
2022-07-23 3:00,0.205,11.5,0.066,0.052,13.5,#N/A,100,10426
2022-07-23 4:00,0.204,11,0.063,0.054,13.1,#N/A,100,10423
2022-07-23 5:00,0.202,10.7,0.063,0.056,12.9,#N/A,100,10414
2022-07-23 6:00,0.201,10.3,0.062,0.057,12.6,#N/A,100,10404
2022-07-23 7:00,0.2,10.2,0.063,0.059,12.3,#N/A,100,10395
2022-07-23 8:00,0.199,10.3,0.059,0.06,12.3,#N/A,100,10390
2022-07-23 9:00,0.198,10.6,0.058,0.061,12.4,#N/A,100,10382
2022-07-23 10:00,0.197,11.2,0.056,0.062,12.8,#N/A,100,10382
2022-07-23 11:00,0.196,12.5,0.055,0.062,13.6,#N/A,100,10384
2022-07-23 12:00,0.194,14.6,0.052,0.057,14.8,#N/A,100,10401
2022-07-23 13:00,0.19,17.7,0.051,0.046,15.8,#N/A,100,10430
2022-07-23 14:00,0.185,19.6,0.048,0.038,16.3,#N/A,100,10455
2022-07-23 15:00,0.179,20.9,0.05,0.035,16.7,#N/A,100,10477
2022-07-23 16:00,0.167,26.4,0.05,0.035,17.6,#N/A,100,10502
2022-07-23 17:00,0.168,33.7,0.045,0.033,19.2,#N/A,100,10537
2022-07-23 18:00,0.18,25.7,0.06,0.035,18.8,#N/A,100,10559
2022-07-23 19:00,0.274,23.2,0.108,0.068,18.6,#N/A,100,10561
2022-07-23 20:00,0.223,24.5,0.087,0.062,21.9,#N/A,100,10554
2022-07-23 21:00,0.214,20.8,0.085,0.05,20,#N/A,100,10552
2022-07-23 22:00,0.209,17.9,0.086,0.042,18.2,#N/A,100,10547
2022-07-23 23:00,0.205,16.4,0.082,0.037,17.1,#N/A,100,10537
2022-07-24 0:00,0.2,15.4,0.083,0.035,16.4,#N/A,100,10528
2022-07-24 1:00,0.192,14.4,0.081,0.034,15.6,#N/A,100,10518
2022-07-24 2:00,0.184,13.6,0.082,0.034,15,#N/A,100,10508
2022-07-24 3:00,0.185,12.7,0.082,0.034,14.5,#N/A,100,10499
2022-07-24 4:00,0.192,12.1,0.077,0.035,14,#N/A,100,10488
2022-07-24 5:00,0.195,11.6,0.072,0.035,13.6,#N/A,100,10476
2022-07-24 6:00,0.195,11.2,0.07,0.035,13.2,#N/A,100,10466
2022-07-24 7:00,0.195,11,0.069,0.035,12.9,#N/A,100,10455
2022-07-24 8:00,0.193,11,0.07,0.035,12.8,#N/A,100,10446
2022-07-24 9:00,0.193,11.4,0.066,0.035,13,#N/A,100,10436
2022-07-24 10:00,0.192,12.3,0.064,0.035,13.4,#N/A,100,10433
2022-07-24 11:00,0.19,14,0.061,0.035,14.4,#N/A,100,10433
2022-07-24 12:00,0.188,15.8,0.058,0.035,15.4,#N/A,100,10453
2022-07-24 13:00,0.185,18.6,0.056,0.034,16.6,#N/A,100,10482
2022-07-24 14:00,0.182,21.1,0.053,0.032,17.8,#N/A,100,10509
2022-07-24 15:00,0.177,30.8,0.049,0.031,18.8,#N/A,100,10529
2022-07-24 16:00,0.173,30.6,0.05,0.029,19.9,#N/A,100,10552
2022-07-24 17:00,0.173,26,0.052,0.027,19.8,#N/A,100,10565
2022-07-24 18:00,0.168,29.5,0.047,0.027,21.2,#N/A,100,10577
2022-07-24 19:00,0.166,27.1,0.05,0.025,21.7,#N/A,100,10582
2022-07-24 20:00,0.164,26.5,0.05,0.024,22.8,#N/A,100,10582
2022-07-24 21:00,0.165,23,0.052,0.023,21.9,#N/A,100,10576
2022-07-24 22:00,0.166,20.5,0.054,0.022,20.2,#N/A,100,10575
2022-07-24 23:00,0.166,19.1,0.053,0.022,19.1,#N/A,100,10568
2022-07-25 0:00,0.167,18.6,0.052,0.022,18.6,#N/A,100,10562
2022-07-25 1:00,0.166,18.2,0.052,0.022,18.2,#N/A,100,10552
2022-07-25 2:00,0.165,17.9,0.052,0.021,17.9,#N/A,100,10544
2022-07-25 3:00,0.164,17.6,0.051,0.021,17.6,#N/A,100,10536
2022-07-25 4:00,0.164,16.8,0.052,0.021,16.9,#N/A,100,10527
2022-07-25 5:00,0.164,16.2,0.053,0.021,16.6,#N/A,100,10523
2022-07-25 6:00,0.164,15.8,0.052,0.02,16.3,#N/A,100,10512
2022-07-25 7:00,0.163,15.3,0.051,0.02,15.9,#N/A,100,10503
2022-07-25 8:00,0.163,15.1,0.051,0.02,15.6,#N/A,100,10493
2022-07-25 9:00,0.162,15.1,0.049,0.02,15.4,#N/A,100,10486
2022-07-25 10:00,0.161,15,0.05,0.02,15.5,#N/A,100,10478
2022-07-25 11:00,0.161,15.1,0.049,0.019,15.6,#N/A,100,10471
2022-07-25 12:00,0.159,15.9,0.047,0.02,16.2,#N/A,100,10471
2022-07-25 13:00,0.155,18.8,0.045,0.019,17.2,#N/A,100,10475
2022-07-25 14:00,0.15,20.4,0.044,0.017,17.7,#N/A,100,10480
2022-07-25 15:00,0.143,25.2,#N/A,0.016,18.4,#N/A,100,10493
2022-07-25 16:00,0.138,24.9,#N/A,0.015,18.9,#N/A,100,10499
2022-07-25 17:00,0.133,27.2,#N/A,0.014,19.8,#N/A,100,10512
2022-07-25 18:00,0.134,22.2,#N/A,0.011,18.3,#N/A,100,10518
2022-07-25 19:00,0.137,20.5,#N/A,0.01,17.9,#N/A,100,10512
2022-07-25 20:00,0.137,19.4,#N/A,0.01,17.7,#N/A,100,10510
2022-07-25 21:00,0.138,18.4,#N/A,0.01,17.3,#N/A,100,10508
2022-07-25 22:00,0.139,17.9,#N/A,0.009,17.1,#N/A,100,10501
2022-07-25 23:00,0.139,17.4,#N/A,0.009,16.9,#N/A,100,10499
2022-07-26 0:00,0.14,16.9,#N/A,0.009,16.6,#N/A,100,10493
2022-07-26 1:00,0.14,16.5,#N/A,0.009,16.4,#N/A,100,10489
2022-07-26 2:00,0.14,16.2,#N/A,0.009,16.2,#N/A,100,10486
2022-07-26 3:00,0.14,16,#N/A,0.009,16.1,#N/A,100,10481
2022-07-26 4:00,0.14,15.5,#N/A,0.009,15.8,#N/A,100,10475
2022-07-26 5:00,0.139,15.3,#N/A,0.009,15.7,#N/A,100,10471
2022-07-26 6:00,0.138,15,#N/A,0.01,15.5,#N/A,100,10468
2022-07-26 7:00,0.138,15.1,#N/A,0.01,15.5,#N/A,100,10462
2022-07-26 8:00,0.137,15.3,#N/A,0.01,15.4,#N/A,100,10458
2022-07-26 9:00,0.136,16.1,#N/A,0.01,15.7,#N/A,100,10461
2022-07-26 10:00,0.133,17,#N/A,0.01,16,#N/A,100,10459
2022-07-26 11:00,0.131,17.8,#N/A,0.009,16.6,#N/A,100,10458
2022-07-26 12:00,0.128,18.4,#N/A,0.009,17.1,#N/A,100,10468
2022-07-26 13:00,0.124,20,#N/A,0.007,17.9,#N/A,100,10480
2022-07-26 14:00,0.12,20.5,#N/A,0.006,18.4,#N/A,100,10487
2022-07-26 15:00,0.116,22.9,#N/A,0.005,18.9,#N/A,100,10494
2022-07-26 16:00,0.109,26.4,#N/A,0.005,19.7,#N/A,100,10506
2022-07-26 17:00,0.104,27.9,#N/A,0.005,20.4,#N/A,100,10520
2022-07-26 18:00,0.1,29.2,#N/A,0.003,21.2,#N/A,100,10528
2022-07-26 19:00,0.097,28.8,#N/A,0.002,22.1,#N/A,100,10542
2022-07-26 20:00,0.095,28.6,#N/A,0.001,24.2,#N/A,100,10550
2022-07-26 21:00,0.096,24.2,#N/A,-0.001,22.9,#N/A,100,10555
2022-07-26 22:00,0.101,20.3,#N/A,-0.002,20.5,#N/A,100,10550
2022-07-26 23:00,0.107,18.3,#N/A,-0.002,19,#N/A,100,10546
2022-07-27 0:00,0.111,17.1,#N/A,-0.002,18,#N/A,100,10537
2022-07-27 1:00,0.113,16.1,#N/A,-0.002,17.2,#N/A,100,10528
2022-07-27 2:00,0.114,15.3,#N/A,-0.002,16.6,#N/A,100,10520
2022-07-27 3:00,0.114,15.1,#N/A,-0.002,16.3,#N/A,100,10509
2022-07-27 4:00,0.114,15,#N/A,-0.002,16.1,#N/A,100,10499
2022-07-27 5:00,0.115,14.1,#N/A,-0.002,15.7,#N/A,100,10493
2022-07-27 6:00,0.116,13.6,#N/A,-0.002,15.3,#N/A,100,10480
2022-07-27 7:00,0.116,13.4,#N/A,-0.002,15,#N/A,100,10474
2022-07-27 8:00,0.116,13.6,#N/A,-0.002,15,#N/A,100,10467
2022-07-27 9:00,0.116,13.9,#N/A,-0.001,15.2,#N/A,100,10460
2022-07-27 10:00,0.115,14.8,#N/A,-0.002,15.6,#N/A,100,10456
2022-07-27 11:00,0.113,16.3,#N/A,-0.001,16.3,#N/A,100,10457
2022-07-27 12:00,0.109,18.4,#N/A,-0.001,18.1,#N/A,100,10474
2022-07-27 13:00,0.102,22.2,#N/A,-0.003,19.8,#N/A,100,10499
2022-07-27 14:00,0.096,24.8,#N/A,-0.003,20.9,#N/A,100,10518
2022-07-27 15:00,0.089,32.2,#N/A,-0.005,22.3,#N/A,100,10540
2022-07-27 16:00,0.083,34.9,#N/A,-0.005,23.6,#N/A,100,10560
2022-07-27 17:00,0.079,36.8,#N/A,-0.005,24.8,#N/A,100,10575
2022-07-27 18:00,0.076,36.2,#N/A,-0.007,25.4,#N/A,100,10592
2022-07-27 19:00,0.074,36.3,#N/A,-0.008,26.4,#N/A,100,10601
2022-07-27 20:00,0.073,36.3,#N/A,-0.009,29.4,#N/A,100,10605
2022-07-27 21:00,0.073,30.6,#N/A,-0.012,28.3,#N/A,100,10615
2022-07-27 22:00,0.076,24.8,#N/A,-0.012,24.3,#N/A,100,10607
2022-07-27 23:00,0.082,22.3,#N/A,-0.012,22.4,#N/A,100,10607
2022-07-28 0:00,0.085,20.5,#N/A,-0.012,21,#N/A,100,10595
2022-07-28 1:00,0.088,19.2,#N/A,-0.013,20.1,#N/A,100,10585
2022-07-28 2:00,0.09,18.2,#N/A,-0.013,19.3,#N/A,100,10575
2022-07-28 3:00,0.09,17.4,#N/A,-0.013,18.6,#N/A,100,10564
2022-07-28 4:00,0.091,16.7,#N/A,-0.012,18.1,#N/A,100,10550
2022-07-28 5:00,0.093,16.1,#N/A,-0.012,17.6,#N/A,100,10542
2022-07-28 6:00,0.093,15.6,#N/A,-0.012,17.2,#N/A,100,10532
2022-07-28 7:00,0.093,15.2,#N/A,-0.011,16.9,#N/A,100,10521
2022-07-28 8:00,0.093,15.2,#N/A,-0.011,16.7,#N/A,100,10509
2022-07-28 9:00,0.094,15.5,#N/A,-0.011,16.8,#N/A,100,10503
2022-07-28 10:00,0.093,16.6,#N/A,-0.011,17.3,#N/A,100,10495
2022-07-28 11:00,0.091,18.3,#N/A,-0.011,18.1,#N/A,100,10493
2022-07-28 12:00,0.087,20.3,#N/A,-0.011,19.3,#N/A,100,10505
2022-07-28 13:00,0.083,23.5,#N/A,-0.012,20.7,#N/A,100,10527
2022-07-28 14:00,0.079,27,#N/A,-0.013,22.1,#N/A,100,10551
2022-07-28 15:00,0.073,39.1,#N/A,-0.014,23.6,#N/A,100,10570
2022-07-28 16:00,0.066,42.9,#N/A,-0.013,24.9,#N/A,100,10594
2022-07-28 17:00,0.063,43.5,#N/A,-0.013,25.4,#N/A,100,10619
2022-07-28 18:00,0.061,46.2,#N/A,-0.015,26.8,#N/A,100,10648
2022-07-28 19:00,0.059,45,#N/A,-0.016,28.7,#N/A,100,10665
2022-07-28 20:00,0.058,40.5,#N/A,-0.018,32,#N/A,100,10670
2022-07-28 21:00,0.058,34.3,#N/A,-0.02,31,#N/A,100,10674
2022-07-28 22:00,0.06,27.2,#N/A,-0.021,26.6,#N/A,100,10668
2022-07-28 23:00,0.065,23.9,#N/A,-0.021,24.3,#N/A,100,10663
2022-07-29 0:00,0.068,22.2,#N/A,-0.021,22.9,#N/A,100,10649
2022-07-29 1:00,0.069,20.8,#N/A,-0.021,21.8,#N/A,100,10639
2022-07-29 2:00,0.071,19.7,#N/A,-0.021,20.9,#N/A,100,10627
2022-07-29 3:00,0.073,18.8,#N/A,-0.021,20.2,#N/A,100,10614
2022-07-29 4:00,0.073,18.1,#N/A,-0.021,19.5,#N/A,100,10601
2022-07-29 5:00,0.074,17.3,#N/A,-0.021,18.8,#N/A,100,10591
2022-07-29 6:00,0.075,16.6,#N/A,-0.021,18.3,#N/A,100,10579
2022-07-29 7:00,0.075,16.1,#N/A,-0.021,17.7,#N/A,100,10566
2022-07-29 8:00,0.076,16,#N/A,-0.02,17.5,#N/A,100,10555
2022-07-29 9:00,0.076,16.5,#N/A,-0.02,17.6,#N/A,100,10544
2022-07-29 10:00,0.075,17.5,#N/A,-0.02,18.2,#N/A,100,10531
2022-07-29 11:00,0.074,19.5,#N/A,-0.02,19.2,#N/A,100,10526
2022-07-29 12:00,0.071,22.1,#N/A,-0.02,20.8,#N/A,100,10529
2022-07-29 13:00,0.066,25.5,#N/A,-0.02,22.7,#N/A,100,10543
2022-07-29 14:00,0.062,28.8,#N/A,-0.021,23.7,#N/A,100,10559
2022-07-29 15:00,0.058,40.6,#N/A,-0.022,25.4,#N/A,100,10585
2022-07-29 16:00,0.052,38.3,#N/A,-0.022,25.9,#N/A,100,10604
2022-07-29 17:00,0.05,32.8,#N/A,-0.023,25.4,#N/A,100,10611
2022-07-29 18:00,0.049,33.4,#N/A,-0.024,26.2,#N/A,100,10618
2022-07-29 19:00,0.05,25.7,#N/A,-0.025,23.1,#N/A,100,10619
2022-07-29 20:00,0.079,21.3,#N/A,-0.016,21.6,#N/A,100,10612
2022-07-29 21:00,0.288,19.1,0.102,0.022,19.8,#N/A,100,10604
2022-07-29 22:00,0.224,17.8,0.086,0.025,18.8,#N/A,100,10588
2022-07-29 23:00,0.215,16.9,0.079,0.027,18.1,#N/A,100,10575
2022-07-30 0:00,0.21,16.2,0.076,0.03,17.6,#N/A,100,10563
2022-07-30 1:00,0.207,15.5,0.072,0.034,17,#N/A,100,10549
2022-07-30 2:00,0.205,15,0.069,0.037,16.6,#N/A,100,10540
2022-07-30 3:00,0.203,14.4,0.065,0.04,16.2,#N/A,100,10526
2022-07-30 4:00,0.201,14.2,0.065,0.042,15.9,#N/A,100,10512
2022-07-30 5:00,0.2,13.8,0.062,0.044,15.5,#N/A,100,10504
2022-07-30 6:00,0.199,13.4,0.061,0.045,15.3,#N/A,100,10494
2022-07-30 7:00,0.197,13.4,0.058,0.047,15.1,#N/A,100,10480
2022-07-30 8:00,0.196,14.4,0.055,0.048,15.4,#N/A,100,10471
2022-07-30 9:00,0.193,15.6,0.054,0.048,15.9,#N/A,100,10465
2022-07-30 10:00,0.192,15.2,0.054,0.049,16.1,#N/A,100,10461
2022-07-30 11:00,0.191,15.8,0.052,0.049,16.6,#N/A,100,10458
2022-07-30 12:00,0.189,17.5,0.051,0.046,17.7,#N/A,100,10465
2022-07-30 13:00,0.185,20.1,0.047,0.034,19.1,#N/A,100,10483
2022-07-30 14:00,0.178,21.9,0.048,0.023,19.8,#N/A,100,10505
2022-07-30 15:00,0.173,19.6,0.052,0.028,19.6,#N/A,100,10518
2022-07-30 16:00,0.165,21.6,0.052,0.023,20,#N/A,100,10521
2022-07-30 17:00,0.159,30.1,0.047,0.019,21.2,#N/A,100,10531
2022-07-30 18:00,0.159,31.6,0.046,0.016,22.6,#N/A,100,10548
2022-07-30 19:00,0.158,27.4,0.05,0.015,22.7,#N/A,100,10559
2022-07-30 20:00,0.16,23,0.053,0.014,21.3,#N/A,100,10561
2022-07-30 21:00,0.161,21.3,0.053,0.013,21,#N/A,100,10562
2022-07-30 22:00,0.163,19.2,0.053,0.012,19.7,#N/A,100,10554
2022-07-30 23:00,0.164,17.6,0.052,0.012,18.4,#N/A,100,10547
2022-07-31 0:00,0.164,16.4,0.052,0.012,17.6,#N/A,100,10539
2022-07-31 1:00,0.165,15.6,0.054,0.012,17,#N/A,100,10530
2022-07-31 2:00,0.165,14.9,0.052,0.012,16.5,#N/A,100,10519
2022-07-31 3:00,0.165,14.4,0.05,0.012,16.1,#N/A,100,10509
2022-07-31 4:00,0.165,13.9,0.052,0.012,15.8,#N/A,100,10499
2022-07-31 5:00,0.164,13.5,0.05,0.011,15.4,#N/A,100,10490
2022-07-31 6:00,0.164,13,0.048,0.011,15,#N/A,100,10480
2022-07-31 7:00,0.163,12.8,0.051,0.011,14.8,#N/A,100,10469
2022-07-31 8:00,0.163,13.2,0.05,0.011,14.8,#N/A,100,10461
2022-07-31 9:00,0.162,13.8,0.048,0.011,15.1,#N/A,100,10455
2022-07-31 10:00,0.16,14.9,0.048,0.011,15.7,#N/A,100,10452
2022-07-31 11:00,0.157,16.4,0.047,0.011,16.6,#N/A,100,10457
2022-07-31 12:00,0.153,18.6,0.044,0.012,17.8,#N/A,100,10474
2022-07-31 13:00,0.146,22.7,#N/A,0.011,19.5,#N/A,100,10509
2022-07-31 14:00,0.14,25.8,#N/A,0.01,20.9,#N/A,100,10541
2022-07-31 15:00,0.127,36.6,#N/A,0.009,22.2,#N/A,100,10563
2022-07-31 16:00,0.118,39.6,#N/A,0.009,23.2,#N/A,100,10587
2022-07-31 17:00,0.112,39.6,#N/A,0.008,25,#N/A,100,10608
2022-07-31 18:00,0.111,35.6,#N/A,0.006,25.9,#N/A,100,10615
2022-07-31 19:00,0.109,34.2,#N/A,0.005,26.3,#N/A,100,10618
2022-07-31 20:00,0.109,31.1,#N/A,0.004,26.9,#N/A,100,10615
2022-07-31 21:00,0.112,26.4,#N/A,0.002,25.3,#N/A,100,10608
2022-07-31 22:00,0.12,23,#N/A,0.001,22.7,#N/A,100,10605
2022-07-31 23:00,0.125,21.5,#N/A,0.001,21.7,#N/A,100,10594
2022-08-01 0:00,0.126,20.9,#N/A,0.001,21,#N/A,100,10590
2022-08-01 1:00,0.128,19.8,#N/A,0.001,20.4,#N/A,100,10580
2022-08-01 2:00,0.13,18.5,#N/A,0,19.3,#N/A,100,10570
2022-08-01 3:00,0.13,17.9,#N/A,0,18.7,#N/A,100,10556
2022-08-01 4:00,0.13,18.1,#N/A,0.001,18.6,#N/A,100,10547
2022-08-01 5:00,0.129,17.8,#N/A,0,18.4,#N/A,100,10541
2022-08-01 6:00,0.129,17.7,#N/A,0.001,17.9,#N/A,100,10531
2022-08-01 7:00,0.129,17,#N/A,0.001,17.9,#N/A,100,10521
2022-08-01 8:00,0.13,16.5,#N/A,0.001,17.6,#N/A,100,10514
2022-08-01 9:00,0.129,16.4,#N/A,0.001,17.4,#N/A,100,10507
2022-08-01 10:00,0.128,17.3,#N/A,0.001,17.8,#N/A,100,10502
2022-08-01 11:00,0.126,18.1,#N/A,0.001,18.3,#N/A,100,10498
2022-08-01 12:00,0.123,19.8,#N/A,0.001,19.3,#N/A,100,10501
2022-08-01 13:00,0.116,22.8,#N/A,0,20.7,#N/A,100,10521
2022-08-01 14:00,0.109,25.8,#N/A,0,21.8,#N/A,100,10544
2022-08-01 15:00,0.095,34.9,#N/A,-0.001,23,#N/A,100,10559
2022-08-01 16:00,0.085,40.8,#N/A,-0.002,24,#N/A,100,10580
2022-08-01 17:00,0.08,42.8,#N/A,-0.003,25,#N/A,100,10610
2022-08-01 18:00,0.077,42.4,#N/A,-0.006,26.2,#N/A,100,10630
2022-08-01 19:00,0.075,39.9,#N/A,-0.007,27.5,#N/A,100,10641
2022-08-01 20:00,0.073,36.7,#N/A,-0.009,30.5,#N/A,100,10642
2022-08-01 21:00,0.074,30.1,#N/A,-0.011,29.3,#N/A,100,10640
2022-08-01 22:00,0.08,25.6,#N/A,-0.012,25.2,#N/A,100,10635
2022-08-01 23:00,0.083,24.6,#N/A,-0.012,24.1,#N/A,100,10629
2022-08-02 0:00,0.087,21.5,#N/A,-0.013,21.7,#N/A,100,10624
2022-08-02 1:00,0.091,19.2,#N/A,-0.013,20.4,#N/A,100,10612
2022-08-02 2:00,0.093,19.2,#N/A,-0.013,19.9,#N/A,100,10601
2022-08-02 3:00,0.093,18.5,#N/A,-0.012,19.4,#N/A,100,10589
2022-08-02 4:00,0.093,17.3,#N/A,-0.013,18.5,#N/A,100,10577
2022-08-02 5:00,0.094,16.6,#N/A,-0.012,18.2,#N/A,100,10565
2022-08-02 6:00,0.095,15.8,#N/A,-0.013,17.7,#N/A,100,10555
2022-08-02 7:00,0.096,14.7,#N/A,-0.013,16.8,#N/A,100,10547
2022-08-02 8:00,0.097,14.5,#N/A,-0.013,16.4,#N/A,100,10534
2022-08-02 9:00,0.096,15.9,#N/A,-0.013,16.8,#N/A,100,10517
2022-08-02 10:00,0.095,16.4,#N/A,-0.013,16.8,#N/A,100,10511
2022-08-02 11:00,0.093,17.8,#N/A,-0.013,17.5,#N/A,100,10501
2022-08-02 12:00,0.091,19.1,#N/A,-0.013,18.3,#N/A,100,10498
2022-08-02 13:00,0.087,21.2,#N/A,-0.014,19.2,#N/A,100,10499
2022-08-02 14:00,0.083,22.9,#N/A,-0.015,20.1,#N/A,100,10506
2022-08-02 15:00,0.078,27.2,#N/A,-0.016,20.6,#N/A,100,10515
2022-08-02 16:00,0.073,29.1,#N/A,-0.016,20.8,#N/A,100,10525
2022-08-02 17:00,0.069,32,#N/A,-0.016,21.9,#N/A,100,10543
2022-08-02 18:00,0.066,29,#N/A,-0.017,22.2,#N/A,100,10553
2022-08-02 19:00,0.065,32.3,#N/A,-0.018,23.6,#N/A,100,10559
2022-08-02 20:00,0.062,31.3,#N/A,-0.019,26.4,#N/A,100,10571
2022-08-02 21:00,0.062,27,#N/A,-0.021,27.2,#N/A,100,10580
2022-08-02 22:00,0.067,21.2,#N/A,-0.021,22.1,#N/A,100,10575
2022-08-02 23:00,0.072,19.3,#N/A,-0.021,20.6,#N/A,100,10569
2022-08-03 0:00,0.074,17.7,#N/A,-0.02,19.3,#N/A,100,10556
2022-08-03 1:00,0.076,16.5,#N/A,-0.019,18.1,#N/A,100,10547
2022-08-03 2:00,0.078,15.7,#N/A,-0.019,17.5,#N/A,100,10534
2022-08-03 3:00,0.079,15.6,#N/A,-0.019,17.1,#N/A,100,10524
2022-08-03 4:00,0.08,15.3,#N/A,-0.019,16.5,#N/A,100,10512
2022-08-03 5:00,0.081,15,#N/A,-0.019,16.3,#N/A,100,10503
2022-08-03 6:00,0.081,14.6,#N/A,-0.019,16.2,#N/A,100,10489
2022-08-03 7:00,0.081,14.2,#N/A,-0.019,16,#N/A,100,10484
2022-08-03 8:00,0.082,13.9,#N/A,-0.02,15.7,#N/A,100,10474
2022-08-03 9:00,0.082,14,#N/A,-0.02,15.7,#N/A,100,10468
2022-08-03 10:00,0.081,15.7,#N/A,-0.02,16.4,#N/A,100,10461
2022-08-03 11:00,0.079,18.3,#N/A,-0.02,17.7,#N/A,100,10461
2022-08-03 12:00,0.075,21,#N/A,-0.021,19.1,#N/A,100,10478
2022-08-03 13:00,0.07,22.7,#N/A,-0.021,20,#N/A,100,10498
2022-08-03 14:00,0.068,21.5,#N/A,-0.024,19.9,#N/A,100,10510
