z6B00122,Port1,,,Port2,,,Port3,,,Port7,
# Records: 4430,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,GS3 Moisture/Temp/EC,,,Battery,
Timestamps, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC, m³/m³ Water Content, °C Soil Temperature, mS/cm Saturation Extract EC,% Battery Percent, mV Battery Voltage
,,,,,,,,,,,
2022-03-31 19:00:00,0.315,10,0.149,0.18,8.6,0.101,0.16,9.6,0.171,100,10383
2022-03-31 20:00:00,0.314,6.9,0.154,0.18,5.8,0.105,0.16,7.7,0.174,100,10380
2022-03-31 21:00:00,0.313,5.1,0.163,0.181,4.1,0.103,0.16,6.1,0.182,100,10372
2022-03-31 22:00:00,0.313,3.9,0.166,0.182,3.4,0.104,0.16,5.1,0.188,100,10363
2022-03-31 23:00:00,0.312,2.8,0.169,0.182,2.5,0.107,0.161,4.3,0.192,100,10352
2022-04-01 00:00:00,0.312,2,0.17,0.182,1.8,0.105,0.161,3.6,0.193,100,10347
2022-04-01 01:00:00,0.311,1.7,0.168,0.182,1.6,0.105,0.161,2.9,0.197,100,10335
2022-04-01 02:00:00,0.311,1.5,0.169,0.184,1.7,0.106,0.162,2.6,0.197,100,10325
2022-04-01 03:00:00,0.311,1.3,0.166,0.182,1.6,0.105,0.162,2.3,0.2,100,10318
2022-04-01 04:00:00,0.31,0.9,0.165,0.182,1.2,0.103,0.163,2,0.199,100,10311
2022-04-01 05:00:00,0.31,0.4,0.161,0.182,0.7,0.103,0.163,1.6,0.199,100,10306
2022-04-01 06:00:00,0.309,0,0.164,0.182,0.1,0.104,0.163,1.1,0.199,100,10300
2022-04-01 07:00:00,0.309,-0.3,0.162,0.182,-0.3,0.107,0.164,0.6,0.203,100,10291
2022-04-01 08:00:00,0.309,-0.3,0.164,0.182,-0.4,0.102,0.164,0.9,0.201,100,10281
2022-04-01 09:00:00,0.308,-0.3,0.156,0.182,-0.5,0.102,0.164,0.9,0.201,100,10278
2022-04-01 10:00:00,0.307,0,0.151,0.181,0.4,0.099,0.163,0.8,0.195,100,10271
2022-04-01 11:00:00,0.306,1.3,0.145,0.18,2.2,0.098,0.162,0.9,0.185,100,10275
2022-04-01 12:00:00,0.305,2.8,0.142,0.178,3.2,0.097,0.16,2,0.174,100,10285
2022-04-01 13:00:00,0.304,4.1,0.141,0.177,4.6,0.098,0.159,4.1,0.169,100,10300
2022-04-01 14:00:00,0.302,9,0.131,0.175,12.9,0.092,0.157,5.8,0.162,100,10322
2022-04-01 15:00:00,0.3,13.5,0.129,0.172,18.2,0.089,0.153,10.8,0.15,100,10349
2022-04-01 16:00:00,0.298,15.4,0.137,0.172,18.6,0.095,0.152,13.1,0.155,100,10377
2022-04-01 17:00:00,0.297,12.9,0.14,0.172,13.9,0.096,0.151,12.2,0.16,100,10388
2022-04-01 18:00:00,0.296,10.7,0.145,0.173,9.6,0.099,0.15,10.1,#N/A,100,10392
2022-04-01 19:00:00,0.295,12,0.144,0.173,8.6,0.097,0.149,9.6,#N/A,100,10393
2022-04-01 20:00:00,0.294,9,0.141,0.172,6.6,0.098,0.149,8.9,#N/A,100,10398
2022-04-01 21:00:00,0.293,6.6,0.15,0.173,5.1,0.098,0.148,7.2,#N/A,100,10392
2022-04-01 22:00:00,0.293,5.3,0.153,0.173,4.1,0.1,0.148,6.2,#N/A,100,10382
2022-04-01 23:00:00,0.292,4.3,0.154,0.173,3.5,0.098,0.149,5.4,#N/A,100,10375
2022-04-02 00:00:00,0.292,3.8,0.151,0.173,3.5,0.098,0.149,4.9,#N/A,100,10373
2022-04-02 01:00:00,0.291,3.6,0.149,0.173,3.6,0.098,0.15,4.6,#N/A,100,10367
2022-04-02 02:00:00,0.291,3.2,0.148,0.172,3.4,0.096,0.15,4.2,0.183,100,10365
2022-04-02 03:00:00,0.291,2.9,0.148,0.172,3.2,0.097,0.15,3.9,0.185,100,10356
2022-04-02 04:00:00,0.29,2.7,0.149,0.172,3.1,0.096,0.151,3.6,0.187,100,10354
2022-04-02 05:00:00,0.29,2.5,0.153,0.172,3,0.099,0.151,3.4,0.187,100,10351
2022-04-02 06:00:00,0.29,2.2,0.154,0.172,2.7,0.1,0.151,3.1,0.189,100,10347
2022-04-02 07:00:00,0.29,1.9,0.153,0.172,2.4,0.098,0.152,2.8,0.19,100,10345
2022-04-02 08:00:00,0.289,1.6,0.149,0.172,2,0.097,0.152,2.6,0.186,100,10338
2022-04-02 09:00:00,0.288,1.9,0.145,0.171,2.2,0.095,0.152,2.4,0.182,100,10335
2022-04-02 10:00:00,0.288,2.3,0.142,0.17,2.9,0.094,0.151,2.6,0.178,100,10334
2022-04-02 11:00:00,0.287,3.7,0.14,0.169,4.3,0.095,0.15,3.2,0.175,100,10334
2022-04-02 12:00:00,0.285,5.1,0.135,0.168,5.5,0.095,0.148,4.7,#N/A,100,10345
2022-04-02 13:00:00,0.284,6.3,0.127,0.167,6.1,0.094,0.147,5.6,#N/A,100,10357
2022-04-02 14:00:00,0.281,4.2,0.114,0.163,4.4,0.087,0.145,4.9,#N/A,100,10356
2022-04-02 15:00:00,0.278,8.2,0.116,0.16,10.1,0.083,0.141,6.8,#N/A,100,10357
2022-04-02 16:00:00,0.274,12.1,0.109,0.157,15.5,0.077,0.138,9.8,#N/A,100,10372
2022-04-02 17:00:00,0.272,10.1,0.111,0.155,11.8,0.079,0.135,9.9,#N/A,100,10380
2022-04-02 18:00:00,0.27,11.2,0.114,0.155,13.3,0.084,0.133,10.3,#N/A,100,10393
2022-04-02 19:00:00,0.269,9.9,0.116,0.157,8.3,0.094,0.132,9.6,#N/A,100,10395
2022-04-02 20:00:00,0.269,7.1,0.129,0.158,5.5,0.096,0.131,7.9,#N/A,100,10391
2022-04-02 21:00:00,0.271,5,0.142,0.159,4,0.099,0.133,6.3,#N/A,100,10383
2022-04-02 22:00:00,0.271,3.6,0.144,0.159,2.8,0.1,0.133,5.2,#N/A,100,10374
2022-04-02 23:00:00,0.271,2.7,0.142,0.158,2.1,0.099,0.134,4.3,#N/A,100,10362
2022-04-03 00:00:00,0.271,2.2,0.14,0.158,2,0.098,0.134,3.7,#N/A,100,10354
2022-04-03 01:00:00,0.271,1.7,0.138,0.157,1.7,0.098,0.135,3.3,#N/A,100,10346
2022-04-03 02:00:00,0.27,1.3,0.136,0.157,1.4,0.098,0.135,2.8,#N/A,100,10340
2022-04-03 03:00:00,0.27,0.9,0.136,0.156,1.2,0.099,0.135,2.4,#N/A,100,10328
2022-04-03 04:00:00,0.269,0.8,0.135,0.155,1.1,0.096,0.135,2,#N/A,100,10326
2022-04-03 05:00:00,0.268,0.5,0.133,0.154,0.9,0.096,0.135,1.7,#N/A,100,10319
2022-04-03 06:00:00,0.268,0.4,0.131,0.154,0.8,0.095,0.135,1.5,#N/A,100,10314
2022-04-03 07:00:00,0.267,0.5,0.131,0.153,0.7,0.096,0.135,1.4,#N/A,100,10312
2022-04-03 08:00:00,0.267,0.6,0.13,0.153,0.7,0.096,0.135,1.3,#N/A,100,10306
2022-04-03 09:00:00,0.266,0.5,0.129,0.152,0.8,0.097,0.135,1.2,#N/A,100,10304
2022-04-03 10:00:00,0.265,0.6,0.127,0.151,1,0.095,0.134,1.2,#N/A,100,10297
2022-04-03 11:00:00,0.265,1.6,0.126,0.151,2.3,0.094,0.134,1.7,#N/A,100,10303
2022-04-03 12:00:00,0.264,4,0.125,0.15,4.4,#N/A,0.133,4.2,#N/A,100,10315
2022-04-03 13:00:00,0.263,6.8,0.124,0.149,6.7,#N/A,0.132,6.5,#N/A,100,10332
2022-04-03 14:00:00,0.262,8.8,0.124,0.148,9.4,#N/A,0.132,6.9,#N/A,100,10347
2022-04-03 15:00:00,0.261,10.3,0.122,0.148,10.5,#N/A,0.131,8.5,#N/A,100,10359
2022-04-03 16:00:00,0.26,9.5,0.121,0.147,8.9,#N/A,0.13,8.2,#N/A,100,10366
2022-04-03 17:00:00,0.259,8.7,0.121,0.146,7.6,#N/A,0.13,7.6,#N/A,100,10369
2022-04-03 18:00:00,0.259,9.4,0.12,0.145,8.3,#N/A,0.129,7.8,#N/A,100,10373
2022-04-03 19:00:00,0.258,13,0.121,0.144,9.1,#N/A,0.129,9.8,#N/A,100,10394
2022-04-03 20:00:00,0.258,8,0.121,0.144,6,#N/A,0.129,8.2,#N/A,100,10391
2022-04-03 21:00:00,0.258,5.8,0.123,0.144,4.5,#N/A,0.129,6.5,#N/A,100,10388
2022-04-03 22:00:00,0.258,4.3,0.123,0.143,3.5,#N/A,0.129,5.5,#N/A,100,10381
2022-04-03 23:00:00,0.257,3.5,0.125,0.143,3,#N/A,0.129,4.8,#N/A,100,10376
2022-04-04 00:00:00,0.257,3.1,0.125,0.143,2.8,#N/A,0.129,4.2,#N/A,100,10362
2022-04-04 01:00:00,0.257,3,0.124,0.142,3,#N/A,0.129,4,#N/A,100,10363
2022-04-04 02:00:00,0.257,3,0.125,0.142,3.1,#N/A,0.129,3.8,#N/A,100,10352
2022-04-04 03:00:00,0.257,2.7,0.126,0.142,3,#N/A,0.129,3.6,#N/A,100,10349
2022-04-04 04:00:00,0.257,2.6,0.125,0.141,3,#N/A,0.13,3.4,#N/A,100,10341
2022-04-04 05:00:00,0.257,2.2,0.126,0.141,2.7,#N/A,0.13,3.1,#N/A,100,10341
2022-04-04 06:00:00,0.257,1.8,0.125,0.141,2.5,#N/A,0.13,2.8,#N/A,100,10334
2022-04-04 07:00:00,0.257,1.3,0.125,0.14,2,#N/A,0.13,2.5,#N/A,100,10329
2022-04-04 08:00:00,0.257,1.3,0.123,0.14,2,#N/A,0.13,2.2,#N/A,100,10329
2022-04-04 09:00:00,0.256,2.2,0.121,0.139,2.9,#N/A,0.13,2.4,#N/A,100,10324
2022-04-04 10:00:00,0.256,3.5,0.12,0.138,4.1,#N/A,0.129,3.1,#N/A,100,10329
2022-04-04 11:00:00,0.255,5,0.116,0.137,5.4,#N/A,0.128,4.2,#N/A,100,10339
2022-04-04 12:00:00,0.253,5.9,0.112,0.136,6,#N/A,0.127,5.9,#N/A,100,10352
2022-04-04 13:00:00,0.251,8.2,0.108,0.135,7.8,#N/A,0.125,7.2,#N/A,100,10363
2022-04-04 14:00:00,0.251,11.5,0.108,0.134,13.8,#N/A,0.124,8.4,#N/A,100,10376
2022-04-04 15:00:00,0.25,11.3,0.107,0.133,12.2,#N/A,0.123,10,#N/A,100,10386
2022-04-04 16:00:00,0.249,10,0.106,0.132,9.5,#N/A,0.122,9.3,#N/A,100,10380
2022-04-04 17:00:00,0.247,7.6,0.103,0.131,7.3,#N/A,0.122,8.1,#N/A,100,10379
2022-04-04 18:00:00,0.248,6.7,0.11,0.131,6.9,#N/A,0.121,7.5,#N/A,100,10377
2022-04-04 19:00:00,0.248,9.5,0.113,0.131,7,#N/A,0.121,7.3,#N/A,100,10371
2022-04-04 20:00:00,0.253,6.5,0.119,0.131,4.7,#N/A,0.121,6.6,#N/A,100,10369
2022-04-04 21:00:00,0.261,4.4,0.127,0.131,3.2,#N/A,0.121,5,#N/A,100,10363
2022-04-04 22:00:00,0.264,3.3,0.131,0.131,2.5,#N/A,0.121,4.1,#N/A,100,10350
2022-04-04 23:00:00,0.266,2.7,0.132,0.131,2,#N/A,0.122,3.6,#N/A,100,10347
2022-04-05 00:00:00,0.267,2.3,0.133,0.131,1.8,#N/A,0.122,3.2,#N/A,100,10338
2022-04-05 01:00:00,0.268,2,0.134,0.131,1.6,#N/A,0.122,2.8,#N/A,100,10334
2022-04-05 02:00:00,0.268,1.7,0.135,0.131,1.5,#N/A,0.122,2.5,#N/A,100,10326
2022-04-05 03:00:00,0.269,1.5,0.137,0.13,1.4,#N/A,0.123,2.2,#N/A,100,10320
2022-04-05 04:00:00,0.269,1.3,0.135,0.13,1.3,#N/A,0.123,2,#N/A,100,10319
2022-04-05 05:00:00,0.269,1,0.134,0.13,1.1,#N/A,0.123,1.8,#N/A,100,10319
2022-04-05 06:00:00,0.269,0.8,0.133,0.129,1,#N/A,0.123,1.5,#N/A,100,10306
2022-04-05 07:00:00,0.269,0.6,0.132,0.129,0.8,#N/A,0.123,1.3,#N/A,100,10306
2022-04-05 08:00:00,0.269,0.5,0.131,0.128,0.7,#N/A,0.123,1.1,#N/A,100,10300
2022-04-05 09:00:00,0.269,0.7,0.13,0.128,1,#N/A,0.123,1.1,#N/A,100,10296
2022-04-05 10:00:00,0.268,1.2,0.129,0.127,1.7,#N/A,0.123,1.3,#N/A,100,10297
2022-04-05 11:00:00,0.268,2.2,0.132,0.126,2.6,#N/A,0.122,1.9,#N/A,100,10300
2022-04-05 12:00:00,0.267,3.1,0.126,0.125,3.4,#N/A,0.122,3.2,#N/A,100,10310
