z6B01573,Port1,,,Port2,,,Port3,,,Port7,
2022-04-30 4:45,0.003,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10415
2022-04-30 5:45,0.003,2.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10401
2022-04-30 6:45,0.004,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10389
2022-04-30 7:45,0.004,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10376
2022-04-30 8:45,0.004,0.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10362
2022-04-30 9:45,0.005,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10348
2022-04-30 10:45,0.006,0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10338
2022-04-30 11:45,0.006,-0.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10324
2022-04-30 12:45,0.006,-0.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10313
2022-04-30 13:45,0.007,-0.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10299
2022-04-30 14:45,0.006,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10294
2022-04-30 15:45,0.007,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10292
2022-04-30 16:45,0.011,2.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10307
2022-04-30 17:45,0.015,5.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10348
2022-04-30 18:45,0.013,9.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10373
2022-04-30 19:45,0.01,9.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10389
2022-04-30 20:45,0.009,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10392
2022-04-30 21:45,0.009,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10403
2022-04-30 22:45,0.006,8.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10405
2022-04-30 23:45,0.006,8.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10407
2022-05-01 0:45,0.005,7.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10408
2022-05-01 1:45,0.005,6.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10403
2022-05-01 2:45,0.005,5.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10400
2022-05-01 3:45,0.005,5.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10395
2022-05-01 4:45,0.006,4.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10386
2022-05-01 5:45,0.007,3.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10381
2022-05-01 6:45,0.007,3.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10373
2022-05-01 7:45,0.008,3.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10365
2022-05-01 8:45,0.008,2.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10357
2022-05-01 9:45,0.008,2.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10351
2022-05-01 10:45,0.008,1.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10345
2022-05-01 11:45,0.008,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10338
2022-05-01 12:45,0.009,1.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10332
2022-05-01 13:45,0.007,2.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10328
2022-05-01 14:45,0.008,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10324
2022-05-01 15:45,0.009,3.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10329
2022-05-01 16:45,0.009,5.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10339
2022-05-01 17:45,0.011,7.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10360
2022-05-01 18:45,0.01,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10377
2022-05-01 19:45,0.008,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10392
2022-05-01 20:45,0.008,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10405
2022-05-01 21:45,0.006,12.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10415
2022-05-01 22:45,0.005,10.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10424
2022-05-01 23:45,0.005,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10434
2022-05-02 0:45,0.005,11.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10439
2022-05-02 1:45,0.003,11.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10442
2022-05-02 2:45,0.003,8.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10441
2022-05-02 3:45,0.001,6.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10435
2022-05-02 4:45,0.002,5.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10423
2022-05-02 5:45,0.002,4.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10416
2022-05-02 6:45,0.002,3.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10403
2022-05-02 7:45,0.002,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10394
2022-05-02 8:45,0.001,2.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10380
2022-05-02 9:45,0.001,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10373
2022-05-02 10:45,0.001,2.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10363
2022-05-02 11:45,0.001,2.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10357
2022-05-02 12:45,0.001,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10351
2022-05-02 13:45,0,1.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10340
2022-05-02 14:45,0.001,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10335
2022-05-02 15:45,0.003,4.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10338
2022-05-02 16:45,0.006,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10356
2022-05-02 17:45,0.008,9.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10398
2022-05-02 18:45,0.006,12.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10429
2022-05-02 19:45,0.007,18.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10449
2022-05-02 20:45,0.002,19.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10468
2022-05-02 21:45,-0.001,15.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10480
2022-05-02 22:45,-0.003,13.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10486
2022-05-02 23:45,-0.003,12.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10484
2022-05-03 0:45,-0.003,12.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10486
2022-05-03 1:45,-0.003,13.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10485
2022-05-03 2:45,-0.004,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10483
2022-05-03 3:45,-0.007,9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10477
2022-05-03 4:45,-0.008,7.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10468
2022-05-03 5:45,-0.009,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10458
2022-05-03 6:45,-0.008,6.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10446
2022-05-03 7:45,-0.008,6.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10439
2022-05-03 8:45,-0.009,5.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10429
2022-05-03 9:45,-0.009,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10418
2022-05-03 10:45,-0.009,4.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10411
2022-05-03 11:45,-0.008,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10400
2022-05-03 12:45,-0.007,2.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10385
2022-05-03 13:45,-0.007,2.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10376
2022-05-03 14:45,-0.006,4.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10371
2022-05-03 15:45,-0.005,6.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10373
2022-05-03 16:45,0,8.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10392
2022-05-03 17:45,-0.001,10.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10427
2022-05-03 18:45,0,13.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10443
2022-05-03 19:45,-0.001,22.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10466
2022-05-03 20:45,-0.006,21.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10484
2022-05-03 21:45,-0.007,20.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10493
2022-05-03 22:45,-0.008,16.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10503
2022-05-03 23:45,-0.007,15.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10509
2022-05-04 0:45,-0.007,17.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10515
2022-05-04 1:45,-0.009,17.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10516
2022-05-04 2:45,-0.011,13.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10517
2022-05-04 3:45,-0.011,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10507
2022-05-04 4:45,-0.012,11.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10504
2022-05-04 5:45,-0.011,10.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10496
2022-05-04 6:45,-0.011,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10488
2022-05-04 7:45,-0.011,10.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10484
2022-05-04 8:45,-0.01,10.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10477
2022-05-04 9:45,-0.011,10.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10474
2022-05-04 10:45,-0.011,10.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10468
2022-05-04 11:45,-0.011,10.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10467
2022-05-04 12:45,-0.011,10.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10466
2022-05-04 13:45,-0.011,9.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10465
2022-05-04 14:45,-0.011,9.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10462
2022-05-04 15:45,-0.01,10.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10458
2022-05-04 16:45,-0.01,10.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10457
2022-05-04 17:45,-0.01,10.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10457
2022-05-04 18:45,-0.01,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10458
2022-05-04 19:45,-0.01,11.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10463
2022-05-04 20:45,-0.011,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10460
2022-05-04 21:45,-0.011,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10461
2022-05-04 22:45,-0.011,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10467
2022-05-04 23:45,-0.011,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10470
2022-05-05 0:45,-0.011,12.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10473
2022-05-05 1:45,-0.011,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10475
2022-05-05 2:45,-0.011,11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10474
2022-05-05 3:45,-0.012,10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10469
2022-05-05 4:45,-0.012,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10468
2022-05-05 5:45,-0.013,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10458
2022-05-05 6:45,-0.014,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10452
2022-05-05 7:45,-0.015,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10448
2022-05-05 8:45,-0.015,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10438
2022-05-05 9:45,-0.015,6.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10430
2022-05-05 10:45,-0.015,6.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10423
2022-05-05 11:45,-0.015,6.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10417
2022-05-05 12:45,-0.015,6.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10411
2022-05-05 13:45,-0.015,6.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10409
2022-05-05 14:45,-0.015,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10408
2022-05-05 15:45,-0.013,8.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10410
2022-05-05 16:45,-0.011,10.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10429
2022-05-05 17:45,-0.011,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10453
2022-05-05 18:45,-0.012,12.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10468
2022-05-05 19:45,-0.012,12.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10471
2022-05-05 20:45,-0.012,13.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10475
2022-05-05 21:45,-0.012,13.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10481
2022-05-05 22:45,-0.012,14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10482
2022-05-05 23:45,-0.013,12.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10486
2022-05-06 0:45,-0.012,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10483
2022-05-06 1:45,-0.002,9.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10480
2022-05-06 2:45,0,8.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10472
2022-05-06 3:45,-0.002,7.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10464
2022-05-06 4:45,-0.006,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10455
2022-05-06 5:45,-0.008,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10448
2022-05-06 6:45,-0.008,6.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10442
2022-05-06 7:45,-0.008,6.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10435
2022-05-06 8:45,-0.009,6.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10430
2022-05-06 9:45,-0.009,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10423
2022-05-06 10:45,-0.01,7.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10424
2022-05-06 11:45,-0.01,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10420
2022-05-06 12:45,-0.009,6.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10417
2022-05-06 13:45,-0.011,6.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10414
2022-05-06 14:45,-0.011,7.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10410
2022-05-06 15:45,-0.012,7.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10408
2022-05-06 16:45,-0.01,7.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10415
2022-05-06 17:45,-0.009,9.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10426
2022-05-06 18:45,-0.009,13.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10439
2022-05-06 19:45,-0.011,11.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10441
2022-05-06 20:45,-0.012,14.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10442
2022-05-06 21:45,-0.013,13.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10445
2022-05-06 22:45,-0.013,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10451
2022-05-06 23:45,-0.013,11.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10452
2022-05-07 0:45,-0.013,12.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10458
2022-05-07 1:45,-0.014,14.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10457
2022-05-07 2:45,-0.015,10.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10453
2022-05-07 3:45,-0.014,8.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10448
2022-05-07 4:45,-0.014,7.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10443
2022-05-07 5:45,-0.014,7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10434
2022-05-07 6:45,-0.014,6.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10426
2022-05-07 7:45,-0.014,5.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10420
2022-05-07 8:45,-0.014,4.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10410
2022-05-07 9:45,-0.014,4.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10396
2022-05-07 10:45,-0.013,4.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10391
2022-05-07 11:45,-0.013,4.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10381
2022-05-07 12:45,-0.013,4.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10376
2022-05-07 13:45,-0.006,3.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10367
2022-05-07 14:45,-0.007,3.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10361
2022-05-07 15:45,-0.009,5.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10360
2022-05-07 16:45,-0.01,6.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10370
2022-05-07 17:45,-0.009,9.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10393
2022-05-07 18:45,-0.009,13.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10412
2022-05-07 19:45,-0.01,14.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10424
2022-05-07 20:45,-0.012,16.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10429
2022-05-07 21:45,-0.012,11.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10433
2022-05-07 22:45,-0.011,11.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10434
2022-05-07 23:45,-0.012,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10439
2022-05-08 0:45,-0.012,12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10439
2022-05-08 1:45,-0.013,16.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10440
2022-05-08 2:45,-0.014,11.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10441
2022-05-08 3:45,-0.015,7.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10430
2022-05-08 4:45,-0.015,5.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10422
2022-05-08 5:45,-0.015,4.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10408
2022-05-08 6:45,-0.015,3.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10398
2022-05-08 7:45,-0.015,2.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10382
2022-05-08 8:45,-0.015,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10370
2022-05-08 9:45,-0.015,1.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10360
2022-05-08 10:45,-0.015,0.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10344
2022-05-08 11:45,-0.015,0.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,10332
