,0
2021-07-19 17:00:00,-2.716667049346698
2021-07-19 17:30:00,-2.6925487061258706
2021-07-19 18:00:00,-2.68153458913375
2021-07-19 18:30:00,-2.698734849546405
2021-07-19 19:00:00,-2.655843477491669
2021-07-19 19:30:00,-2.5031122159449346
2021-07-19 20:00:00,-2.2660337129459123
2021-07-19 20:30:00,-1.996904988997402
2021-07-19 21:00:00,-1.7685875468344197
2021-07-19 21:30:00,-1.61469107736492
2021-07-19 22:00:00,-1.5203705069073439
2021-07-19 22:30:00,-1.4702108429761465
2021-07-19 23:00:00,-1.4577043441847906
2021-07-19 23:30:00,-1.4645786760645119
2021-07-20 00:00:00,-1.4639728859061278
2021-07-20 00:30:00,-1.4513292435005092
2021-07-20 01:00:00,-1.4309622500279238
2021-07-20 01:30:00,-1.3968050563813228
2021-07-20 02:00:00,-1.3525086934334078
2021-07-20 02:30:00,-1.3151635894438016
2021-07-20 03:00:00,-1.2848767142536606
2021-07-20 03:30:00,-1.2478459135385211
2021-07-20 04:00:00,-1.203177056524998
2021-07-20 04:30:00,-1.1596966085858667
2021-07-20 05:00:00,-1.1152919832188584
2021-07-20 05:30:00,-1.0750941776113265
2021-07-20 06:00:00,-1.0500605146252309
2021-07-20 06:30:00,-1.034637863417458
2021-07-20 07:00:00,-1.014707091369048
2021-07-20 07:30:00,-1.0128386200832142
2021-07-20 08:00:00,-1.04808248621146
2021-07-20 08:30:00,-1.115198805442393
2021-07-20 09:00:00,-1.2097932756557443
2021-07-20 09:30:00,-1.3046440729782482
2021-07-20 10:00:00,-1.38381602777946
2021-07-20 10:30:00,-1.4561244431231528
2021-07-20 11:00:00,-1.5259990605629905
2021-07-20 11:30:00,-1.6057470485930376
2021-07-20 12:00:00,-1.7022475010350562
2021-07-20 12:30:00,-1.828887561883755
2021-07-20 13:00:00,-2.0679899696376256
2021-07-20 13:30:00,-2.452519467141166
2021-07-20 14:00:00,-2.8638917664951107
2021-07-20 14:30:00,-3.14386665446103
2021-07-20 15:00:00,-3.314802195649585
2021-07-20 15:30:00,-3.463648243244173
2021-07-20 16:00:00,-3.5948169776724854
2021-07-20 16:30:00,-3.6852735613418734
2021-07-20 17:00:00,-3.7204925578402097
2021-07-20 17:30:00,-3.6919525874877097
2021-07-20 18:00:00,-3.620050795579088
2021-07-20 18:30:00,-3.4763119223565027
2021-07-20 19:00:00,-3.2620131438918443
2021-07-20 19:30:00,-3.0595873110186984
2021-07-20 20:00:00,-2.8564462075508112
2021-07-20 20:30:00,-2.617617816160653
2021-07-20 21:00:00,-2.376013996557525
2021-07-20 21:30:00,-2.1663278856003005
2021-07-20 22:00:00,-2.0049672350711303
2021-07-20 22:30:00,-1.9232274575258912
2021-07-20 23:00:00,-1.8980636319267832
2021-07-20 23:30:00,-1.872462849437443
2021-07-21 00:00:00,-1.8325044058465163
2021-07-21 00:30:00,-1.782136541112241
2021-07-21 01:00:00,-1.736814766269487
2021-07-21 01:30:00,-1.688013478115158
2021-07-21 02:00:00,-1.6267383101273785
2021-07-21 02:30:00,-1.5701025094073418
2021-07-21 03:00:00,-1.5231937526804695
2021-07-21 03:30:00,-1.4883929944224767
2021-07-21 04:00:00,-1.4625319702649187
2021-07-21 04:30:00,-1.4200661097734266
2021-07-21 05:00:00,-1.3524111955066098
2021-07-21 05:30:00,-1.2757976385434322
2021-07-21 06:00:00,-1.2107435807486824
2021-07-21 06:30:00,-1.1730781948130684
2021-07-21 07:00:00,-1.146737774006534
2021-07-21 07:30:00,-1.1143858128612354
2021-07-21 08:00:00,-1.0902319212736828
2021-07-21 08:30:00,-1.0950517575635628
2021-07-21 09:00:00,-1.1389741042587382
2021-07-21 09:30:00,-1.2272899700841853
2021-07-21 10:00:00,-1.3577751328522984
2021-07-21 10:30:00,-1.5446346194373313
2021-07-21 11:00:00,-1.8272304258425855
2021-07-21 11:30:00,-2.21717126791793
2021-07-21 12:00:00,-2.6309284962615593
2021-07-21 12:30:00,-2.9438348951924094
2021-07-21 13:00:00,-3.129886542022038
2021-07-21 13:30:00,-3.232651320641387
2021-07-21 14:00:00,-3.3053230713700965
2021-07-21 14:30:00,-3.34085801356153
2021-07-21 15:00:00,-3.344136085978257
2021-07-21 15:30:00,-3.382088923629626
2021-07-21 16:00:00,-3.458998935898305
2021-07-21 16:30:00,-3.496991160956425
2021-07-21 17:00:00,-3.4759320254349535
2021-07-21 17:30:00,-3.461253996254281
2021-07-21 18:00:00,-3.4997304784943672
2021-07-21 18:30:00,-3.5647989946494985
2021-07-21 19:00:00,-3.5353476794232974
2021-07-21 19:30:00,-3.3974194248695286
2021-07-21 20:00:00,-3.2185135819464223
2021-07-21 20:30:00,-3.0335673796419598
2021-07-21 21:00:00,-2.8712557221941224
2021-07-21 21:30:00,-2.7461774679236735
2021-07-21 22:00:00,-2.635079074792697
2021-07-21 22:30:00,-2.513534480335418
2021-07-21 23:00:00,-2.397643098523869
2021-07-21 23:30:00,-2.318109536038498
2021-07-22 00:00:00,-2.281975861105699
2021-07-22 00:30:00,-2.3000337048454216
2021-07-22 01:00:00,-2.362538089162458
2021-07-22 01:30:00,-2.430649626804144
2021-07-22 02:00:00,-2.492377853935109
2021-07-22 02:30:00,-2.535461553290606
2021-07-22 03:00:00,-2.5189341806945467
2021-07-22 03:30:00,-2.438746777679524
2021-07-22 04:00:00,-2.3490638794556364
2021-07-22 04:30:00,-2.2770930064250194
2021-07-22 05:00:00,-2.2154062536803005
2021-07-22 05:30:00,-2.157373697533255
2021-07-22 06:00:00,-2.1085515254577927
2021-07-22 06:30:00,-2.0729209368996333
2021-07-22 07:00:00,-2.051813473714489
2021-07-22 07:30:00,-2.062522682428886
2021-07-22 08:00:00,-2.146983623460656
2021-07-22 08:30:00,-2.353720531434962
2021-07-22 09:00:00,-2.6548780238883873
2021-07-22 09:30:00,-2.923969142281408
2021-07-22 10:00:00,-3.1162389875902874
2021-07-22 10:30:00,-3.283025167939125
2021-07-22 11:00:00,-3.4178589294351394
2021-07-22 11:30:00,-3.514290071203452
2021-07-22 12:00:00,-3.595448244570489
2021-07-22 12:30:00,-3.683995129662987
2021-07-22 13:00:00,-3.7758918018477408
2021-07-22 13:30:00,-3.856362211963761
2021-07-22 14:00:00,-3.9285528892429245
2021-07-22 14:30:00,-3.9878806624925565
2021-07-22 15:00:00,-4.03837812045627
2021-07-22 15:30:00,-4.138658111018833
2021-07-22 16:00:00,-4.309122134311933
2021-07-22 16:30:00,-4.4746119157413595
2021-07-22 17:00:00,-4.574162471990798
2021-07-22 17:30:00,-4.644400930663232
2021-07-22 18:00:00,-4.687458169228762
2021-07-22 18:30:00,-4.737773047143577
2021-07-22 19:00:00,-4.883422207091102
2021-07-22 19:30:00,-5.163061226940102
2021-07-22 20:00:00,-5.447498649969477
2021-07-22 20:30:00,-5.44052187577165
2021-07-22 21:00:00,-5.1758755809039965
2021-07-22 21:30:00,-4.861271805207772
2021-07-22 22:00:00,-4.615732687087289
2021-07-22 22:30:00,-4.43392518378309
2021-07-22 23:00:00,-4.279771477356479
2021-07-22 23:30:00,-4.154530784095245
2021-07-23 00:00:00,-4.068955462526465
2021-07-23 00:30:00,-3.990141298759
2021-07-23 01:00:00,-3.8939268507263933
2021-07-23 01:30:00,-3.811517677014912
2021-07-23 02:00:00,-3.7646276350460064
2021-07-23 02:30:00,-3.7278602931627876
2021-07-23 03:00:00,-3.6775836059393288
2021-07-23 03:30:00,-3.621652489653046
2021-07-23 04:00:00,-3.5813615519973583
2021-07-23 04:30:00,-3.582043798297851
2021-07-23 05:00:00,-3.620184918902951
2021-07-23 05:30:00,-3.6897574780629236
2021-07-23 06:00:00,-3.7946139173236597
2021-07-23 06:30:00,-3.9506743013583616
2021-07-23 07:00:00,-4.154470315104244
2021-07-23 07:30:00,-4.308683992950686
2021-07-23 08:00:00,-4.363041993286634
2021-07-23 08:30:00,-4.408007421826713
2021-07-23 09:00:00,-4.54740468398728
2021-07-23 09:30:00,-4.694680901188971
2021-07-23 10:00:00,-4.767316351986476
2021-07-23 10:30:00,-4.88603804885782
2021-07-23 11:00:00,-5.125187166815889
2021-07-23 11:30:00,-5.388526483038443
2021-07-23 12:00:00,-5.634745157267866
2021-07-23 12:30:00,-5.80258268027026
2021-07-23 13:00:00,-5.713058471862862
2021-07-23 13:30:00,-5.315051397503163
2021-07-23 14:00:00,-4.800256667935977
2021-07-23 14:30:00,-4.422523612407748
2021-07-23 15:00:00,-4.229590165105921
2021-07-23 15:30:00,-4.074940064054228
2021-07-23 16:00:00,-3.9052128191808717
2021-07-23 16:30:00,-3.7371543211622287
2021-07-23 17:00:00,-3.551576850141263
2021-07-23 17:30:00,-3.359572789991739
2021-07-23 18:00:00,-3.1939662106749154
2021-07-23 18:30:00,-3.087846837074632
2021-07-23 19:00:00,-3.033156575002499
2021-07-23 19:30:00,-2.9799699246739895
2021-07-23 20:00:00,-2.9118394884509358
2021-07-23 20:30:00,-2.84830317728583
2021-07-23 21:00:00,-2.788211646996611
2021-07-23 21:30:00,-2.7394241416915106
2021-07-23 22:00:00,-2.695411135968806
2021-07-23 22:30:00,-2.6372492861134957
2021-07-23 23:00:00,-2.5694643090548963
2021-07-23 23:30:00,-2.4981602951047384
2021-07-24 00:00:00,-2.4311487197895243
2021-07-24 00:30:00,-2.3765144715040374
2021-07-24 01:00:00,-2.3368809868981053
2021-07-24 01:30:00,-2.3033150238541418
2021-07-24 02:00:00,-2.266105757735994
2021-07-24 02:30:00,-2.224533497220583
2021-07-24 03:00:00,-2.1899708918649865
2021-07-24 03:30:00,-2.1638111056246285
2021-07-24 04:00:00,-2.1433182476214405
2021-07-24 04:30:00,-2.123380471668166
2021-07-24 05:00:00,-2.0902972895159007
2021-07-24 05:30:00,-2.0525621238251963
2021-07-24 06:00:00,-2.0770104692148688
2021-07-24 06:30:00,-2.197762204265452
2021-07-24 07:00:00,-2.33420902431628
2021-07-24 07:30:00,-2.433939126371859
2021-07-24 08:00:00,-2.5195014286905404
2021-07-24 08:30:00,-2.6164875580110762
2021-07-24 09:00:00,-2.72554548816598
2021-07-24 09:30:00,-2.817511561149247
2021-07-24 10:00:00,-2.8761212571487573
2021-07-24 10:30:00,-2.906543752485974
2021-07-24 11:00:00,-2.9194651509457783
2021-07-24 11:30:00,-2.936983481379563
2021-07-24 12:00:00,-2.9804694030586973
2021-07-24 12:30:00,-2.9984037158558134
2021-07-24 13:00:00,-2.9645556881645776
2021-07-24 13:30:00,-2.9141053343054035
2021-07-24 14:00:00,-2.8676801183382836
2021-07-24 14:30:00,-2.83117261103363
2021-07-24 15:00:00,-2.8070889132145305
2021-07-24 15:30:00,-2.7802421822660586
2021-07-24 16:00:00,-2.7385790297604453
2021-07-24 16:30:00,-2.6813560167674715
2021-07-24 17:00:00,-2.6142716369549666
2021-07-24 17:30:00,-2.518903297953673
2021-07-24 18:00:00,-2.3989079488144855
2021-07-24 18:30:00,-2.3064096017497593
2021-07-24 19:00:00,-2.251548583897132
2021-07-24 19:30:00,-2.2068346354528146
2021-07-24 20:00:00,-2.161576411768226
2021-07-24 20:30:00,-2.1137197917797357
2021-07-24 21:00:00,-2.070550959468618
2021-07-24 21:30:00,-2.0354676356752988
2021-07-24 22:00:00,-1.9956961256978953
2021-07-24 22:30:00,-1.9514439339981426
2021-07-24 23:00:00,-1.9182074957437956
2021-07-24 23:30:00,-1.8875342868765463
2021-07-25 00:00:00,-1.850318112782841
2021-07-25 00:30:00,-1.8145002378327548
2021-07-25 01:00:00,-1.7853419968044844
2021-07-25 01:30:00,-1.7673739029436195
